Date,Instrument,Close Price
2005-01-03,.5SP10,279.5405
2005-01-04,.5SP10,277.7718
2005-01-05,.5SP10,276.7112
2005-01-06,.5SP10,281.2724
2005-01-07,.5SP10,278.9963
2005-01-10,.5SP10,280.6615
2005-01-11,.5SP10,280.4939
2005-01-12,.5SP10,285.2473
2005-01-13,.5SP10,286.3388
2005-01-14,.5SP10,288.8447
2005-01-14,.5SP10,288.8447
2005-01-18,.5SP10,291.6829
2005-01-19,.5SP10,290.1979
2005-01-20,.5SP10,287.5853
2005-01-21,.5SP10,287.3642
2005-01-24,.5SP10,290.3108
2005-01-25,.5SP10,291.6809
2005-01-26,.5SP10,294.3461
2005-01-27,.5SP10,296.347
2005-01-28,.5SP10,293.3885
2005-01-31,.5SP10,296.4723
2005-02-01,.5SP10,302.6956
2005-02-02,.5SP10,306.6883
2005-02-03,.5SP10,308.9357
2005-02-04,.5SP10,311.186
2005-02-07,.5SP10,309.6228
2005-02-08,.5SP10,311.5987
2005-02-09,.5SP10,310.9409
2005-02-10,.5SP10,318.0544
2005-02-11,.5SP10,319.3362
2005-02-14,.5SP10,320.9493
2005-02-15,.5SP10,321.4468
2005-02-16,.5SP10,330.2218
2005-02-17,.5SP10,326.5332
2005-02-18,.5SP10,333.7103
2005-02-18,.5SP10,333.7103
2005-02-22,.5SP10,330.1736
2005-02-23,.5SP10,335.2849
2005-02-24,.5SP10,342.5901
2005-02-25,.5SP10,351.7439
2005-02-28,.5SP10,350.6769
2005-03-01,.5SP10,343.4805
2005-03-02,.5SP10,347.7103
2005-03-03,.5SP10,352.1276
2005-03-04,.5SP10,356.0434
2005-03-07,.5SP10,353.2697
2005-03-08,.5SP10,352.9035
2005-03-09,.5SP10,342.1929
2005-03-10,.5SP10,336.981
2005-03-11,.5SP10,339.2123
2005-03-14,.5SP10,341.7349
2005-03-15,.5SP10,336.7652
2005-03-16,.5SP10,337.4965
2005-03-17,.5SP10,343.2747
2005-03-18,.5SP10,348.1278
2005-03-21,.5SP10,345.196
2005-03-22,.5SP10,340.2357
2005-03-23,.5SP10,334.5018
2005-03-24,.5SP10,332.6492
2005-03-24,.5SP10,332.6492
2005-03-28,.5SP10,332.6781
2005-03-29,.5SP10,328.0806
2005-03-30,.5SP10,332.9037
2005-03-31,.5SP10,337.8818
2005-04-01,.5SP10,345.2544
