Date,Global Sustainability Index,US Sustainability Index,GER Sustainability Index,China Sustainability Index
2009-10,0.12989237377424434,0.4319847925879752,0.09449769927526064,0.3273121249049915
2009-11,-0.04591536809032881,0.07644164107812812,-0.3984898332224013,-0.15510154739589632
2009-12,0.5386135017723463,0.25560392839873014,1.4117244215650735,1.280157124003638
2010-01,-0.3395173663423344,-0.37059899813380015,-0.5875008986168151,0.03680912237170153
2010-02,0.42963060516671114,1.512596358207528,0.554819186850825,-0.547908541335359
2010-03,-0.24099432634140583,-0.4605294544259487,-0.4474100505604993,0.5304447049782728
2010-04,0.09218879905234223,0.048974829395867836,0.3719611103320677,0.31667967625071114
2010-05,-0.04634130723578289,-0.09531057597753223,0.33540347683715166,-0.033949297042012994
2010-06,0.11133658573807526,0.2921034236386366,-0.18957833457779283,0.21563759582660902
2010-07,-0.11625473564211974,-0.2904032752101865,-0.24348680954351665,0.09007268872726049
2010-08,0.28696067905067557,0.6622848517459334,0.14565275179644965,-0.037143589703640956
2010-09,-0.22074916766510133,-0.4483076223785665,-0.34772066243945643,0.07327256367470225
2010-10,0.13983567634895744,0.41625648500452583,0.8000697643846368,0.01106621670775687
2010-11,-0.3119131840202898,-0.49040334685530684,-0.36722869897299504,-0.4892204706468014
2010-12,-0.05521145023648866,-0.2878378824692229,0.5901441583343363,-0.3191750401443657
2011-01,0.5289921848629464,1.5515164663396948,-0.0153986648556792,0.7523697281195487
2011-02,0.0028836393367732693,0.16184433008053922,0.3589419150302755,-0.3323775421793592
2011-03,-0.04241741711935931,-0.06925152870355544,-0.3405001720911289,0.20153583355743465
2011-04,-0.10566464022647815,-0.41884905860045407,0.05110097514774514,-0.15682020907585192
2011-05,-0.00035353550666494815,-0.031992050166951724,0.07111540086868029,-0.01910212271563494
2011-06,0.013813951413859105,0.05192445551528002,0.12310927697697127,0.08649953094025542
2011-07,0.014822686033366894,-0.02052429992493443,0.126062987079002,0.02565033137084738
2011-08,-0.05638797286515218,-0.36977023969998424,0.14136610742937927,-0.13271588222000386
2011-09,-0.0004357831721193417,-0.06992130337384095,-0.1569631256219235,0.04453624841984993
2011-10,0.14018702476102018,1.4250927778551787,0.01112971822070885,-0.01806325021097921
2011-11,0.005993256336858543,-0.04135559347810269,-0.04526183324009614,-0.0712008192206407
2011-12,-0.11239583509859274,-0.4197232723451577,0.2096525532449911,-0.01777835745650802
2012-01,0.05227760054542041,0.15673395148546443,-0.10261665056569003,0.3115806123969669
2012-02,-0.03250588791034015,-0.36821531523569606,-0.10702433343102713,0.7360279482836467
2012-03,0.033995918856122964,0.20699639097395872,0.10762134616541363,-0.15105849173055508
2012-04,0.03697867421397549,0.07044116475220275,0.3073270814627347,-0.08471430973196836
2012-05,0.0436597441650326,0.28049505030243904,0.033388511608329896,0.022187381092137137
2012-06,0.0761535339803654,0.5449800212821396,0.19318386280283661,-0.2298845813895708
2012-07,0.0852753029972193,0.16731201139198637,0.10723573149057741,0.16422567422268552
2012-08,-0.06963583380871097,-0.1662078094102608,0.007906291860594106,-0.1235149931131373
2012-09,-0.07084692874763099,-0.3176588965648999,-0.15164298657412356,0.12695894595519674
2012-10,-0.10154312639149332,-0.22134310074803842,0.04500527885524108,-0.19247781784297202
2012-11,0.08928859433323622,0.5944486311520687,-0.06073797597370789,-0.011989775667203273
2012-12,-0.058083123023147,-0.18081052724232838,-0.00039116911867376203,-0.10902734007918546
2013-01,0.002936451162861786,0.1212995724495749,0.005009312679407074,-0.04864083086281756
2013-02,-0.04770818295479606,-0.15901079428394682,-0.07476700919577028,0.06744036126517439
2013-03,-0.0007276574921266654,-0.027106701026113234,0.08799426586844095,-0.05489097465598414
2013-04,-0.10189230353370349,-0.39680936064630923,-0.0657884455511567,-0.05004107387748913
2013-05,-0.013868351596292627,0.050913517203072134,-0.10375056137469785,0.19436095259030406
2013-06,-0.05862728280895724,-0.06330066128752176,-0.05020880112302828,-0.1725681153930564
2013-07,0.07214591061435982,0.5450063819186022,0.09434828907278292,0.12571131451016515
2013-08,0.0442964950252811,-0.019242877446514428,0.08651090747364232,0.22972872908104214
2013-09,0.06938429638249444,0.03165739593199879,0.08986763946853449,0.060924974789374975
2013-10,0.09535182436896505,0.49501409229826376,0.006492924696237745,0.01946801965616829
2013-11,-0.10583429165363234,-0.38448701368369553,0.019399930874744786,0.022018193542591824
2013-12,0.008228874413826581,0.030472361988002294,-0.028132686599933288,-0.07174286003930641
2014-01,0.05768576186391905,0.1712102596509395,0.0061518278652730185,0.05559903511820696
2014-02,0.021744947692917016,0.22458488223048723,0.01390371680566771,-0.147282935464082
2014-03,-0.01465403781411323,-0.003255332392048782,-0.010120312782658125,-0.1451800149878083
2014-04,0.011889102540654006,-0.019865450519891303,0.006812659133640375,0.0436423808262516
2014-05,0.0014051872391871445,0.020482821573801102,0.00536156865636217,0.00811929249441734
2014-06,-0.00848937465484223,0.006612709242530546,-0.02625787055707962,0.017620921875006967
2014-07,0.020811891949511052,0.14109122636931715,-0.009867785926105044,-0.0006485248659441334
2014-08,-0.06659872195046279,-0.11415015696673392,-0.2993833980621001,0.09282434395656591
2014-09,0.007278695612832342,0.054984401329900345,-0.007397465078589849,-0.03927932198898654
2014-10,0.008902474633824653,-0.03129486422128447,0.0913352425196079,0.048767978713478266
2014-11,-0.024369151424011637,-0.17548490237862258,0.009346011077274285,-0.0012555636948478055
2014-12,0.049387024952609604,0.24627669753572,0.0947195391295772,-0.02142749508523889
2015-01,-0.023065850878921657,-0.027591088446993428,-0.05816867275767268,-0.12005211581374031
2015-02,0.030632216605619877,0.0656935495208395,-0.2920278212661259,0.11005269508037951
2015-03,-0.019974102452308462,-0.10723744801975077,-0.05194683577544823,-0.06539578638822541
2015-04,0.008570287712325486,-0.014670612728991062,0.04912779797757305,0.008970054561836083
2015-05,0.039711355834187057,0.16293891879844158,-0.02867931335270113,0.02136479365442412
2015-06,0.06454048942386859,0.20811027319801179,0.015016592065267842,-0.08269051868695088
2015-07,-0.03392267787522463,-0.12793027286425163,0.16350699636491473,-0.017111192118472673
2015-08,-0.0412174534532328,-0.052380496703293256,-0.14872837090723345,0.04068774964071964
2015-09,-0.010106076086536797,0.001737468776038087,-0.04596885472716028,-0.04172398168107838
2015-10,0.03196605206143399,0.03194481426231399,0.09368441357363255,0.06427870738045183
2015-11,-0.10614357951247588,-0.22268008720383914,-0.15199391655836514,-0.05781439174712122
2015-12,0.008928635810908636,0.06280873464043801,0.003139727727184516,0.05399914845987808
2016-01,0.11878166352558273,0.2406062222306995,0.06314386301467412,0.05761665915562264
2016-02,-0.011257629822734483,-0.04027316760660404,0.4330102153303099,-0.07811501348316197
2016-03,-0.07118255160930986,-0.09604414283281304,-0.058529838656823596,-0.12265768163612578
2016-04,0.014534417944465972,0.026818137260667285,0.13471829637191046,0.04966959165088847
2016-05,-0.050502476158744036,-0.09342749464508027,-0.018362616189996572,-0.00664355621140944
2016-06,-0.009754471552350319,-0.00709710664975971,-0.05739538589692317,-0.13198648054347395
2016-07,0.24481134297201113,0.38485656537832047,-0.0063128360284001594,0.025551108888132168
2016-08,-0.10162788621759833,-0.3168315013784967,0.20126625006402787,-0.02943136135820479
2016-09,-0.009460729780905064,0.0425552623037988,-0.008875853576327142,0.0027026081635084243
2016-10,-0.005542160542714281,-0.001611165833090955,-0.005734828258764035,0.020704817657244634
2016-11,0.20909766547876973,0.6241406702398888,0.07137914330174944,0.02757013212621584
2016-12,0.0992540290940449,0.23575361436378794,-0.025657283453721758,-0.028609202984435367
2017-01,0.07967006258683207,0.21322427772673636,0.06527251644688903,0.050223946781750683
2017-02,0.011167749069542543,-0.02651194404967805,0.07249538469050898,0.019015080197463785
2017-03,-0.06637203002224756,-0.18161260756887265,-0.021687970988213512,0.05927216579503014
2017-04,-0.10863139872203642,-0.20820224149444655,-0.08338210954745229,-0.04454888531003898
2017-05,0.03366113204247356,0.1695218669246492,-0.06625622762231287,-0.0764518804789871
2017-06,0.012347914399127635,0.02735722509355676,0.08932800593748214,0.02651740207838338
2017-07,-0.02916543336596067,-0.0029376779796117525,-0.09772945654124299,0.055752179946188196
2017-08,-0.09287048027061373,-0.1871736942366563,-0.2307649082392319,-0.08536575890090647
2017-09,0.07759751879450949,0.19502299611144935,-0.03463989466033013,0.07695046851749865
2017-10,-0.0015263987230631493,0.0014971024258989551,0.382439979044396,-0.04099592884271197
2017-11,-0.029642196743576932,-0.06731514957410634,-0.039384601054351154,-0.000672872912332867
2017-12,0.010530884176646715,-0.0042590961315156495,0.19333259749386733,0.05213428923386387
2018-01,-0.011242610975352618,0.01914978488883823,-0.12901708356307395,-0.0025032975912174793
2018-02,0.017566090019142333,-0.010224303751677044,-0.09354817797507198,0.11516941446298645
2018-03,-0.01962252640799389,-0.04277627477805246,0.0031559532252753986,0.018931745623089524
2018-04,0.01693855954934631,0.02455173890453155,-0.10966495682520783,0.11863792824080388
2018-05,0.009621238826919454,-0.023092255609066026,0.03320329771028274,0.046546678914485495
2018-06,0.03332228389903236,0.14915457156494205,-0.01921399710663374,-0.07735705460745912
2018-07,0.05370452879492604,0.06810867378740237,-0.019481562736547553,0.03515111196324883
2018-08,0.05064982284952868,0.1008671516933295,0.026095277842464792,0.0744929007373969
2018-09,-0.06005288757161642,-0.16889385575277016,0.009917292691385082,-0.020581197827141517
2018-10,-0.05593736649516856,-0.06929827001580935,0.007615642527365685,0.027766671049729075
2018-11,-0.01035990583252444,-0.04791890291297585,0.009657321124096674,0.09950476506605344
2018-12,0.013712817683368517,-0.028292588049610323,-0.03574546070724738,0.026975175078304492
2019-01,-0.01757039675987271,-0.12019765110239733,0.319583016111185,0.03450271383327319
2019-02,0.10555583319022399,0.4344411547701392,0.09293269386929914,-0.25615464290860424
2019-03,-0.028247493019686876,-0.0797216301248741,0.09175366252370831,-0.07974828059464822
2019-04,0.021711297359818804,0.0025654815037796652,-0.09925724385064827,0.40470857413119843
2019-05,-0.06195619149770837,-0.17680390445796712,0.023149723239484832,-0.058220096093896556
2019-06,-0.04756212705155827,-0.12186141340758239,0.03341970370740266,-0.03011552537173512
2019-07,0.048645781413192646,0.13252120385446875,-0.22130668180733926,0.17043562639860088
2019-08,0.06094266564984552,0.1318518102214552,0.028031119474119626,0.038011940076390305
2019-09,0.11505046378698269,0.35200332226458486,-0.0025786401383262048,-0.012437918304002538
2019-10,0.03625550595513749,0.12945377887358656,-0.10805250989903947,-0.10621539833414806
2019-11,0.05833339249702285,0.062049117340315485,0.06053541208170676,0.19188057885348075
2019-12,0.014036914354535357,-0.031655047154651506,0.03578297677978082,0.026740592391046425
2020-01,0.03833115051321423,0.07112443887910103,0.11983047985375372,-0.018035635979557152
2020-02,0.023512166887209363,-0.013457369206948178,0.030345458700257177,0.1333662870767598
2020-03,-0.10254477282490415,-0.10257979438925191,-0.19425636762288023,-0.1385336190684484
2020-04,-0.17402638563057693,-0.4576927249430365,0.08944062833524224,0.08459830118216782
2020-05,0.07123102768794887,0.2984054242041376,-0.016229322202715557,0.045262856299155274
2020-06,0.03989519345359738,0.10164414669520205,0.08251656760727943,-0.04006126128761134
2020-07,-0.06076253825817213,-0.14033087906279507,-0.04556848796892621,-0.044840724984877456
2020-08,-0.11252900228348828,-0.2885651722427316,-0.18399728656737135,0.09904913543117244
2020-09,0.018727227404756963,0.11241443152304487,0.02013106298727485,-0.004546053931989258
2020-10,0.04287900807068423,0.14152968656487297,0.05530491177867525,0.006251394538187016
2020-11,-0.13327643734666317,-0.3708115016615666,-0.1636485650162226,0.0319396605874116
2020-12,-0.07308832073522253,-0.13625519655947194,-0.07783576736293463,-0.12453516578441226
2021-01,0.02606184934723421,0.11944718257515219,-0.1819131712263441,0.07342117147356264
2021-02,0.016995426835518135,-0.07464731410056735,0.07187975589705209,0.10637373271552253
2021-03,0.021525708478343564,0.05018491946054038,-0.06577687395254328,0.017830576246714802
2021-04,0.023144164488237307,0.07801802904690636,0.22134413675769826,0.008744940416482772
2021-05,0.035415502139101385,-0.06393170346309418,0.2702701790875597,0.09577296735282204
2021-06,0.006846490302516273,0.0002620079931554553,-0.0402429518474644,0.10585206203808739
2021-07,-0.03045559520369112,-0.28715454392673645,0.14067280170764462,-0.005095592006395866
2021-08,0.05718234677174938,0.056363791947250164,-0.07049171684251387,0.06211312715294737
2021-09,0.03229109018915377,-0.011559524621983952,0.2589428924743242,-0.02921357789746759
2021-10,-0.021382356173431538,0.007683459959257899,-0.05161307837003315,0.000982179989005516
2021-11,0.07861634899451553,0.23331652591200314,0.023390425047021823,0.10006273013746347
2021-12,0.07917242939606073,0.07358416372199139,0.045318426808146794,0.07263796787706545
2022-01,-0.054881720531639644,0.007503897813894156,-0.22960011714229422,0.030919778937570586
2022-02,0.03581964870913046,0.05456104452101962,0.01522883085326976,0.11131814032695031
2022-03,0.016221761453057315,-0.01682092068977936,-0.031576405576551614,-0.016861241567818097
2022-04,-0.031479385345081656,-0.009190834122618563,0.09844491243606912,-0.0721349655708231
2022-05,-0.061889019190022765,-0.3098109102125042,0.40528262727843645,-0.05251242302145409
2022-06,-0.011455669248313982,0.12221243599785314,-0.08296559202642972,-0.0655798862291439
2022-07,-0.020024659491381103,0.008650156937697329,0.030057420451525152,-0.07515000719455356
2022-08,0.026481970062520954,-0.06465544165153447,-0.10388152237489201,0.08846549804499104
2022-09,-0.037558529068842605,-0.036103045260197586,0.14384044598352053,-0.10329488023978839
2022-10,0.017075973444265813,0.022684142193047707,-0.10334707125666309,0.0850387162142816
2022-11,-0.06007264131278367,0.03245452438396201,-0.04852610975740401,-0.15289951612481767
2022-12,-0.005171570222975097,-0.05411015711265754,0.02313586664914591,-0.010327338332841718
2023-01,0.04266768724985859,0.2825926207049303,0.09661463523372293,-0.004843498626121323
2023-02,0.12915459622889047,0.6585162489505092,-0.09236796113810464,-0.006374287905356213
2023-03,0.02315475572752934,0.020258822155453382,0.04922942891466109,0.075663222388904
2023-04,0.21976277271825895,0.7693369717131353,0.09579726592377713,-0.06348917342053773
2023-05,-0.13184212926380023,-0.20538768471190882,-0.1387978874186081,-0.10994695217927941
2023-06,-0.07869171684857101,-0.2287182036442924,-0.012920319244472789,0.07127926232083626
2023-07,-0.05979045889396761,-0.15079891454904681,-0.01697385443741406,-0.01907808943407452
2023-08,-0.041946332672214814,-0.1568565824764645,-0.08116397648808071,-0.008992140558305106
2023-09,-0.004575713541851267,0.005281160641984695,-0.03206094835182283,-0.014108263542546795
2023-10,0.1712620051872169,0.6016045345144321,-0.03142072239021132,0.02161000658600165
2023-11,0.028982933080345052,0.10235390043070036,-0.0034917293243722503,-0.08433209651943352
2023-12,-0.00017281792539580731,0.015510521741363137,-0.018364139466040985,0.0006952430325000147
2024-01,-0.02364363957370519,-0.09633902058815857,0.08232737201629536,0.09690759416233918
2024-02,0.00837766863758116,-0.007174924004257677,0.10942901529168503,0.03172807840267655
2024-03,0.015884468649040695,0.02645789071716398,0.010114033756265961,0.0183249676683519
2024-04,-0.013976220606136014,-0.02015555026358562,0.030481426865281325,-0.05069584876836386
2024-05,-0.03325683180314931,-0.12009351579362415,-0.02148589556669067,0.02329047204793322
2024-06,0.012870782194452923,0.020726504941634527,-0.05988784167046557,-0.001400104103915889
2024-07,0.044074261147810434,0.06562225288202628,-0.018977213326621944,0.0809252610154636
2024-08,0.005444903942968482,-0.1696880540916783,0.4177885457518238,0.10794549381670904
2024-09,-0.032960699765095525,0.018281043996108748,0.02411568741502501,-0.15638484138476738
2024-10,0.028725152193975534,-0.04219065584594939,0.19266689710989815,0.2417798875143311
2024-11,0.14464759165692653,0.2884902583383462,0.013549468362847872,-0.07238757310179933
2024-12,0.15052113901097663,0.3646192508951096,-0.14491828235369442,0.07081482289322616
2025-01,0.06745411903284171,0.23118494856149296,-0.02990094816188471,-0.09409102594578678
2025-02,0.021688125344356823,0.018637033931862224,-0.07455447522754044,0.021964463603332707
2025-03,0.19551316603498559,0.2193680368803046,0.3055091429048409,0.5535293677916253
