Date,.CESIUSD,.MOVE
2010-08-09,-33.0,79.8
2010-08-11,-55.0,76.2
2010-08-13,-57.4,84.3
2010-08-16,-57.3,92.8
2010-08-17,-53.2,
2010-08-18,-53.0,
2010-08-19,-59.0,
2010-08-23,-59.5,
2010-08-24,-57.8,97.6
2010-08-25,,100.7
2010-08-26,-62.8,
2010-08-27,-59.6,
2010-08-30,,109.7
2010-09-03,-38.4,
2010-09-06,-35.1,
2010-09-07,,98.2
2010-09-08,-30.3,100.9
2010-09-10,,107.3
2010-09-13,-15.5,105.5
2010-09-14,-9.6,
2010-09-16,-7.9,
2010-09-17,-13.7,
2010-09-20,-10.6,
2010-09-21,-8.9,
2010-09-22,-8.0,
2010-09-23,-8.3,
2010-09-27,,85.7
2010-09-29,,85.6
2010-10-01,,86.5
2010-10-04,,96.7
2010-10-06,-0.5,90.4
2010-10-13,,81.3
2010-10-20,-4.8,
2010-10-21,,89.6
2010-10-28,,98.7
2010-11-01,9.1,
2010-11-02,10.0,98.3
2010-11-03,12.7,83.1
2010-11-05,,81.7
2010-11-12,36.0,97.7
2010-11-16,,100.8
2010-11-17,24.1,95.1
2010-11-18,,98.6
2010-11-19,29.7,94.5
2010-11-22,,90.6
2010-11-23,30.4,90.8
2010-11-24,,101.0
2010-11-25,25.1,
2010-11-29,,100.4
2010-11-30,,101.9
2010-12-02,,109.3
2010-12-10,,110.8
2010-12-21,,104.2
2010-12-28,6.5,110.2
2010-12-29,,111.3
2011-01-05,18.9,
2011-01-06,,112.9
2011-01-11,,100.3
2011-01-12,36.4,
2011-01-18,40.6,
2011-01-19,39.5,93.4
2011-01-20,39.2,97.8
2011-01-21,38.6,
2011-01-24,35.7,
2011-01-31,,96.2
2011-02-03,,102.3
2011-02-07,,101.4
2011-02-08,,101.2
2011-02-09,,99.3
2011-02-10,,100.5
2011-02-11,67.1,
2011-02-14,,95.6
2011-02-15,67.4,94.7
2011-02-16,63.9,
2011-02-17,72.1,
2011-02-18,72.0,
2011-02-22,76.6,97.3
2011-02-23,77.2,
2011-02-24,77.1,96.9
2011-02-25,70.2,
2011-02-28,74.5,90.5
2011-03-01,77.3,
2011-03-02,83.6,
2011-03-03,86.1,
2011-03-04,97.5,94.6
2011-03-07,93.2,
2011-03-08,91.2,
2011-03-09,88.4,
2011-03-10,74.9,94.2
2011-03-11,,91.7
2011-03-14,63.5,
2011-03-16,60.2,
2011-03-17,63.8,
2011-03-22,,91.9
2011-03-23,57.8,
2011-03-24,53.8,
2011-03-25,54.2,
2011-03-28,50.3,
2011-03-29,,91.8
2011-04-05,37.1,
2011-04-11,32.8,
2011-04-18,20.2,
2011-04-20,,77.4
2011-04-26,12.1,
2011-04-27,11.7,
2011-05-05,-26.7,
2011-05-09,-32.1,
2011-05-10,-32.6,
2011-05-11,-35.3,
2011-05-12,-35.8,81.9
2011-05-13,-34.4,
2011-05-16,-38.3,
2011-05-17,-43.8,
2011-05-18,-43.9,77.9
2011-05-25,,75.8
2011-05-26,-57.9,74.3
2011-05-27,-57.2,73.9
2011-05-30,-59.8,
2011-06-01,-91.3,
2011-06-03,-117.2,
2011-06-06,-112.7,
2011-06-07,-109.9,
2011-06-08,-108.7,
2011-06-10,-97.8,
2011-06-13,-96.6,
2011-06-14,-95.4,
2011-06-17,-101.9,
2011-06-20,-99.5,
2011-06-21,-98.7,
2011-06-23,-98.9,
2011-06-24,-97.9,84.8
2011-06-27,-96.9,83.8
2011-06-28,,89.4
2011-06-29,-100.2,
2011-06-30,-93.6,
2011-07-07,-73.7,
2011-07-08,-91.4,
2011-07-11,-87.8,88.4
2011-07-12,-99.1,
2011-07-13,-98.0,
2011-07-15,-99.9,
2011-07-19,-94.7,
2011-07-20,-94.4,
2011-07-21,-93.8,
2011-07-22,-92.8,
2011-07-25,-89.0,86.8
2011-07-28,-83.2,
2011-08-01,-92.6,
2011-08-03,-89.4,
2011-08-05,-76.1,
2011-08-08,-72.5,
2011-08-09,-71.5,
2011-08-10,-70.5,98.9
2011-08-11,-78.8,107.9
2011-08-15,-79.2,
2011-08-16,-74.1,
2011-08-17,-72.9,
2011-08-18,-83.9,95.0
2011-08-19,-82.5,
2011-08-22,-76.6,
2011-08-23,-74.5,
2011-08-24,-69.7,105.8
2011-08-25,-68.7,
2011-08-26,-67.8,101.5
2011-08-29,,98.0
2011-08-30,,99.2
2011-09-01,-48.1,98.8
2011-09-02,-57.7,99.4
2011-09-06,-55.1,103.1
2011-09-07,-54.7,
2011-09-12,-39.5,
2011-09-21,-41.0,
2011-09-22,,103.4
2011-09-23,,104.5
2011-09-29,-36.5,
2011-09-30,-29.5,
2011-10-06,-14.7,
2011-10-12,,108.3
2011-10-13,-0.6,
2011-10-17,,108.4
2011-10-18,10.6,
2011-10-25,,102.1
2011-10-27,,108.1
2011-10-31,18.0,
2011-11-01,,116.0
2011-11-07,,106.3
2011-11-14,36.5,113.1
2011-11-15,44.6,108.6
2011-11-16,49.9,
2011-11-17,49.1,
2011-11-23,41.1,104.7
2011-11-30,61.8,99.7
2011-12-02,85.7,
2011-12-06,75.1,
2011-12-08,76.1,
2011-12-09,78.0,
2011-12-12,77.8,
2011-12-13,75.0,
2011-12-14,74.7,
2011-12-15,71.9,
2011-12-16,75.5,
2011-12-19,73.4,
2011-12-20,73.9,
2011-12-21,70.5,
2011-12-27,,94.8
2011-12-28,69.5,
2011-12-29,,94.1
2011-12-30,68.5,
2012-01-06,91.9,
2012-01-09,89.7,
2012-01-10,88.8,
2012-01-11,87.8,
2012-01-12,77.4,
2012-01-13,72.4,
2012-01-16,69.3,
2012-01-17,68.9,
2012-01-23,70.6,
2012-01-24,,81.6
2012-01-25,69.0,
2012-01-27,65.4,75.4
2012-01-31,,72.1
2012-02-01,,72.7
2012-02-03,83.7,
2012-02-06,79.7,72.3
2012-02-07,77.6,
2012-02-08,76.4,
2012-02-10,73.3,
2012-02-17,64.9,
2012-02-23,58.3,
2012-03-01,45.1,
2012-03-07,46.9,75.1
2012-03-09,39.0,73.2
2012-03-12,38.3,
2012-03-13,41.0,73.8
2012-03-14,39.9,
2012-03-16,33.1,
2012-03-20,30.8,
2012-03-22,29.0,
2012-03-23,27.4,
2012-03-26,24.2,
2012-03-29,,75.2
2012-04-04,6.8,
2012-04-12,15.4,
2012-04-17,9.2,
2012-04-18,,72.5
2012-04-24,4.2,
2012-04-27,,64.1
2012-05-03,,63.3
2012-05-04,-23.4,
2012-05-08,-22.0,
2012-05-09,-21.6,
2012-05-10,-25.6,
2012-05-29,-30.2,
2012-05-30,-30.0,73.0
2012-06-01,-53.6,80.6
2012-06-04,-52.3,
2012-06-08,-50.1,
2012-06-11,-49.4,
2012-06-12,-48.4,
2012-06-13,,89.3
2012-06-14,-54.5,91.5
2012-06-15,-60.6,
2012-06-19,-59.7,
2012-06-20,,77.7
2012-06-22,-64.4,
2012-06-25,-61.6,
2012-06-26,-62.2,
2012-06-27,-60.9,
2012-07-02,-63.9,
2012-07-03,-63.2,
2012-07-05,-60.2,
2012-07-09,-62.6,
2012-07-11,-64.5,
2012-07-12,-61.4,
2012-07-16,-64.0,62.8
2012-07-18,-61.1,
2012-07-19,-65.3,
2012-07-23,-60.8,
2012-07-26,-53.8,
2012-08-01,-40.6,
2012-08-06,-34.7,
2012-08-09,-21.3,
2012-08-13,-19.7,
2012-08-15,-19.1,
2012-08-17,,74.0
2012-08-21,-15.3,
2012-08-24,-9.3,
2012-08-27,-3.4,
2012-09-03,-2.3,
2012-09-06,5.5,71.0
2012-09-10,18.5,
2012-09-12,26.3,
2012-09-20,,59.7
2012-09-26,28.9,
2012-09-27,,61.0781
2012-09-28,,60.47342
2012-10-05,43.5,
2012-10-09,42.6,
2012-10-11,,61.4
2012-10-12,49.4,
2012-10-16,,64.8
2012-10-18,53.9,
2012-10-23,49.0,
2012-10-25,51.7,
2012-10-31,,71.43392
2012-11-05,,68.608516
2012-11-06,50.7,
2012-11-08,59.6,
2012-11-13,,57.3
2012-11-14,57.0,56.836434
2012-11-15,,55.6
2012-11-16,,54.976185
2012-11-20,,53.7
2012-11-21,,53.9
2012-11-27,,51.7
2012-11-28,,52.3
2012-11-29,43.9,
2012-11-30,,51.8
2012-12-03,,51.019573
2012-12-04,33.0,
2012-12-10,,52.246511
2012-12-11,48.0,
2012-12-12,,53.6
2012-12-20,56.0,54.4
2012-12-24,54.3,
2013-01-08,31.1,
2013-01-10,,58.2
2013-01-14,8.9,
2013-01-15,,53.1
2013-01-16,3.3,53.2
2013-01-18,,55.8544551
2013-01-21,,58.95832556
2013-01-22,,61.88943953
2013-01-29,,62.4
2013-01-30,-30.8,
2013-01-31,-27.9,
2013-02-05,-29.9,
2013-02-06,-29.8,
2013-02-13,,61.7
2013-02-27,,58.41433672
2013-02-28,,55.8764745
2013-03-05,,56.5024
2013-03-06,7.0,
2013-03-08,21.1,
2013-03-11,,55.0675
2013-03-20,27.2,
2013-03-21,28.8,
2013-03-25,30.2,57.6686265
2013-04-05,,54.8
2013-04-07,9.6,
2013-04-11,,52.6
2013-04-16,,51.9
2013-04-17,,52.0
2013-04-18,,51.3
2013-04-22,,50.6
2013-04-23,,50.0
2013-04-24,,49.8
2013-04-25,-6.2,49.4
2013-04-26,,50.2
2013-04-29,,49.6
2013-04-30,,49.2
2013-05-01,,49.0
2013-05-06,,49.49
2013-05-09,,48.87
2013-05-10,,55.32
2013-05-13,,56.51
2013-05-14,,57.74
2013-05-20,-18.2,
2013-05-23,-17.8,
2013-06-05,-29.0,
2013-06-13,-28.0,
2013-06-14,-29.7,
2013-06-18,-14.8,81.0
2013-06-21,-12.0,
2013-06-24,-8.1,
2013-06-26,,103.5
2013-06-27,,97.1
2013-07-01,-3.6,101.3
2013-07-09,,99.5
2013-07-10,,99.0
2013-07-11,-11.9,
2013-07-15,-15.0,
2013-07-19,-9.5,
2013-07-31,4.0,
2013-08-05,18.8,
2013-08-27,,94.9
2013-08-28,25.4,
2013-09-03,36.8,
2013-09-06,56.5,
2013-09-09,55.0,
2013-09-11,53.5,
2013-09-12,56.8,
2013-09-18,,82.7
2013-10-01,53.3,
2013-10-09,,80.8
2013-10-23,18.2,
2013-10-25,,61.14
2013-10-28,11.4,
2013-10-30,,60.6
2013-11-01,,69.6
2013-11-05,0.0,
2013-11-19,,62.3
2013-11-27,,67.8
2013-12-06,,69.2
2013-12-10,,70.5
2013-12-13,32.1,
2013-12-19,39.1,
2013-12-31,52.2,
2014-01-14,70.3,
2014-01-15,72.7,
2014-01-16,69.2,
2014-01-27,59.0,
2014-01-28,52.0,
2014-02-20,-6.5,
2014-02-25,,56.8
2014-02-28,-13.4,
2014-03-07,-31.2,
2014-03-10,,55.7
2014-03-11,-33.6,55.51
2014-03-13,,57.48
2014-03-14,,62.84
2014-03-18,,59.21
2014-03-19,-34.8,
2014-03-25,-31.7,58.34
2014-04-02,-32.8,
2014-04-08,-45.2,
2014-04-14,-37.6,
2014-04-21,-23.6,
2014-04-29,-21.0,
2014-04-30,-32.5,
2014-05-01,-28.7,58.84
2014-05-15,-7.4,
2014-05-28,1.9,55.2
2014-05-29,-2.9,
2014-06-02,-3.2,
2014-06-19,,55.5
2014-06-25,,54.1
2014-06-26,,53.25
2014-07-03,-9.4,
2014-07-07,,55.05
2014-07-08,,54.97
2014-07-09,,55.17
2014-07-11,-13.1,
2014-07-15,,54.0
2014-07-16,,52.9
2014-07-17,-16.7,
2014-07-18,-18.0,
2014-07-21,,53.8511
2014-07-22,,53.8
2014-07-23,,53.4
2014-07-24,,54.2576
2014-07-25,,54.4272
2014-07-28,,54.0815
2014-07-29,,53.8049
2014-07-30,-5.2,55.8916
2014-07-31,,56.4578
2014-08-01,,52.2603
2014-08-04,,52.2977
2014-08-06,,56.9231
2014-08-07,,59.4998
2014-08-08,,62.4736
2014-08-12,,59.366
2014-08-15,-5.7,
2014-08-18,,61.6902
2014-08-22,,59.8425
2014-08-26,,56.4543
2014-08-28,32.9,
2014-08-29,,60.4894
2014-09-01,37.8,
2014-09-02,,61.3464
2014-09-09,38.5,
2014-09-17,20.8,
2014-10-14,,74.6
2014-10-24,,81.609
2014-10-28,,74.7
2014-10-30,,69.55747
2014-11-03,,67.4482
2014-11-10,15.6,66.5461
2014-11-12,15.7,
2014-11-26,6.2,
2014-12-03,12.2,
2014-12-08,15.9,
2014-12-09,,66.57357
2014-12-17,,72.42086
2014-12-18,,71.1703
2014-12-19,31.5,
2014-12-22,,70.0776
2015-01-09,30.7,
2015-01-14,19.0,
2015-01-23,,89.9
2015-01-28,,86.4
2015-02-02,-8.5,
2015-02-05,-27.2,
2015-02-10,,95.34679
2015-02-12,-36.9,
2015-02-19,-48.3,98.5
2015-02-20,-47.4,
2015-02-23,-45.6,
2015-02-25,-47.1,
2015-03-10,,84.4
2015-03-11,,85.0
2015-03-13,-60.1,
2015-03-16,-63.8,
2015-03-17,-72.0,
2015-03-18,-71.9,
2015-03-23,-73.3,
2015-03-25,-61.9,
2015-03-26,-60.0,
2015-03-27,-62.9,
2015-03-31,-58.6,
2015-04-02,-47.3,
2015-04-06,-56.5,
2015-04-07,-55.7,77.8
2015-04-16,-56.7,
2015-04-17,-54.2,
2015-04-20,-54.3,
2015-04-22,-51.8,
2015-04-24,,71.60494
2015-04-27,-56.0,
2015-04-28,-58.5,
2015-04-29,-66.8,
2015-05-06,-67.3,
2015-05-07,-64.7,
2015-05-11,-61.0,
2015-05-14,-62.0,
2015-05-15,-71.6,
2015-05-18,-72.4,
2015-05-19,,87.6743
2015-05-20,,87.65411
2015-05-22,,87.67
2015-05-26,,85.355
2015-06-01,,83.549527
2015-06-03,,91.806258
2015-06-04,,92.205597
2015-06-10,-41.2,
2015-06-22,-38.0,
2015-06-25,,83.324057
2015-07-06,,86.18041031
2015-07-07,-21.5,
2015-07-13,-17.1,
2015-07-17,,74.211588
2015-07-22,-12.3,
2015-07-29,,69.71283148
2015-07-30,-16.3,
2015-08-04,,80.47075
2015-08-05,-8.2,
2015-08-17,-9.2,
2015-09-04,-15.6,
2015-09-21,-27.7,
2015-09-23,-28.2,
2015-09-24,-27.5,
2015-10-01,-22.3,
2015-10-20,-7.2,
2015-10-21,-5.6,
2015-10-27,-10.1,
2015-11-09,0.6,
2015-12-04,-25.8,
2015-12-07,,70.560387
2015-12-09,-22.4,
2015-12-31,-31.8,
2016-01-05,,71.4222
2016-01-06,,71.6843
2016-01-07,,74.2112
2016-01-08,,71.0073
2016-01-11,,71.0193
2016-01-13,,74.4599
2016-01-14,,73.6146
2016-01-15,,78.0636
2016-01-18,-34.2,
2016-01-19,,77.3158
2016-01-20,,81.8198
2016-01-21,-45.7,80.7258
2016-01-22,,77.3486
2016-01-25,,75.4139
2016-01-26,,75.1557
2016-01-27,,71.9361
2016-01-28,,70.9823
2016-01-29,,74.0039
2016-02-01,,73.4583
2016-02-02,,77.4933
2016-02-03,,79.6217
2016-02-04,,83.76
2016-02-05,,81.6695
2016-02-08,,89.2706
2016-02-09,,91.606
2016-02-10,-51.6,86.3154
2016-02-11,,96.3102
2016-02-12,,93.716
2016-02-16,-46.9,86.8243
2016-02-17,,84.7863
2016-02-18,-44.8,86.1223
2016-02-19,,90.099
2016-02-22,,85.1456
2016-02-23,,83.9756
2016-02-24,,85.0912
2016-02-25,,84.4408
2016-02-26,,82.5424
2016-02-29,,83.3856
2016-03-01,,84.2161
2016-03-02,,83.6548
2016-03-03,,81.7159
2016-03-04,,78.01
2016-03-07,,77.8254
2016-03-08,,80.7152
2016-03-09,,80.3559
2016-03-10,,80.8503
2016-03-11,,81.4223
2016-03-14,,79.1166
2016-03-15,,78.4721
2016-03-16,,74.1591
2016-03-17,,72.4143
2016-03-18,-0.2,71.2631
2016-03-21,,70.8269
2016-03-22,,71.122
2016-03-23,,71.0806
2016-03-24,,72.6776
2016-03-28,,74.692
2016-03-29,,72.6564
2016-03-30,,70.5431
2016-03-31,,68.8027
2016-04-01,,66.997
2016-04-04,-6.1,65.3606
2016-04-05,,68.3119
2016-04-06,,69.708
2016-04-07,,71.0948
2016-04-08,,70.8799
2016-04-11,,69.7667
2016-04-12,,68.7767
2016-04-13,,67.485
2016-04-14,,67.52
2016-04-15,,66.4853
2016-04-18,,66.3398
2016-04-19,,66.4398
2016-04-20,,67.7689
2016-04-21,,68.5982
2016-04-22,,67.7807
2016-04-25,,67.8852
2016-04-26,,67.1531
2016-04-27,-27.8,64.7405
2016-04-28,,64.6443
2016-04-29,,64.921
2016-05-02,,64.6808
2016-05-03,-31.4,68.4133
2016-05-04,,68.1193
2016-05-05,,68.6674
2016-05-06,-36.7,65.1538
2016-05-09,,64.119
2016-05-10,,63.9664
2016-05-11,,63.8888
2016-05-12,,63.9185
2016-05-13,,64.066
2016-05-16,,66.9396
2016-05-17,,67.1195
2016-05-18,,69.8479
2016-05-19,,70.5554
2016-05-20,,68.5137
2016-05-23,,67.7843
2016-05-24,,69.4106
2016-05-25,,67.5364
2016-05-26,,66.1539
2016-05-27,-22.8,66.7644
2016-05-31,,67.9149
2016-06-01,,68.7501
2016-06-02,-16.4,69.5592
2016-06-03,,67.5923
2016-06-06,,66.269
2016-06-08,-24.4,67.9187
2016-06-10,,75.0982
2016-06-13,,79.5662
2016-06-14,,79.1012
2016-06-15,,78.6673
2016-06-16,,83.544
2016-06-17,,82.5806
2016-06-20,,77.3208
2016-06-21,-16.0,76.964
2016-06-22,,79.52
2016-06-23,,74.0447
2016-06-24,,77.9402
2016-06-27,,81.5678
2016-06-28,,78.6739
2016-06-29,,71.8031
2016-06-30,,72.6386
2016-07-01,,74.3476
2016-07-05,,78.1189
2016-07-06,,76.0937
2016-07-07,,76.7253
2016-07-08,,72.3051
2016-07-11,,69.7813
2016-07-12,,71.4307
2016-07-13,,71.6458
2016-07-14,,73.5649
2016-07-15,,74.7729
2016-07-18,,72.9246
2016-07-19,27.9,70.5273
2016-07-20,,70.6421
2016-07-21,,71.8596
2016-07-22,,69.908
2016-07-25,,68.7472
2016-07-26,,68.7587
2016-07-27,,66.6415
2016-07-28,,66.6729
2016-07-29,,64.1468
2016-08-01,,63.6696
2016-08-02,,67.8455
2016-08-03,,67.7936
2016-08-04,,67.104
2016-08-05,20.9,66.5854
2016-08-08,,65.5025
2016-08-09,,64.3033
2016-08-10,,63.3392
2016-08-11,,65.2893
2016-08-12,,64.3692
2016-08-15,,63.7693
2016-08-16,6.0,63.6712
2016-08-17,,63.5403
2016-08-18,,63.6508
2016-08-19,,64.8151
2016-08-22,,67.8711
2016-08-23,10.1,66.6166
2016-08-24,,66.5089
2016-08-25,,69.3552
2016-08-26,,71.2373
2016-08-29,,68.6079
2016-08-30,,69.1142
2016-08-31,13.5,69.0806
2016-09-01,,70.2452
2016-09-02,,66.4643
2016-09-06,,63.4574
2016-09-07,,64.067
2016-09-08,,65.952
2016-09-09,,69.1197
2016-09-12,,68.9051
2016-09-13,,70.604
2016-09-14,,69.226
2016-09-15,,69.1296
2016-09-16,,69.2109
2016-09-19,,69.2268
2016-09-21,-1.4,63.7282
2016-09-22,,61.1808
2016-09-23,,59.7525
2016-09-26,,58.8544
2016-09-27,,59.234
2016-09-28,,57.6154
2016-09-29,,58.845
2016-09-30,,60.556
2016-10-03,,60.4308
2016-10-04,,62.0787
2016-10-05,,62.5694
2016-10-06,,64.2883
2016-10-07,,62.8398
2016-10-12,,63.9548
2016-10-14,,64.9764
2016-10-17,,64.4162
2016-10-18,,63.1833
2016-10-19,,61.6413
2016-10-20,,59.6172
2016-10-21,,57.0892
2016-10-25,,57.4141
2016-10-26,,59.5122
2016-10-28,,64.375
2016-10-31,,65.465
2016-11-01,,67.764
2016-11-02,,69.2476
2016-11-03,,72.5734
2016-11-04,,74.6135
2016-11-08,,68.4678
2016-11-09,,76.3282
2016-11-10,,82.5707
2016-11-11,-6.3,
2016-11-14,,89.2178
2016-11-15,,84.1174
2016-11-16,,80.1246
2016-11-17,,77.5351
2016-11-18,,81.6473
2016-11-21,5.6,80.5793
2016-11-22,,76.4616
2016-11-23,,78.6397
2016-11-25,,79.693
2016-11-28,,78.7352
2016-11-29,,77.3039
2016-11-30,,80.9553
2016-12-01,,86.6292
2016-12-02,24.7,82.058
2016-12-05,,79.8381
2016-12-06,,76.5652
2016-12-07,,73.4412
2016-12-08,,73.1102
2016-12-09,,75.5479
2016-12-12,,76.3941
2016-12-13,,75.3586
2016-12-14,,75.8376
2016-12-15,,78.6122
2016-12-16,,78.2199
2016-12-19,,75.2435
2016-12-20,,75.4572
2016-12-21,,73.971
2016-12-22,,74.0548
2016-12-23,25.6,72.5726
2016-12-27,24.5,70.6642
2016-12-28,,70.7909
2016-12-29,,71.2764
2016-12-30,,71.6297
2017-01-03,,76.7316
2017-01-04,,76.4077
2017-01-05,,76.5029
2017-01-06,,75.2375
2017-01-09,,74.8288
2017-01-10,39.3,73.2584
2017-01-11,39.8,72.8257
2017-01-12,,73.744
2017-01-13,,74.5005
2017-01-17,,73.939
2017-01-18,,73.9423
2017-01-19,,78.3221
2017-01-20,,76.7057
2017-01-23,,75.5172
2017-01-24,,75.5299
2017-01-25,,77.0613
2017-01-26,,74.6944
2017-01-27,,72.1877
2017-01-30,,72.3572
2017-01-31,,72.5153
2017-02-01,39.4,70.8378
2017-02-02,,69.9231
2017-02-03,,67.3897
2017-02-06,,67.5544
2017-02-07,,68.07
2017-02-08,,68.7425
2017-02-09,42.4,68.9453
2017-02-10,,69.6282
2017-02-13,,68.8286
2017-02-14,,67.2553
2017-02-15,,65.5141
2017-02-16,,68.2298
2017-02-17,,69.7839
2017-02-21,,68.7218
2017-02-22,,69.2627
2017-02-23,,68.641
2017-02-24,,69.8485
2017-02-27,,70.8911
2017-03-02,,69.539
2017-03-03,,65.787
2017-03-06,,65.4098
2017-03-07,,66.0329
2017-03-08,,66.6094
2017-03-09,,69.1812
2017-03-10,,67.7001
2017-03-13,,65.6376
2017-03-14,,65.182
2017-03-15,57.9,61.62
2017-03-16,57.6,60.4397
2017-03-17,56.1,60.7216
2017-03-20,55.9,59.8151
2017-03-21,55.2,62.1347
2017-03-22,54.4,
2017-03-23,,65.2168
2017-03-24,54.1,64.4514
2017-03-27,52.5,62.6832
2017-03-28,,61.9509
2017-03-29,,61.0203
2017-03-30,,60.9355
2017-03-31,,60.6987
2017-04-03,,61.228
2017-04-04,,64.7657
2017-04-05,,63.7153
2017-04-06,,68.2529
2017-04-07,,68.6602
2017-04-10,,68.4973
2017-04-11,,70.5585
2017-04-12,,73.4226
2017-04-13,,74.4847
2017-04-17,,70.9568
2017-04-18,,72.8666
2017-04-19,,73.1268
2017-04-20,,73.8561
2017-04-21,,77.1537
2017-04-24,,63.2709
2017-04-25,,62.3632
2017-04-26,7.1,60.9543
2017-04-27,,59.8191
2017-04-28,,60.1925
2017-05-01,,59.3993
2017-05-02,,60.324
2017-05-03,,59.384
2017-05-04,,60.0804
2017-05-05,,58.7242
2017-05-08,,55.4105
2017-05-09,,55.2203
2017-05-10,,55.0298
2017-05-11,,54.467
2017-05-12,,55.7115
2017-05-15,-32.0,56.7293
2017-05-16,,55.4971
2017-05-17,-37.5,62.5769
2017-05-18,,58.9788
2017-05-19,,57.8248
2017-05-22,,55.4739
2017-05-23,-38.9,
2017-05-24,,54.4058
2017-05-25,,54.3201
2017-05-26,,54.0528
2017-05-31,,53.9509
2017-06-01,-36.1,53.9973
2017-06-02,-40.9,53.736
2017-06-05,,52.9974
2017-06-06,,53.2197
2017-06-07,,54.7989
2017-06-08,,53.7306
2017-06-09,-43.4,52.5578
2017-06-12,,52.3162
2017-06-13,,51.6651
2017-06-14,,52.215
2017-06-15,-61.7,51.5928
2017-06-16,,51.4839
2017-06-19,-77.5,51.6005
2017-06-20,,51.5955
2017-06-21,-76.5,51.6373
2017-06-22,,51.1318
2017-06-23,,51.1575
2017-06-26,,50.0183
2017-06-27,,52.1031
2017-06-28,-76.4,52.5083
2017-06-29,-73.6,54.6615
2017-06-30,-72.6,55.2201
2017-07-03,-63.3,55.2549
2017-07-05,-63.1,56.437
2017-07-06,-63.4,56.9551
2017-07-07,,55.7569
2017-07-10,-55.5,53.1771
2017-07-11,-58.4,53.2247
2017-07-12,-56.6,52.4337
2017-07-13,,52.2106
2017-07-14,,51.0294
2017-07-17,,50.0021
2017-07-18,-65.2,49.549
2017-07-19,,48.2572
2017-07-20,,46.9986
2017-07-21,,47.4498
2017-07-24,,46.9963
2017-07-25,,49.5734
2017-07-26,-44.4,47.2833
2017-07-27,,48.4176
2017-07-28,,48.5291
2017-07-31,,48.1375
2017-08-01,,49.9721
2017-08-02,,48.7476
2017-08-03,,47.9293
2017-08-04,,47.2827
2017-08-07,,46.9123
2017-08-08,,47.3352
2017-08-09,,49.6655
2017-08-10,,52.0038
2017-08-11,,52.0646
2017-08-14,-35.4,49.2968
2017-08-15,,48.6336
2017-08-16,,48.4663
2017-08-17,-31.5,48.8418
2017-08-18,,50.1582
2017-08-21,,52.056
2017-08-22,,51.3012
2017-08-23,,52.082
2017-08-24,,52.49
2017-08-25,,50.5552
2017-08-28,-30.9,48.8608
2017-08-29,,51.4034
2017-08-30,-21.2,51.557
2017-08-31,,51.1311
2017-09-01,,49.4378
2017-09-05,,53.3179
2017-09-06,,52.9189
2017-09-07,,54.0104
2017-09-11,,51.8823
2017-09-12,,51.6453
2017-09-13,,51.3709
2017-09-14,,50.7289
2017-09-15,,50.6332
2017-09-18,,50.1627
2017-09-19,,49.8605
2017-09-20,,49.1538
2017-09-21,,48.3122
2017-09-22,,50.5164
2017-09-25,,51.1119
2017-09-26,,50.6363
2017-09-27,,52.0778
2017-09-28,,51.8596
2017-09-29,,52.8752
2017-10-02,,54.4569
2017-10-03,,54.5958
2017-10-04,,54.4927
2017-10-05,,55.584
2017-10-06,3.4,54.9815
2017-10-10,,53.8854
2017-10-11,,52.687
2017-10-12,,51.8228
2017-10-13,,50.8509
2017-10-16,2.5,
2017-10-17,,49.0311
2017-10-18,0.2,50.2887
2017-10-19,,51.4868
2017-10-20,,53.9818
2017-10-23,,54.0973
2017-10-24,,55.9354
2017-10-25,,57.3572
2017-10-26,,57.3492
2017-10-27,,54.6722
2017-10-30,,51.6895
2017-10-31,,51.1485
2017-11-01,,49.9351
2017-11-02,,48.7304
2017-11-03,,45.83
2017-11-06,,45.0469
2017-11-07,,44.1986
2017-11-08,41.3,43.9656
2017-11-09,,44.9901
2017-11-10,,47.2888
2017-11-13,,46.3853
2017-11-14,37.4,47.7729
2017-11-15,,47.9978
2017-11-16,,47.7421
2017-11-17,,49.0879
2017-11-20,,48.097
2017-11-21,,48.0895
2017-11-22,,46.8754
2017-11-23,55.3,
2017-11-24,,46.1607
2017-11-27,57.4,45.2922
2017-11-28,,44.9321
2017-11-29,58.9,45.5355
2017-11-30,59.4,46.8271
2017-12-01,,50.1704
2017-12-04,65.3,48.7613
2017-12-05,63.1,49.2373
2017-12-06,,49.3218
2017-12-07,,49.2358
2017-12-08,,47.4922
2017-12-11,,46.5721
2017-12-12,,46.7466
2017-12-13,,45.0348
2017-12-14,74.2,44.8357
2017-12-15,,46.4338
2017-12-18,,46.7275
2017-12-19,,48.9577
2017-12-20,,49.9539
2017-12-21,,51.6035
2017-12-22,84.5,50.3803
2017-12-26,80.5,48.8209
2017-12-27,78.9,47.73
2017-12-28,,46.1938
2017-12-29,75.7,46.5962
2018-01-02,,49.172
2018-01-03,78.2,47.6043
2018-01-04,80.7,47.382
2018-01-05,,46.0677
2018-01-08,,45.8988
2018-01-09,,47.2861
2018-01-10,,49.1669
2018-01-11,,48.1908
2018-01-12,70.4,47.6086
2018-01-15,67.3,
2018-01-16,,45.9144
2018-01-17,70.0,45.8824
2018-01-18,,48.549
2018-01-19,61.5,
2018-01-22,,52.5957
2018-01-23,,52.5489
2018-01-24,,54.1055
