Date,MOVE
2010-11,90.8
2010-11,101.0
2010-11,101.0
2010-11,100.8
2010-11,100.4
2010-11,101.9
2010-12,110.1
2010-12,109.3
2010-12,102.7
2010-12,98.2
2010-12,110.4
2010-12,112.1
2010-12,109.0
2010-12,110.8
2010-12,110.4
2010-12,118.4
2010-12,125.2
2010-12,122.7
2010-12,119.1
2010-12,112.7
2010-12,104.2
2010-12,106.4
2010-12,106.8
2010-12,106.8
2010-12,106.1
2010-12,110.2
2010-12,111.3
2010-12,111.3
2010-12,110.4
2011-01,105.9
2011-01,102.8
2011-01,116.2
2011-01,112.9
2011-01,107.5
2011-01,102.5
2011-01,100.3
2011-01,98.3
2011-01,96.4
2011-01,96.4
2011-01,96.4
2011-01,97.6
2011-01,93.4
2011-01,97.8
2011-01,95.3
2011-01,93.7
2011-01,93.5
2011-01,93.3
2011-01,93.2
2011-01,90.3
2011-01,96.2
2011-02,97.2
2011-02,102.5
2011-02,102.3
2011-02,105.1
2011-02,101.4
2011-02,101.2
2011-02,99.3
2011-02,100.5
2011-02,97.2
2011-02,95.6
2011-02,94.7
2011-02,95.5
2011-02,94.4
2011-02,94.3
2011-02,94.3
2011-02,97.3
2011-02,96.7
2011-02,96.9
2011-02,93.1
2011-02,90.5
2011-03,97.5
2011-03,96.6
2011-03,100.4
2011-03,94.6
2011-03,94.6
2011-03,91.2
2011-03,90.9
2011-03,94.2
2011-03,91.7
2011-03,90.8
2011-03,94.6
2011-03,103.6
2011-03,103.7
2011-03,100.3
2011-03,95.6
2011-03,91.9
2011-03,91.7
2011-03,90.1
2011-03,93.5
2011-03,93.8
2011-03,91.8
2011-03,89.6
2011-03,90.9
2011-04,87.5
2011-04,85.4
2011-04,85.1
2011-04,89.7
2011-04,88.8
2011-04,88.5
2011-04,85.8
2011-04,85.2
2011-04,83.9
2011-04,82.2
2011-04,81.5
2011-04,82.8
2011-04,80.2
2011-04,77.4
2011-04,76.6
2011-04,76.6
2011-04,74.8
2011-04,81.3
2011-04,79.2
2011-04,76.8
2011-04,76.8
2011-05,76.3
2011-05,80.1
2011-05,80.2
2011-05,83.4
2011-05,84.1
2011-05,82.4
2011-05,80.1
2011-05,83.2
2011-05,81.9
2011-05,82.1
2011-05,80.3
2011-05,78.1
2011-05,77.9
2011-05,79.8
2011-05,79.8
2011-05,78.0
2011-05,76.7
2011-05,75.8
2011-05,74.3
2011-05,73.9
2011-05,73.9
2011-05,71.5
2011-06,72.9
2011-06,76.6
2011-06,75.9
2011-06,75.8
2011-06,73.5
2011-06,77.5
2011-06,77.3
2011-06,78.1
2011-06,76.4
2011-06,82.5
2011-06,85.9
2011-06,87.9
2011-06,85.3
2011-06,82.5
2011-06,80.9
2011-06,79.0
2011-06,83.6
2011-06,84.8
2011-06,83.8
2011-06,89.4
2011-06,87.2
2011-06,88.9
2011-07,90.5
2011-07,90.5
2011-07,90.7
2011-07,89.0
2011-07,90.4
2011-07,85.8
2011-07,88.4
2011-07,90.3
2011-07,88.1
2011-07,89.1
2011-07,90.4
2011-07,89.6
2011-07,88.8
2011-07,85.1
2011-07,89.0
2011-07,84.3
2011-07,86.8
2011-07,84.8
2011-07,89.1
2011-07,86.5
2011-07,88.0
2011-08,84.1
2011-08,87.1
2011-08,85.5
2011-08,91.0
2011-08,100.7
2011-08,117.8
2011-08,107.7
2011-08,98.9
2011-08,107.9
2011-08,109.1
2011-08,99.8
2011-08,92.0
2011-08,87.8
2011-08,95.0
2011-08,100.3
2011-08,104.2
2011-08,105.5
2011-08,105.8
2011-08,107.7
2011-08,101.5
2011-08,98.0
2011-08,99.2
2011-08,97.9
2011-09,98.8
2011-09,99.4
2011-09,99.4
2011-09,103.1
2011-09,100.6
2011-09,99.4
2011-09,100.7
2011-09,99.2
2011-09,97.5
2011-09,96.6
2011-09,97.3
2011-09,97.6
2011-09,99.6
2011-09,99.9
2011-09,93.3
2011-09,103.4
2011-09,104.5
2011-09,107.4
2011-09,107.3
2011-09,103.1
2011-09,100.4
2011-09,100.6
2011-10,105.7
2011-10,109.0
2011-10,108.9
2011-10,108.7
2011-10,106.4
2011-10,106.4
2011-10,106.8
2011-10,108.3
2011-10,106.8
2011-10,109.2
2011-10,108.4
2011-10,107.5
2011-10,105.0
2011-10,105.9
2011-10,107.5
2011-10,103.6
2011-10,102.1
2011-10,105.2
2011-10,108.1
2011-10,107.4
2011-10,107.2
2011-11,116.0
2011-11,111.9
2011-11,109.2
2011-11,106.6
2011-11,106.3
2011-11,105.6
2011-11,111.8
2011-11,113.7
2011-11,113.7
2011-11,113.1
2011-11,108.6
2011-11,106.1
2011-11,111.7
2011-11,109.8
2011-11,107.5
2011-11,103.6
2011-11,104.7
2011-11,104.7
2011-11,102.3
2011-11,102.8
2011-11,103.1
2011-11,99.7
2011-12,100.8
2011-12,98.6
2011-12,94.0
2011-12,93.0
2011-12,94.3
2011-12,95.0
2011-12,99.9
2011-12,95.8
2011-12,90.3
2011-12,91.7
2011-12,87.2
2011-12,89.4
2011-12,87.6
2011-12,92.3
2011-12,91.8
2011-12,90.2
2011-12,94.2
2011-12,94.2
2011-12,94.8
2011-12,95.1
2011-12,94.1
2011-12,91.1
2011-12,91.1
2012-01,90.7
2012-01,88.9
2012-01,87.9
2012-01,81.7
2012-01,78.6
2012-01,80.2
2012-01,78.2
2012-01,77.1
2012-01,79.2
2012-01,79.2
2012-01,75.6
2012-01,75.0
2012-01,80.0
2012-01,84.6
2012-01,85.8
2012-01,81.6
2012-01,76.7
2012-01,75.9
2012-01,75.4
2012-01,72.4
2012-01,72.1
2012-02,72.7
2012-02,70.2
2012-02,76.7
2012-02,72.3
2012-02,79.3
2012-02,79.0
2012-02,83.2
2012-02,80.7
2012-02,78.8
2012-02,79.0
2012-02,76.6
2012-02,80.1
2012-02,81.5
2012-02,81.5
2012-02,79.3
2012-02,79.6
2012-02,79.0
2012-02,77.1
2012-02,74.8
2012-02,73.9
2012-02,75.9
2012-03,77.4
2012-03,76.0
2012-03,75.0
2012-03,75.8
2012-03,75.1
2012-03,76.6
2012-03,73.2
2012-03,69.9
2012-03,73.8
2012-03,89.7
2012-03,83.4
2012-03,84.9
2012-03,92.3
2012-03,93.3
2012-03,89.5
2012-03,87.1
2012-03,86.2
2012-03,85.6
2012-03,80.7
2012-03,77.4
2012-03,75.2
2012-03,78.6
2012-04,75.6
2012-04,84.3
2012-04,84.6
2012-04,83.7
2012-04,78.5
2012-04,76.2
2012-04,75.1
2012-04,76.3
2012-04,73.5
2012-04,72.6
2012-04,72.9
2012-04,73.9
2012-04,72.5
2012-04,72.2
2012-04,71.4
2012-04,70.9
2012-04,71.9
2012-04,70.6
2012-04,65.2
2012-04,64.1
2012-04,62.9
2012-05,67.0
2012-05,65.1
2012-05,63.3
2012-05,57.8
2012-05,56.7
2012-05,57.7
2012-05,58.7
2012-05,57.6
2012-05,61.5
2012-05,70.3
2012-05,67.7
2012-05,67.0
2012-05,70.6
2012-05,70.6
2012-05,69.1
2012-05,70.8
2012-05,73.7
2012-05,73.1
2012-05,71.2
2012-05,71.2
2012-05,68.9
2012-05,73.0
2012-05,74.4
2012-06,80.6
2012-06,86.5
2012-06,84.6
2012-06,87.7
2012-06,82.1
2012-06,86.0
2012-06,86.5
2012-06,88.5
2012-06,89.3
2012-06,91.5
2012-06,95.4
2012-06,85.7
2012-06,84.7
2012-06,77.7
2012-06,76.2
2012-06,75.1
2012-06,72.8
2012-06,71.1
2012-06,70.2
2012-06,70.2
2012-06,73.2
2012-07,71.6
2012-07,72.4
2012-07,72.4
2012-07,71.3
2012-07,66.8
2012-07,63.4
2012-07,63.3
2012-07,63.8
2012-07,63.4
2012-07,63.3
2012-07,62.8
2012-07,64.2
2012-07,61.9
2012-07,61.2
2012-07,61.3
2012-07,61.6
2012-07,62.9
2012-07,63.1
2012-07,62.6
2012-07,69.7
2012-07,68.4
2012-07,69.8
2012-08,74.1
2012-08,69.4
2012-08,71.9
2012-08,69.7
2012-08,73.9
2012-08,75.2
2012-08,73.7
2012-08,70.1
2012-08,67.2
2012-08,67.9
2012-08,73.0
2012-08,77.1
2012-08,74.0
2012-08,70.2
2012-08,70.0
2012-08,66.8
2012-08,65.5
2012-08,66.4
2012-08,66.3
2012-08,64.3
2012-08,64.9
2012-08,68.0
2012-08,68.7
2012-08,68.7
2012-09,67.1
2012-09,68.5
2012-09,71.0
2012-09,68.4
2012-09,68.2
2012-09,67.9
2012-09,69.9
2012-09,65.4
2012-09,68.3
2012-09,64.4
2012-09,59.8
2012-09,57.5
2012-09,59.7
2012-09,59.6
2012-09,57.5
2012-09,57.6
2012-09,58.5
2012-09,61.0781
2012-09,60.47342
2012-10,59.4
2012-10,60.4
2012-10,59.2
2012-10,59.8
2012-10,60.4
2012-10,60.4
2012-10,59.3
2012-10,59.6
2012-10,61.4
2012-10,61.4
2012-10,63.0
2012-10,64.8
2012-10,68.7
2012-10,69.0
2012-10,68.5
2012-10,69.8
2012-10,68.9
2012-10,67.1
2012-10,73.1
2012-10,73.0
2012-10,71.1
2012-10,71.1
2012-10,71.43392
2012-11,72.0
2012-11,72.3
2012-11,68.608516
2012-11,69.3
2012-11,60.9
2012-11,59.1
2012-11,59.1
2012-11,59.1
2012-11,57.3
2012-11,56.836434
2012-11,55.6
2012-11,54.976185
2012-11,54.7
2012-11,53.7
2012-11,53.9
2012-11,53.9
2012-11,53.9
2012-11,53.9
2012-11,51.7
2012-11,52.3
2012-11,51.7
2012-11,51.8
2012-12,51.019573
2012-12,51.7
2012-12,52.3
2012-12,53.3
2012-12,53.3
2012-12,52.246511
2012-12,51.6
2012-12,53.6
2012-12,53.6
2012-12,52.8
2012-12,57.1
2012-12,63.0
2012-12,57.8
2012-12,54.4
2012-12,55.3
2012-12,54.9
2012-12,54.9
2012-12,54.5
2012-12,55.0
2012-12,56.7
2012-12,59.4
2012-12,59.4
2013-01,61.1
2013-01,63.5
2013-01,62.0
2013-01,59.9
2013-01,58.6
2013-01,56.3
2013-01,58.2
2013-01,59.2
2013-01,55.8
2013-01,53.1
2013-01,53.2
2013-01,56.9
2013-01,55.8544551
2013-01,59.5708965
2013-01,58.0250789
2013-01,58.95832556
2013-01,61.88943953
2013-01,53.6
2013-01,55.3
2013-01,66.2
2013-01,63.7
2013-01,62.4
2013-01,66.4
2013-01,65.6
2013-02,65.0
2013-02,63.1
2013-02,64.8
2013-02,62.8
2013-02,59.9
2013-02,61.5
2013-02,60.0
2013-02,59.8
2013-02,61.7
2013-02,59.1
2013-02,59.1
2013-02,59.1
2013-02,58.4
2013-02,57.9
2013-02,59.7
2013-02,58.6
2013-02,60.0
2013-02,58.0
2013-02,58.41433672
2013-02,55.8764745
2013-03,55.0
2013-03,53.9
2013-03,56.5024
2013-03,56.5024
2013-03,60.5
2013-03,58.1
2013-03,55.0675
2013-03,53.7
2013-03,54.6
2013-03,56.0
2013-03,55.8
2013-03,55.8
2013-03,55.8
2013-03,55.8
2013-03,55.8
2013-03,55.8
2013-03,57.6686265
2013-03,56.1
2013-03,56.1
2013-03,57.3
2013-03,57.3
2013-04,56.2
2013-04,56.0
2013-04,57.9
2013-04,56.9
2013-04,54.8
2013-04,54.9
2013-04,52.7
2013-04,53.9
2013-04,52.6
2013-04,53.1
2013-04,52.3
2013-04,51.9
2013-04,52.0
2013-04,51.3
2013-04,51.3
2013-04,50.6
2013-04,50.0
2013-04,49.8
2013-04,49.4
2013-04,50.2
2013-04,49.6
2013-04,49.2
2013-05,49.0
2013-05,49.0
2013-05,49.0
2013-05,49.49
2013-05,49.49
2013-05,49.49
2013-05,48.87
2013-05,55.32
2013-05,56.51
2013-05,57.74
2013-05,57.74
2013-05,57.74
2013-05,61.3
2013-05,60.5
2013-05,59.8
2013-05,65.4
2013-05,68.2
2013-05,65.1
2013-05,65.1
2013-05,75.5
2013-05,81.2
2013-05,77.4
2013-05,80.0
2013-06,79.2
2013-06,82.8
2013-06,83.6
2013-06,84.7
2013-06,81.5
2013-06,84.7
2013-06,82.3
2013-06,81.9
2013-06,82.4
2013-06,78.5
2013-06,78.5
2013-06,81.0
2013-06,86.9
2013-06,96.0
2013-06,103.7
2013-06,111.0
2013-06,108.4
2013-06,103.5
2013-06,97.1
2013-06,99.8
2013-07,101.3
2013-07,101.3
2013-07,109.3
2013-07,109.3
2013-07,117.9
2013-07,107.8
2013-07,99.5
2013-07,99.0
2013-07,93.5
2013-07,94.5
2013-07,89.4
2013-07,88.0
2013-07,81.9
2013-07,77.4
2013-07,75.9
2013-07,72.6
2013-07,74.1
2013-07,80.2
2013-07,82.6
2013-07,81.6
2013-07,83.2
2013-07,83.3
2013-07,82.6
2013-08,91.4
2013-08,73.2
2013-08,72.7
2013-08,78.2
2013-08,75.4
2013-08,75.4
2013-08,75.4
2013-08,74.1
2013-08,81.7
2013-08,80.9
2013-08,86.7
2013-08,94.7
2013-08,99.5
2013-08,95.7
2013-08,98.8
2013-08,58.3
2013-08,99.8
2013-08,95.8
2013-08,94.9
2013-08,94.9
2013-08,98.8
2013-08,103.5
2013-08,103.5
2013-09,105.8
2013-09,105.8
2013-09,111.4
2013-09,105.5
2013-09,100.7
2013-09,101.8
2013-09,98.0
2013-09,96.4
2013-09,96.2
2013-09,94.5
2013-09,90.8
2013-09,82.7
2013-09,80.3
2013-09,77.7
2013-09,75.3
2013-09,74.8
2013-09,75.3
2013-09,77.6
2013-09,78.0
2013-09,80.2
2013-10,87.4
2013-10,82.2
2013-10,80.3
2013-10,82.5
2013-10,80.3
2013-10,81.1
2013-10,80.8
2013-10,80.1
2013-10,77.1
2013-10,77.1
2013-10,75.8
2013-10,73.2
2013-10,70.1
2013-10,72.5
2013-10,71.5
2013-10,63.1
2013-10,62.0
2013-10,63.1
2013-10,61.14
2013-10,58.5
2013-10,58.8
2013-10,60.6
2013-10,61.7
2013-11,69.6
2013-11,64.21
2013-11,68.6
2013-11,67.1
2013-11,66.5
2013-11,69.9
2013-11,69.9
2013-11,69.6
2013-11,65.8
2013-11,61.9
2013-11,62.2
2013-11,58.3
2013-11,62.3
2013-11,66.5
2013-11,68.4
2013-11,66.8
2013-11,65.1
2013-11,65.3
2013-11,67.8
2013-11,67.8
2013-11,68.0
2013-12,73.1
2013-12,72.1
2013-12,75.8
2013-12,76.1
2013-12,69.2
2013-12,67.8
2013-12,70.5
2013-12,70.5
2013-12,72.8
2013-12,72.6
2013-12,69.9
2013-12,68.5
2013-12,65.0
2013-12,67.7
2013-12,67.3
2013-12,66.2
2013-12,67.8
2013-12,67.8
2013-12,66.8
2013-12,65.8
2013-12,69.1
2013-12,73.5
2013-12,73.5
2014-01,73.4
2014-01,72.7
2014-01,69.9
2014-01,73.8
2014-01,75.3
2014-01,73.7
2014-01,61.2
2014-01,58.9
2014-01,61.6
2014-01,60.8
2014-01,60.8
2014-01,60.3
2014-01,60.3
2014-01,59.5
2014-01,60.5
2014-01,62.2
2014-01,63.5
2014-01,64.2
2014-01,64.5
2014-01,64.5
2014-01,64.5
2014-01,64.7
2014-01,64.7
2014-02,66.8
2014-02,66.8
2014-02,67.2
2014-02,64.7
2014-02,62.3
2014-02,61.5
2014-02,61.0
2014-02,58.1
2014-02,57.3
2014-02,57.3
2014-02,56.0
2014-02,57.3
2014-02,58.7
2014-02,58.4
2014-02,57.4
2014-02,56.8
2014-02,57.8
2014-02,58.1
2014-02,57.7
2014-03,57.8
2014-03,63.2
2014-03,60.8
2014-03,61.0
2014-03,58.2
2014-03,55.7
2014-03,55.51
2014-03,55.1
2014-03,57.48
2014-03,62.84
2014-03,61.8
2014-03,59.21
2014-03,65.6
2014-03,60.8
2014-03,60.8
2014-03,58.7
2014-03,58.34
2014-03,57.8
2014-03,59.4
2014-03,61.9
2014-03,61.8
2014-04,61.5
2014-04,66.3
2014-04,65.2
2014-04,58.8
2014-04,58.8
2014-04,55.9
2014-04,54.7
2014-04,55.4
2014-04,58.6
2014-04,59.2
2014-04,59.2
2014-04,58.0
2014-04,59.5
2014-04,59.5
2014-04,56.8
2014-04,57.1
2014-04,56.6
2014-04,57.8
2014-04,57.8
2014-04,59.1
2014-04,59.9
2014-04,58.9
2014-05,58.84
2014-05,55.3
2014-05,55.3
2014-05,58.7
2014-05,57.3
2014-05,57.3
2014-05,56.1
2014-05,56.2
2014-05,56.1
2014-05,56.1
2014-05,55.7
2014-05,58.7
2014-05,58.2
2014-05,60.0
2014-05,59.1
2014-05,58.2
2014-05,58.2
2014-05,58.2
2014-05,56.8
2014-05,55.2
2014-05,56.4
2014-05,58.3
2014-06,59.7
2014-06,60.9
2014-06,64.9
2014-06,65.1
2014-06,59.3
2014-06,57.3
2014-06,56.9
2014-06,55.4
2014-06,55.4
2014-06,58.4
2014-06,58.4
2014-06,58.4
2014-06,59.4
2014-06,55.5
2014-06,54.9
2014-06,54.6
2014-06,53.9
2014-06,54.1
2014-06,53.25
2014-06,53.3
2014-06,52.7
2014-07,53.25
2014-07,59.6
2014-07,56.9
2014-07,56.9
2014-07,55.05
2014-07,54.97
2014-07,55.17
2014-07,55.6
2014-07,54.8
2014-07,54.4
2014-07,54.0
2014-07,52.9
2014-07,54.5
2014-07,54.4
2014-07,53.8511
2014-07,53.8
2014-07,53.4
2014-07,54.2576
2014-07,54.4272
2014-07,54.0815
2014-07,53.8049
2014-07,55.8916
2014-07,56.4578
2014-08,52.2603
2014-08,52.2977
2014-08,56.7
2014-08,56.9231
2014-08,59.4998
2014-08,62.4736
2014-08,60.3
2014-08,59.366
2014-08,58.8
2014-08,58.5
2014-08,60.4
2014-08,61.6902
2014-08,62.0
2014-08,62.8
2014-08,60.2
2014-08,59.8425
2014-08,57.2
2014-08,56.4543
2014-08,56.9
2014-08,59.8
2014-08,60.4894
2014-08,60.4894
2014-09,61.3464
2014-09,64.9
2014-09,64.9
2014-09,60.3
2014-09,60.0
2014-09,61.5
2014-09,63.2
2014-09,62.8
2014-09,65.6
2014-09,66.1
2014-09,67.1
2014-09,62.3
2014-09,62.0
2014-09,59.8
2014-09,58.0
2014-09,57.4
2014-09,58.3
2014-09,59.1
2014-09,64.5
2014-09,62.3
2014-09,64.2
2014-10,64.3
2014-10,66.2
2014-10,62.5
2014-10,60.4
2014-10,65.3
2014-10,65.0
2014-10,66.5
2014-10,68.7
2014-10,68.7
2014-10,74.6
2014-10,101.3
2014-10,90.1
2014-10,82.9
2014-10,79.2
2014-10,78.9
2014-10,77.2
2014-10,80.4
2014-10,81.609
2014-10,77.6
2014-10,74.7
2014-10,73.0
2014-10,69.55747
2014-10,68.7
2014-11,67.4482
2014-11,68.6
2014-11,72.9
2014-11,69.1
2014-11,66.6
2014-11,66.5461
2014-11,66.5461
2014-11,66.8
2014-11,67.0
2014-11,67.0
2014-11,66.9
2014-11,69.2
2014-11,70.0
2014-11,69.2
2014-11,67.0
2014-11,64.4
2014-11,64.6
2014-11,64.7
2014-11,64.7
2014-11,66.6
2014-12,67.3
2014-12,67.3
2014-12,65.8
2014-12,64.6
2014-12,64.8
2014-12,62.8
2014-12,66.57357
2014-12,68.2
2014-12,68.2
2014-12,68.2
2014-12,77.6
2014-12,80.7
2014-12,72.42086
2014-12,71.1703
2014-12,70.7
2014-12,70.0776
2014-12,68.8
2014-12,68.9
2014-12,68.9
2014-12,55.4
2014-12,69.2
2014-12,69.0
2014-12,68.9
2014-12,68.9
2015-01,70.0
2015-01,71.5
2015-01,84.9
2015-01,85.2
2015-01,85.2
2015-01,80.6
2015-01,81.9
2015-01,83.0
2015-01,85.3
2015-01,85.3
2015-01,92.6
2015-01,92.6
2015-01,90.6
2015-01,88.3
2015-01,85.1
2015-01,89.9
2015-01,85.3
2015-01,86.2
2015-01,86.4
2015-01,86.6
2015-01,86.6
2015-02,88.1
2015-02,92.7
2015-02,92.3
2015-02,93.0
2015-02,93.7
2015-02,95.1
2015-02,95.34679
2015-02,94.2
2015-02,91.6
2015-02,91.4
2015-02,91.4
2015-02,91.8
2015-02,91.4
2015-02,98.5
2015-02,98.3
2015-02,97.7
2015-02,94.1
2015-02,91.5
2015-02,90.5
2015-02,91.4
2015-03,90.2
2015-03,91.8
2015-03,90.7
2015-03,89.3
2015-03,86.6
2015-03,84.0
2015-03,84.4
2015-03,85.0
2015-03,85.6
2015-03,86.1
2015-03,84.8
2015-03,86.3
2015-03,85.7
2015-03,87.8
2015-03,86.5
2015-03,84.9
2015-03,83.7
2015-03,84.2
2015-03,86.2
2015-03,86.2
2015-03,86.4
2015-03,86.1
2015-04,85.6
2015-04,84.3
2015-04,79.3
2015-04,79.0
2015-04,77.8
2015-04,80.0
2015-04,78.8
2015-04,77.8
2015-04,75.8
2015-04,74.8
2015-04,73.0
2015-04,72.4
2015-04,74.4
2015-04,73.5
2015-04,72.9
2015-04,72.9
2015-04,73.2
2015-04,71.60494
2015-04,71.0
2015-04,72.9
2015-04,73.9
2015-04,75.3
2015-05,78.9
2015-05,81.1
2015-05,87.7
2015-05,91.0
2015-05,89.6
2015-05,80.9
2015-05,84.1
2015-05,87.4
2015-05,85.6
2015-05,83.2
2015-05,83.2
2015-05,88.2
2015-05,87.6743
2015-05,87.65411
2015-05,86.1
2015-05,87.67
2015-05,87.67
2015-05,85.355
2015-05,84.0
2015-05,82.7
2015-05,82.7
2015-06,83.549527
2015-06,87.5
2015-06,91.806258
2015-06,92.205597
2015-06,88.9
2015-06,87.6
2015-06,87.2
2015-06,89.8
2015-06,87.8
2015-06,87.7
2015-06,86.0
2015-06,85.7
2015-06,82.4
2015-06,82.6
2015-06,84.7
2015-06,84.4
2015-06,84.2
2015-06,82.7
2015-06,83.324057
2015-06,84.3
2015-06,89.8
2015-06,92.3
2015-07,90.3
2015-07,88.0
2015-07,88.0
2015-07,86.18041031
2015-07,90.5
2015-07,89.4
2015-07,89.3
2015-07,90.2
2015-07,84.7
2015-07,80.8
2015-07,79.1
2015-07,76.0
2015-07,74.211588
2015-07,72.8
2015-07,72.4
2015-07,72.1
2015-07,72.6
2015-07,73.0
2015-07,72.2
2015-07,71.9
2015-07,69.71283148
2015-07,71.2
2015-07,75.8
2015-08,74.7
2015-08,80.47075
2015-08,80.7
2015-08,80.3
2015-08,76.2
2015-08,75.3
2015-08,78.1
2015-08,81.5
2015-08,80.0
2015-08,77.1
2015-08,76.1
2015-08,82.7
2015-08,81.5
2015-08,84.6
2015-08,88.5
2015-08,94.5
2015-08,91.1
2015-08,92.0
2015-08,91.4
2015-08,91.1
2015-08,87.7
2015-09,88.7
2015-09,93.1
2015-09,91.4
2015-09,86.8
2015-09,86.8
2015-09,85.2
2015-09,85.1
2015-09,83.6
2015-09,83.8
2015-09,82.7
2015-09,85.0
2015-09,84.9
2015-09,77.7
2015-09,75.8
2015-09,74.5
2015-09,75.6
2015-09,69.2
2015-09,76.4
2015-09,75.9
2015-09,76.9
2015-09,83.3
2015-09,81.6
2015-10,81.5
2015-10,78.9
2015-10,77.5
2015-10,80.3
2015-10,80.0
2015-10,79.5
2015-10,78.2
2015-10,78.2
2015-10,76.3
2015-10,74.8
2015-10,74.6
2015-10,74.7
2015-10,71.0
2015-10,71.1
2015-10,69.7
2015-10,70.0
2015-10,70.8
2015-10,69.7
2015-10,69.8
2015-10,70.3
2015-10,73.1
2015-10,73.1
2015-11,73.2
2015-11,73.3
2015-11,77.6
2015-11,76.7
2015-11,74.3
2015-11,74.3
2015-11,70.5
2015-11,70.5
2015-11,70.5
2015-11,68.3
2015-11,67.7
2015-11,72.3
2015-11,71.7
2015-11,70.5
2015-11,70.5
2015-11,70.8
2015-11,70.9
2015-11,70.0
2015-11,70.0
2015-11,69.6
2015-11,69.9
2015-12,71.0
2015-12,72.3
2015-12,74.6
2015-12,71.3
2015-12,70.560387
2015-12,72.7
2015-12,72.4
2015-12,72.3
2015-12,75.0
2015-12,78.2
2015-12,79.6
2015-12,70.2
2015-12,67.7
2015-12,67.8
2015-12,66.4
2015-12,66.9
2015-12,66.0
2015-12,65.5
2015-12,65.5
2015-12,67.2
2015-12,67.2
2015-12,67.3
2015-12,67.8
2015-12,67.8
2016-01,68.8
2016-01,71.4222
2016-01,71.6843
2016-01,74.2112
2016-01,71.0073
2016-01,71.0193
2016-01,71.0193
2016-01,74.4599
2016-01,73.6146
2016-01,78.0636
2016-01,78.0636
2016-01,77.3158
2016-01,81.8198
2016-01,80.7258
2016-01,77.3486
2016-01,75.4139
2016-01,75.1557
2016-01,71.9361
2016-01,70.9823
2016-01,74.0039
2016-02,73.4583
2016-02,77.4933
2016-02,79.6217
2016-02,83.76
2016-02,81.6695
2016-02,89.2706
2016-02,91.606
2016-02,86.3154
2016-02,96.3102
2016-02,93.716
2016-02,93.716
2016-02,86.8243
2016-02,84.7863
2016-02,86.1223
2016-02,90.099
2016-02,85.1456
2016-02,83.9756
2016-02,85.0912
2016-02,84.4408
2016-02,82.5424
2016-02,83.3856
2016-03,84.2161
2016-03,83.6548
2016-03,81.7159
2016-03,78.01
2016-03,77.8254
2016-03,80.7152
2016-03,80.3559
2016-03,80.8503
2016-03,81.4223
2016-03,79.1166
2016-03,78.4721
2016-03,74.1591
2016-03,72.4143
2016-03,71.2631
2016-03,70.8269
2016-03,71.122
2016-03,71.0806
2016-03,72.6776
2016-03,72.6776
2016-03,74.692
2016-03,72.6564
2016-03,70.5431
2016-03,68.8027
2016-04,66.997
2016-04,65.3606
2016-04,68.3119
2016-04,69.708
2016-04,71.0948
2016-04,70.8799
2016-04,69.7667
2016-04,68.7767
2016-04,67.485
2016-04,67.52
2016-04,66.4853
2016-04,66.3398
2016-04,66.4398
2016-04,67.7689
2016-04,68.5982
2016-04,67.7807
2016-04,67.8852
2016-04,67.1531
2016-04,64.7405
2016-04,64.6443
2016-04,64.921
2016-05,64.6808
2016-05,68.4133
2016-05,68.1193
2016-05,68.6674
2016-05,65.1538
2016-05,64.119
2016-05,63.9664
2016-05,63.8888
2016-05,63.9185
2016-05,64.066
2016-05,66.9396
2016-05,67.1195
2016-05,69.8479
2016-05,70.5554
2016-05,68.5137
2016-05,67.7843
2016-05,69.4106
2016-05,67.5364
2016-05,66.1539
2016-05,66.7644
2016-05,66.7644
2016-05,67.9149
2016-06,68.7501
2016-06,69.5592
2016-06,67.5923
2016-06,66.269
2016-06,66.269
2016-06,67.9187
2016-06,67.9187
2016-06,75.0982
2016-06,79.5662
2016-06,79.1012
2016-06,78.6673
2016-06,83.544
2016-06,82.5806
2016-06,77.3208
2016-06,76.964
2016-06,79.52
2016-06,74.0447
2016-06,77.9402
2016-06,81.5678
2016-06,78.6739
2016-06,71.8031
2016-06,72.6386
2016-07,74.3476
2016-07,74.3476
2016-07,78.1189
2016-07,76.0937
2016-07,76.7253
2016-07,72.3051
2016-07,69.7813
2016-07,71.4307
2016-07,71.6458
2016-07,73.5649
2016-07,74.7729
2016-07,72.9246
2016-07,70.5273
2016-07,70.6421
2016-07,71.8596
2016-07,69.908
2016-07,68.7472
2016-07,68.7587
2016-07,66.6415
2016-07,66.6729
2016-07,64.1468
2016-08,63.6696
2016-08,67.8455
2016-08,67.7936
2016-08,67.104
2016-08,66.5854
2016-08,65.5025
2016-08,64.3033
2016-08,63.3392
2016-08,65.2893
2016-08,64.3692
2016-08,63.7693
2016-08,63.6712
2016-08,63.5403
2016-08,63.6508
2016-08,64.8151
2016-08,67.8711
2016-08,66.6166
2016-08,66.5089
2016-08,69.3552
2016-08,71.2373
2016-08,68.6079
2016-08,69.1142
2016-08,69.0806
2016-09,70.2452
2016-09,66.4643
2016-09,66.4643
2016-09,63.4574
2016-09,64.067
2016-09,65.952
2016-09,69.1197
2016-09,68.9051
2016-09,70.604
2016-09,69.226
2016-09,69.1296
2016-09,69.2109
2016-09,69.2268
2016-09,69.2268
2016-09,63.7282
2016-09,61.1808
2016-09,59.7525
2016-09,58.8544
2016-09,59.234
