"","Estimate","Std..Error","t.value","Pr...t..","c.nm_var..nm_var..nm_var..nm_var..nm_var..nm_var.","model_diagnostics"
"theta64",0.132315,0.00688,19.231932,0,"RealEstate GPR",44591.562066
"w264",1.116956,0.037009,30.180382,0,"RealEstate GPR",-22270.8145798528
"alpha65",1e-04,4.8e-05,2.085711,0.037005,"RealEstate GEPU",6.02380838764296
"gamma65",-0.238352,0.076597,-3.111768,0.00186,"RealEstate GEPU",0.0142776059126379
"beta65",0.977789,0.002977,328.410456,0,"RealEstate GEPU",0.00086005562252009
"m65",6.12145,0.33254,18.408156,0,"RealEstate GEPU",44749.890202
"theta65",-0.022327,0.02082,-1.072396,0.283542,"RealEstate GEPU",44787.823108
"w265",1.001,0.770736,1.29876,0.194026,"RealEstate GEPU",-22368.9451008882
"alpha66",1e-04,1e-05,9.714976,0,"RealEstate NewOrders",8.64414117438259
"gamma66",-0.024574,0.003268,-7.519867,0,"RealEstate NewOrders",0.0757100164914308
"beta66",0.995314,0.000214,4649.752847,0,"RealEstate NewOrders",0.00654448070866762
"m66",6.520156,0.095147,68.52738,0,"RealEstate NewOrders",44606.252853
"theta66",-0.163053,0.01723,-9.463425,0,"RealEstate NewOrders",44644.185759
"w266",1.592277,0.162974,9.77011,0,"RealEstate NewOrders",-22297.1264264977
"alpha67",1e-04,0.00018,0.556309,0.578,"RealEstate UMich",24.4317592460503
"gamma67",-0.408392,0.521521,-0.783078,0.433581,"RealEstate UMich",0.0453310449782119
"beta67",0.941375,0.028337,33.220685,0,"RealEstate UMich",0.0110751717727955
"m67",6.488071,1.327141,4.888758,1e-06,"RealEstate UMich",44666.386751
"theta67",-0.222799,0.019887,-11.203464,0,"RealEstate UMich",44704.319657
"w267",1.001126,0.148771,6.72932,0,"RealEstate UMich",-22327.1933753356
"alpha68",0.017988,0.017727,1.014763,0.310219,"RealEstate Unemployment",47.5733326345243
"gamma68",0.349923,0.355177,0.985208,0.324522,"RealEstate Unemployment",0.466669254457137
"beta68",0.46733,0.525252,0.889727,0.373613,"RealEstate Unemployment",0.222010116725948
"m68",7.657915,0.059856,127.938651,0,"RealEstate Unemployment",44315.199753
"theta68",5.491326,0.365005,15.044537,0,"RealEstate Unemployment",44353.132659
"w268",1.284207,0.136643,9.398239,0,"RealEstate Unemployment",-22151.5998764498
"alpha69",1e-04,1.3e-05,7.95072,0,"RealEstate CitiSuprise",16.3615593015435
"gamma69",-0.024745,0.003455,-7.161156,0,"RealEstate CitiSuprise",0.0959737874112433
"beta69",0.995193,0.000189,5277.125414,0,"RealEstate CitiSuprise",0.0157028081412279
"m69",6.571365,0.096064,68.406118,0,"RealEstate CitiSuprise",44616.992584
"theta69",-0.008632,0.001215,-7.103172,0,"RealEstate CitiSuprise",44654.925491
"w269",2.61287,0.286347,9.124836,0,"RealEstate CitiSuprise",-22302.4962921677
"alpha70",0.012726,0.003252,3.913246,9.1e-05,"RealEstate VIX",47.6685013393541
"gamma70",1.210775,0.251955,4.80551,2e-06,"RealEstate VIX",0.742073832298822
"beta70",0.325769,0.168823,1.929641,0.053651,"RealEstate VIX",0.35373547468836
"m70",5.795952,0.494675,11.716689,0,"RealEstate VIX",43094.732916
"theta70",0.188329,0.003392,55.513421,0,"RealEstate VIX",43132.665822
"w270",1.001,0.067778,14.768698,0,"RealEstate VIX",-21541.3664578013
"alpha71",0.006675,0.002353,2.836634,0.004559,"RealEstate VXN",36.5884360219317
"gamma71",1.000672,0.314729,3.179475,0.001475,"RealEstate VXN",0.874227011159729
"beta71",0.432063,0.182055,2.373256,0.017632,"RealEstate VXN",0.319865990664623
"m71",5.376592,0.073739,72.91401,0,"RealEstate VXN",43041.438229
"theta71",0.183693,0.003469,52.956033,0,"RealEstate VXN",43079.371135
"w271",1.001,0.103781,9.645284,0,"RealEstate VXN",-21514.7191142774
"alpha72",0.009971,0.002112,4.721259,2e-06,"RealEstate RecessionSpread",34.5545028669827
"gamma72",-0.793679,0.182661,-4.34509,1.4e-05,"RealEstate RecessionSpread",0.0391056593726809
"beta72",0.001161,0.162995,0.007121,0.994319,"RealEstate RecessionSpread",0.0135127661890855
"m72",7.632344,0.037495,203.554892,0,"RealEstate RecessionSpread",44668.782093
"theta72",6.301213,0.088968,70.825303,0,"RealEstate RecessionSpread",44706.715
"w272",1.001,0.207672,4.820094,1e-06,"RealEstate RecessionSpread",-22328.3910467073
"alpha73",0.033286,0.037164,0.895659,0.370435,"RealEstate DefaultSpread",58.9115225767934
"gamma73",1.520906,2.345811,0.64835,0.516759,"RealEstate DefaultSpread",0.431197016149097
"beta73",0.001286,1.117344,0.001151,0.999082,"RealEstate DefaultSpread",0.254024727519135
"m73",5.986153,1.629825,3.672882,0.00024,"RealEstate DefaultSpread",43570.787179
"theta73",0.435909,0.012517,34.824145,0,"RealEstate DefaultSpread",43608.720085
"w273",1.282426,0.123606,10.375153,0,"RealEstate DefaultSpread",-21779.3935895222
"alpha74",1e-04,1.8e-05,5.574744,0,"RealEstate BKK",0.247620400323709
"gamma74",-0.039327,0.004603,-8.543927,0,"RealEstate BKK",0.0401159667856313
"beta74",0.994014,0.000539,1843.007953,0,"RealEstate BKK",9.93353175483063e-05
"m74",6.433678,0.088761,72.482991,0,"RealEstate BKK",44715.613115
"theta74",-0.019146,0.019463,-0.983713,0.325256,"RealEstate BKK",44753.546022
"w274",61.917023,0.019737,3137.075352,0,"RealEstate BKK",-22351.806557667
"alpha75",0.020983,0.006743,3.111854,0.001859,"RealEstate TermSpread",68.5666426814401
"gamma75",1.249043,0.269458,4.635382,4e-06,"RealEstate TermSpread",0.383441276841658
"beta75",0.001038,0.310016,0.003347,0.997329,"RealEstate TermSpread",0.262912810185171
"m75",8.533844,0.845657,10.091373,0,"RealEstate TermSpread",44016.222398
"theta75",22.245187,0.659236,33.743903,0,"RealEstate TermSpread",44054.155304
"w275",1.001,0.046918,21.334958,0,"RealEstate TermSpread",-22002.1111988433
"alpha76",0.019961,0.00143,13.959172,0,"RealEstate EquityVol",311.79285391556
"gamma76",-0.935265,1.937985,-0.482597,0.629382,"RealEstate EquityVol",0.496945171365893
"beta76",0.050099,0.054048,0.926937,0.353959,"RealEstate EquityVol",1.54943953219729
"m76",9.801055,0.913641,10.727467,0,"RealEstate EquityVol",43901.969886
"theta76",-9.252157,0.902979,-10.246254,0,"RealEstate EquityVol",43939.902792
"w276",1.225172,0.080891,15.145911,0,"RealEstate EquityVol",-21944.9849428698
"alpha77",0.030817,0.004591,6.713001,0,"RealEstate StLouis",48.7961860665734
"gamma77",1.38427,0.145906,9.487402,0,"RealEstate StLouis",0.348239066782073
"beta77",0.001094,0.144719,0.007561,0.993967,"RealEstate StLouis",0.169927382983479
"m77",8.225174,0.103445,79.512435,0,"RealEstate StLouis",43682.791072
"theta77",0.85174,0.018253,46.663534,0,"RealEstate StLouis",43720.723979
"w277",1.001,0.088936,11.255268,0,"RealEstate StLouis",-21835.3955362211
"alpha78",0.001441,0.000229,6.289911,0,"RealEstate MOVE",65.0073214758902
"gamma78",0.076976,0.012864,5.983852,0,"RealEstate MOVE",0.58825928370982
"beta78",0.94601,0.007834,120.757671,0,"RealEstate MOVE",0.382411603673011
"m78",4.601006,0.092707,49.629689,0,"RealEstate MOVE",43247.924985
"theta78",0.04157,0.000584,71.218199,0,"RealEstate MOVE",43285.857891
"w278",1.001,0.092503,10.821223,0,"RealEstate MOVE",-21617.9624924334
"alpha79",0.032661,0.005982,5.45967,0,"RealEstate CFNAI",52.5021945115593
"gamma79",1.29084,0.366816,3.519035,0.000433,"RealEstate CFNAI",0.314108689826184
"beta79",0.001139,0.179233,0.006354,0.994931,"RealEstate CFNAI",0.164913955310254
"m79",7.795978,0.232822,33.484776,0,"RealEstate CFNAI",43810.118989
"theta79",-1.245368,0.036965,-33.690184,0,"RealEstate CFNAI",43848.051896
"w279",1.001,0.100049,10.005101,0,"RealEstate CFNAI",-21899.0594946004
"alpha80",0.041641,0.001665,25.015488,0,"SmallCap GPR",22.3002543885917
"gamma80",0.91357,0.090193,10.129073,0,"SmallCap GPR",0.0748306779304195
"beta80",0.001268,0.006583,0.192653,0.847231,"SmallCap GPR",0.0166874315391913
"m80",12.235101,0.091179,134.187949,0,"SmallCap GPR",59595.820466
"theta80",0.104038,0.008078,12.878988,0,"SmallCap GPR",59633.753372
"w280",1.267446,0.050299,25.198015,0,"SmallCap GPR",-29791.910232866
"alpha81",0.045387,0.017606,2.57794,0.009939,"SmallCap GEPU",0.775781002316122
"gamma81",0.670045,0.030835,21.729967,0,"SmallCap GEPU",0.0444213673212915
"beta81",0.001981,0.387953,0.005105,0.995927,"SmallCap GEPU",0.000344612528647641
"m81",11.861661,0.228826,51.837086,0,"SmallCap GEPU",59656.021793
"theta81",0.007987,0.003863,2.067325,0.038703,"SmallCap GEPU",59693.954699
"w281",3.433786,0.602462,5.699588,0,"SmallCap GEPU",-29822.0108962682
"alpha82",0.04826,0.028137,1.715193,0.08631,"SmallCap NewOrders",1.4962456500234
"gamma82",0.694921,0.353957,1.963291,0.049612,"SmallCap NewOrders",0.0486870301290281
"beta82",0.00206,0.584088,0.003527,0.997186,"SmallCap NewOrders",0.000728477570431164
"m82",11.860016,0.060279,196.751784,0,"SmallCap NewOrders",59651.246153
"theta82",-0.046362,0.012322,-3.762629,0.000168,"SmallCap NewOrders",59689.17906
"w282",2.839913,0.182263,15.581363,0,"SmallCap NewOrders",-29819.6230765607
"alpha83",0.045679,0.206048,0.221691,0.824555,"SmallCap UMich",10.7889815847428
"gamma83",0.538421,3.521776,0.152883,0.87849,"SmallCap UMich",0.064867073551993
"beta83",0.001167,4.486309,0.00026,0.999792,"SmallCap UMich",0.00699849662008607
"m83",11.725866,0.796048,14.73009,0,"SmallCap UMich",59615.091724
"theta83",-0.177107,0.026188,-6.762984,0,"SmallCap UMich",59653.02463
"w283",1.001,0.415943,2.406579,0.016103,"SmallCap UMich",-29801.5458620091
"alpha84",0.050715,0.054456,0.931292,0.351702,"SmallCap Unemployment",29.5291881967422
"gamma84",0.928936,1.103472,0.84183,0.399883,"SmallCap Unemployment",0.134442546138002
"beta84",0.191793,0.858367,0.223439,0.823194,"SmallCap Unemployment",0.0396997924655825
"m84",12.197903,0.196007,62.231974,0,"SmallCap Unemployment",59552.9317
"theta84",2.35868,0.337607,6.986458,0,"SmallCap Unemployment",59590.864606
"w284",1.001,0.212678,4.706646,3e-06,"SmallCap Unemployment",-29770.4658500254
"alpha85",0.035601,0.006557,5.429487,0,"SmallCap CitiSuprise",6.13095623891349
"gamma85",0.55528,0.163421,3.397841,0.000679,"SmallCap CitiSuprise",0.0455986667667562
"beta85",0.001353,0.119344,0.011335,0.990956,"SmallCap CitiSuprise",0.00279563430499781
"m85",11.794372,0.173099,68.136709,0,"SmallCap CitiSuprise",59649.456855
"theta85",0.004312,0.000773,5.579768,0,"SmallCap CitiSuprise",59687.389761
"w285",1.001,0.292457,3.422724,0.00062,"SmallCap CitiSuprise",-29818.7284273601
"alpha86",0.000421,2.3e-05,18.37003,0,"SmallCap VIX",37.0870811858035
"gamma86",0.011587,0.001006,11.521324,0,"SmallCap VIX",0.231699615614871
"beta86",0.992785,0.000579,1715.786231,0,"SmallCap VIX",0.0859306245502817
"m86",11.095823,0.035118,315.960834,0,"SmallCap VIX",59135.460785
"theta86",0.092822,0.002776,33.438525,0,"SmallCap VIX",59173.393691
"w286",1.001,0.081893,12.223272,0,"SmallCap VIX",-29561.7303923337
