"","Estimate","Std..Error","t.value","Pr...t..","c.nm_var..nm_var..nm_var..nm_var..nm_var..nm_var.","model_diagnostics"
"theta26",0.171489,0.025954,6.607333,0,"Materials UMich",50499.299967
"w226",1.514981,0.088587,17.10166,0,"Materials UMich",-25224.6835300869
"alpha27",0.001897,0.000126,14.995389,0,"Materials StLouisStress",35.1512884790584
"gamma27",0.054854,0.00321,17.089461,0,"Materials StLouisStress",0.223613733861134
"beta27",0.969676,0.001717,564.664421,0,"Materials StLouisStress",0.0786031086683213
"m27",11.628174,0.148044,78.545616,0,"Materials StLouisStress",50142.434224
"theta27",0.57944,0.013167,44.005958,0,"Materials StLouisStress",50180.36713
"w227",1.001,0.064146,15.605124,0,"Materials StLouisStress",-25065.2171119847
"alpha28",0.000194,8e-06,25.586639,0,"Materials GEPU",3.76375516009856
"gamma28",0.003016,0.000125,24.081025,0,"Materials GEPU",0.106812005058774
"beta28",0.997298,7.4e-05,13496.324728,0,"Materials GEPU",0.00402014235200436
"m28",9.501608,0.056752,167.422283,0,"Materials GEPU",50467.091581
"theta28",-0.048493,0.021211,-2.28618,0.022244,"Materials GEPU",50505.024487
"w228",1.001001,0.559654,1.788606,0.073678,"Materials GEPU",-25227.5457903426
"alpha29",0.04103,0.010272,3.994224,6.5e-05,"Materials GPR",29.26425539292
"gamma29",0.831629,0.55947,1.486457,0.137158,"Materials GPR",0.11335405502549
"beta29",0.001392,0.243027,0.00573,0.995428,"Materials GPR",0.0331722201608906
"m29",9.829307,0.365077,26.923962,0,"Materials GPR",50581.9605
"theta29",0.141427,0.012131,11.658744,0,"Materials GPR",50619.893407
"w229",1.001,0.085138,11.757371,0,"Materials GPR",-25284.980250087
"alpha30",0.000171,6e-06,27.660029,0,"Materials BKK",7.16254790210919
"gamma30",0.003116,0.000191,16.28568,0,"Materials BKK",0.142372903189909
"beta30",0.997271,8.6e-05,11570.758367,0,"Materials BKK",0.0101975273906008
"m30",9.683029,0.043141,224.452008,0,"Materials BKK",50410.577893
"theta30",0.237844,0.048255,4.928912,1e-06,"Materials BKK",50448.510799
"w230",1.001,1.122151,0.892037,0.372373,"Materials BKK",-25199.2889464364
"alpha31",0.00964,0.027511,0.35039,0.726046,"Materials Unemployment",37.9359170724338
"gamma31",0.291389,0.844009,0.345244,0.729911,"Materials Unemployment",0.215528099175924
"beta31",0.83594,0.470958,1.774978,0.075901,"Materials Unemployment",0.0817625609711712
"m31",11.498403,0.559451,20.553027,0,"Materials Unemployment",50398.889454
"theta31",3.922898,0.31272,12.544445,0,"Materials Unemployment",50436.82236
"w231",1.001,0.505795,1.979062,0.047809,"Materials Unemployment",-25193.4447269698
"alpha32",0.00964,0.027511,0.35039,0.726046,"Materials Unemployment",37.9359170724338
"gamma32",0.291389,0.844009,0.345244,0.729911,"Materials Unemployment",0.215528099175924
"beta32",0.83594,0.470958,1.774978,0.075901,"Materials Unemployment",0.0817625609711712
"m32",11.498403,0.559451,20.553027,0,"Materials Unemployment",50398.889454
"theta32",3.922898,0.31272,12.544445,0,"Materials Unemployment",50436.82236
"w232",1.001,0.505795,1.979062,0.047809,"Materials Unemployment",-25193.4447269698
"alpha33",0.001759,0.000185,9.503288,0,"Materials VIX",50.2962698186381
"gamma33",0.06004,0.006456,9.300333,0,"Materials VIX",0.273470905802556
"beta33",0.967221,0.002508,385.587949,0,"Materials VIX",0.137545664657927
"m33",9.469381,0.77457,12.225346,0,"Materials VIX",49957.349316
"theta33",0.11897,0.013557,8.775799,0,"Materials VIX",49995.282223
"w233",1.235572,0.075207,16.428882,0,"Materials VIX",-24972.674658155
"alpha34",0.001813,0.000149,12.196448,0,"Materials VXN",43.9258853036538
"gamma34",0.072093,0.004765,15.130321,0,"Materials VXN",0.340287312635316
"beta34",0.96114,0.002481,387.330148,0,"Materials VXN",0.149474214651075
"m34",9.310915,0.153527,60.646829,0,"Materials VXN",49956.412464
"theta34",0.126672,0.003071,41.249552,0,"Materials VXN",49994.34537
"w234",1.001,0.07541,13.274175,0,"Materials VXN",-24972.206231788
"alpha35",0.000208,6e-06,35.755983,0,"Materials TermSpread",5.08907478027543
"gamma35",0.00346,0.000119,29.075511,0,"Materials TermSpread",0.112648665756465
"beta35",0.997062,6.9e-05,14367.262457,0,"Materials TermSpread",0.00573277483932903
"m35",9.601189,0.018909,507.744774,0,"Materials TermSpread",50430.899919
"theta35",2.472429,0.278002,8.893552,0,"Materials TermSpread",50468.832826
"w235",1.954198,0.160904,12.145117,0,"Materials TermSpread",-25209.4499595914
"alpha36",0.001463,0.000121,12.049545,0,"Materials NewOrders",12.7701534673794
"gamma36",0.039433,0.00326,12.09752,0,"Materials NewOrders",0.151373933795558
"beta36",0.975992,0.001708,571.571251,0,"Materials NewOrders",0.019330683655302
"m36",10.766204,0.097224,110.73638,0,"Materials NewOrders",50477.733443
"theta36",-0.099745,0.007574,-13.170071,0,"Materials NewOrders",50515.666349
"w236",1.001004,0.094511,10.591381,0,"Materials NewOrders",-25232.8667212936
"alpha37",0.001792,0.000132,13.60548,0,"Materials DefaultSpread",47.3162985902594
"gamma37",0.050999,0.00321,15.888405,0,"Materials DefaultSpread",0.234821048292381
"beta37",0.971708,0.001864,521.290656,0,"Materials DefaultSpread",0.1111086283628
"m37",9.937689,0.279603,35.542135,0,"Materials DefaultSpread",50038.198494
"theta37",0.26179,0.010233,25.581772,0,"Materials DefaultSpread",50076.131401
"w237",1.167208,0.092657,12.597101,0,"Materials DefaultSpread",-25013.09924724
"alpha38",0.025386,0.002091,12.138988,0,"Materials EquityVolMeasure",215.11538075176
"gamma38",0.096424,0.197497,0.48823,0.625387,"Materials EquityVolMeasure",0.464063808628372
"beta38",0.001004,0.03874,0.025909,0.97933,"Materials EquityVolMeasure",0.998272628862041
"m38",11.410469,0.082337,138.583235,0,"Materials EquityVolMeasure",49650.371991
"theta38",-4.863588,0.276935,-17.562198,0,"Materials EquityVolMeasure",49688.304898
"w238",1.023109,0.075456,13.559074,0,"Materials EquityVolMeasure",-24819.1859957139
"alpha39",0.000184,6e-06,30.68799,0,"Materials RecessionSpread",11.7564508807045
"gamma39",0.003443,0.000124,27.723297,0,"Materials RecessionSpread",0.114637987770526
"beta39",0.997094,8.3e-05,11988.88703,0,"Materials RecessionSpread",0.0134773587228699
"m39",9.398387,0.02151,436.938048,0,"Materials RecessionSpread",50382.158057
"theta39",5.769394,0.606168,9.51782,0,"Materials RecessionSpread",50420.090964
"w239",1.198766,0.080587,14.87548,0,"Materials RecessionSpread",-25185.0790286428
"alpha40",0.000195,5e-06,39.841918,0,"Materials CitiSurprise",6.96991753281449
"gamma40",0.003106,7.8e-05,39.579019,0,"Materials CitiSurprise",0.131287759165219
"beta40",0.997252,5.3e-05,18756.053853,0,"Materials CitiSurprise",0.00915064854449587
"m40",9.572339,0.017271,554.256623,0,"Materials CitiSurprise",50445.80103
"theta40",-0.006282,0.000702,-8.95132,0,"Materials CitiSurprise",50483.733936
"w240",3.625617,0.301564,12.022719,0,"Materials CitiSurprise",-25216.9005150197
"alpha41",0.000991,7.1e-05,13.966507,0,"Materials MOVE",45.7246658825027
"gamma41",0.043823,0.002177,20.127334,0,"Materials MOVE",0.430493357885785
"beta41",0.976098,0.001108,881.156036,0,"Materials MOVE",0.196841649539642
"m41",9.08109,0.14802,61.350563,0,"Materials MOVE",49771.95815
"theta41",0.027039,0.000549,49.295244,0,"Materials MOVE",49809.891057
"w241",1.001,0.112993,8.858979,0,"Materials MOVE",-24879.9790751429
"alpha42",0.060277,0.122335,0.49272,0.62221,"MidCap HousingStart",31.01046573363
"gamma42",0.928069,1.631845,0.568724,0.569544,"MidCap HousingStart",0.178976541267047
"beta42",0.002394,2.025657,0.001182,0.999057,"MidCap HousingStart",0.0555014590008538
"m42",13.213581,0.266428,49.595371,0,"MidCap HousingStart",65184.231607
"theta42",-0.094698,0.002784,-34.014927,0,"MidCap HousingStart",65222.164514
"w242",1.001,0.085102,11.762375,0,"MidCap HousingStart",-32586.1158036273
"alpha43",0.001492,0.000272,5.478993,0,"MidCap IndProd",8.16659930229377
"gamma43",0.038296,0.007414,5.16555,0,"MidCap IndProd",0.0930233976747267
"beta43",0.974863,0.004423,220.390313,0,"MidCap IndProd",0.00759684814547419
"m43",14.369647,0.137936,104.176033,0,"MidCap IndProd",65471.322839
"theta43",-0.146831,0.011465,-12.806669,0,"MidCap IndProd",65509.255746
"w243",1.010392,0.219963,4.593466,4e-06,"MidCap IndProd",-32729.6614195455
"alpha44",0.000195,6e-06,34.503988,0,"MidCap CoreInflation",2.2725591010279
"gamma44",0.002792,4.9e-05,57.559924,0,"MidCap CoreInflation",0.0717280065173336
"beta44",0.997409,3.9e-05,25521.714979,0,"MidCap CoreInflation",0.00163006134009555
"m44",13.44641,0.013052,1030.207426,0,"MidCap CoreInflation",65357.523228
"theta44",-0.008252,0.001176,-7.016582,0,"MidCap CoreInflation",65395.456134
"w244",1.10915,0.212581,5.217548,0,"MidCap CoreInflation",-32672.7616137989
"alpha45",0.04373,0.015829,2.762599,0.005734,"MidCap PPI",4.46558726473411
"gamma45",0.699373,1.751243,0.399358,0.689629,"MidCap PPI",0.055255531318934
"beta45",0.00196,0.491012,0.003992,0.996815,"MidCap PPI",0.00246748396963948
"m45",13.272157,1.119419,11.856294,0,"MidCap PPI",65532.850553
"theta45",0.054497,0.107196,0.508388,0.611181,"MidCap PPI",65570.78346
"w245",1.001,3.100636,0.322837,0.746819,"MidCap PPI",-32760.4252766464
"alpha46",0.000179,7e-06,25.564164,0,"MidCap GDP",1.40186865141061
"gamma46",0.002738,4.2e-05,64.754352,0,"MidCap GDP",0.0669304876190918
"beta46",0.997452,3.5e-05,28903.159765,0,"MidCap GDP",0.000938277524168308
"m46",13.420889,0.020146,666.171674,0,"MidCap GDP",65372.254155
"theta46",0.043246,0.014584,2.965352,0.003023,"MidCap GDP",65410.187061
"w246",6.168372,3.078714,2.003555,0.045118,"MidCap GDP",-32680.1270773462
"alpha47",0.048981,0.019619,2.49662,0.012538,"MidCap UMich",5.20541133073947
"gamma47",0.677988,1.454918,0.465997,0.641217,"MidCap UMich",0.0636585638280195
"beta47",0.001661,0.386289,0.004301,0.996569,"MidCap UMich",0.00331369009448974
"m47",13.248238,0.980044,13.518003,0,"MidCap UMich",65527.564694
"theta47",-0.129545,0.016256,-7.96896,0,"MidCap UMich",65565.497601
"w247",1.001001,0.404168,2.476693,0.013261,"MidCap UMich",-32757.7823470441
"alpha48",0.000328,1.1e-05,30.297433,0,"MidCap StLouisStress",19.0343883551625
"gamma48",0.005539,0.000258,21.440682,0,"MidCap StLouisStress",0.132903536275405
"beta48",0.995902,0.000132,7565.620381,0,"MidCap StLouisStress",0.0252973752324048
"m48",13.693391,0.025635,534.159053,0,"MidCap StLouisStress",65185.701801
"theta48",0.32872,0.009387,35.018591,0,"MidCap StLouisStress",65223.634707
"w248",1.001185,0.172574,5.801493,0,"MidCap StLouisStress",-32586.8509004963
"alpha49",0.000185,5e-06,34.716642,0,"MidCap GEPU",1.70925986146456
"gamma49",0.002788,4.2e-05,66.738102,0,"MidCap GEPU",0.0709689986204559
"beta49",0.997421,3.4e-05,29018.791288,0,"MidCap GEPU",0.00121304460750279
"m49",13.473199,0.013984,963.466371,0,"MidCap GEPU",65364.757338
"theta49",0.011915,0.00335,3.556468,0.000376,"MidCap GEPU",65402.690244
"w249",6.614421,3.011315,2.196522,0.028055,"MidCap GEPU",-32676.3786688528
"alpha50",0.046123,0.00505,9.133145,0,"MidCap GPR",23.6797286757558
"gamma50",0.701796,0.092326,7.601283,0,"MidCap GPR",0.0869533400079842
"beta50",0.001175,0.101919,0.011527,0.990803,"MidCap GPR",0.020590314988398
"m50",13.450328,0.03456,389.186016,0,"MidCap GPR",65489.434963
"theta50",0.11156,0.00902,12.367636,0,"MidCap GPR",65527.367869
"w250",1.029532,0.079465,12.955839,0,"MidCap GPR",-32738.7174814099
"alpha51",0.000168,6e-06,30.379807,0,"MidCap BKK",6.09457222565108
"gamma51",0.002748,4.7e-05,58.634846,0,"MidCap BKK",0.0907595142315702
"beta51",0.997458,3.9e-05,25782.167594,0,"MidCap BKK",0.00553140414649312
"m51",13.509543,0.01548,872.686275,0,"MidCap BKK",65327.593134
"theta51",0.175171,0.017607,9.949201,0,"MidCap BKK",65365.526041
"w251",1.001003,0.20044,4.994023,1e-06,"MidCap BKK",-32657.7965672214
"alpha52",0.04951,0.015002,3.300335,0.000966,"MidCap Unemployment",30.3911138152798
"gamma52",1.038687,0.283987,3.657516,0.000255,"MidCap Unemployment",0.160279934735492
"beta52",0.236198,0.23166,1.019591,0.307922,"MidCap Unemployment",0.0487108573885195
"m52",13.913364,0.167498,83.065888,0,"MidCap Unemployment",65376.766323
"theta52",3.027908,0.147959,20.464495,0,"MidCap Unemployment",65414.69923
"w252",1.001,0.189054,5.294789,0,"MidCap Unemployment",-32682.3831616461
"alpha53",0.001371,0.000152,9.044105,0,"MidCap CFNAI",26.9290482314097
"gamma53",0.033099,0.003637,9.100087,0,"MidCap CFNAI",0.178927433713439
"beta53",0.98055,0.002024,484.513309,0,"MidCap CFNAI",0.0481834549239156
"m53",14.709974,0.102272,143.832123,0,"MidCap CFNAI",65214.21004
"theta53",-0.69375,0.016204,-42.812421,0,"MidCap CFNAI",65252.142947
"w253",1.001,0.143459,6.97762,0,"MidCap CFNAI",-32601.1050202104
"alpha54",0.000899,8.2e-05,10.916093,0,"MidCap VIX",38.8027256973626
"gamma54",0.024013,0.002259,10.631823,0,"MidCap VIX",0.234910133208586
"beta54",0.986095,0.001919,513.977303,0,"MidCap VIX",0.0911515346242368
"m54",13.029672,0.290547,44.845337,0,"MidCap VIX",65030.143225
"theta54",0.096779,0.012225,7.916428,0,"MidCap VIX",65068.076132
"w254",1.272898,0.149808,8.496874,0,"MidCap VIX",-32509.071612574
"alpha55",0.000998,0.000114,8.727219,0,"MidCap VXN",33.7582952323109
"gamma55",0.032792,0.003049,10.756203,0,"MidCap VXN",0.312795572001837
"beta55",0.981606,0.00166,591.16281,0,"MidCap VXN",0.105594452669976
"m55",12.940295,0.136341,94.911182,0,"MidCap VXN",65023.500728
"theta55",0.106468,0.002966,35.899096,0,"MidCap VXN",65061.433634
"w255",1.001001,0.096353,10.388916,0,"MidCap VXN",-32505.7503639526
"alpha56",0.000203,5e-06,37.25237,0,"MidCap TermSpread",5.89661457317415
"gamma56",0.002924,4.9e-05,60.033092,0,"MidCap TermSpread",0.0830169049241094
"beta56",0.997335,4.1e-05,24507.519479,0,"MidCap TermSpread",0.00489518691395316
"m56",13.441053,0.0118,1139.10415,0,"MidCap TermSpread",65319.219189
"theta56",2.455961,0.125539,19.563292,0,"MidCap TermSpread",65357.152095
"w256",1.445369,0.135788,10.644341,0,"MidCap TermSpread",-32653.6095942949
"alpha57",0.000198,6e-06,33.061217,0,"MidCap NewOrders",0.764224997860093
"gamma57",0.00283,4.4e-05,63.743239,0,"MidCap NewOrders",0.070828328598823
"beta57",0.997387,3.6e-05,27464.899005,0,"MidCap NewOrders",0.000541287792718695
"m57",13.45061,0.012514,1074.866126,0,"MidCap NewOrders",65367.162524
"theta57",-0.016256,0.004029,-4.034953,5.5e-05,"MidCap NewOrders",65405.09543
"w257",1.543743,0.17368,8.888454,0,"MidCap NewOrders",-32677.5812618232
"alpha58",0.000332,1e-05,34.550477,0,"MidCap DefaultSpread",24.1090457796614
"gamma58",0.005229,0.00021,24.88579,0,"MidCap DefaultSpread",0.132589594019247
"beta58",0.996054,0.000118,8474.758167,0,"MidCap DefaultSpread",0.0319660859211673
"m58",12.789589,0.024244,527.5342,0,"MidCap DefaultSpread",65140.726575
"theta58",0.140685,0.003066,45.880365,0,"MidCap DefaultSpread",65178.659482
"w258",1.001,0.117186,8.541983,0,"MidCap DefaultSpread",-32564.3632877284
"alpha59",0.033631,0.002856,11.775756,0,"MidCap EquityVolMeasure",163.458029260483
"gamma59",0.105747,0.24361,0.434084,0.664227,"MidCap EquityVolMeasure",0.389000157575568
"beta59",0.001007,0.068693,0.014656,0.988307,"MidCap EquityVolMeasure",0.635851991393198
"m59",14.726963,0.016541,890.319674,0,"MidCap EquityVolMeasure",64770.38707
"theta59",-3.881244,0.265067,-14.642525,0,"MidCap EquityVolMeasure",64808.319976
"w259",1.031901,0.07214,14.30421,0,"MidCap EquityVolMeasure",-32379.1935349575
"alpha60",0.000185,6e-06,29.761501,0,"MidCap RecessionSpread",13.8065107153358
"gamma60",0.003276,0.000132,24.888218,0,"MidCap RecessionSpread",0.0863343284803602
"beta60",0.997177,7.9e-05,12595.034968,0,"MidCap RecessionSpread",0.0119197583126541
"m60",13.294673,0.020135,660.275222,0,"MidCap RecessionSpread",65277.470696
"theta60",5.368369,0.772444,6.949846,0,"MidCap RecessionSpread",65315.403602
"w260",1.32703,0.099228,13.37355,0,"MidCap RecessionSpread",-32632.7353479511
"alpha61",0.000197,6e-06,35.748272,0,"MidCap CitiSurprise",5.89393069887381
"gamma61",0.002742,9.4e-05,29.105063,0,"MidCap CitiSurprise",0.0875549014771967
"beta61",0.997432,6.8e-05,14674.675688,0,"MidCap CitiSurprise",0.00516042521653321
"m61",13.432992,0.024875,540.015267,0,"MidCap CitiSurprise",65344.565974
"theta61",-0.004236,0.000753,-5.625079,0,"MidCap CitiSurprise",65382.49888
"w261",5.140928,1.977215,2.600086,0.00932,"MidCap CitiSurprise",-32666.2829867719
"alpha62",0.000689,4e-05,17.354253,0,"MidCap MOVE",37.2780220378941
"gamma62",0.025263,0.00089,28.401129,0,"MidCap MOVE",0.437285610390367
"beta62",0.98568,0.000511,1929.660096,0,"MidCap MOVE",0.163011426209861
"m62",12.692833,0.092829,136.733742,0,"MidCap MOVE",64751.913247
"theta62",0.024337,0.000715,34.038689,0,"MidCap MOVE",64789.846153
"w262",1.844308,0.126753,14.550424,0,"MidCap MOVE",-32369.9566233183
"alpha63",0.023082,0.00791,2.917989,0.003523,"RealEstate HousingStart",41.8790986255209
"gamma63",-0.500897,0.11336,-4.418639,1e-05,"RealEstate HousingStart",0.145287629673792
"beta63",0.001215,0.334077,0.003636,0.997099,"RealEstate HousingStart",0.0608451497217691
"m63",7.312598,0.09706,75.341204,0,"RealEstate HousingStart",44366.862291
"theta63",-0.099152,0.005763,-17.20388,0,"RealEstate HousingStart",44404.795198
"w263",1.001,0.109098,9.1752,0,"RealEstate HousingStart",-22177.431145564
"alpha64",0.024465,0.00681,3.592602,0.000327,"RealEstate IndProd",35.1692540251022
"gamma64",0.017254,0.207073,0.083325,0.933593,"RealEstate IndProd",0.10246564512471
"beta64",0.00127,0.261462,0.004857,0.996125,"RealEstate IndProd",0.036036403022369
"m64",7.637755,0.081222,94.035428,0,"RealEstate IndProd",44473.326016
"theta64",-0.319775,0.027084,-11.806659,0,"RealEstate IndProd",44511.258922
"w264",1.001,0.188423,5.312509,0,"RealEstate IndProd",-22230.6630078184
"alpha65",0.01254,0.078235,0.160285,0.872656,"RealEstate CoreInflation",26.8406224470146
"gamma65",-0.872071,9.669232,-0.09019,0.928136,"RealEstate CoreInflation",0.0110590101922307
"beta65",0.001561,2.993439,0.000521,0.999584,"RealEstate CoreInflation",0.0029683071720735
"m65",7.540438,2.97945,2.530815,0.01138,"RealEstate CoreInflation",44762.3154
"theta65",-0.01115,0.031166,-0.357754,0.720527,"RealEstate CoreInflation",44800.248306
"w265",1.001001,14.933723,0.06703,0.946558,"RealEstate CoreInflation",-22375.1576999635
"alpha66",1e-04,0.000553,0.180772,0.856546,"RealEstate PPI",24.5097221143379
"gamma66",-0.950847,0.586112,-1.622295,0.10474,"RealEstate PPI",0.0130542658735816
"beta66",0.657755,0.208879,3.148967,0.001638,"RealEstate PPI",0.00319956428968169
"m66",7.120578,0.662361,10.750294,0,"RealEstate PPI",44723.280017
"theta66",0.062057,0.02962,2.095105,0.036162,"RealEstate PPI",44761.212924
"w266",1.001,1.507321,0.664092,0.506631,"RealEstate PPI",-22355.6400086377
"alpha67",1e-04,3.1e-05,3.223763,0.001265,"RealEstate GDP",8.82048993641839
"gamma67",-0.026405,0.004725,-5.588737,0,"RealEstate GDP",0.0631106601106392
"beta67",0.995231,0.000216,4598.299986,0,"RealEstate GDP",0.00556666942386614
"m67",6.647212,0.149064,44.592966,0,"RealEstate GDP",44690.986155
"theta67",-0.134448,0.078458,-1.71363,0.086597,"RealEstate GDP",44728.919061
"w267",3.421007,0.199499,17.147954,0,"RealEstate GDP",-22339.4930772556
"alpha68",1e-04,8e-06,12.327326,0,"RealEstate UMich",11.1576017659722
"gamma68",-0.064639,0.013937,-4.637824,4e-06,"RealEstate UMich",0.0487207154228445
"beta68",0.990823,0.000522,1899.452509,0,"RealEstate UMich",0.00543606340441358
"m68",6.418739,0.157395,40.781102,0,"RealEstate UMich",44673.757261
"theta68",-0.165924,0.024155,-6.868993,0,"RealEstate UMich",44711.690167
"w268",1.001002,0.220952,4.530413,6e-06,"RealEstate UMich",-22330.8786304238
"alpha69",0.003299,0.000433,7.624479,0,"RealEstate StLouisStress",79.8030413887952
"gamma69",0.042132,0.008474,4.972096,1e-06,"RealEstate StLouisStress",0.412515288906924
"beta69",0.974635,0.003754,259.651598,0,"RealEstate StLouisStress",0.329199746741501
"m69",5.646461,0.121505,46.470849,0,"RealEstate StLouisStress",46303.535914
"theta69",-0.988338,0.13731,-7.197853,0,"RealEstate StLouisStress",46341.468821
"w269",31.642256,0.174693,181.130639,0,"RealEstate StLouisStress",-23145.7679572159
"alpha70",1e-04,9.5e-05,1.052293,0.292665,"RealEstate GEPU",3.22577288527793
"gamma70",-0.046402,0.091025,-0.509771,0.610212,"RealEstate GEPU",0.0186669781364693
"beta70",0.990112,0.005135,192.828009,0,"RealEstate GEPU",0.000602154319226987
"m70",6.73122,1.689547,3.984039,6.8e-05,"RealEstate GEPU",44726.656591
"theta70",-0.018769,0.030307,-0.619296,0.535722,"RealEstate GEPU",44764.589498
"w270",1.002674,1.805345,0.555392,0.578627,"RealEstate GEPU",-22357.3282955915
"alpha71",1e-04,5.6e-05,1.771158,0.076534,"RealEstate GPR",19.2868776540415
"gamma71",-0.046191,0.018319,-2.521483,0.011686,"RealEstate GPR",0.116250692135828
"beta71",0.993571,0.002563,387.65596,0,"RealEstate GPR",0.0224211287642135
"m71",6.522111,0.089145,73.162934,0,"RealEstate GPR",44538.203146
"theta71",0.116485,0.005744,20.279176,0,"RealEstate GPR",44576.136052
"w271",1.059388,0.061692,17.172347,0,"RealEstate GPR",-22263.1015730381
"alpha72",1e-04,1.5e-05,6.687962,0,"RealEstate BKK",4.80233850444402
"gamma72",-0.039994,0.003019,-13.24742,0,"RealEstate BKK",0.0434282648999667
"beta72",0.994044,0.000391,2540.6587,0,"RealEstate BKK",0.00208557228710305
"m72",6.39486,0.000338,18917.389676,0,"RealEstate BKK",44696.617023
"theta72",-0.090147,0.020464,-4.405027,1.1e-05,"RealEstate BKK",44734.549929
"w272",23.778387,0.674682,35.243854,0,"RealEstate BKK",-22342.3085113099
"alpha73",0.029673,0.083657,0.354693,0.72282,"RealEstate Unemployment",56.8643555253937
"gamma73",0.578967,0.392021,1.476877,0.139709,"RealEstate Unemployment",0.306721583272735
"beta73",0.1339,2.414887,0.055448,0.955782,"RealEstate Unemployment",0.174415251585324
"m73",7.652568,1.848754,4.139312,3.5e-05,"RealEstate Unemployment",44277.618047
"theta73",5.72957,0.462517,12.387806,0,"RealEstate Unemployment",44315.550953
"w273",1.001,0.17046,5.872338,0,"RealEstate Unemployment",-22132.8090233081
"alpha74",1e-04,1e-05,10.23603,0,"RealEstate CFNAI",22.8822912433171
"gamma74",-0.0064,0.001755,-3.645977,0.000266,"RealEstate CFNAI",0.21232051210785
"beta74",0.996933,0.000386,2582.390823,0,"RealEstate CFNAI",0.0485837979498206
"m74",6.543469,0.096626,67.719222,0,"RealEstate CFNAI",44138.268305
"theta74",-0.696626,0.019454,-35.809564,0,"RealEstate CFNAI",44176.201211
"w274",1.001003,0.155951,6.418708,0,"RealEstate CFNAI",-22063.1341524256
"alpha75",0.020788,0.004991,4.165227,3.1e-05,"RealEstate VIX",54.001702707002
"gamma75",1.621171,0.414428,3.911824,9.2e-05,"RealEstate VIX",0.650935411951636
"beta75",0.059032,0.220222,0.268058,0.788655,"RealEstate VIX",0.351516205976722
"m75",5.328681,0.171197,31.125987,0,"RealEstate VIX",43156.439101
"theta75",0.190656,0.00306,62.30374,0,"RealEstate VIX",43194.372007
"w275",1.001,0.058023,17.251906,0,"RealEstate VIX",-21572.2195504641
"alpha76",0.01256,0.076324,0.164566,0.869286,"RealEstate VXN",38.7249592490004
"gamma76",1.433664,6.922808,0.207093,0.835937,"RealEstate VXN",0.755994440818192
"beta76",0.097323,5.44726,0.017866,0.985745,"RealEstate VXN",0.292758539131554
"m76",4.947037,4.939007,1.001626,0.316524,"RealEstate VXN",43201.113868
"theta76",0.177277,0.003617,49.0148,0,"RealEstate VXN",43239.046775
"w276",1.001,0.083999,11.91679,0,"RealEstate VXN",-21594.556934165
"alpha77",1e-04,9e-06,10.707676,0,"RealEstate TermSpread",17.9228143076429
"gamma77",-0.026653,0.003591,-7.421352,0,"RealEstate TermSpread",0.0921260474547934
"beta77",0.994975,0.000267,3725.01499,0,"RealEstate TermSpread",0.0165115804142936
"m77",6.488149,0.096366,67.328383,0,"RealEstate TermSpread",44498.624408
"theta77",4.659215,0.30737,15.158333,0,"RealEstate TermSpread",44536.557315
"w277",1.001,0.065231,15.345494,0,"RealEstate TermSpread",-22243.3122040987
"alpha78",0.021245,0.003372,6.300636,0,"RealEstate NewOrders",30.7288976320822
"gamma78",-0.286913,0.180814,-1.58679,0.11256,"RealEstate NewOrders",0.0477035077201313
"beta78",0.001336,0.091863,0.014549,0.988392,"RealEstate NewOrders",0.0146587620542316
"m78",7.610606,0.07194,105.791021,0,"RealEstate NewOrders",44635.768312
"theta78",-0.086859,0.01024,-8.481912,0,"RealEstate NewOrders",44673.701218
"w278",1.001,0.192427,5.201986,0,"RealEstate NewOrders",-22311.8841558844
"alpha79",0.033083,0.031919,1.036493,0.299972,"RealEstate DefaultSpread",59.7513737057613
"gamma79",1.539074,1.01065,1.522855,0.127795,"RealEstate DefaultSpread",0.416478319203488
"beta79",0.001179,0.963174,0.001224,0.999023,"RealEstate DefaultSpread",0.248851516910749
"m79",6.093303,1.207942,5.044369,0,"RealEstate DefaultSpread",43537.089582
"theta79",0.392531,0.007301,53.762906,0,"RealEstate DefaultSpread",43575.022488
"w279",1.001,0.07633,13.114046,0,"RealEstate DefaultSpread",-21762.5447910317
"alpha80",0.023144,0.000539,42.975,0,"RealEstate EquityVolMeasure",313.924384833931
"gamma80",-1.751262,0.119552,-14.648539,0,"RealEstate EquityVolMeasure",0.328366554270792
"beta80",0.001008,0.004679,0.215339,0.829503,"RealEstate EquityVolMeasure",1.03082268549496
"m80",9.193579,0.286129,32.130893,0,"RealEstate EquityVolMeasure",43795.581473
"theta80",-4.943234,0.802555,-6.15937,0,"RealEstate EquityVolMeasure",43833.514379
"w280",1.001,0.061296,16.33066,0,"RealEstate EquityVolMeasure",-21891.7907363906
"alpha81",1e-04,0.001117,0.089501,0.928683,"RealEstate RecessionSpread",25.0529149799092
"gamma81",-0.050178,0.097958,-0.512239,0.608484,"RealEstate RecessionSpread",0.185343605138618
"beta81",0.001775,0.689316,0.002575,0.997945,"RealEstate RecessionSpread",0.0464339758160766
"m81",7.400327,0.070556,104.88586,0,"RealEstate RecessionSpread",44320.522982
"theta81",10.780047,0.427073,25.241713,0,"RealEstate RecessionSpread",44358.455889
"w281",1.03586,0.04926,21.02839,0,"RealEstate RecessionSpread",-22154.2614911351
"alpha82",1e-04,1.1e-05,9.45453,0,"RealEstate CitiSurprise",17.742597710733
