Date,Instrument,Price Close
2005-04-26,.SPX,1151.74
2005-04-27,.SPX,1156.38
2005-04-28,.SPX,1143.22
2005-04-29,.SPX,1156.85
2005-05-02,.SPX,1162.16
2005-05-03,.SPX,1161.17
2005-05-04,.SPX,1175.65
2005-05-05,.SPX,1172.63
2005-05-06,.SPX,1171.35
2005-05-09,.SPX,1178.84
2005-05-10,.SPX,1166.22
2005-05-11,.SPX,1171.11
2005-05-12,.SPX,1159.36
2005-05-13,.SPX,1154.05
2005-05-16,.SPX,1165.69
2005-05-17,.SPX,1173.8
2005-05-18,.SPX,1185.56
2005-05-19,.SPX,1191.08
2005-05-20,.SPX,1189.28
2005-05-23,.SPX,1193.86
2005-05-24,.SPX,1194.07
2005-05-25,.SPX,1190.01
2005-05-26,.SPX,1197.62
2005-05-27,.SPX,1198.78
2005-05-27,.SPX,1198.78
2005-05-31,.SPX,1191.5
2005-06-01,.SPX,1202.27
2005-06-02,.SPX,1204.29
2005-06-03,.SPX,1196.02
2005-06-06,.SPX,1197.51
2005-06-07,.SPX,1197.26
2005-06-08,.SPX,1194.67
2005-06-09,.SPX,1200.93
2005-06-10,.SPX,1198.11
2005-06-13,.SPX,1200.82
2005-06-14,.SPX,1203.91
2005-06-15,.SPX,1206.58
2005-06-16,.SPX,1210.96
2005-06-17,.SPX,1216.96
2005-06-20,.SPX,1216.1
2005-06-21,.SPX,1213.61
2005-06-22,.SPX,1213.88
2005-06-23,.SPX,1200.73
2005-06-24,.SPX,1191.57
2005-06-27,.SPX,1190.69
2005-06-28,.SPX,1201.57
2005-06-29,.SPX,1199.85
2005-06-30,.SPX,1191.33
2005-07-01,.SPX,1194.44
2005-07-01,.SPX,1194.44
2005-07-05,.SPX,1204.99
2005-07-06,.SPX,1194.94
2005-07-07,.SPX,1197.87
2005-07-08,.SPX,1211.86
2005-07-11,.SPX,1219.44
2005-07-12,.SPX,1222.21
2005-07-13,.SPX,1223.29
2005-07-14,.SPX,1226.5
2005-07-15,.SPX,1227.92
2005-07-18,.SPX,1221.13
2005-07-19,.SPX,1229.35
2005-07-20,.SPX,1235.2
2005-07-21,.SPX,1227.04
2005-07-22,.SPX,1233.68
2005-07-25,.SPX,1229.03
2005-07-26,.SPX,1231.16
2005-07-27,.SPX,1236.79
2005-07-28,.SPX,1243.72
2005-07-29,.SPX,1234.18
2005-08-01,.SPX,1235.35
2005-08-02,.SPX,1244.12
2005-08-03,.SPX,1245.04
2005-08-04,.SPX,1235.86
2005-08-05,.SPX,1226.42
2005-08-08,.SPX,1223.13
2005-08-09,.SPX,1231.38
2005-08-10,.SPX,1229.13
2005-08-11,.SPX,1237.81
2005-08-12,.SPX,1230.39
2005-08-15,.SPX,1233.87
2005-08-16,.SPX,1219.34
2005-08-17,.SPX,1220.24
2005-08-18,.SPX,1219.02
2005-08-19,.SPX,1219.71
2005-08-22,.SPX,1221.73
2005-08-23,.SPX,1217.57
2005-08-24,.SPX,1209.59
2005-08-25,.SPX,1212.39
2005-08-26,.SPX,1205.1
2005-08-29,.SPX,1212.28
2005-08-30,.SPX,1208.41
2005-08-31,.SPX,1220.33
2005-09-01,.SPX,1221.59
2005-09-02,.SPX,1218.02
2005-09-02,.SPX,1218.02
2005-09-06,.SPX,1233.39
2005-09-07,.SPX,1236.36
2005-09-08,.SPX,1231.67
2005-09-09,.SPX,1241.48
2005-09-12,.SPX,1240.56
2005-09-13,.SPX,1231.2
2005-09-14,.SPX,1227.16
2005-09-15,.SPX,1227.73
2005-09-16,.SPX,1237.91
2005-09-19,.SPX,1231.02
2005-09-20,.SPX,1221.34
2005-09-21,.SPX,1210.2
2005-09-22,.SPX,1214.62
2005-09-23,.SPX,1215.29
2005-09-26,.SPX,1215.63
2005-09-27,.SPX,1215.66
2005-09-28,.SPX,1216.89
2005-09-29,.SPX,1227.68
2005-09-30,.SPX,1228.81
2005-10-03,.SPX,1226.7
2005-10-04,.SPX,1214.47
2005-10-05,.SPX,1196.39
2005-10-06,.SPX,1191.49
2005-10-07,.SPX,1195.9
2005-10-10,.SPX,1187.33
2005-10-11,.SPX,1184.87
2005-10-12,.SPX,1177.68
2005-10-13,.SPX,1176.84
2005-10-14,.SPX,1186.57
2005-10-17,.SPX,1190.1
2005-10-18,.SPX,1178.14
2005-10-19,.SPX,1195.76
2005-10-20,.SPX,1177.8
2005-10-21,.SPX,1179.59
2005-10-24,.SPX,1199.38
2005-10-25,.SPX,1196.54
2005-10-26,.SPX,1191.38
2005-10-27,.SPX,1178.9
2005-10-28,.SPX,1198.41
2005-10-31,.SPX,1207.01
2005-11-01,.SPX,1202.76
2005-11-02,.SPX,1214.76
2005-11-03,.SPX,1219.94
2005-11-04,.SPX,1220.14
2005-11-07,.SPX,1222.81
2005-11-08,.SPX,1218.59
2005-11-09,.SPX,1220.65
2005-11-10,.SPX,1230.96
2005-11-11,.SPX,1234.72
2005-11-14,.SPX,1233.76
2005-11-15,.SPX,1229.01
2005-11-16,.SPX,1231.21
2005-11-17,.SPX,1242.8
2005-11-18,.SPX,1248.27
2005-11-21,.SPX,1254.85
2005-11-22,.SPX,1261.23
2005-11-23,.SPX,1265.61
2005-11-23,.SPX,1265.61
2005-11-25,.SPX,1268.25
2005-11-28,.SPX,1257.46
2005-11-29,.SPX,1257.48
2005-11-30,.SPX,1249.48
2005-12-01,.SPX,1264.67
2005-12-02,.SPX,1265.08
2005-12-05,.SPX,1262.09
2005-12-06,.SPX,1263.7
2005-12-07,.SPX,1257.37
2005-12-08,.SPX,1255.84
2005-12-09,.SPX,1259.37
2005-12-12,.SPX,1260.43
2005-12-13,.SPX,1267.43
2005-12-14,.SPX,1272.74
2005-12-15,.SPX,1270.94
2005-12-16,.SPX,1267.32
2005-12-19,.SPX,1259.92
2005-12-20,.SPX,1259.62
2005-12-21,.SPX,1262.79
2005-12-22,.SPX,1268.12
2005-12-23,.SPX,1268.66
2005-12-23,.SPX,1268.66
2005-12-27,.SPX,1256.54
2005-12-28,.SPX,1258.17
2005-12-29,.SPX,1254.42
2005-12-30,.SPX,1248.29
2005-12-30,.SPX,1248.29
2006-01-03,.SPX,1268.8
2006-01-04,.SPX,1273.46
2006-01-05,.SPX,1273.48
2006-01-06,.SPX,1285.45
2006-01-09,.SPX,1290.15
2006-01-10,.SPX,1289.69
2006-01-11,.SPX,1294.18
2006-01-12,.SPX,1286.06
2006-01-13,.SPX,1287.61
2006-01-13,.SPX,1287.61
2006-01-17,.SPX,1282.93
2006-01-18,.SPX,1277.93
2006-01-19,.SPX,1285.04
2006-01-20,.SPX,1261.49
2006-01-23,.SPX,1263.82
2006-01-24,.SPX,1266.86
2006-01-25,.SPX,1264.68
2006-01-26,.SPX,1273.83
2006-01-27,.SPX,1283.72
2006-01-30,.SPX,1285.2
2006-01-31,.SPX,1280.08
2006-02-01,.SPX,1282.46
2006-02-02,.SPX,1270.84
2006-02-03,.SPX,1264.03
2006-02-06,.SPX,1265.02
2006-02-07,.SPX,1254.78
2006-02-08,.SPX,1265.65
2006-02-09,.SPX,1263.78
2006-02-10,.SPX,1266.99
2006-02-13,.SPX,1262.86
2006-02-14,.SPX,1275.53
2006-02-15,.SPX,1280.0
2006-02-16,.SPX,1289.38
2006-02-17,.SPX,1287.24
2006-02-17,.SPX,1287.24
2006-02-21,.SPX,1283.03
2006-02-22,.SPX,1292.67
2006-02-23,.SPX,1287.79
2006-02-24,.SPX,1289.43
2006-02-27,.SPX,1294.12
2006-02-28,.SPX,1280.66
2006-03-01,.SPX,1291.24
2006-03-02,.SPX,1289.14
2006-03-03,.SPX,1287.23
2006-03-06,.SPX,1278.26
2006-03-07,.SPX,1275.88
2006-03-08,.SPX,1278.47
2006-03-09,.SPX,1272.23
2006-03-10,.SPX,1281.58
2006-03-13,.SPX,1284.13
2006-03-14,.SPX,1297.48
2006-03-15,.SPX,1303.02
2006-03-16,.SPX,1305.33
2006-03-17,.SPX,1307.25
2006-03-20,.SPX,1305.08
2006-03-21,.SPX,1297.23
2006-03-22,.SPX,1305.04
2006-03-23,.SPX,1301.67
2006-03-24,.SPX,1302.95
2006-03-27,.SPX,1301.61
2006-03-28,.SPX,1293.23
2006-03-29,.SPX,1302.89
2006-03-30,.SPX,1300.25
2006-03-31,.SPX,1294.83
2006-04-03,.SPX,1297.81
2006-04-04,.SPX,1305.93
2006-04-05,.SPX,1311.56
2006-04-06,.SPX,1309.04
2006-04-07,.SPX,1295.5
2006-04-10,.SPX,1296.6
2006-04-11,.SPX,1286.57
2006-04-12,.SPX,1288.12
2006-04-13,.SPX,1289.12
2006-04-13,.SPX,1289.12
2006-04-17,.SPX,1285.33
2006-04-18,.SPX,1307.65
2006-04-19,.SPX,1309.93
2006-04-20,.SPX,1311.46
2006-04-21,.SPX,1311.28
2006-04-24,.SPX,1308.11
2006-04-25,.SPX,1301.74
2006-04-26,.SPX,1305.41
2006-04-27,.SPX,1309.72
2006-04-28,.SPX,1310.61
2006-05-01,.SPX,1305.19
2006-05-02,.SPX,1313.21
2006-05-03,.SPX,1307.85
2006-05-04,.SPX,1312.25
2006-05-05,.SPX,1325.76
2006-05-08,.SPX,1324.66
2006-05-09,.SPX,1325.14
2006-05-10,.SPX,1322.85
2006-05-11,.SPX,1305.92
2006-05-12,.SPX,1291.24
2006-05-15,.SPX,1294.5
2006-05-16,.SPX,1292.08
2006-05-17,.SPX,1270.32
2006-05-18,.SPX,1261.81
2006-05-19,.SPX,1267.03
2006-05-22,.SPX,1262.07
2006-05-23,.SPX,1256.58
2006-05-24,.SPX,1258.57
2006-05-25,.SPX,1272.88
2006-05-26,.SPX,1280.16
2006-05-26,.SPX,1280.16
2006-05-30,.SPX,1259.84
2006-05-31,.SPX,1270.09
2006-06-01,.SPX,1285.71
2006-06-02,.SPX,1288.22
2006-06-05,.SPX,1265.29
2006-06-06,.SPX,1263.85
2006-06-07,.SPX,1256.15
2006-06-08,.SPX,1257.93
2006-06-09,.SPX,1252.3
2006-06-12,.SPX,1236.4
2006-06-13,.SPX,1223.69
2006-06-14,.SPX,1230.04
2006-06-15,.SPX,1256.16
2006-06-16,.SPX,1251.54
2006-06-19,.SPX,1240.14
2006-06-20,.SPX,1240.12
2006-06-21,.SPX,1252.2
2006-06-22,.SPX,1245.6
2006-06-23,.SPX,1244.5
2006-06-26,.SPX,1250.56
2006-06-27,.SPX,1239.2
2006-06-28,.SPX,1246.0
2006-06-29,.SPX,1272.87
2006-06-30,.SPX,1270.2
2006-07-03,.SPX,1280.19
2006-07-03,.SPX,1280.19
2006-07-05,.SPX,1270.91
2006-07-06,.SPX,1274.08
2006-07-07,.SPX,1265.48
2006-07-10,.SPX,1267.34
2006-07-11,.SPX,1272.52
2006-07-12,.SPX,1258.6
2006-07-13,.SPX,1242.29
2006-07-14,.SPX,1236.2
2006-07-17,.SPX,1234.49
2006-07-18,.SPX,1236.86
2006-07-19,.SPX,1259.81
2006-07-20,.SPX,1249.13
2006-07-21,.SPX,1240.29
2006-07-24,.SPX,1260.91
2006-07-25,.SPX,1268.88
2006-07-26,.SPX,1268.4
2006-07-27,.SPX,1263.2
2006-07-28,.SPX,1278.55
2006-07-31,.SPX,1276.66
2006-08-01,.SPX,1270.92
2006-08-02,.SPX,1278.55
2006-08-03,.SPX,1280.27
2006-08-04,.SPX,1279.36
2006-08-07,.SPX,1275.77
2006-08-08,.SPX,1271.48
2006-08-09,.SPX,1265.95
2006-08-10,.SPX,1271.81
2006-08-11,.SPX,1266.74
2006-08-14,.SPX,1268.21
2006-08-15,.SPX,1285.58
2006-08-16,.SPX,1295.43
2006-08-17,.SPX,1297.48
2006-08-18,.SPX,1302.3
2006-08-21,.SPX,1297.52
2006-08-22,.SPX,1298.82
2006-08-23,.SPX,1292.99
2006-08-24,.SPX,1296.06
2006-08-25,.SPX,1295.09
2006-08-28,.SPX,1301.78
2006-08-29,.SPX,1304.28
2006-08-30,.SPX,1304.27
2006-08-31,.SPX,1303.82
2006-09-01,.SPX,1311.01
2006-09-01,.SPX,1311.01
2006-09-05,.SPX,1313.25
2006-09-06,.SPX,1300.26
2006-09-07,.SPX,1294.02
2006-09-08,.SPX,1298.92
2006-09-11,.SPX,1299.54
2006-09-12,.SPX,1313.11
2006-09-13,.SPX,1318.07
2006-09-14,.SPX,1316.28
2006-09-15,.SPX,1319.87
2006-09-18,.SPX,1321.18
2006-09-19,.SPX,1318.31
2006-09-20,.SPX,1325.18
2006-09-21,.SPX,1318.03
2006-09-22,.SPX,1314.78
2006-09-25,.SPX,1326.37
2006-09-26,.SPX,1336.34
2006-09-27,.SPX,1336.59
2006-09-28,.SPX,1339.15
2006-09-29,.SPX,1335.85
2006-10-02,.SPX,1331.32
2006-10-03,.SPX,1334.11
2006-10-04,.SPX,1350.22
2006-10-05,.SPX,1353.22
2006-10-06,.SPX,1349.58
2006-10-09,.SPX,1350.66
2006-10-10,.SPX,1353.42
2006-10-11,.SPX,1349.95
2006-10-12,.SPX,1362.83
2006-10-13,.SPX,1365.62
2006-10-16,.SPX,1369.05
2006-10-17,.SPX,1364.05
2006-10-18,.SPX,1365.96
2006-10-19,.SPX,1366.96
2006-10-20,.SPX,1368.6
2006-10-23,.SPX,1377.02
2006-10-24,.SPX,1377.38
2006-10-25,.SPX,1382.22
2006-10-26,.SPX,1389.08
2006-10-27,.SPX,1377.34
2006-10-30,.SPX,1377.93
2006-10-31,.SPX,1377.94
2006-11-01,.SPX,1367.81
2006-11-02,.SPX,1367.34
2006-11-03,.SPX,1364.3
2006-11-06,.SPX,1379.78
2006-11-07,.SPX,1382.84
2006-11-08,.SPX,1385.72
2006-11-09,.SPX,1378.33
2006-11-10,.SPX,1380.9
2006-11-13,.SPX,1384.42
2006-11-14,.SPX,1393.22
2006-11-15,.SPX,1396.57
2006-11-16,.SPX,1399.76
2006-11-17,.SPX,1401.2
2006-11-20,.SPX,1400.5
2006-11-21,.SPX,1402.81
2006-11-22,.SPX,1406.09
2006-11-22,.SPX,1406.09
2006-11-24,.SPX,1400.95
2006-11-27,.SPX,1381.9
2006-11-28,.SPX,1386.72
2006-11-29,.SPX,1399.48
2006-11-30,.SPX,1400.63
2006-12-01,.SPX,1396.71
2006-12-04,.SPX,1409.12
2006-12-05,.SPX,1414.76
2006-12-06,.SPX,1412.9
2006-12-07,.SPX,1407.29
2006-12-08,.SPX,1409.84
2006-12-11,.SPX,1413.04
2006-12-12,.SPX,1411.56
2006-12-13,.SPX,1413.21
2006-12-14,.SPX,1425.49
2006-12-15,.SPX,1427.09
2006-12-18,.SPX,1422.48
2006-12-19,.SPX,1425.55
2006-12-20,.SPX,1423.53
2006-12-21,.SPX,1418.3
2006-12-22,.SPX,1410.76
2006-12-22,.SPX,1410.76
2006-12-26,.SPX,1416.9
2006-12-27,.SPX,1426.84
2006-12-28,.SPX,1424.73
2006-12-29,.SPX,1418.3
2006-12-29,.SPX,1418.3
2006-12-29,.SPX,1418.3
2007-01-03,.SPX,1416.6
2007-01-04,.SPX,1418.34
2007-01-05,.SPX,1409.71
2007-01-08,.SPX,1412.84
2007-01-09,.SPX,1412.11
2007-01-10,.SPX,1414.85
2007-01-11,.SPX,1423.82
2007-01-12,.SPX,1430.73
2007-01-12,.SPX,1430.73
2007-01-16,.SPX,1431.9
2007-01-17,.SPX,1430.62
2007-01-18,.SPX,1426.37
2007-01-19,.SPX,1430.5
2007-01-22,.SPX,1422.95
2007-01-23,.SPX,1427.99
2007-01-24,.SPX,1440.13
2007-01-25,.SPX,1423.9
2007-01-26,.SPX,1422.18
2007-01-29,.SPX,1420.62
2007-01-30,.SPX,1428.82
2007-01-31,.SPX,1438.24
2007-02-01,.SPX,1445.94
2007-02-02,.SPX,1448.39
2007-02-05,.SPX,1446.99
2007-02-06,.SPX,1448.0
2007-02-07,.SPX,1450.02
2007-02-08,.SPX,1448.31
2007-02-09,.SPX,1438.06
2007-02-12,.SPX,1433.37
2007-02-13,.SPX,1444.26
2007-02-14,.SPX,1455.3
2007-02-15,.SPX,1456.81
2007-02-16,.SPX,1455.54
2007-02-16,.SPX,1455.54
2007-02-20,.SPX,1459.68
2007-02-21,.SPX,1457.63
2007-02-22,.SPX,1456.38
2007-02-23,.SPX,1451.19
2007-02-26,.SPX,1449.37
2007-02-27,.SPX,1399.04
2007-02-28,.SPX,1406.82
2007-03-01,.SPX,1403.17
2007-03-02,.SPX,1387.17
2007-03-05,.SPX,1374.12
2007-03-06,.SPX,1395.41
2007-03-07,.SPX,1391.97
2007-03-08,.SPX,1401.89
2007-03-09,.SPX,1402.85
2007-03-12,.SPX,1406.6
2007-03-13,.SPX,1377.95
2007-03-14,.SPX,1387.17
2007-03-15,.SPX,1392.28
2007-03-16,.SPX,1386.95
2007-03-19,.SPX,1402.06
2007-03-20,.SPX,1410.94
2007-03-21,.SPX,1435.04
2007-03-22,.SPX,1434.54
2007-03-23,.SPX,1436.11
2007-03-26,.SPX,1437.5
2007-03-27,.SPX,1428.61
2007-03-28,.SPX,1417.23
2007-03-29,.SPX,1422.53
2007-03-30,.SPX,1420.86
2007-04-02,.SPX,1424.55
2007-04-03,.SPX,1437.77
2007-04-04,.SPX,1439.37
2007-04-05,.SPX,1443.76
2007-04-05,.SPX,1443.76
2007-04-09,.SPX,1444.61
2007-04-10,.SPX,1448.39
2007-04-11,.SPX,1438.87
2007-04-12,.SPX,1447.8
2007-04-13,.SPX,1452.85
2007-04-16,.SPX,1468.47
2007-04-17,.SPX,1471.48
2007-04-18,.SPX,1472.5
2007-04-19,.SPX,1470.73
2007-04-20,.SPX,1484.35
2007-04-23,.SPX,1480.93
2007-04-24,.SPX,1480.41
2007-04-25,.SPX,1495.42
2007-04-26,.SPX,1494.25
2007-04-27,.SPX,1494.07
2007-04-30,.SPX,1482.37
2007-05-01,.SPX,1486.3
2007-05-02,.SPX,1495.92
2007-05-03,.SPX,1502.39
2007-05-04,.SPX,1505.62
2007-05-07,.SPX,1509.48
2007-05-08,.SPX,1507.72
2007-05-09,.SPX,1512.58
2007-05-10,.SPX,1491.47
2007-05-11,.SPX,1505.85
2007-05-14,.SPX,1503.15
2007-05-15,.SPX,1501.19
2007-05-16,.SPX,1514.14
2007-05-17,.SPX,1512.75
2007-05-18,.SPX,1522.75
2007-05-21,.SPX,1525.1
2007-05-22,.SPX,1524.12
2007-05-23,.SPX,1522.28
2007-05-24,.SPX,1507.51
2007-05-25,.SPX,1515.73
2007-05-25,.SPX,1515.73
2007-05-29,.SPX,1518.11
2007-05-30,.SPX,1530.23
2007-05-31,.SPX,1530.62
2007-06-01,.SPX,1536.34
2007-06-04,.SPX,1539.18
2007-06-05,.SPX,1530.95
2007-06-06,.SPX,1517.38
2007-06-07,.SPX,1490.72
2007-06-08,.SPX,1507.67
2007-06-11,.SPX,1509.12
2007-06-12,.SPX,1493.0
2007-06-13,.SPX,1515.67
2007-06-14,.SPX,1522.97
2007-06-15,.SPX,1532.91
2007-06-18,.SPX,1531.05
2007-06-19,.SPX,1533.7
2007-06-20,.SPX,1512.84
2007-06-21,.SPX,1522.19
2007-06-22,.SPX,1502.56
2007-06-25,.SPX,1497.74
2007-06-26,.SPX,1492.89
2007-06-27,.SPX,1506.34
2007-06-28,.SPX,1505.71
2007-06-29,.SPX,1503.35
2007-07-02,.SPX,1519.43
2007-07-03,.SPX,1524.87
2007-07-03,.SPX,1524.87
2007-07-05,.SPX,1525.4
2007-07-06,.SPX,1530.44
2007-07-09,.SPX,1531.85
2007-07-10,.SPX,1510.12
2007-07-11,.SPX,1518.76
2007-07-12,.SPX,1547.7
2007-07-13,.SPX,1552.5
2007-07-16,.SPX,1549.52
2007-07-17,.SPX,1549.37
2007-07-18,.SPX,1546.17
2007-07-19,.SPX,1553.08
2007-07-20,.SPX,1534.1
2007-07-23,.SPX,1541.57
2007-07-24,.SPX,1511.04
2007-07-25,.SPX,1518.09
2007-07-26,.SPX,1482.66
2007-07-27,.SPX,1458.95
2007-07-30,.SPX,1473.91
2007-07-31,.SPX,1455.27
2007-08-01,.SPX,1465.81
2007-08-02,.SPX,1472.2
2007-08-03,.SPX,1433.06
2007-08-06,.SPX,1467.67
2007-08-07,.SPX,1476.71
2007-08-08,.SPX,1497.49
2007-08-09,.SPX,1453.09
2007-08-10,.SPX,1453.64
2007-08-13,.SPX,1452.92
2007-08-14,.SPX,1426.54
2007-08-15,.SPX,1406.7
2007-08-16,.SPX,1411.27
2007-08-17,.SPX,1445.94
2007-08-20,.SPX,1445.55
2007-08-21,.SPX,1447.12
2007-08-22,.SPX,1464.07
2007-08-23,.SPX,1462.5
2007-08-24,.SPX,1479.37
2007-08-27,.SPX,1466.79
2007-08-28,.SPX,1432.36
2007-08-29,.SPX,1463.76
2007-08-30,.SPX,1457.64
2007-08-31,.SPX,1473.99
2007-08-31,.SPX,1473.99
2007-09-04,.SPX,1489.42
2007-09-05,.SPX,1472.29
2007-09-06,.SPX,1478.55
2007-09-07,.SPX,1453.55
2007-09-10,.SPX,1451.7
2007-09-11,.SPX,1471.49
2007-09-12,.SPX,1471.56
2007-09-13,.SPX,1483.95
2007-09-14,.SPX,1484.25
2007-09-17,.SPX,1476.65
2007-09-18,.SPX,1519.78
2007-09-19,.SPX,1529.03
2007-09-20,.SPX,1518.75
2007-09-21,.SPX,1525.75
2007-09-24,.SPX,1517.73
2007-09-25,.SPX,1517.21
2007-09-26,.SPX,1525.42
2007-09-27,.SPX,1531.38
2007-09-28,.SPX,1526.75
2007-10-01,.SPX,1547.04
2007-10-02,.SPX,1546.63
2007-10-03,.SPX,1539.59
2007-10-04,.SPX,1542.84
2007-10-05,.SPX,1557.59
2007-10-08,.SPX,1552.58
2007-10-09,.SPX,1565.15
2007-10-10,.SPX,1562.47
2007-10-11,.SPX,1554.41
2007-10-12,.SPX,1561.8
2007-10-15,.SPX,1548.71
2007-10-16,.SPX,1538.53
2007-10-17,.SPX,1541.24
2007-10-18,.SPX,1540.08
2007-10-19,.SPX,1500.63
2007-10-22,.SPX,1506.33
2007-10-23,.SPX,1519.59
2007-10-24,.SPX,1515.88
2007-10-25,.SPX,1514.4
2007-10-26,.SPX,1535.28
2007-10-29,.SPX,1540.98
2007-10-30,.SPX,1531.02
2007-10-31,.SPX,1549.38
2007-11-01,.SPX,1508.44
2007-11-02,.SPX,1509.65
2007-11-05,.SPX,1502.17
2007-11-06,.SPX,1520.27
2007-11-07,.SPX,1475.62
2007-11-08,.SPX,1474.77
2007-11-09,.SPX,1453.7
2007-11-12,.SPX,1439.18
2007-11-13,.SPX,1481.05
2007-11-14,.SPX,1470.58
2007-11-15,.SPX,1451.15
2007-11-16,.SPX,1458.74
2007-11-19,.SPX,1433.27
2007-11-20,.SPX,1439.7
2007-11-21,.SPX,1416.77
2007-11-21,.SPX,1416.77
2007-11-23,.SPX,1440.7
2007-11-26,.SPX,1407.22
2007-11-27,.SPX,1428.23
2007-11-28,.SPX,1469.02
2007-11-29,.SPX,1469.72
2007-11-30,.SPX,1481.14
2007-12-03,.SPX,1472.42
2007-12-04,.SPX,1462.79
2007-12-05,.SPX,1485.01
2007-12-06,.SPX,1507.34
2007-12-07,.SPX,1504.66
2007-12-10,.SPX,1515.96
2007-12-11,.SPX,1477.65
2007-12-12,.SPX,1486.59
2007-12-13,.SPX,1488.41
2007-12-14,.SPX,1467.95
2007-12-17,.SPX,1445.9
2007-12-18,.SPX,1454.98
2007-12-19,.SPX,1453.0
2007-12-20,.SPX,1460.12
2007-12-21,.SPX,1484.46
2007-12-24,.SPX,1496.45
2007-12-24,.SPX,1496.45
2007-12-26,.SPX,1497.66
2007-12-27,.SPX,1476.37
2007-12-28,.SPX,1478.49
2007-12-31,.SPX,1468.36
2007-12-31,.SPX,1468.36
2008-01-02,.SPX,1447.16
2008-01-03,.SPX,1447.16
2008-01-04,.SPX,1411.63
2008-01-07,.SPX,1416.18
2008-01-08,.SPX,1390.19
2008-01-09,.SPX,1409.13
2008-01-10,.SPX,1420.33
2008-01-11,.SPX,1401.02
2008-01-14,.SPX,1416.25
2008-01-15,.SPX,1380.95
2008-01-16,.SPX,1373.2
2008-01-17,.SPX,1333.25
2008-01-18,.SPX,1325.19
2008-01-18,.SPX,1325.19
2008-01-22,.SPX,1310.5
2008-01-23,.SPX,1338.6
2008-01-24,.SPX,1352.07
2008-01-25,.SPX,1330.61
2008-01-28,.SPX,1353.97
2008-01-29,.SPX,1362.3
2008-01-30,.SPX,1355.81
2008-01-31,.SPX,1378.55
2008-02-01,.SPX,1395.42
2008-02-04,.SPX,1380.82
2008-02-05,.SPX,1336.64
2008-02-06,.SPX,1326.45
2008-02-07,.SPX,1336.91
2008-02-08,.SPX,1331.29
2008-02-11,.SPX,1339.13
2008-02-12,.SPX,1348.86
2008-02-13,.SPX,1367.21
2008-02-14,.SPX,1348.86
2008-02-15,.SPX,1349.99
2008-02-15,.SPX,1349.99
2008-02-19,.SPX,1348.78
2008-02-20,.SPX,1360.03
2008-02-21,.SPX,1342.53
2008-02-22,.SPX,1353.11
2008-02-25,.SPX,1371.8
2008-02-26,.SPX,1381.29
2008-02-27,.SPX,1380.02
2008-02-28,.SPX,1367.68
2008-02-29,.SPX,1330.63
2008-03-03,.SPX,1331.34
2008-03-04,.SPX,1326.75
2008-03-05,.SPX,1333.7
2008-03-06,.SPX,1304.34
2008-03-07,.SPX,1293.37
2008-03-10,.SPX,1273.37
2008-03-11,.SPX,1320.65
2008-03-12,.SPX,1308.77
2008-03-13,.SPX,1315.48
2008-03-14,.SPX,1288.14
2008-03-17,.SPX,1276.6
2008-03-18,.SPX,1330.74
2008-03-19,.SPX,1298.42
2008-03-20,.SPX,1329.51
2008-03-20,.SPX,1329.51
2008-03-24,.SPX,1349.88
2008-03-25,.SPX,1352.99
2008-03-26,.SPX,1341.13
2008-03-27,.SPX,1325.76
2008-03-28,.SPX,1315.22
2008-03-31,.SPX,1322.7
2008-04-01,.SPX,1370.18
2008-04-02,.SPX,1367.53
2008-04-03,.SPX,1369.31
2008-04-04,.SPX,1370.4
2008-04-07,.SPX,1372.54
2008-04-08,.SPX,1365.54
2008-04-09,.SPX,1354.49
2008-04-10,.SPX,1360.55
2008-04-11,.SPX,1332.83
2008-04-14,.SPX,1328.32
2008-04-15,.SPX,1334.43
2008-04-16,.SPX,1364.71
2008-04-17,.SPX,1365.56
2008-04-18,.SPX,1390.33
2008-04-21,.SPX,1388.17
2008-04-22,.SPX,1375.94
2008-04-23,.SPX,1379.93
2008-04-24,.SPX,1388.82
2008-04-25,.SPX,1397.84
2008-04-28,.SPX,1396.37
2008-04-29,.SPX,1390.94
2008-04-30,.SPX,1385.59
2008-05-01,.SPX,1409.34
2008-05-02,.SPX,1413.9
2008-05-05,.SPX,1407.49
2008-05-06,.SPX,1418.26
2008-05-07,.SPX,1392.57
2008-05-08,.SPX,1397.68
2008-05-09,.SPX,1388.28
2008-05-12,.SPX,1403.58
2008-05-13,.SPX,1403.04
2008-05-14,.SPX,1408.66
2008-05-15,.SPX,1423.57
2008-05-16,.SPX,1425.35
2008-05-19,.SPX,1426.63
2008-05-20,.SPX,1413.4
2008-05-21,.SPX,1390.71
2008-05-22,.SPX,1394.35
2008-05-23,.SPX,1375.93
2008-05-23,.SPX,1375.93
2008-05-27,.SPX,1385.35
2008-05-28,.SPX,1390.84
2008-05-29,.SPX,1398.26
2008-05-30,.SPX,1400.38
2008-06-02,.SPX,1385.67
2008-06-03,.SPX,1377.65
2008-06-04,.SPX,1377.2
2008-06-05,.SPX,1404.05
2008-06-06,.SPX,1360.68
2008-06-09,.SPX,1361.76
2008-06-10,.SPX,1358.44
2008-06-11,.SPX,1335.49
2008-06-12,.SPX,1339.87
2008-06-13,.SPX,1360.03
2008-06-16,.SPX,1360.14
2008-06-17,.SPX,1350.93
2008-06-18,.SPX,1337.81
