Date,Instrument,Close Price
2005-01-03,.5SP55,139.9316
2005-01-04,.5SP55,138.7953
2005-01-05,.5SP55,137.4161
2005-01-06,.5SP55,137.7003
2005-01-07,.5SP55,137.3118
2005-01-10,.5SP55,138.286
2005-01-11,.5SP55,137.6959
2005-01-12,.5SP55,138.1733
2005-01-13,.5SP55,138.9164
2005-01-14,.5SP55,139.9272
2005-01-14,.5SP55,139.9272
2005-01-18,.5SP55,141.1168
2005-01-19,.5SP55,140.6483
2005-01-20,.5SP55,140.1604
2005-01-21,.5SP55,139.5336
2005-01-24,.5SP55,140.7562
2005-01-25,.5SP55,139.7085
2005-01-26,.5SP55,141.8715
2005-01-27,.5SP55,142.5191
2005-01-28,.5SP55,142.7494
2005-01-31,.5SP55,144.3069
2005-02-01,.5SP55,145.4533
2005-02-02,.5SP55,145.9312
2005-02-03,.5SP55,146.1655
2005-02-04,.5SP55,147.9084
2005-02-07,.5SP55,147.4139
2005-02-08,.5SP55,147.8938
2005-02-09,.5SP55,147.206
2005-02-10,.5SP55,147.3497
2005-02-11,.5SP55,147.2525
2005-02-14,.5SP55,148.6219
2005-02-15,.5SP55,148.0805
2005-02-16,.5SP55,148.8298
2005-02-17,.5SP55,148.38
2005-02-18,.5SP55,146.5097
2005-02-18,.5SP55,146.5097
2005-02-22,.5SP55,142.8477
2005-02-23,.5SP55,143.8388
2005-02-24,.5SP55,145.1835
2005-02-25,.5SP55,147.8354
2005-02-28,.5SP55,146.7288
2005-03-01,.5SP55,147.415
2005-03-02,.5SP55,147.3074
2005-03-03,.5SP55,147.5731
2005-03-04,.5SP55,150.0945
2005-03-07,.5SP55,151.0821
2005-03-08,.5SP55,150.1444
2005-03-09,.5SP55,147.31
2005-03-10,.5SP55,148.5708
2005-03-11,.5SP55,147.2915
2005-03-14,.5SP55,149.9629
2005-03-15,.5SP55,149.1957
2005-03-16,.5SP55,147.8311
2005-03-17,.5SP55,148.7273
2005-03-18,.5SP55,148.3446
2005-03-21,.5SP55,148.1145
2005-03-22,.5SP55,145.3817
2005-03-23,.5SP55,144.2806
2005-03-24,.5SP55,145.9764
2005-03-24,.5SP55,145.9764
2005-03-28,.5SP55,146.231
2005-03-29,.5SP55,144.304
2005-03-30,.5SP55,146.3736
2005-03-31,.5SP55,147.8871
2005-04-01,.5SP55,148.4458
2005-04-04,.5SP55,148.7247
2005-04-05,.5SP55,149.7943
2005-04-06,.5SP55,149.5279
2005-04-07,.5SP55,150.4305
2005-04-08,.5SP55,149.2801
2005-04-11,.5SP55,150.8539
2005-04-12,.5SP55,152.3535
2005-04-13,.5SP55,151.302
2005-04-14,.5SP55,149.7189
2005-04-15,.5SP55,147.0267
2005-04-18,.5SP55,147.8164
2005-04-19,.5SP55,149.6557
2005-04-20,.5SP55,148.2844
2005-04-21,.5SP55,150.0525
2005-04-22,.5SP55,150.6584
2005-04-25,.5SP55,151.7305
2005-04-26,.5SP55,150.0382
2005-04-27,.5SP55,151.1007
2005-04-28,.5SP55,150.062
2005-04-29,.5SP55,152.2109
2005-05-02,.5SP55,152.8525
2005-05-03,.5SP55,152.0762
2005-05-04,.5SP55,152.3161
2005-05-05,.5SP55,151.4334
2005-05-06,.5SP55,151.1504
2005-05-09,.5SP55,152.3074
2005-05-10,.5SP55,151.2577
2005-05-11,.5SP55,151.4187
2005-05-12,.5SP55,149.9979
2005-05-13,.5SP55,147.5579
2005-05-16,.5SP55,148.2208
2005-05-17,.5SP55,150.0587
2005-05-18,.5SP55,150.3064
2005-05-19,.5SP55,150.8494
2005-05-20,.5SP55,150.8773
2005-05-23,.5SP55,150.4074
2005-05-24,.5SP55,150.5395
2005-05-25,.5SP55,150.4462
