Date,CHRW.OQ,WM.N,BA.N,PAYX.OQ,MAS.N,PAYC.N,DAY.N,PCAR.OQ,GNRC.N,PWR.N,SNA.N,UAL.OQ,JBHT.OQ,CMI.N,PNR.N,IR.N,WAB.N,BR.N,IEX.N,GD.N,CPRT.OQ,TXT.N,AOS.N,HII.N,PH.N,NSC.N,HWM.N,AXON.OQ,NOC.N,DE.N,GE.N,ALLE.N,FTV.N,AME.N,EMR.N,HUBB.N,EFX.N,RTX.N,DOV.N,FDX.N,CTAS.OQ,RSG.N,URI.N,TDG.N,GWW.N,ODFL.OQ,FAST.OQ,LDOS.N,CSX.OQ,LHX.N,JCI.N,ROL.N,UPS.N,UNP.N,MMM.N,ADP.OQ,NDSN.OQ,VRSK.OQ,HON.OQ,CAT.N,ITW.N,TT.N,LUV.N,SWK.N,DAL.N,ROK.N,ETN.N,XYL.N,LII.N,LMT.N,J.N
2019-01-02,82.98,88.72,323.81,65.07,29.55,119.7,33.76,37.197451274,50.99,29.92,147.46,84.18,93.24,133.38,37.77,21.0,70.86,95.08,125.05,157.26,11.92,46.09,43.47,192.56,150.39,149.54,14.22625856,45.11,246.37,148.1,38.526017212,81.05,56.3157801,67.49,59.75,99.02,93.04,63.876921623,71.25,163.19,41.8725,71.53,105.62,269.426762957,276.58,41.14002057,12.669074502,52.05,20.64997935,133.14,30.5,23.713451702,97.21,137.78,159.64852125,130.14,117.07,108.65,131.83,126.38,126.6,70.983504,47.14,120.73,50.09,150.87,68.61,66.51,216.13,264.73,48.329791892
2019-01-03,79.92,88.48,310.9,63.97,29.07,116.5,33.23,36.335982475,49.15,29.55,145.46,80.0,90.89,130.74,36.64,20.58,69.48,93.65,121.42,153.37,11.7225,44.92,42.42,188.84,144.84,144.02,14.12661343,43.29,239.92,144.05,38.573875619,79.68,54.04140858,65.57,58.46,96.27,91.34,61.034015231,69.79,157.19,41.2025,71.36,101.98,258.241962846,268.04,39.630019815,12.309283629,51.33,20.32664634,130.05,30.01,23.435015869,94.45,132.68,153.637142,126.21,112.76,105.33,130.07,121.51,123.45,69.84311328,45.61,117.21,45.61,145.54,66.63,64.23,212.25,258.08,47.354601153
2019-01-04,82.69,90.83,327.08,66.2,30.74,121.02,34.39,37.949629255,51.14,31.17,150.77,82.68,93.36,136.17,38.15,20.94,71.25,96.88,129.35,157.77,12.14,46.88,44.12,195.52,151.33,150.53,14.53285896,46.01,247.9,151.68,39.387468529,79.5,56.40775836,68.05,59.72,100.37,94.25,63.12195893,72.96,164.43,43.14,72.81,110.13,270.473850627,279.13,40.996687165,12.814469444,53.38,20.92997907,132.92,31.21,24.197399695,97.74,137.79,159.957869,131.24,116.77,109.98,134.62,128.15,127.18,72.2247456,47.86,123.15,47.79,150.13,68.53,66.94,219.61,265.04,49.189282036
2019-01-07,83.09,91.05,328.11,65.85,31.6,124.11,35.91,37.904627154,51.07,31.29,152.7,83.23,94.62,136.84,38.54,21.61,70.57,97.15,131.83,158.65,12.2075,46.43,44.91,195.99,151.88,151.57,14.87778441,48.15,249.83,154.16,41.828247259,80.33,56.6920548,67.94,60.17,100.75,93.68,63.092468199,73.93,166.73,43.2125,73.1,114.12,270.918069639,277.13,41.470020735,12.908113643,53.5,20.81664585,133.79,31.72,24.263693941,97.41,138.65,159.589996,130.53,116.95,110.09,135.37,128.23,127.21,71.47224288,47.87,125.75,47.85,151.38,68.73,65.95,218.99,268.08,49.197546364
2019-01-08,83.76,92.34,340.53,66.35,31.89,127.14,35.95,38.271072837,51.97,31.77,154.65,82.38,95.88,137.2,39.66,21.86,71.0,98.36,134.9,158.66,12.4075,47.55,46.01,194.67,155.05,156.64,14.92377447,49.41,250.96,156.92,40.966795943,81.44,56.95126626,68.94,60.67,101.1,94.39,64.230810385,75.56,167.02,43.68,73.98,116.26,274.352834495,278.98,42.70002135,13.243261306,53.91,21.11664555,133.74,31.94,24.701235963,97.42,150.75,160.258856,131.3,120.03,111.07,135.09,129.77,130.01,71.7980688,47.54,128.07,47.47,153.36,68.18,66.57,221.93,269.87,49.280189647
2019-01-09,84.72,91.87,343.83,66.31,32.74,128.47,35.62,37.69247439,52.77,31.81,157.76,83.76,96.97,137.47,40.24,22.38,72.3,98.52,135.54,160.9,12.575,47.28,46.65,192.3,156.25,159.01,14.96209952,50.26,252.15,154.33,40.679645504,82.35,57.88777218,69.4,61.4,102.33,96.0,64.478532519,76.35,170.59,44.0625,73.91,118.47,274.860513366,280.01,42.72002136,13.280226121,54.57,21.32664534,133.36,31.97,25.198442806,97.92,150.36,160.7772225,131.42,122.99,111.49,135.72,130.27,129.99,73.2332544,49.08,131.05,48.47,154.28,69.06,67.65,224.7,270.54,49.709934718
2019-01-10,85.44,93.19,352.61,67.41,32.81,128.61,36.18,38.033204586,53.26,32.42,160.11,81.37,97.1,139.33,40.47,22.49,73.11,99.12,136.57,162.43,12.65,47.92,46.55,192.53,157.96,161.41,15.03108461,49.69,257.66,159.12,42.785415389,82.2,58.43128008,70.6,62.11,103.69,96.66,65.121430437,77.48,170.12,44.37,74.55,118.78,277.549624882,284.49,42.690021345,13.425621063,54.91,21.56331177,134.89,31.88,25.629355403,98.91,154.66,161.86412,132.46,124.48,112.64,137.75,132.96,131.44,73.90817952,48.99,132.03,48.73,153.31,70.19,68.91,225.06,277.5,50.205794416
2019-01-11,85.63,93.65,352.9,67.29,32.56,127.3,35.89,38.213212992,53.54,32.3,160.33,80.07,97.48,139.54,40.45,22.71,73.49,98.78,136.56,163.81,12.665,48.01,46.34,194.52,157.98,163.58,15.08473968,49.45,256.05,158.28,42.689698576,82.07,58.12189866,70.55,62.02,105.59,96.65,64.85011572,77.86,170.99,44.4475,74.65,117.45,277.24025807,284.5,42.61335464,13.514336621,55.42,21.73997826,136.91,32.18,25.390696119,97.91,153.21,160.70197575,131.65,122.74,112.01,137.36,132.1,130.31,73.66768896,48.52,132.71,48.56,155.85,70.22,69.32,225.04,277.73,49.974393224
2019-01-14,85.85,93.11,350.36,67.23,32.44,124.57,35.6,38.553943189,52.89,32.09,162.13,79.91,98.01,140.23,40.38,22.0,72.54,98.9,135.60500000000002,164.53,12.48,48.02,46.4,196.03,156.17,163.72,14.84712437,49.78,259.96,157.41,42.593981763,81.77,58.22223858,70.21,61.69,104.81,96.17,65.380948863,78.06,171.55,44.165,73.85,116.74,276.097980612,281.21,41.97335432,13.3245839,55.33,21.75664491,138.04,32.37,25.437102091,99.14,153.89,160.66853275,130.9,122.38,111.18,137.61,131.8,130.17,73.74526656,48.76,130.89,47.75,156.2,70.38,69.16,224.15,277.51,49.660348749
2019-01-15,85.23,93.78,352.24,68.14,31.45,130.77,36.64,38.296788323,53.44,31.91,161.63,81.2,97.08,138.9,40.27,21.92,71.16,100.04,134.65,163.14,12.34,48.15,46.06,197.49,154.4,162.49,15.38367507,49.35,258.94,157.05,41.780388853,81.75,58.52325834,69.88,61.52,104.26,97.41,65.50480993,78.1,170.63,44.385,74.88,116.15,276.756376647,293.22,41.95335431,13.452728595,55.39,21.70331163,138.79,31.71,25.582949431,97.56,152.48,157.9680105,132.33,122.58,112.62,137.77,130.69,130.09,73.10913024,49.61,128.99,47.83,156.82,69.88,68.85,224.4,276.0,49.552912481
2019-01-16,85.02,92.7,352.06,68.48,30.77,131.38,36.87,38.611803034,53.57,31.92,162.45,86.36,96.95,141.37,40.17,21.84,71.95,99.37,135.84,163.6,12.33,48.03,45.72,195.57,155.82,162.81,15.4066701,49.63,255.74,158.56,42.976849015,81.01,58.54834332,70.28,61.38,105.05,98.41,65.392745155,77.73,171.36,44.5675,74.42,117.5,276.581862035,288.81,42.23335445,13.336905506,55.28,21.79331154,136.57,31.67,25.29125475,96.99,151.97,158.419491,132.76,123.65,112.98,138.02,131.66,129.97,72.75227328,49.78,129.63,47.5,157.67,70.1,68.97,220.08,272.39,49.321511288
2019-01-17,86.04,93.32,359.09,68.75,31.61,132.22,37.39,39.434698603,54.13,32.54,166.23,86.74,99.92,145.1,40.36,22.23,74.23,100.11,137.84,165.72,12.435,48.62,46.48,197.12,159.52,165.08,15.46799018,50.22,264.08,160.07,43.742583518,81.76,59.68552908,71.23,62.0,106.56,101.05,66.513392903,79.06,173.27,45.2275,75.08,119.38,276.883296365,299.28,43.410021705,14.130416883,56.08,21.69664497,138.65,32.26,25.125519136,99.58,154.64,160.28393825,132.94,125.07,113.16,139.88,134.54,132.67,72.66693792,50.59,132.65,48.22,160.26,70.97,70.15,220.64,278.8,50.015714865
2019-01-18,88.67,94.47,364.73,69.9,32.22,136.24,38.23,40.489033551,54.74,33.5,167.76,85.59,106.11,150.56,41.17,23.22,75.65,101.31,140.77,168.58,12.515,49.4,48.01,200.29,162.49,169.05,15.59063034,50.19,267.75,164.61,43.359716266,83.51,61.06520298,72.36,63.68,107.6,104.24,67.179883406,80.69,176.91,46.2275,76.26,123.32,282.309114291,305.39,45.543356105,14.625745413,56.88,22.45331088,142.78,32.73,25.642614253,101.6,158.34,163.7536495,135.18,128.28,115.7,141.85,136.6,136.67,74.55983136,51.57,136.88,48.11,164.75,71.87,71.21,225.37,282.87,51.660316197
2019-01-22,86.95,94.88,357.9,69.4,30.99,136.54,37.6,39.891148489,54.08,33.41,162.65,83.34,103.8,146.18,40.16,22.78,72.95,99.64,137.6,167.22,12.41,48.45,47.16,196.5,158.35,165.34,13.09950209,48.7,264.73,158.84,41.445380007,82.18,59.92801722,70.79,63.01,104.45,103.62,68.1058923345,79.29,175.9,45.69,76.18,118.24,272.552161002,300.61,44.30002215,14.564137387,56.12,21.94331139,139.25,32.55,25.456990365,102.68,155.02,160.7437795,133.17,125.41,116.3,139.82,132.24,132.17,72.147168,50.54,115.69,47.1,163.47,70.44,69.27,223.98,279.59,51.032227246
2019-01-23,86.98,94.91,358.61,69.84,30.94,137.02,37.61,39.614707008,52.85,33.23,163.17,82.88,101.89,143.45,40.31,22.43,70.25,99.81,135.91,168.81,12.3175,49.17,47.306666666666665,196.61,156.81,164.21,13.83534305,48.06,270.23,157.61,41.732530446,82.43,59.48484924,70.71,62.4,103.91,104.02,69.031901263,78.82,173.68,45.535,76.27,116.02,275.590301742,297.16,43.64668849,14.514850966,56.15,21.69331164,142.12,32.04,24.661459416,100.92,154.33,160.76886175,134.42,124.96,116.81,140.74,131.82,131.11,72.50402496,51.02,118.55,47.3,161.81,70.15,68.39,224.75,283.51,50.990905605
2019-01-24,86.54,94.41,358.27,69.62,31.47,138.49,38.89,39.723997826,53.46,33.64,163.37,84.03,102.71,143.89,40.46,22.65,71.03,100.8,136.76,170.82,12.3775,51.92,47.45333333333333,199.05,158.07,165.94,14.1036184,48.43,269.82,158.43,42.019680885,83.0,59.35942434,71.2,63.04,104.46,103.82,68.158975649,79.18,174.1,45.63,75.84,121.64,276.653254376,286.22,43.86002193,14.492672076,56.37,21.68331165,141.93,32.27,25.045966041,99.7,160.34,160.961159,134.75,126.32,116.15,141.18,132.73,130.93,72.8453664,54.21,118.24,47.52,162.74,70.16,68.63,225.57,285.25,51.387593363
2019-01-25,87.05,94.9,364.2,70.39,31.62,143.05,39.4,40.302596273,53.62,34.75,163.22,84.14,104.36,146.84,41.06,24.18,68.54,101.84,137.26,171.22,12.52,52.6,47.6,202.08,160.99,165.12,14.21092854,49.1,272.84,161.5,43.838300331,84.19,60.4129935,71.32,63.94,105.62,105.63,68.3064293,79.48,175.36,46.245,76.24,127.26,279.112323904,291.83,44.85335576,14.670103192,57.05,22.0666446,143.48,32.71,25.277995901,100.83,160.95,163.7870925,136.41,127.7,117.24,141.71,136.86,133.25,73.28755872,54.98,120.58,47.69,166.36,71.07,69.86,224.3,287.04,52.701621563
2019-01-28,86.77,94.5,362.97,70.0,32.11,144.0,39.62,39.408983116,53.07,35.02,162.86,84.6,104.45,142.82,40.54,23.97,67.3,100.55,135.65,172.19,12.46,52.8,48.2,204.58,157.66,165.79,13.99630826,49.07,274.3,156.49,42.737556982,84.28,60.11197374,70.15,62.41,105.69,105.21,67.875864639,79.24,173.96,45.7475,75.73,124.79,278.247683328,288.93,45.223355945,14.635602697,57.09,21.86997813,142.69,32.69,24.767530209,100.33,159.9,161.52969,135.5,127.62,116.23,140.48,124.37,131.05,73.26428544,55.52,121.21,48.01,163.25,69.11,69.35,223.95,287.87,52.156175895
2019-01-29,86.61,94.76,364.91,69.73,32.23,141.67,39.27,41.684803675,52.75,34.9,162.35,85.67,105.29,146.38,40.98,24.44,68.9,99.9,139.1,176.0,12.395,52.75,47.86,206.45,162.12,166.93,14.09595339,49.04,280.13,160.48,43.144353437,85.03,61.61707254,71.77,63.43,107.8,104.91,69.503752946,86.16,173.58,45.775,76.04,124.32,298.039226787,296.16,45.516689425,14.778533318,57.51,21.80664486,155.22,32.82,24.482464952,101.3,160.17,164.66497125,134.0,128.07,116.86500000000001,141.74,126.53,134.94,75.056328,56.37,123.33,49.14,173.63,71.11,70.49,226.74,292.05,52.015682314
2019-01-30,86.73,94.94,387.72,71.14,32.18,145.56,40.61,41.62694383,52.94,35.18,164.0,87.47,106.98,146.36,41.19,24.63,68.4,100.36500000000001,137.1,170.91,12.535,53.48,47.8,208.79,165.0,168.38,14.34123371,49.74,280.82,162.91,43.551149892,85.91,62.48668518,72.59,65.69,108.27,105.9,70.258715639,88.82,177.47,46.655,76.56,127.97,305.4481653,296.08,46.503356585,14.832748381,58.19,22.0999779,154.9,33.09,24.555388622,101.19,160.82,166.60466525,139.41,129.19,117.5,143.28,130.11,135.61,78.0042768,57.49,124.48,50.27,171.87,72.88,71.99,224.29,291.67,52.833850815
2019-01-31,87.225,95.67,385.62,70.8,32.41,148.24,41.21,42.121966946,52.93,35.34,165.99,87.27,107.04,147.11,41.095,24.67,69.16,100.83,137.86,171.17,12.6575,53.23,47.985,207.57999999999998,164.81,167.74,14.42554882,51.01,275.55,164.0,48.624140979,85.86,62.70408834,72.9,65.47,109.33,107.02,69.639410305,87.83,177.57,46.8775,76.71,125.26,310.160059815,295.39,45.310022655,14.899285049,58.0,21.8999781,153.18,33.77,24.687977114,105.4,159.07,167.4658225,139.84,129.64,117.41,143.63,133.16,137.31,77.60863104,56.76,126.44,49.43,169.52,76.25,71.26,229.28,289.69,53.552847377
2019-02-01,87.72,95.47,387.43,71.88,33.04,150.85,41.37,41.761950134,52.98,34.49,165.39,87.49,107.83,146.71,41.0,24.79,70.03,102.98,138.07,169.03,12.73,53.51,48.17,206.37,164.39,169.53,14.1802685,50.65,272.96,163.88,48.767716198,86.75,62.15221878,73.41,66.65,110.23,107.94,70.176141595,87.61,179.31,47.1525,76.95,126.34,311.929003379,292.48,46.003356335,14.921463939,59.14,22.18664448,153.77,33.25,24.807306756,106.09,159.67,166.512697,141.62,130.66,118.77,144.71,130.91,134.43,78.41543808,57.13,127.79,49.92,168.93,76.48,70.78999999999999,229.78,290.58,54.040442747
2019-02-04,88.62,96.0,397.0,72.47,33.38,155.96,42.16,41.948387412,52.79,34.77,166.18,88.62,108.64,148.75,41.235,24.9,71.22,103.42,138.13,174.61,12.8825,53.66,49.27,211.33,165.49,169.95,14.35656373,52.91,278.73,164.51,48.863433011,87.28,62.1271338,73.7,67.65,111.25,107.77,70.270511931,87.29,182.73,47.59,77.73,129.39,319.385536786,298.61,47.130023565,15.13585987,60.72,22.47331086,157.23,33.82,24.469206103,106.58,161.13,167.39057575,143.63,132.24,119.35,147.93,130.88,138.41,78.10512768,58.29,128.79,50.34,169.68,77.1,70.32,232.48,298.77,54.982576173
2019-02-05,89.72,97.21,410.18,73.74,33.19,156.96,43.55,42.154111304,52.83,34.62,165.96,89.46,109.52,149.82,41.47,25.04,72.68,104.35,138.35,172.22,12.96,54.38,49.57,211.81,166.21,168.88,14.41788381,52.5,278.46,164.21,50.873486083,89.1,62.31945198,74.9,66.9,113.92,107.78,71.231909736,88.19,183.73,47.95,78.18,129.14,331.633289532,299.99,47.24669029,15.185146291,61.28,22.75664391,157.8,34.04,24.959783521,107.66,161.3,168.151404,145.29,133.06,119.93,148.69,132.0,137.84,78.57835104,57.88,130.26,50.54,170.73,77.15,70.74,235.07,299.46,55.147862739
2019-02-06,90.79,96.66,411.11,73.7,33.25,169.14,46.04,42.147682432,50.78,34.76,165.59,89.75,109.195,149.35,41.5,25.15,72.69,103.54,138.19,172.76,12.9825,54.11,49.75,211.07,166.0,168.98,14.04229832,52.12,280.41,163.68,50.107751579,89.64,62.6706417,74.62,67.01,115.24,107.07,71.579900352,87.93,183.81,47.8875,77.37,128.9,333.084933802,303.52,46.330023165,15.16050308,61.46,22.69664397,157.64,34.12,24.794047907,108.82,160.74,169.36371275,145.54,134.04,119.64,148.9,130.54,137.57,78.2370096,57.61,130.23,50.52,170.96,76.94,71.56,234.99,299.83,56.21396109
2019-02-07,90.36,96.89,405.17,73.76,35.52,168.17,43.44,42.366264068,49.81,34.3,151.72,87.86,108.87,149.62,40.94,24.92,73.28,96.89,137.85,173.59,12.8225,53.07,49.31,210.24,162.31,170.47,13.55173768,51.98,278.53,161.8,48.145556914,90.74,62.22747372,75.11,66.34,115.0,106.6,71.202419006,86.92,181.37,47.9375,77.025,125.98,333.941641895,303.06,47.663357165,14.97075036,62.72,22.73664393,157.43,33.89,24.933265823,107.94,161.57,167.081228,145.68,132.34,120.25,148.15,128.78,135.02,78.52404672,57.48,128.05,50.41,169.97,76.36,70.37,232.93,300.13,53.908213494
2019-02-08,90.225,97.42,404.91,74.26,35.9,175.96,44.91,42.398408426,49.99,34.31,153.08,88.17,109.28,148.28,41.015,24.37,73.4,97.53,140.02,172.12,12.9325,52.58,49.26,209.26,162.09,171.46,13.1071671,51.43,280.62,162.75,46.949096752,91.39,64.23427212,75.76,66.74,115.32,106.88,72.246390855,86.82,177.24,48.5575,76.68,126.29,337.439866611,300.43,47.250023625,14.953500112,62.08,22.91664375,160.16,34.0,25.099001438,108.1,161.72,167.0645065,146.81,132.59,121.98,148.61,128.6,135.72,79.06708992,57.65,126.82,50.47,169.44,75.83,70.59,233.22,301.5,54.321429909
2019-02-11,90.09,97.37,403.95,74.05,36.23,172.21,45.13,42.019105,50.21,34.61,155.24,89.15,109.63,148.18,41.09,24.43,73.86,98.31,140.36,170.93,13.0475,53.185,49.67,210.55,163.84,176.95,13.40610249,53.13,281.47,161.94,48.001981695,91.51,64.51856856,76.05,66.92,115.28,107.25,72.382048214,87.39,181.09,49.4025,76.9,127.89,340.089315715,306.84,46.863356765,15.246754317,61.94,23.06997693,160.66,34.07,25.37743727,108.93,164.35,167.97582825,147.51,133.13,122.09,148.48,128.93,136.23,79.52479776,58.28,128.34,50.61,169.7,75.63,71.41,237.6,300.04,55.1065410975
2019-02-12,91.01,98.65,410.72,74.83,36.78,173.34,45.46,42.919147028,51.42,35.42,155.66,87.97,111.49,151.79,41.8,24.865000000000002,70.56,99.38,142.97,172.20499999999998,13.315,53.79,50.89,214.27,170.09,180.61,13.73569792,53.3,284.08,165.19,47.762689662,93.04,65.90660412,77.34,68.07,115.96,108.42,73.125214615,90.01,185.45,50.1475,77.57,131.41,342.03277389,312.52,47.290023645,15.4907221,62.02,23.70664296,162.08,34.61,25.84149699,110.66,167.05,172.70801275,149.5,136.41,123.7,150.36,132.67,138.64,80.48676,57.7,132.31,49.89,172.7,76.67,72.9,243.89,304.11,55.891652286
2019-02-13,90.9,98.56,410.58,75.25,37.18,173.06,45.36,43.349881428,51.16,35.6,155.28,88.58,111.07,152.71,42.23,25.3,73.37,99.74,141.97,173.48,13.3525,54.55,51.42,215.99,171.37,180.95,13.71270289,53.7,283.3,162.7,49.629167515,93.77,67.26119304,78.77,68.41,116.89,108.5,73.384733041,90.1,185.62,50.44,77.22,132.14,342.754629784,313.31,48.000024,15.527686916,62.22,23.70997629,161.96,34.83,26.100044548,112.01,168.88,175.341649,150.46,137.26,123.92,151.48,133.1,139.82,81.13841184,58.0,134.28,50.185,176.82,77.67,72.68,244.56,304.42,56.55279855
2019-02-14,90.7,98.84,409.82,75.17,37.25,178.38,45.6,42.989864616,52.18,35.43,155.92,88.15,112.11,151.39,41.83,25.36,72.05,99.46,141.08,172.1,13.4825,54.0,51.09,214.48,169.07,181.73,13.58239772,54.59,280.6,162.42,48.049840101,91.68,67.2695547,77.91,66.48,115.85,108.93,73.213686806,90.07,183.92,50.3525,76.55,131.7,340.914293879,311.81,48.290024145,15.369970369,62.33,23.87664279,162.24,34.65,26.30555671,111.8,169.63,171.33684975,148.15,138.2,123.84,150.52,132.62,138.75,80.292816,57.89,133.08,50.48,176.41,77.2,72.48,244.22,301.0,56.106524822
2019-02-15,91.45,99.06,417.97,75.78,37.46,182.47,45.76,43.780615827,52.63,35.76,157.78,88.31,113.59,155.47,42.72,26.11,74.92,100.35,144.12,175.24,13.5075,54.82,51.64,219.7,173.66,182.87,13.45209255,55.43,286.98,158.99,48.289132133,91.56,68.3983788,79.01,68.31,118.61,109.31,75.354713818,91.2,179.3,50.9475,77.63,134.86,349.100615663,316.62,48.790024395,15.517829632,63.37,24.17997582,164.8,35.1,26.590621967,110.87,170.24,174.6226245,149.67,139.67,125.38,153.32,136.2,144.21,81.24702048,57.78,136.39,51.08,177.39,78.73,73.93,246.71,307.23,56.792464071
2019-02-19,91.95,99.08,416.26,75.13,37.91,179.56,46.59,43.857762287,52.74,35.69,159.13,89.24,113.81,153.66,42.48,25.92,74.57,99.83,142.54,174.78,13.33,54.6,51.99,218.0,173.33,182.76,13.84300806,55.81,287.35,157.26,48.480565759,88.02,67.29463968,79.04,67.89,118.68,109.32,75.87375067,91.42,180.25,50.8725,77.27,134.29,346.284584429,314.65,49.843358255,15.392149259,62.31,24.16997583,164.59,34.91,26.325444984,110.77,171.33,174.24639075,150.31,139.26,124.43,153.28,135.8,143.25,81.45648,57.67,136.56,51.82,177.46,78.8,73.26,246.68,305.18,58.88333913
2019-02-20,92.02,99.18,421.55,75.32,37.57,177.04,47.53,44.384929761,53.85,36.61,159.83,88.5,113.79,155.39,42.79,26.57,75.08,100.16,143.17,174.45,13.37,54.99,52.47,220.83,175.34,183.49,13.91199315,56.0,288.22,159.88,48.33699054,87.95,67.77961596,79.81,68.58,119.79,108.13,75.749889603,92.08,181.91,50.765,77.23,136.26,346.006947547,311.04,50.83335875,15.303433701,61.68,24.41664225,165.2,35.43,26.086785699,111.07,170.99,174.34671975,150.56,138.82,122.83,154.58,140.31,143.61,81.89867232,54.41,136.82,51.24,178.84,79.72,74.07,248.54,307.2,60.990742846
2019-02-21,92.18,99.32,417.58,75.35,37.72,178.93,47.62,44.468505092,53.12,36.18,160.86,88.84,111.45,154.07,42.54,27.05,73.58,99.6,142.46,171.63,14.1325,54.69,52.61,217.04,174.94,182.94,13.98097824,55.49,287.5,162.85,48.504494962500004,88.23,67.40334126,79.26,67.74,119.24,110.49,74.505380789,91.57,182.28,50.745,77.64,135.05,343.857244831,309.59,50.666692,15.389684938,62.95,24.18997581,164.57,35.59,26.265780163,111.76,170.17,173.71130275,150.98,135.09,124.53,152.61,138.88,143.22,81.8831568,54.31,137.54,51.48,177.96,79.69,74.32,248.93,304.51,60.957685533
2019-02-22,91.94,99.73,424.05,75.89,37.81,184.28,48.4,44.93138385,52.959999999999994,36.48,161.34,89.43,109.11,155.44,43.05,26.74,73.36,100.84,144.55,172.54,14.5725,55.06,53.18,217.11,175.77,183.3,14.01163828,55.74,288.71,165.97,48.671999385,89.7,68.03882742,79.4,68.55,120.19,110.76,75.360611964,92.33,180.49,51.1,77.66499999999999,136.84,346.562221311,312.37,50.62002531,15.44143568,64.49,24.43664223,165.88,35.77,26.139821096,110.36,170.06,175.03230125,153.18,137.47,125.03,153.2,138.68,144.83,82.48826208,53.62,138.92,51.52,179.23,80.79,74.8,248.7,307.13,61.527924186
2019-02-25,91.03,99.3,426.87,75.84,37.89,181.33,48.7,44.674228984,52.8,36.55,160.81,89.58,107.39,156.08,43.27,27.06,78.06,99.56,144.83,173.14,14.8025,55.03,53.34,213.6,176.25,181.41,14.11128341,58.05,287.05,164.86,51.782795806,88.7,68.2311456,79.77,68.75,120.64,110.39,75.655519266,92.46,181.07,51.115,77.69,136.29,345.808635488,311.38,50.656691995,15.500579385,64.66,24.27330906,163.88,35.83,25.967456057,110.86,169.55,176.0606735,152.49,138.63,125.23,154.06,141.41,145.02,82.95372768,53.96,137.39,51.41,180.08,80.92,75.26,247.96,305.97,61.841968661
2019-02-26,91.11,99.43,426.77,76.08,37.76,180.43,48.97,44.571367038,52.345,35.9,159.98,89.53,108.0,155.31,42.98,26.66,73.96,100.86,143.54,170.0,14.7275,54.48,52.78,212.03,175.24,180.51,14.11894842,60.22,286.55,163.8,53.073610641,88.64,68.34820884,79.13,68.34,119.03,110.95,75.018519494,91.22,181.71,50.8,77.5,134.84,342.564250208,308.55,50.3333585,15.478400495,63.55,24.25330908,162.34,35.58,25.960826632,111.04,170.15,175.0573835,152.88,136.74,125.35,153.92,137.98,144.34,82.5037776,53.69,135.9,51.12,179.3,80.49,75.37,245.44,305.88,61.808911348
2019-02-27,90.07,100.24,435.44,76.52,37.66,182.72,49.51,43.98633972,51.89,35.97,162.94,87.6,107.01,155.36,43.07,26.65,75.3,102.06,144.96,169.34,14.62,54.72,52.74,210.72,177.54,180.82,14.27991363,57.025,286.77,163.59,54.168938441,90.43,68.32312386,79.64,68.54,118.53999999999999,108.74,74.847473259,90.72,181.81,51.245,78.0,135.66,340.684251891,311.12,50.15335841,15.65336729,63.92,24.21997578,162.05,35.51,26.047009152,111.13,169.06,174.76475725,152.98,136.69,125.77,154.6,139.58,145.3,82.97700096,53.85,136.46,50.43,180.51,80.64,76.3,245.345,307.58,61.391562769000004
2019-02-28,90.38,101.25,439.96,77.02,37.56,181.73,49.02,43.587749678,51.56,35.64,160.0,87.81,107.67,154.09,42.875,26.85,73.26,101.25,144.1,170.22,14.6675,54.3,51.93,209.41,176.16,179.3,14.17260349,53.83,289.96,164.04,51.729344706,89.96,68.20606062,79.58,68.15,118.05,109.51,74.122001296,90.53,181.0,51.65,78.43,134.59,344.341126254,304.77,50.256691795,15.510436669,64.59,24.22330911,164.93,35.27,26.292297861,110.2,167.7,173.39359425,153.03,135.76,126.43,154.07,137.34,144.08,81.89091456,56.04,132.43,49.58,178.56,79.77,75.55,245.25,309.41,60.97421419
2019-03-01,90.2,101.0,440.62,77.43,40.0,181.8,49.38,43.568463063,52.5,35.94,158.91,86.92,107.22,154.41,42.68,27.34,72.42,101.49,144.85,169.28,14.6,54.43,52.58,210.0,176.05,178.87,14.3335687,54.45,287.0,163.31,51.131893179,91.2,69.03386496,79.57,68.4,118.1,110.46,74.180982756,90.98,182.8,52.0875,78.52,135.69,346.89538557,302.53,50.870025435,15.335469875,64.98,24.14997585,164.79,35.29,26.371850956,112.13,167.44,173.47720175,153.9,135.47,126.71,155.72,137.47,144.41,82.2710448,54.34,132.63,48.96,178.51,80.23,76.37,245.6,309.47,61.164293741
2019-03-04,88.74,100.35499999999999,432.69,76.5,39.96,177.42,47.68,43.382025786,52.66,35.92,159.68,84.31,106.09,155.04,42.87,26.98,73.64,99.65,145.55,166.75,14.52,54.12,52.5,208.19,174.57,179.8,14.299076155000002,51.2,283.1,165.82,51.679557078,90.19,69.05058828,79.5,68.06,117.14,110.22,74.163288318,90.97333333333333,181.14,51.6475,78.05,132.49,345.047117183,302.62,49.543358105,15.438971358,64.1,24.27664239,163.33,35.31,26.716581034,110.48,167.37,172.9504745,153.26,136.43,125.91,154.5,138.35,144.035,81.844368,53.83,134.95,48.79,177.84,81.3,76.25,245.41,304.69,60.858513594
