Date,Mid Yield,2-Year Yield,3-Month Yield
2016-05-10,1.7534,0.72,0.24925
2016-05-11,1.7341,0.7319,0.25175
2016-05-12,1.74725,0.756,0.26705
2016-05-13,1.70095,0.74795,0.26705
2016-05-16,1.75595,0.7843,0.26705
2016-05-17,1.77145,0.8288,0.27725
2016-05-18,1.8582,0.89795,0.27725
2016-05-19,1.84605,0.88185,0.30015
2016-05-20,1.84275,0.8824,0.3154
2016-05-23,1.8341,0.89895,0.3243
2016-05-24,1.86375,0.91145,0.3549
2016-05-25,1.8708,0.9244,0.3256
2016-05-26,1.82905,0.87305,0.28485
2016-05-27,1.85015,0.9086,0.3103
2016-05-27,1.85015,0.9086,0.3103
2016-05-31,1.8502,0.8809,0.28355
2016-06-01,1.83805,0.90075,0.2993
2016-06-02,1.79805,0.88095,0.2765
2016-06-03,1.70125,0.7736,0.28155
2016-06-06,1.7358,0.7973,0.2625
2016-06-07,1.71515,0.7813,0.2765
2016-06-08,1.70305,0.77715,0.24095
2016-06-09,1.6807,0.76905,0.24985
2016-06-10,1.64295,0.7325,0.24985
2016-06-13,1.61215,0.7163,0.25745
2016-06-14,1.61215,0.7241,0.2696
2016-06-15,1.57455,0.6676,0.25685
2016-06-16,1.57795,0.6874,0.25685
2016-06-17,1.61035,0.6947,0.25685
2016-06-20,1.6774,0.739,0.25685
2016-06-21,1.7085,0.765,0.27395
2016-06-22,1.68605,0.74525,0.2714
2016-06-23,1.7432,0.7808,0.28535
2016-06-24,1.56075,0.63485,0.2498
2016-06-27,1.44365,0.59545,0.246
2016-06-28,1.46385,0.6112,0.2638
2016-06-29,1.51635,0.63875,0.26375
2016-06-30,1.47395,0.58365,0.26
2016-07-01,1.45515,0.5953,0.25235
2016-07-01,1.45515,0.5953,0.25235
2016-07-05,1.37415,0.55165,0.24725
2016-07-06,1.37245,0.5793,0.26885
2016-07-07,1.38415,0.5912,0.28155
2016-07-08,1.35705,0.611,0.27395
2016-07-11,1.42945,0.655,0.28535
2016-07-12,1.50575,0.6871,0.3052
2016-07-13,1.47175,0.6631,0.3078
2016-07-14,1.53645,0.67525,0.3129
2016-07-15,1.55695,0.67745,0.30775
2016-07-18,1.58095,0.68765,0.29885
2016-07-19,1.5569,0.6918,0.3222
2016-07-20,1.57925,0.7122,0.32215
2016-07-21,1.55515,0.6798,0.31325
2016-07-22,1.5654,0.70445,0.312
2016-07-25,1.574,0.7373,0.3069
2016-07-26,1.56195,0.7559,0.3171
2016-07-27,1.50185,0.7204,0.2968
2016-07-28,1.50695,0.7125,0.2359
2016-07-29,1.44885,0.65735,0.25615
2016-08-01,1.51885,0.6848,0.24985
2016-08-02,1.5532,0.67885,0.28665
2016-08-03,1.54455,0.6688,0.2765
2016-08-04,1.50165,0.64495,0.26125
2016-08-05,1.58935,0.7241,0.2625
2016-08-08,1.5911,0.724,0.26125
2016-08-09,1.5479,0.712,0.3027
2016-08-10,1.51175,0.688,0.28235
2016-08-11,1.56015,0.744,0.28485
2016-08-12,1.50925,0.7037,0.27215
2016-08-15,1.55675,0.7278,0.2874
2016-08-16,1.57375,0.74795,0.2968
2016-08-17,1.5474,0.7277,0.2968
2016-08-18,1.53305,0.7075,0.29555
2016-08-19,1.57895,0.74795,0.30565
2016-08-22,1.54325,0.7398,0.29045
2016-08-23,1.54495,0.74385,0.312
2016-08-24,1.56195,0.76375,0.31455
2016-08-25,1.57735,0.7914,0.3196
2016-08-26,1.62705,0.84275,0.31455
2016-08-29,1.56205,0.80725,0.31325
2016-08-30,1.56885,0.8013,0.3374
2016-08-31,1.57745,0.8073,0.33235
2016-09-01,1.5672,0.7836,0.32725
2016-09-02,1.60665,0.79175,0.31835
2016-09-02,1.60665,0.79175,0.31835
2016-09-06,1.53485,0.7281,0.312
2016-09-07,1.53485,0.736,0.33835
2016-09-08,1.59985,0.772,0.34725
2016-09-09,1.67405,0.7801,0.34085
2016-09-12,1.66545,0.7721,0.36375
2016-09-13,1.72795,0.80025,0.35265
2016-09-14,1.69675,0.76,0.32595
2016-09-15,1.6968,0.7318,0.28535
2016-09-16,1.69345,0.76815,0.28285
2016-09-19,1.7057,0.77635,0.2549
2016-09-20,1.69185,0.77635,0.2993
2016-09-21,1.6537,0.7764,0.21685
2016-09-22,1.61745,0.77235,0.17245
2016-09-23,1.61925,0.75605,0.1737
2016-09-26,1.58305,0.73565,0.19145
2016-09-27,1.55905,0.7441,0.26505
2016-09-28,1.57105,0.7559,0.2714
2016-09-29,1.55735,0.7362,0.2498
2016-09-30,1.597,0.76385,0.2752
2016-10-03,1.62645,0.7956,0.30565
2016-10-04,1.689,0.8235,0.32685
2016-10-05,1.70475,0.8356,0.32305
2016-10-06,1.73805,0.8516,0.3256
2016-10-07,1.7225,0.83615,0.31925
2016-10-07,1.7225,0.83615,0.31925
2016-10-11,1.76645,0.8684,0.33325
2016-10-12,1.77005,0.8605,0.35395
2016-10-13,1.7455,0.8365,0.28535
2016-10-14,1.8039,0.8409,0.30315
2016-10-17,1.7669,0.8167,0.30315
2016-10-18,1.7388,0.80055,0.3425
2016-10-19,1.7459,0.80065,0.3323
2016-10-20,1.75475,0.82105,0.32855
2016-10-21,1.73555,0.82545,0.32725
2016-10-24,1.7656,0.84195,0.32345
2016-10-25,1.75685,0.85435,0.33865
2016-10-26,1.7905,0.87045,0.3298
2016-10-27,1.8492,0.88625,0.2841
2016-10-28,1.8477,0.8546,0.28285
2016-10-31,1.8246,0.8429,0.30315
2016-11-01,1.8265,0.8351,0.36125
2016-11-02,1.7999,0.8233,0.35615
2016-11-03,1.80885,0.8075,0.3676
2016-11-04,1.7771,0.7878,0.36505
2016-11-07,1.827,0.8158,0.4045
2016-11-08,1.8574,0.8559,0.4314
2016-11-09,2.06715,0.9042,0.43645
2016-11-10,2.1369,0.9171,0.47075
2016-11-10,2.1369,0.9171,0.47075
2016-11-14,2.25345,1.00235,0.5139
2016-11-15,2.22775,0.99865,0.4949
2016-11-16,2.21275,1.00305,0.4631
2016-11-17,2.2964,1.04005,0.4288
2016-11-18,2.3467,1.06585,0.43265
2016-11-21,2.31275,1.07035,0.4339
2016-11-22,2.3128,1.09305,0.48725
2016-11-23,2.3543,1.12875,0.49865
2016-11-23,2.3543,1.12875,0.49865
2016-11-25,2.3581,1.1228,0.49485
2016-11-28,2.3115,1.101,0.46435
2016-11-29,2.29185,1.0891,0.47965
2016-11-30,2.3882,1.117,0.48345
2016-12-01,2.45265,1.149,0.46945
2016-12-02,2.3913,1.1056,0.46815
2016-12-05,2.4004,1.1218,0.46435
2016-12-06,2.39145,1.11395,0.4987
2016-12-07,2.3419,1.0941,0.4949
2016-12-08,2.408,1.1102,0.50375
2016-12-09,2.4647,1.1349,0.53165
2016-12-12,2.4758,1.1431,0.50885
2016-12-13,2.47225,1.16355,0.53685
2016-12-14,2.5661,1.26525,0.53425
2016-12-15,2.60505,1.27375,0.5025
2016-12-16,2.5981,1.25855,0.49865
2016-12-19,2.5428,1.2262,0.48975
2016-12-20,2.55955,1.21835,0.52285
2016-12-21,2.5375,1.19405,0.5114
2016-12-22,2.5524,1.19435,0.50635
2016-12-23,2.5419,1.20365,0.5126
2016-12-23,2.5419,1.20365,0.5126
2016-12-27,2.5605,1.22875,0.51645
2016-12-28,2.5108,1.25595,0.5101
2016-12-29,2.47595,1.21615,0.44785
2016-12-30,2.44525,1.1962,0.49485
2016-12-30,2.44525,1.1962,0.49485
2017-01-03,2.4472,1.2161,0.49485
2017-01-04,2.43995,1.216,0.5292
2017-01-05,2.347,1.168,0.51905
2017-01-06,2.42025,1.2118,0.5177
2017-01-09,2.3674,1.1836,0.4974
2017-01-10,2.3766,1.1916,0.5127
2017-01-11,2.3694,1.1875,0.5076
2017-01-12,2.3604,1.1753,0.5203
2017-01-13,2.3973,1.1951,0.5279
2017-01-13,2.3973,1.1951,0.5279
2017-01-17,2.3244,1.1504,0.5253
2017-01-18,2.4268,1.21935,0.52795
2017-01-19,2.46925,1.2234,0.5101
2017-01-20,2.4659,1.19465,0.49615
2017-01-23,2.3998,1.14545,0.48975
2017-01-24,2.4643,1.19445,0.50505
2017-01-25,2.5144,1.23805,0.49615
2017-01-26,2.5108,1.2261,0.49995
2017-01-27,2.48525,1.2182,0.5139
2017-01-30,2.48905,1.21425,0.505
2017-01-31,2.4651,1.2104,0.51775
2017-02-01,2.47635,1.21845,0.51395
2017-02-02,2.47275,1.2066,0.49995
2017-02-03,2.4657,1.1989,0.5025
2017-02-06,2.41595,1.155,0.5152
2017-02-07,2.3958,1.167,0.54065
2017-02-08,2.33905,1.143,0.5381
2017-02-09,2.3957,1.1792,0.54065
2017-02-10,2.4082,1.19155,0.5368
2017-02-13,2.43495,1.20375,0.5355
2017-02-14,2.4707,1.2363,0.54065
2017-02-15,2.4959,1.24865,0.533
2017-02-16,2.4458,1.20405,0.5228
2017-02-17,2.4191,1.19225,0.5177
2017-02-17,2.4191,1.19225,0.5177
2017-02-21,2.4299,1.2087,0.5177
2017-02-22,2.4138,1.2182,0.51525
2017-02-23,2.3746,1.1825,0.5063
2017-02-24,2.31435,1.1468,0.51265
2017-02-27,2.36585,1.19835,0.50375
2017-02-28,2.3962,1.26205,0.61435
2017-03-01,2.4571,1.2862,0.62705
2017-03-02,2.4806,1.3104,0.6614
2017-03-03,2.4807,1.3071,0.69565
2017-03-06,2.4934,1.3033,0.72615
2017-03-07,2.517,1.3277,0.75425
2017-03-08,2.55875,1.3562,0.7186
2017-03-09,2.60805,1.3767,0.7237
2017-03-10,2.5736,1.35335,0.744
2017-03-13,2.6249,1.374,0.74015
2017-03-14,2.6012,1.3784,0.77205
2017-03-15,2.49935,1.3014,0.72625
2017-03-16,2.5357,1.3342,0.7262
2017-03-17,2.4996,1.31875,0.72365
2017-03-20,2.46165,1.29035,0.72745
2017-03-21,2.4148,1.26185,0.77205
2017-03-22,2.4023,1.24975,0.7644
2017-03-23,2.4167,1.25405,0.7644
2017-03-24,2.4168,1.25865,0.7669
2017-03-27,2.3773,1.25475,0.7745
2017-03-28,2.4187,1.3036,0.7924
2017-03-29,2.3792,1.27185,0.772
2017-03-30,2.4206,1.28375,0.76185
2017-03-31,2.3883,1.2599,0.7529
2017-04-03,2.322,1.22405,0.75795
2017-04-04,2.3632,1.256,0.7975
2017-04-05,2.3381,1.23595,0.8
2017-04-06,2.3399,1.24,0.8051
2017-04-07,2.3813,1.2882,0.8152
2017-04-10,2.3652,1.2761,0.79995
2017-04-11,2.2971,1.23585,0.8153
2017-04-12,2.2436,1.1995,0.81785
2017-04-13,2.23115,1.20325,0.8076
2017-04-13,2.23115,1.20325,0.8076
2017-04-17,2.2472,1.1991,0.80505
2017-04-18,2.1709,1.16245,0.82295
2017-04-19,2.21515,1.17865,0.8026
2017-04-20,2.2347,1.19075,0.7873
2017-04-21,2.2454,1.18635,0.77575
2017-04-24,2.27215,1.22725,0.7872
2017-04-25,2.3331,1.27255,0.82295
2017-04-26,2.3026,1.27175,0.82675
2017-04-27,2.299,1.25985,0.8
2017-04-28,2.2883,1.2679,0.7974
2017-05-01,2.3207,1.2759,0.8025
2017-05-02,2.2865,1.2599,0.85855
2017-05-03,2.3207,1.29585,0.8662
2017-05-04,2.3514,1.3079,0.8815
2017-05-05,2.3496,1.3122,0.88645
2017-05-08,2.3877,1.33235,0.89025
2017-05-09,2.3968,1.34455,0.9095
2017-05-10,2.4096,1.3568,0.8942
2017-05-11,2.3918,1.33675,0.8789
2017-05-12,2.32485,1.2884,0.87505
2017-05-15,2.3424,1.30065,0.8814
2017-05-16,2.3248,1.30065,0.9095
2017-05-17,2.22165,1.24385,0.90315
2017-05-18,2.22685,1.26825,0.912
2017-05-19,2.2337,1.2724,0.9043
2017-05-22,2.2511,1.2806,0.89665
2017-05-23,2.2808,1.30525,0.9299
2017-05-24,2.251,1.2798,0.9248
2017-05-25,2.2545,1.2956,0.9273
2017-05-26,2.2491,1.2956,0.9297
2017-05-26,2.2491,1.2956,0.9297
2017-05-30,2.20715,1.28375,0.9297
2017-05-31,2.2054,1.2838,0.97315
2017-06-01,2.21235,1.29575,0.9706
2017-06-02,2.15825,1.2879,0.97305
2017-06-05,2.1825,1.304,0.9692
2017-06-06,2.14425,1.296,0.9783
2017-06-07,2.17545,1.3082,0.9884
2017-06-08,2.1911,1.3203,0.9935
2017-06-09,2.2014,1.33675,1.0011
2017-06-12,2.2136,1.35705,0.9934
2017-06-13,2.21005,1.36535,1.0063
2017-06-14,2.1264,1.33305,1.0063
2017-06-15,2.16285,1.35345,1.0088
2017-06-16,2.15225,1.31305,1.00615
2017-06-19,2.19055,1.36215,1.0061
2017-06-20,2.1556,1.34595,1.0139
2017-06-21,2.16425,1.35015,0.9859
2017-06-22,2.1468,1.34215,0.9477
2017-06-23,2.14315,1.3425,0.9527
2017-06-26,2.13435,1.33435,0.95395
2017-06-27,2.20245,1.3712,1.01265
2017-06-28,2.22525,1.3513,1.0063
2017-06-29,2.2657,1.3712,1.02535
2017-06-30,2.3028,1.3836,1.01885
2017-07-03,2.3472,1.4121,1.0214
2017-07-03,2.3472,1.4121,1.0214
2017-07-05,2.3258,1.4083,1.0419
2017-07-06,2.3668,1.40045,1.0317
2017-07-07,2.3847,1.40105,1.0316
2017-07-10,2.3721,1.38505,1.03415
2017-07-11,2.3596,1.3731,1.0547
2017-07-12,2.3186,1.34495,1.047
2017-07-13,2.3471,1.36535,1.0343
2017-07-14,2.331,1.35765,1.03035
2017-07-17,2.3132,1.35775,1.0443
2017-07-18,2.25895,1.34975,1.06235
2017-07-19,2.27045,1.35805,1.1069
2017-07-20,2.25625,1.35005,1.1387
2017-07-21,2.23665,1.34225,1.1692
2017-07-24,2.2561,1.36285,1.1692
2017-07-25,2.3309,1.3878,1.1643
2017-07-26,2.2916,1.3611,1.1171
2017-07-27,2.3184,1.36905,1.098
2017-07-28,2.28975,1.3492,1.06475
2017-07-31,2.2951,1.3531,1.07745
2017-08-01,2.2523,1.3451,1.0802
2017-08-02,2.2701,1.361,1.0649
2017-08-03,2.2185,1.341,1.0801
2017-08-04,2.26285,1.3529,1.0749
2017-08-07,2.2557,1.35285,1.05325
2017-08-08,2.261,1.3528,1.0522
2017-08-09,2.2485,1.3407,1.047
2017-08-10,2.19925,1.32855,1.0368
2017-08-11,2.18965,1.29195,1.0316
2017-08-14,2.22285,1.32425,1.024
2017-08-15,2.27195,1.3485,1.0292
2017-08-16,2.2246,1.32815,1.0088
2017-08-17,2.1844,1.29965,1.00115
2017-08-18,2.19655,1.31155,1.00615
2017-08-21,2.18255,1.3033,0.98195
2017-08-22,2.21575,1.32365,1.01395
2017-08-23,2.16855,1.30715,0.99865
2017-08-24,2.19475,1.33175,1.0165
2017-08-25,2.1685,1.33565,1.0138
2017-08-28,2.158,1.3273,1.024
2017-08-29,2.12835,1.3195,1.0318
2017-08-30,2.1353,1.3274,1.019
2017-08-31,2.1196,1.3275,0.9935
2017-09-01,2.1648,1.344,1.01125
2017-09-01,2.1648,1.344,1.01125
2017-09-05,2.06215,1.292,1.00355
2017-09-06,2.1055,1.3041,1.0598
2017-09-07,2.04135,1.264,1.0419
2017-09-08,2.05325,1.264,1.0418
2017-09-11,2.13315,1.3206,1.0367
2017-09-12,2.16635,1.3369,1.042
2017-09-13,2.19265,1.34915,1.0419
2017-09-14,2.1856,1.36555,1.047
2017-09-15,2.2014,1.3823,1.0316
2017-09-18,2.2331,1.39475,1.0163
2017-09-19,2.24545,1.40315,1.0394
2017-09-20,2.272,1.44025,1.0394
2017-09-21,2.27735,1.44055,1.0317
2017-09-22,2.2525,1.43305,1.024
2017-09-25,2.2207,1.42505,1.0189
2017-09-26,2.2348,1.43775,1.06235
2017-09-27,2.3094,1.4767,1.0598
2017-09-28,2.30765,1.4527,1.0521
2017-09-29,2.3381,1.4887,1.05075
2017-10-02,2.3399,1.4848,1.0265
2017-10-03,2.3238,1.473,1.0598
2017-10-04,2.322,1.4731,1.0649
2017-10-05,2.3471,1.4893,1.0648
2017-10-06,2.3598,1.50605,1.0673
2017-10-06,2.3598,1.50605,1.0673
2017-10-10,2.3544,1.51025,1.0774
2017-10-11,2.3526,1.52265,1.0929
2017-10-12,2.3204,1.5147,1.075
2017-10-13,2.2739,1.4949,1.0673
2017-10-16,2.3043,1.53995,1.0673
2017-10-17,2.3007,1.54835,1.0955
2017-10-18,2.3438,1.56495,1.09035
2017-10-19,2.3169,1.53655,1.0903
2017-10-20,2.3818,1.57425,1.103
2017-10-23,2.36915,1.56625,1.0927
2017-10-24,2.41985,1.58715,1.121
2017-10-25,2.4344,1.59695,1.1031
2017-10-26,2.4618,1.6169,1.098
2017-10-27,2.4146,1.5935,1.0979
2017-10-30,2.36935,1.5737,1.0978
2017-10-31,2.3766,1.5977,1.14775
2017-11-01,2.3712,1.61385,1.1617
2017-11-02,2.34775,1.61,1.1642
2017-11-03,2.3316,1.61445,1.1769
2017-11-06,2.3172,1.6187,1.1819
2017-11-07,2.3154,1.6309,1.2153
2017-11-08,2.3334,1.64725,1.228
2017-11-09,2.33895,1.6353,1.2305
2017-11-10,2.4011,1.6562,1.2253
2017-11-13,2.4064,1.6849,1.21
2017-11-14,2.3744,1.68925,1.2638
2017-11-15,2.3248,1.68545,1.2408
2017-11-16,2.37445,1.71015,1.2586
2017-11-17,2.34435,1.72345,1.2661
2017-11-20,2.36745,1.75255,1.261
2017-11-21,2.3568,1.7694,1.3046
2017-11-22,2.3196,1.72465,1.28915
2017-11-23,2.3196,1.72465,1.28915
2017-11-24,2.3392,1.7463,1.2661
2017-11-27,2.3303,1.7425,1.2457
2017-11-28,2.325,1.748,1.2918
2017-11-29,2.3873,1.76395,1.2943
2017-11-30,2.4141,1.788,1.2586
2017-12-01,2.3624,1.7761,1.261
2017-12-04,2.3714,1.8083,1.2712
2017-12-05,2.3518,1.8204,1.3071
2017-12-06,2.3394,1.8084,1.29175
2017-12-07,2.36075,1.80035,1.2841
2017-12-08,2.3769,1.7965,1.2763
2017-12-11,2.3894,1.82095,1.289
2017-12-12,2.402,1.82915,1.3378
2017-12-13,2.3457,1.77635,1.2994
2017-12-14,2.3484,1.81305,1.307
2017-12-15,2.3503,1.83785,1.3171
2017-12-18,2.3933,1.82975,1.3426
2017-12-19,2.4581,1.85045,1.3811
2017-12-20,2.4961,1.85465,1.3785
2017-12-21,2.4835,1.87545,1.34405
2017-12-22,2.4837,1.8927,1.32725
2017-12-22,2.4837,1.8927,1.32725
2017-12-26,2.4729,1.9012,1.3298
2017-12-27,2.41155,1.893,1.44235
2017-12-28,2.4332,1.9091,1.37845
2017-12-29,2.4045,1.885,1.38465
2017-12-29,2.4045,1.885,1.38465
2018-01-02,2.4606,1.9211,1.39225
2018-01-03,2.4443,1.9293,1.3964
2018-01-04,2.4516,1.9535,1.3989
2018-01-05,2.4754,1.9619,1.3987
2018-01-08,2.4791,1.95795,1.4089
2018-01-09,2.5503,1.97025,1.445
2018-01-10,2.5577,1.97445,1.42195
2018-01-11,2.5358,1.9786,1.4295
2018-01-12,2.5489,1.99965,1.4421
2018-01-12,2.5489,1.99965,1.4421
2018-01-16,2.538,2.01625,1.4216
2018-01-17,2.5858,2.04515,1.4424
2018-01-18,2.6228,2.04135,1.4295
2018-01-19,2.66015,2.06685,1.43065
2018-01-22,2.6547,2.06705,1.4191
2018-01-23,2.61585,2.03825,1.4424
2018-01-24,2.64745,2.0781,1.43215
2018-01-25,2.62345,2.0882,1.4193
2018-01-26,2.659,2.1183,1.4166
2018-01-29,2.69825,2.1183,1.4038
2018-01-30,2.72265,2.1263,1.4577
2018-01-31,2.71155,2.1466,1.4577
2018-02-01,2.7802,2.1589,1.48315
2018-02-02,2.84015,2.1433,1.4804
2018-02-05,2.7084,2.0383,1.4829
2018-02-06,2.80445,2.10715,1.5267
2018-02-07,2.83305,2.12355,1.5445
2018-02-08,2.8267,2.10745,1.5444
2018-02-09,2.8557,2.07115,1.557
2018-02-12,2.85755,2.07525,1.5697
2018-02-13,2.8321,2.1081,1.59055
2018-02-14,2.9122,2.16975,1.5803
2018-02-15,2.9049,2.18645,1.593
2018-02-16,2.8722,2.19155,1.59525
2018-02-16,2.8722,2.19155,1.59525
2018-02-20,2.8905,2.2208,1.5977
2018-02-21,2.95095,2.26805,1.64415
2018-02-22,2.91795,2.252,1.63895
2018-02-23,2.86505,2.24,1.6413
2018-02-26,2.86325,2.2279,1.6412
2018-02-27,2.8998,2.264,1.6698
2018-02-28,2.8633,2.256,1.6531
2018-03-01,2.8105,2.21575,1.6185
2018-03-02,2.867,2.24385,1.6426
2018-03-05,2.8817,2.2398,1.66165
2018-03-06,2.8854,2.2519,1.67745
2018-03-07,2.8799,2.2519,1.6774
2018-03-08,2.85615,2.2478,1.65685
2018-03-09,2.8947,2.26,1.6668
2018-03-12,2.8654,2.25995,1.6795
2018-03-13,2.8435,2.2559,1.72345
2018-03-14,2.81795,2.25995,1.75405
2018-03-15,2.82525,2.28465,1.76675
2018-03-16,2.8436,2.29295,1.7716
2018-03-19,2.8546,2.30955,1.7613
2018-03-20,2.89865,2.34685,1.79505
2018-03-21,2.8803,2.30555,1.74385
2018-03-22,2.8217,2.28075,1.7131
2018-03-23,2.8126,2.2558,1.7205
2018-03-26,2.85105,2.2725,1.746
2018-03-27,2.77435,2.2681,1.7669
2018-03-28,2.7816,2.2842,1.73105
2018-03-29,2.7398,2.2681,1.70645
2018-03-29,2.7398,2.2681,1.70645
2018-04-02,2.7325,2.2479,1.7179
2018-04-03,2.7798,2.2802,1.749
2018-04-04,2.80725,2.30045,1.6991
2018-04-05,2.8329,2.3046,1.70925
2018-04-06,2.7744,2.26815,1.7103
2018-04-09,2.7799,2.28035,1.7102
2018-04-10,2.8,2.3049,1.7286
2018-04-11,2.77805,2.30495,1.7234
2018-04-12,2.8422,2.35415,1.74375
2018-04-13,2.8239,2.35865,1.7512
2018-04-16,2.8276,2.37935,1.7434
2018-04-17,2.82945,2.3919,1.78995
2018-04-18,2.8737,2.4293,1.8129
2018-04-19,2.9126,2.42955,1.81535
2018-04-20,2.95925,2.4594,1.8023
2018-04-23,2.9761,2.4764,1.8201
2018-04-24,2.9986,2.4725,1.8616
2018-04-25,3.0296,2.48985,1.8474
2018-04-26,2.98185,2.48575,1.8128
2018-04-27,2.95775,2.4817,1.8074
2018-04-30,2.95405,2.48995,1.8022
2018-05-01,2.96715,2.50625,1.8488
2018-05-02,2.9747,2.49025,1.82565
2018-05-03,2.94675,2.47815,1.8307
2018-05-04,2.9506,2.50295,1.8304
2018-05-07,2.95065,2.49905,1.8303
2018-05-08,2.9713,2.51145,1.87185
2018-05-09,3.00515,2.53205,1.88705
2018-05-10,2.9631,2.53225,1.887
2018-05-11,2.9686,2.53695,1.89945
2018-05-14,3.0015,2.5495,1.89425
2018-05-15,3.0714,2.5745,1.90765
2018-05-16,3.10285,2.5913,1.905
2018-05-17,3.114,2.57085,1.9023
2018-05-18,3.0587,2.5467,1.8905
2018-05-21,3.05685,2.5677,1.9019
2018-05-22,3.06155,2.568,1.9332
2018-05-23,2.99255,2.5302,1.90755
2018-05-24,2.9761,2.51005,1.89465
2018-05-25,2.9304,2.4778,1.8917
2018-05-28,2.9304,2.4778,1.8917
2018-05-29,2.789,2.3331,1.8839
2018-05-30,2.85585,2.41345,1.9178
2018-05-31,2.8595,2.4335,1.89975
2018-06-01,2.9013,2.46955,1.90715
2018-06-04,2.9433,2.51815,1.9058
2018-06-05,2.925,2.4938,1.94345
2018-06-06,2.97265,2.51815,1.9357
2018-06-07,2.92135,2.48965,1.92535
2018-06-08,2.947,2.49775,1.91225
2018-06-11,2.9507,2.52225,1.9032
2018-06-12,2.96355,2.54275,1.9281
2018-06-13,2.97275,2.57165,1.9293
2018-06-14,2.9342,2.56755,1.92535
2018-06-15,2.9214,2.55125,1.9238
2018-06-18,2.91595,2.5513,1.9224
2018-06-19,2.8958,2.5472,1.9358
2018-06-20,2.9361,2.56385,1.928
2018-06-21,2.89765,2.539,1.92915
2018-06-22,2.894,2.5433,1.91225
2018-06-25,2.8812,2.535,1.8904
2018-06-26,2.8757,2.5308,1.9281
2018-06-27,2.82555,2.506,1.92285
2018-06-28,2.8392,2.5141,1.9151
2018-06-29,2.8592,2.5303,1.9174
2018-07-02,2.8702,2.55055,1.93005
2018-07-03,2.8318,2.53035,1.96895
2018-07-04,2.8318,2.53035,1.96895
2018-07-05,2.8318,2.55475,1.9484
2018-07-06,2.82265,2.53855,1.9455
2018-07-09,2.85735,2.55905,1.95565
2018-07-10,2.8665,2.58365,1.97415
2018-07-11,2.83905,2.57145,1.95615
2018-07-12,2.8482,2.58795,1.9663
2018-07-13,2.828,2.57995,1.9711
2018-07-16,2.85545,2.59665,1.9812
2018-07-17,2.8591,2.61325,2.01515
2018-07-18,2.8738,2.6134,1.9997
2018-07-19,2.8371,2.5887,1.98675
2018-07-20,2.89405,2.59315,1.97365
2018-07-23,2.95875,2.6308,1.9582
2018-07-24,2.9495,2.63515,2.0049
2018-07-25,2.97175,2.6714,1.99455
2018-07-26,2.98105,2.6876,1.98675
2018-07-27,2.957,2.67545,1.98645
2018-07-30,2.97375,2.66335,1.98635
2018-07-31,2.96075,2.67145,2.0254
2018-08-01,3.0036,2.6796,2.02015
2018-08-02,2.98495,2.6634,2.00465
2018-08-03,2.9497,2.64315,2.00435
2018-08-06,2.94415,2.64725,2.0119
2018-08-07,2.97575,2.67175,2.05355
2018-08-08,2.96275,2.67175,2.0483
2018-08-09,2.9285,2.64725,2.04435
2018-08-10,2.8723,2.60625,2.0453
2018-08-13,2.8759,2.6103,2.0375
2018-08-14,2.89945,2.63905,2.0715
2018-08-15,2.8632,2.6102,2.0637
2018-08-16,2.8687,2.61845,2.0482
2018-08-17,2.8632,2.61005,2.0376
2018-08-20,2.8181,2.58515,2.03495
2018-08-21,2.8415,2.6058,2.07675
2018-08-22,2.8198,2.5933,2.0766
2018-08-23,2.827,2.61825,2.07905
2018-08-24,2.8125,2.6223,2.09405
2018-08-27,2.845,2.64325,2.1016
2018-08-28,2.8831,2.6674,2.12015
2018-08-29,2.8849,2.6795,2.12005
2018-08-30,2.8577,2.65125,2.09815
2018-08-31,2.85945,2.62695,2.0964
2018-08-31,2.85945,2.62695,2.0964
2018-09-04,2.8976,2.6513,2.1116
2018-09-05,2.9031,2.6513,2.13285
2018-09-06,2.8776,2.63905,2.12505
2018-09-07,2.93785,2.70455,2.1349
2018-09-10,2.9342,2.71295,2.1271
2018-09-11,2.9801,2.7459,2.14835
2018-09-12,2.96355,2.75015,2.14825
2018-09-13,2.97275,2.75855,2.13785
2018-09-14,2.9986,2.7839,2.1477
2018-09-17,2.9931,2.77995,2.1527
2018-09-18,3.05605,2.80505,2.17015
2018-09-19,3.0654,2.7928,2.1636
2018-09-20,3.06355,2.8055,2.16345
2018-09-21,3.06555,2.802,2.16945
2018-09-24,3.08795,2.81905,2.16805
2018-09-25,3.09735,2.84115,2.2124
2018-09-26,3.04705,2.8168,2.19815
2018-09-27,3.05455,2.82895,2.1865
2018-09-28,3.06395,2.82085,2.1989
2018-10-01,3.08455,2.8209,2.1988
2018-10-02,3.06035,2.81285,2.2201
2018-10-03,3.18035,2.874,2.2174
2018-10-04,3.18605,2.87005,2.21725
2018-10-05,3.2309,2.88705,2.2116
2018-10-08,3.2309,2.88705,2.2116
2018-10-09,3.20535,2.88715,2.2371
2018-10-10,3.1733,2.8483,2.2661
2018-10-11,3.14505,2.84635,2.26085
2018-10-12,3.16605,2.85905,2.26555
2018-10-15,3.15475,2.85505,2.27565
2018-10-16,3.16235,2.8676,2.30725
2018-10-17,3.20595,2.89265,2.30715
2018-10-18,3.17575,2.87205,2.3044
2018-10-19,3.19485,2.9059,2.30655
2018-10-22,3.19875,2.9103,2.30385
