Date,Mid Yield,2-Year Yield,3-Month Yield
2013-11-25,2.7292,0.2805,0.0646
2013-11-26,2.7094,0.29125,0.07095
2013-11-27,2.7373,0.28735,0.06085
2013-11-27,2.7373,0.28735,0.06085
2013-11-29,2.7454,0.2834,0.0583
2013-12-02,2.79515,0.2874,0.052
2013-12-03,2.7834,0.28745,0.0368
2013-12-04,2.8361,0.29145,0.05325
2013-12-05,2.8726,0.3034,0.05325
2013-12-06,2.8562,0.3036,0.057
2013-12-09,2.8398,0.2997,0.0583
2013-12-10,2.80155,0.29975,0.07095
2013-12-11,2.85445,0.3078,0.06845
2013-12-12,2.87825,0.32385,0.0659
2013-12-13,2.8655,0.3282,0.06335
2013-12-16,2.87835,0.33235,0.06335
2013-12-17,2.8363,0.32035,0.0659
2013-12-18,2.89495,0.33435,0.0634
2013-12-19,2.92815,0.36575,0.0621
2013-12-20,2.88955,0.37755,0.06085
2013-12-23,2.93015,0.3854,0.06085
2013-12-24,2.97935,0.39725,0.071
2013-12-24,2.97935,0.39725,0.071
2013-12-26,2.99145,0.409,0.0621
2013-12-27,3.00095,0.38935,0.0621
2013-12-30,2.9712,0.38145,0.06085
2013-12-31,3.02535,0.38185,0.06845
2013-12-31,3.02535,0.38185,0.06845
2014-01-02,2.98995,0.382,0.0659
2014-01-03,2.99665,0.4024,0.06465
2014-01-06,2.9567,0.3947,0.04565
2014-01-07,2.94005,0.3909,0.04565
2014-01-08,2.9903,0.42695,0.04055
2014-01-09,2.968,0.4312,0.0368
2014-01-10,2.85885,0.3719,0.0368
2014-01-13,2.82755,0.36,0.0317
2014-01-14,2.8718,0.3802,0.0355
2014-01-15,2.89215,0.3925,0.0355
2014-01-16,2.8405,0.3846,0.0342
2014-01-17,2.82035,0.37325,0.03295
2014-01-17,2.82035,0.37325,0.03295
2014-01-21,2.8314,0.3775,0.03295
2014-01-22,2.8665,0.40205,0.03295
2014-01-23,2.7781,0.36155,0.0355
2014-01-24,2.71685,0.3376,0.04055
2014-01-27,2.7488,0.3418,0.0507
2014-01-28,2.74975,0.34195,0.0507
2014-01-29,2.67765,0.3534,0.03805
2014-01-30,2.69585,0.34555,0.01775
2014-01-31,2.64305,0.3297,0.0165
2014-02-03,2.5761,0.2981,0.02535
2014-02-04,2.6303,0.3138,0.05575
2014-02-05,2.6684,0.3137,0.05705
2014-02-06,2.7012,0.3215,0.0659
2014-02-07,2.6829,0.3054,0.08115
2014-02-10,2.6683,0.3093,0.0583
2014-02-11,2.72495,0.3331,0.05325
2014-02-12,2.76165,0.34105,0.0507
2014-02-13,2.7329,0.313,0.02535
2014-02-14,2.7437,0.3127,0.0152
2014-02-14,2.7437,0.3127,0.0152
2014-02-18,2.7078,0.3005,0.019
2014-02-19,2.7383,0.3165,0.04815
2014-02-20,2.7509,0.32045,0.0444
2014-02-21,2.731,0.3162,0.0368
2014-02-24,2.74,0.32015,0.0355
2014-02-25,2.7023,0.316,0.0431
2014-02-26,2.66465,0.32645,0.0431
2014-02-27,2.6378,0.32255,0.0393
2014-02-28,2.6485,0.32085,0.0494
2014-03-03,2.6021,0.30325,0.0469
2014-03-04,2.7004,0.331,0.052
2014-03-05,2.7075,0.33505,0.0507
2014-03-06,2.7382,0.3431,0.0494
2014-03-07,2.7888,0.37135,0.0494
2014-03-10,2.7779,0.3675,0.0393
2014-03-11,2.7689,0.3717,0.04815
2014-03-12,2.7309,0.36785,0.0431
2014-03-13,2.64455,0.34,0.0431
2014-03-14,2.6552,0.3444,0.04815
2014-03-17,2.69295,0.3606,0.0469
2014-03-18,2.6731,0.34865,0.05325
2014-03-19,2.7725,0.4215,0.05325
2014-03-20,2.7725,0.41975,0.057
2014-03-21,2.7444,0.42655,0.0494
2014-03-24,2.729,0.43495,0.0469
2014-03-25,2.7489,0.42705,0.0494
2014-03-26,2.6928,0.44375,0.038
2014-03-27,2.68195,0.44765,0.0355
2014-03-28,2.7217,0.45155,0.0368
2014-03-31,2.71805,0.4202,0.0317
2014-04-01,2.75435,0.4321,0.03295
2014-04-02,2.8054,0.4559,0.0165
2014-04-03,2.7999,0.456,0.0165
2014-04-04,2.7252,0.41265,0.02285
2014-04-07,2.6998,0.39685,0.0228
2014-04-08,2.6817,0.3969,0.03295
2014-04-09,2.6926,0.3611,0.0317
2014-04-10,2.64555,0.3531,0.03045
2014-04-11,2.6274,0.357,0.0342
2014-04-14,2.64905,0.369,0.03045
2014-04-15,2.6292,0.369,0.03295
2014-04-16,2.6346,0.369,0.0266
2014-04-17,2.7197,0.39725,0.0279
2014-04-17,2.7197,0.39725,0.0279
2014-04-21,2.7142,0.3932,0.02785
2014-04-22,2.7105,0.40135,0.02785
2014-04-23,2.6923,0.44375,0.019
2014-04-24,2.6814,0.4398,0.0089
2014-04-25,2.665,0.43195,0.0114
2014-04-28,2.7068,0.43585,0.0076
2014-04-29,2.6959,0.43585,0.01775
2014-04-30,2.645,0.41235,0.0215
2014-05-01,2.6124,0.40845,0.0228
2014-05-02,2.5852,0.42045,0.019
2014-05-05,2.605,0.4205,0.019
2014-05-06,2.5923,0.42455,0.0241
2014-05-07,2.5887,0.4008,0.02535
2014-05-08,2.6098,0.3849,0.02535
2014-05-09,2.6224,0.38495,0.02535
2014-05-12,2.6602,0.397,0.0228
2014-05-13,2.6098,0.381,0.0228
2014-05-14,2.5472,0.369,0.0228
2014-05-15,2.49555,0.3529,0.02025
2014-05-16,2.5222,0.3609,0.01775
2014-05-19,2.5436,0.34475,0.02025
2014-05-20,2.5133,0.33665,0.02915
2014-05-21,2.5329,0.3406,0.02785
2014-05-22,2.5526,0.3446,0.03045
2014-05-23,2.5347,0.34445,0.03045
2014-05-23,2.5347,0.34445,0.03045
2014-05-27,2.5169,0.34845,0.02915
2014-05-28,2.444,0.3691,0.03295
2014-05-29,2.4688,0.37695,0.03295
2014-05-30,2.4741,0.37305,0.03295
2014-06-02,2.5258,0.38875,0.02785
2014-06-03,2.5976,0.40065,0.0355
2014-06-04,2.60485,0.39675,0.03295
2014-06-05,2.58325,0.3809,0.03295
2014-06-06,2.5959,0.4048,0.03045
2014-06-09,2.6068,0.42475,0.03295
2014-06-10,2.6393,0.4408,0.03805
2014-06-11,2.6394,0.4329,0.0355
2014-06-12,2.596,0.437,0.0355
2014-06-13,2.6069,0.4533,0.03295
2014-06-16,2.5961,0.4655,0.02785
2014-06-17,2.6523,0.4817,0.0355
2014-06-18,2.5889,0.44755,0.0215
2014-06-19,2.6197,0.4497,0.0139
2014-06-20,2.6071,0.45405,0.0139
2014-06-23,2.6252,0.4664,0.0076
2014-06-24,2.5763,0.45835,0.0266
2014-06-25,2.5601,0.4823,0.0228
2014-06-26,2.5313,0.4666,0.02535
2014-06-27,2.5349,0.46265,0.0228
2014-06-30,2.5313,0.45475,0.0228
2014-07-01,2.5656,0.4665,0.02915
2014-07-02,2.6273,0.4862,0.0152
2014-07-03,2.63925,0.5099,0.0063
2014-07-03,2.63925,0.5099,0.0063
2014-07-07,2.61285,0.5139,0.01015
2014-07-08,2.5585,0.50595,0.02915
2014-07-09,2.55485,0.4781,0.02025
2014-07-10,2.5368,0.4541,0.01775
2014-07-11,2.5151,0.4499,0.01775
2014-07-14,2.54585,0.4619,0.01775
2014-07-15,2.5513,0.4779,0.0228
2014-07-16,2.5296,0.4859,0.019
2014-07-17,2.4414,0.4456,0.0114
2014-07-18,2.4809,0.48175,0.01265
2014-07-21,2.46825,0.4899,0.0152
2014-07-22,2.4646,0.4736,0.02535
2014-07-23,2.4682,0.4695,0.0228
2014-07-24,2.5007,0.48985,0.0228
2014-07-25,2.4664,0.48975,0.0279
2014-07-28,2.4862,0.50205,0.02785
2014-07-29,2.461,0.54125,0.03045
2014-07-30,2.5587,0.55705,0.02785
2014-07-31,2.5606,0.52955,0.0228
2014-08-01,2.4934,0.4743,0.02025
2014-08-04,2.4844,0.46635,0.01775
2014-08-05,2.488,0.46635,0.02785
2014-08-06,2.4672,0.45835,0.0228
2014-08-07,2.40865,0.4305,0.02535
2014-08-08,2.4212,0.44615,0.0241
2014-08-11,2.4284,0.4421,0.02785
2014-08-12,2.4482,0.434,0.03045
2014-08-13,2.4193,0.4139,0.03295
2014-08-14,2.4024,0.4138,0.03045
2014-08-15,2.3406,0.4094,0.02535
2014-08-18,2.39355,0.41735,0.02535
2014-08-19,2.4024,0.42935,0.02785
2014-08-20,2.42725,0.4737,0.0228
2014-08-21,2.4077,0.4696,0.01265
2014-08-22,2.4024,0.48985,0.01775
2014-08-25,2.3829,0.502,0.0165
2014-08-26,2.3971,0.49385,0.02785
2014-08-27,2.3599,0.51375,0.02785
2014-08-28,2.33695,0.50195,0.0266
2014-08-29,2.34395,0.49015,0.0203
2014-08-29,2.34395,0.49015,0.0203
2014-09-02,2.422,0.52565,0.02025
2014-09-03,2.3971,0.5178,0.0228
2014-09-04,2.4524,0.53365,0.0228
2014-09-05,2.4578,0.50595,0.02535
2014-09-08,2.4703,0.52985,0.0228
2014-09-09,2.5009,0.5578,0.01775
2014-09-10,2.5414,0.5699,0.01775
2014-09-11,2.5496,0.562,0.0139
2014-09-12,2.6078,0.56225,0.0139
2014-09-15,2.58965,0.5422,0.01265
2014-09-16,2.5933,0.5382,0.01775
2014-09-17,2.6207,0.56655,0.01775
2014-09-18,2.6171,0.5626,0.01265
2014-09-19,2.5772,0.5669,0.01265
2014-09-22,2.56455,0.55075,0.0013
2014-09-23,2.5265,0.5386,0.01015
2014-09-24,2.5646,0.58855,0.01265
2014-09-25,2.5031,0.55315,0.0076
2014-09-26,2.5267,0.5767,0.01015
2014-09-29,2.478,0.57275,0.0089
2014-09-30,2.4942,0.57285,0.01775
2014-10-01,2.38825,0.5177,0.0152
2014-10-02,2.4348,0.53355,0.01265
2014-10-03,2.4349,0.5615,0.01265
2014-10-06,2.4187,0.53375,0.0114
2014-10-07,2.34,0.50595,0.01265
2014-10-08,2.3169,0.45025,0.00255
2014-10-09,2.32575,0.4462,0.0076
2014-10-10,2.2848,0.4259,0.0076
2014-10-10,2.2848,0.4259,0.0076
2014-10-14,2.1964,0.3738,0.0076
2014-10-15,2.12705,0.3056,0.0152
2014-10-16,2.15065,0.3353,0.02785
2014-10-17,2.19795,0.3729,0.02285
2014-10-20,2.1926,0.3525,0.0228
2014-10-21,2.2261,0.36445,0.02025
2014-10-22,2.219,0.3602,0.01775
2014-10-23,2.2757,0.39245,0.00255
2014-10-24,2.2649,0.3838,0.0076
2014-10-27,2.2578,0.37955,0.0076
2014-10-28,2.2987,0.39575,0.01775
2014-10-29,2.3201,0.487,0.0177
2014-10-30,2.3076,0.4752,0.00505
2014-10-31,2.3344,0.4954,0.00505
2014-11-03,2.34515,0.5153,0.00505
2014-11-04,2.3344,0.5155,0.02535
2014-11-05,2.3451,0.5237,0.0228
2014-11-06,2.3811,0.5477,0.0241
2014-11-07,2.3003,0.5005,0.0241
2014-11-10,2.3595,0.5369,0.01775
2014-11-10,2.3595,0.5369,0.01775
2014-11-12,2.3712,0.5412,0.0152
2014-11-13,2.3443,0.5173,0.0076
2014-11-14,2.3178,0.51385,0.0076
2014-11-17,2.339,0.51,0.01015
2014-11-18,2.316,0.50215,0.01775
2014-11-19,2.3568,0.52255,0.00505
2014-11-20,2.3373,0.50655,0.00505
2014-11-21,2.3108,0.50305,0.0038
2014-11-24,2.3037,0.49505,0.0089
2014-11-25,2.2579,0.52165,0.0228
2014-11-26,2.2438,0.5177,0.01775
2014-11-26,2.2438,0.5177,0.01775
2014-11-28,2.1719,0.4744,0.0114
2014-12-01,2.235,0.50195,0.01015
2014-12-02,2.2932,0.5375,0.0165
2014-12-03,2.2808,0.55735,0.0076
2014-12-04,2.23495,0.54155,0.019
2014-12-05,2.30475,0.6413,0.0139
2014-12-08,2.25785,0.6295,0.0076
2014-12-09,2.21205,0.6137,0.0355
2014-12-10,2.1717,0.5699,0.02785
2014-12-11,2.16815,0.604,0.0266
2014-12-12,2.0826,0.5421,0.01775
2014-12-15,2.1139,0.5784,0.0089
2014-12-16,2.05995,0.5544,0.0342
2014-12-17,2.13475,0.61495,0.0228
2014-12-18,2.20665,0.63135,0.0368
2014-12-19,2.15915,0.64,0.0292
2014-12-22,2.1556,0.6606,0.0215
2014-12-23,2.2685,0.7413,0.019
2014-12-24,2.2632,0.7413,0.00255
2014-12-24,2.2632,0.7413,0.00255
2014-12-26,2.25075,0.7413,0.0051
2014-12-29,2.203,0.70975,0.0076
2014-12-30,2.1906,0.68605,0.0266
2014-12-31,2.16945,0.6704,0.04055
2014-12-31,2.16945,0.6704,0.04055
2015-01-02,2.11315,0.6666,0.019
2015-01-05,2.03285,0.6627,0.0076
2015-01-06,1.93755,0.625,0.0266
2015-01-07,1.96855,0.61505,0.0228
2015-01-08,2.017,0.607,0.01775
2015-01-09,1.9484,0.563,0.01775
2015-01-12,1.90785,0.5469,0.01775
2015-01-13,1.90425,0.5388,0.02785
2015-01-14,1.85445,0.4986,0.02785
2015-01-15,1.72665,0.4182,0.02535
2015-01-16,1.82995,0.4856,0.019
2015-01-16,1.82995,0.4856,0.019
2015-01-20,1.7897,0.4975,0.01265
2015-01-21,1.87435,0.5094,0.02535
2015-01-22,1.8708,0.52145,0.019
2015-01-23,1.78825,0.48845,0.0165
2015-01-26,1.8275,0.5127,0.0076
2015-01-27,1.8265,0.51255,0.0215
2015-01-28,1.71815,0.46335,0.02025
2015-01-29,1.75545,0.5177,0.0089
2015-01-30,1.63735,0.45075,0.0089
2015-02-02,1.6726,0.46645,0.0089
2015-02-03,1.79745,0.5138,0.0152
2015-02-04,1.74615,0.48215,0.0089
2015-02-05,1.81615,0.5218,0.0114
2015-02-06,1.95755,0.6455,0.019
2015-02-09,1.97665,0.6497,0.0063
2015-02-10,2.00195,0.6539,0.0076
2015-02-11,2.02025,0.6702,0.01015
2015-02-12,1.987,0.6303,0.01265
2015-02-13,2.046,0.6431,0.0063
2015-02-13,2.046,0.6431,0.0063
2015-02-17,2.144,0.66355,0.01015
2015-02-18,2.0844,0.603,0.0165
2015-02-19,2.1212,0.6194,0.0165
2015-02-20,2.1143,0.64025,0.0152
2015-02-23,2.06005,0.60375,0.0165
2015-02-24,1.97135,0.55085,0.02025
2015-02-25,1.97135,0.60455,0.02025
2015-02-26,2.0304,0.65205,0.01775
2015-02-27,1.99475,0.6204,0.01265
2015-03-02,2.08815,0.66015,0.01265
2015-03-03,2.12155,0.68025,0.0152
2015-03-04,2.11805,0.6566,0.01775
2015-03-05,2.1163,0.6409,0.0076
2015-03-06,2.24585,0.7254,0.0076
2015-03-09,2.1907,0.6937,0.0076
2015-03-10,2.12,0.67795,0.0152
2015-03-11,2.1077,0.6822,0.0152
2015-03-12,2.10945,0.66235,0.02535
2015-03-13,2.1166,0.659,0.02535
2015-03-16,2.0726,0.65115,0.03295
2015-03-17,2.05155,0.67155,0.0507
2015-03-18,1.91735,0.55245,0.04055
2015-03-19,1.9694,0.6112,0.01015
2015-03-20,1.93115,0.58325,0.0038
2015-03-23,1.90855,0.5752,0.0013
2015-03-24,1.87225,0.55905,0.01775
2015-03-25,1.92585,0.6043,0.02025
2015-03-26,1.99555,0.61615,0.02915
2015-03-27,1.95885,0.5964,0.0342
2015-03-30,1.95185,0.58065,0.019
2015-03-31,1.92575,0.55715,0.03295
2015-04-01,1.85815,0.53745,0.0355
2015-04-02,1.91175,0.5416,0.0114
2015-04-03,1.8407,0.48015,0.01015
2015-04-06,1.8978,0.498,0.00505
2015-04-07,1.8856,0.5179,0.02025
2015-04-08,1.9047,0.5338,0.02025
2015-04-09,1.9622,0.5498,0.0228
2015-04-10,1.9482,0.5581,0.01775
2015-04-13,1.92895,0.5341,0.0089
2015-04-14,1.8993,0.514,0.01265
2015-04-15,1.88885,0.498,0.01775
2015-04-16,1.89405,0.4859,0.0152
2015-04-17,1.8644,0.5101,0.0152
2015-04-20,1.88525,0.52225,0.0114
2015-04-21,1.9096,0.51825,0.0228
2015-04-22,1.9814,0.55075,0.0228
2015-04-23,1.95245,0.53045,0.0228
2015-04-24,1.913,0.5061,0.01775
2015-04-27,1.9252,0.52245,0.01265
2015-04-28,2.0025,0.56095,0.01265
2015-04-29,2.04495,0.56095,0.0076
2015-04-30,2.03435,0.57285,0.00255
2015-05-01,2.1108,0.59695,0.00505
2015-05-04,2.1449,0.601,0.00505
2015-05-05,2.1808,0.625,0.01015
2015-05-06,2.2513,0.6371,0.01015
2015-05-07,2.1773,0.6333,0.0063
2015-05-08,2.1415,0.5699,0.0038
2015-05-11,2.2861,0.618,0.0089
2015-05-12,2.2462,0.5941,0.02025
2015-05-13,2.29355,0.5782,0.01775
2015-05-14,2.2345,0.5421,0.01265
2015-05-15,2.1468,0.5383,0.01265
2015-05-18,2.23285,0.5747,0.01015
2015-05-19,2.28855,0.61525,0.0152
2015-05-20,2.25585,0.5911,0.01775
2015-05-21,2.19415,0.575,0.0139
2015-05-22,2.2127,0.61625,0.0139
2015-05-22,2.2127,0.61625,0.0139
2015-05-26,2.14155,0.6123,0.0114
2015-05-27,2.12935,0.64655,0.0152
2015-05-28,2.13455,0.62695,0.0038
2015-05-29,2.1223,0.60725,0.0
2015-06-01,2.182,0.64675,0.00505
2015-06-02,2.2651,0.65465,0.0127
2015-06-03,2.3597,0.6705,0.01275
2015-06-04,2.3079,0.66265,0.01145
2015-06-05,2.4085,0.71465,0.0165
2015-06-08,2.3815,0.6828,0.0127
2015-06-09,2.4411,0.7189,0.01775
2015-06-10,2.48475,0.727,0.01525
2015-06-11,2.3799,0.7151,0.01015
2015-06-12,2.3891,0.72355,0.00765
2015-06-15,2.3586,0.7035,0.0051
2015-06-16,2.3084,0.6915,0.01015
2015-06-17,2.3192,0.65525,0.00505
2015-06-18,2.3336,0.63505,0.00255
2015-06-19,2.26035,0.6189,0.0038
2015-06-22,2.3734,0.65955,0.0038
2015-06-23,2.4132,0.67995,0.00765
2015-06-24,2.3717,0.68215,0.0051
2015-06-25,2.4115,0.68605,0.0013
2015-06-26,2.4735,0.7137,0.0
2015-06-29,2.3269,0.63485,0.0
2015-06-30,2.3486,0.6427,0.0203
2015-07-01,2.4264,0.6902,0.0076
2015-07-02,2.385,0.63095,0.0051
2015-07-02,2.385,0.63095,0.0051
2015-07-06,2.2895,0.5912,0.01015
2015-07-07,2.2537,0.5872,0.0127
2015-07-08,2.19665,0.54735,0.01275
2015-07-09,2.3166,0.5831,0.01275
2015-07-10,2.39995,0.643,0.014
2015-07-13,2.44555,0.67515,-0.00255
2015-07-14,2.3965,0.639,0.01265
2015-07-15,2.3548,0.631,0.0152
2015-07-16,2.3549,0.65925,0.0165
2015-07-17,2.346,0.66745,0.0165
2015-07-20,2.3787,0.70815,0.02535
2015-07-21,2.3298,0.6798,0.0305
2015-07-22,2.3262,0.70835,0.03305
2015-07-23,2.2686,0.69625,0.0343
2015-07-24,2.2615,0.68015,0.0343
2015-07-27,2.2149,0.65155,0.03305
2015-07-28,2.249,0.66795,0.0483
2015-07-29,2.2886,0.7058,0.0483
2015-07-30,2.2562,0.7255,0.0674
2015-07-31,2.1863,0.6665,0.06105
2015-08-03,2.1489,0.6626,0.0661
2015-08-04,2.2222,0.7341,0.08135
2015-08-05,2.269,0.7303,0.0788
2015-08-06,2.2259,0.70655,0.0381
2015-08-07,2.165,0.7189,0.061
2015-08-10,2.2314,0.727,0.0712
2015-08-11,2.1418,0.67505,0.1014
2015-08-12,2.1471,0.6671,0.09635
2015-08-13,2.188,0.70735,0.09125
2015-08-14,2.2004,0.7238,0.08365
2015-08-17,2.16865,0.70775,0.0583
2015-08-18,2.1916,0.72005,0.09025
2015-08-19,2.12825,0.6594,0.047
2015-08-20,2.0722,0.6554,0.0178
2015-08-21,2.04435,0.61885,0.0254
2015-08-24,2.01125,0.57815,0.01905
2015-08-25,2.07755,0.6066,0.0585
2015-08-26,2.1796,0.6779,0.05975
2015-08-27,2.19025,0.69365,0.0534
2015-08-28,2.1833,0.7196,0.05085
2015-08-31,2.2135,0.7375,0.0
2015-09-01,2.1586,0.71,0.0445
2015-09-02,2.187,0.7101,0.02285
2015-09-03,2.1622,0.6943,0.02035
2015-09-04,2.13055,0.70665,0.0305
2015-09-04,2.13055,0.70665,0.0305
2015-09-08,2.18545,0.7347,0.0305
2015-09-09,2.1944,0.7389,0.04055
2015-09-10,2.2265,0.735,0.02025
2015-09-11,2.1857,0.70735,0.0279
2015-09-14,2.1822,0.7276,0.0279
2015-09-15,2.2912,0.8085,0.06105
2015-09-16,2.2949,0.8088,0.061
2015-09-17,2.1912,0.68355,-0.00125
2015-09-18,2.1327,0.67565,-0.0127
2015-09-21,2.1985,0.70825,-0.01015
2015-09-22,2.131,0.6758,0.0051
2015-09-23,2.15055,0.70115,0.00385
2015-09-24,2.1275,0.68175,0.0
2015-09-25,2.1649,0.69375,-0.0178
2015-09-28,2.09755,0.6702,-0.00515
2015-09-29,2.05875,0.6506,0.0051
2015-09-30,2.0341,0.62695,0.0051
2015-10-01,2.04115,0.64675,-0.0216
2015-10-02,1.99025,0.5794,-0.00255
2015-10-05,2.05705,0.6071,-0.00255
2015-10-06,2.03415,0.6071,0.0
2015-10-07,2.06415,0.627,0.00505
2015-10-08,2.1013,0.6349,0.0
2015-10-09,2.089,0.639,0.0
2015-10-09,2.089,0.639,0.0
2015-10-13,2.04125,0.615,0.0
2015-10-14,1.9744,0.5507,-0.00515
2015-10-15,2.01835,0.5988,0.0
2015-10-16,2.03425,0.61085,0.00125
2015-10-19,2.0219,0.59465,0.0
2015-10-20,2.0679,0.63105,0.01525
2015-10-21,2.0272,0.62295,0.0051
2015-10-22,2.0272,0.6026,0.0
2015-10-23,2.0857,0.64335,0.0051
2015-10-26,2.0573,0.63515,0.01525
2015-10-27,2.0361,0.61885,0.01525
2015-10-28,2.1,0.70495,0.0356
2015-10-29,2.1716,0.72565,0.06225
2015-10-30,2.1448,0.72605,0.07625
2015-11-02,2.1754,0.75515,0.05595
2015-11-03,2.2168,0.76775,0.0659
2015-11-04,2.2259,0.8137,0.0659
2015-11-05,2.235,0.82755,0.03805
2015-11-06,2.3243,0.8879,0.0761
2015-11-09,2.34815,0.8881,0.0811
2015-11-10,2.3355,0.8724,0.1322
2015-11-10,2.3355,0.8724,0.1322
2015-11-12,2.3142,0.8726,0.1297
2015-11-13,2.2737,0.84885,0.11695
2015-11-16,2.2702,0.853,0.1042
2015-11-17,2.26665,0.8572,0.13985
2015-11-18,2.27195,0.87765,0.1322
2015-11-19,2.2456,0.89005,0.09405
2015-11-20,2.26315,0.91925,0.09915
2015-11-23,2.24205,0.92355,0.1144
2015-11-24,2.23855,0.92835,0.15765
2015-11-25,2.23325,0.9323,0.18055
2015-11-25,2.23325,0.9323,0.18055
2015-11-27,2.22095,0.9244,0.1678
2015-11-30,2.2069,0.9324,0.17165
2015-12-01,2.14395,0.90865,0.2111
2015-12-02,2.1771,0.9365,0.20595
2015-12-03,2.3198,0.9565,0.2047
2015-12-04,2.272,0.9448,0.2136
2015-12-07,2.23495,0.9329,0.23525
2015-12-08,2.22085,0.933,0.2772
2015-12-09,2.2103,0.921,0.2518
2015-12-10,2.23315,0.9452,0.234
2015-12-11,2.1314,0.877,0.22125
2015-12-14,2.2243,0.94555,0.2047
2015-12-15,2.2667,0.9659,0.2594
2015-12-16,2.2968,1.00655,0.25055
2015-12-17,2.2243,0.9864,0.2238
2015-12-18,2.2031,0.9502,0.178
2015-12-21,2.1943,0.9503,0.15765
2015-12-22,2.2366,0.97495,0.20855
2015-12-23,2.25785,0.98735,0.1958
2015-12-24,2.24105,1.00035,0.19835
2015-12-24,2.24105,1.00035,0.19835
2015-12-28,2.2313,1.00875,0.1945
2015-12-29,2.30765,1.09305,0.2187
2015-12-30,2.2934,1.0732,0.2085
2015-12-31,2.2685,1.0497,0.15765
2015-12-31,2.2685,1.0497,0.15765
2016-01-04,2.2419,1.03385,0.16275
2016-01-05,2.2383,1.0179,0.2136
2016-01-06,2.16935,0.978,0.2034
2016-01-07,2.1473,0.95,0.2009
2016-01-08,2.1147,0.9338,0.1958
2016-01-11,2.1745,0.9337,0.1869
2016-01-12,2.1041,0.92555,0.21615
2016-01-13,2.09005,0.91335,0.22125
2016-01-14,2.09,0.8971,0.2454
2016-01-15,2.0356,0.84795,0.23145
2016-01-15,2.0356,0.84795,0.23145
2016-01-19,2.05475,0.868,0.23905
2016-01-20,1.98675,0.8273,0.25945
2016-01-21,2.0267,0.83515,0.2772
2016-01-22,2.0563,0.87115,0.29755
2016-01-25,2.00555,0.85875,0.28485
2016-01-26,2.002,0.84215,0.3103
2016-01-27,2.00195,0.835,0.3103
2016-01-28,1.981,0.82115,0.3256
2016-01-29,1.92175,0.7757,0.3103
2016-02-01,1.9494,0.7994,0.30265
2016-02-02,1.85085,0.7401,0.346
2016-02-03,1.88175,0.7242,0.3307
2016-02-04,1.84545,0.7044,0.28995
2016-02-05,1.84175,0.72805,0.28485
2016-02-08,1.74745,0.6722,0.26835
2016-02-09,1.7294,0.69205,0.3103
2016-02-10,1.67235,0.692,0.3078
2016-02-11,1.66335,0.6559,0.2849
2016-02-12,1.74555,0.7117,0.28355
2016-02-12,1.74555,0.7117,0.28355
2016-02-16,1.77835,0.7197,0.2798
2016-02-17,1.8147,0.7439,0.30395
2016-02-18,1.74045,0.69535,0.2976
2016-02-19,1.74225,0.74385,0.2925
2016-02-22,1.75435,0.752,0.3052
2016-02-23,1.7148,0.7316,0.3269
2016-02-24,1.75095,0.75975,0.3256
2016-02-25,1.71315,0.7264,0.32305
2016-02-26,1.7632,0.7914,0.31285
2016-02-29,1.73735,0.78355,0.31795
2016-03-01,1.82575,0.847,0.3307
2016-03-02,1.8345,0.84315,0.3027
2016-03-03,1.83455,0.84325,0.27085
2016-03-04,1.87495,0.8636,0.2696
2016-03-07,1.90305,0.9077,0.2721
2016-03-08,1.8296,0.8679,0.31415
2016-03-09,1.8786,0.8921,0.29885
2016-03-10,1.935,0.92845,0.3154
2016-03-11,1.97945,0.95745,0.3167
2016-03-14,1.96005,0.9577,0.31795
2016-03-15,1.9672,0.96615,0.3383
2016-03-16,1.9125,0.86105,0.2976
2016-03-17,1.8967,0.86525,0.2823
2016-03-18,1.8758,0.8373,0.29125
2016-03-21,1.9164,0.8741,0.3001
2016-03-22,1.943,0.89055,0.3052
2016-03-23,1.87775,0.85395,0.3027
2016-03-24,1.89915,0.87105,0.28615
2016-03-24,1.89915,0.87105,0.28615
2016-03-28,1.8816,0.86705,0.26575
2016-03-29,1.80265,0.78625,0.23015
2016-03-30,1.8272,0.75865,0.1958
2016-03-31,1.76955,0.72305,0.20345
2016-04-01,1.77225,0.74615,0.22635
2016-04-04,1.76095,0.7341,0.1907
2016-04-05,1.7192,0.718,0.2289
2016-04-06,1.7575,0.7377,0.2251
2016-04-07,1.68625,0.6937,0.23015
2016-04-08,1.71585,0.69695,0.2276
2016-04-11,1.72105,0.6967,0.2187
2016-04-12,1.7752,0.7365,0.2365
2016-04-13,1.76475,0.7484,0.2314
2016-04-14,1.79105,0.7683,0.22125
2016-04-15,1.75265,0.7356,0.22125
2016-04-18,1.7702,0.74345,0.2085
2016-04-19,1.786,0.7594,0.2187
2016-04-20,1.84415,0.79575,0.2263
2016-04-21,1.8637,0.8038,0.2314
2016-04-22,1.89045,0.81975,0.234
2016-04-25,1.91365,0.832,0.2492
2016-04-26,1.9298,0.8628,0.2518
2016-04-27,1.8516,0.81925,0.2518
2016-04-28,1.8234,0.78755,0.2136
2016-04-29,1.83415,0.77965,0.20725
2016-05-02,1.87145,0.79155,0.1882
2016-05-03,1.7954,0.752,0.2085
2016-05-04,1.77605,0.7401,0.20345
2016-05-05,1.74095,0.7162,0.1907
2016-05-06,1.778,0.732,0.1882
2016-05-09,1.74985,0.70805,0.22
