Date,Instrument,Price1
2007-05-10,.OVX,27.09
2007-05-11,.OVX,26.41
2007-05-14,.OVX,27.23
2007-05-15,.OVX,27.89
2007-05-16,.OVX,27.07
2007-05-17,.OVX,24.86
2007-05-18,.OVX,24.71
2007-05-21,.OVX,24.67
2007-05-22,.OVX,26.03
2007-05-23,.OVX,26.35
2007-05-24,.OVX,26.63
2007-05-25,.OVX,25.81
2007-05-25,.OVX,25.81
2007-05-29,.OVX,27.83
2007-05-30,.OVX,28.61
2007-05-31,.OVX,28.44
2007-06-01,.OVX,27.39
2007-06-04,.OVX,27.36
2007-06-05,.OVX,26.7
2007-06-06,.OVX,25.94
2007-06-07,.OVX,26.11
2007-06-08,.OVX,26.51
2007-06-11,.OVX,25.99
2007-06-12,.OVX,25.81
2007-06-13,.OVX,26.07
2007-06-14,.OVX,26.35
2007-06-15,.OVX,26.41
2007-06-18,.OVX,27.15
2007-06-19,.OVX,26.72
2007-06-20,.OVX,27.14
2007-06-21,.OVX,28.0
2007-06-22,.OVX,28.16
2007-06-25,.OVX,28.01
2007-06-26,.OVX,27.79
2007-06-27,.OVX,28.06
2007-06-28,.OVX,27.95
2007-06-29,.OVX,27.44
2007-07-02,.OVX,27.52
2007-07-03,.OVX,27.45
2007-07-03,.OVX,27.45
2007-07-05,.OVX,27.33
2007-07-06,.OVX,27.4
2007-07-09,.OVX,28.25
2007-07-10,.OVX,27.37
2007-07-11,.OVX,27.69
2007-07-12,.OVX,27.35
2007-07-13,.OVX,27.06
2007-07-16,.OVX,28.0
2007-07-17,.OVX,27.46
2007-07-18,.OVX,27.91
2007-07-19,.OVX,27.4
2007-07-20,.OVX,26.69
2007-07-23,.OVX,27.09
2007-07-24,.OVX,27.42
2007-07-25,.OVX,26.84
2007-07-26,.OVX,27.79
2007-07-27,.OVX,27.25
2007-07-30,.OVX,30.16
2007-07-31,.OVX,30.69
2007-08-01,.OVX,29.73
2007-08-02,.OVX,29.68
2007-08-03,.OVX,29.32
2007-08-06,.OVX,32.49
2007-08-07,.OVX,29.48
2007-08-08,.OVX,27.07
2007-08-09,.OVX,29.73
2007-08-10,.OVX,30.87
2007-08-13,.OVX,30.82
2007-08-14,.OVX,30.23
2007-08-15,.OVX,31.14
2007-08-16,.OVX,37.02
2007-08-17,.OVX,35.46
2007-08-20,.OVX,34.16
2007-08-21,.OVX,34.33
2007-08-22,.OVX,31.93
2007-08-23,.OVX,29.85
2007-08-24,.OVX,28.67
2007-08-27,.OVX,28.98
2007-08-28,.OVX,28.81
2007-08-29,.OVX,28.88
2007-08-30,.OVX,28.99
2007-08-31,.OVX,28.86
2007-08-31,.OVX,28.86
2007-09-04,.OVX,29.49
2007-09-05,.OVX,30.29
2007-09-06,.OVX,31.11
2007-09-07,.OVX,31.39
2007-09-10,.OVX,30.82
2007-09-11,.OVX,31.3
2007-09-12,.OVX,30.25
2007-09-13,.OVX,30.37
2007-09-14,.OVX,29.37
2007-09-17,.OVX,29.72
2007-09-18,.OVX,29.77
2007-09-19,.OVX,28.93
2007-09-20,.OVX,30.57
2007-09-21,.OVX,30.3
2007-09-24,.OVX,29.19
2007-09-25,.OVX,28.79
2007-09-26,.OVX,28.4
2007-09-27,.OVX,27.77
2007-09-28,.OVX,29.32
2007-10-01,.OVX,30.53
2007-10-02,.OVX,30.74
2007-10-03,.OVX,30.62
2007-10-04,.OVX,30.12
2007-10-05,.OVX,29.57
2007-10-08,.OVX,31.07
2007-10-09,.OVX,30.59
2007-10-10,.OVX,30.24
2007-10-11,.OVX,29.2
2007-10-12,.OVX,28.61
2007-10-15,.OVX,28.4
2007-10-16,.OVX,29.8
2007-10-17,.OVX,31.66
2007-10-18,.OVX,32.04
2007-10-19,.OVX,32.39
2007-10-22,.OVX,32.27
2007-10-23,.OVX,32.15
2007-10-24,.OVX,31.34
2007-10-25,.OVX,31.11
2007-10-26,.OVX,32.74
2007-10-29,.OVX,32.61
2007-10-30,.OVX,34.65
2007-10-31,.OVX,37.46
2007-11-01,.OVX,39.71
2007-11-02,.OVX,39.99
2007-11-05,.OVX,40.14
2007-11-06,.OVX,41.2
2007-11-07,.OVX,41.37
2007-11-08,.OVX,40.84
2007-11-09,.OVX,37.06
2007-11-12,.OVX,39.65
2007-11-13,.OVX,38.69
2007-11-14,.OVX,35.8
2007-11-15,.OVX,34.56
2007-11-16,.OVX,32.72
2007-11-19,.OVX,31.45
2007-11-20,.OVX,33.94
2007-11-21,.OVX,34.38
2007-11-21,.OVX,34.38
2007-11-23,.OVX,36.08
2007-11-26,.OVX,35.95
2007-11-27,.OVX,34.34
2007-11-28,.OVX,34.94
2007-11-29,.OVX,36.47
2007-11-30,.OVX,37.26
2007-12-03,.OVX,38.51
2007-12-04,.OVX,37.36
2007-12-05,.OVX,36.0
2007-12-06,.OVX,34.42
2007-12-07,.OVX,35.01
2007-12-10,.OVX,35.94
2007-12-11,.OVX,35.22
2007-12-12,.OVX,34.58
2007-12-13,.OVX,35.41
2007-12-14,.OVX,34.44
2007-12-17,.OVX,33.44
2007-12-18,.OVX,31.79
2007-12-19,.OVX,31.42
2007-12-20,.OVX,29.17
2007-12-21,.OVX,26.91
2007-12-24,.OVX,27.48
2007-12-24,.OVX,27.48
2007-12-26,.OVX,27.46
2007-12-27,.OVX,32.07
2007-12-28,.OVX,33.48
2007-12-31,.OVX,36.35
2007-12-31,.OVX,36.35
2008-01-02,.OVX,37.23
2008-01-03,.OVX,36.47
2008-01-04,.OVX,34.5
2008-01-07,.OVX,35.18
2008-01-08,.OVX,34.61
2008-01-09,.OVX,33.93
2008-01-10,.OVX,33.48
2008-01-11,.OVX,32.12
2008-01-14,.OVX,32.73
2008-01-15,.OVX,33.6
2008-01-16,.OVX,33.56
2008-01-17,.OVX,32.12
2008-01-18,.OVX,31.46
2008-01-18,.OVX,31.46
2008-01-22,.OVX,37.14
2008-01-23,.OVX,32.96
2008-01-24,.OVX,32.96
2008-01-25,.OVX,31.96
2008-01-28,.OVX,33.18
2008-01-29,.OVX,32.05
2008-01-30,.OVX,30.64
2008-01-31,.OVX,30.24
2008-02-01,.OVX,29.77
2008-02-04,.OVX,30.59
2008-02-05,.OVX,31.59
2008-02-06,.OVX,31.74
2008-02-07,.OVX,30.77
2008-02-08,.OVX,31.31
2008-02-11,.OVX,31.94
2008-02-12,.OVX,32.66
2008-02-13,.OVX,31.45
2008-02-14,.OVX,30.8
2008-02-15,.OVX,30.17
2008-02-15,.OVX,30.17
2008-02-19,.OVX,33.59
2008-02-20,.OVX,36.25
2008-02-21,.OVX,34.74
2008-02-22,.OVX,34.47
2008-02-25,.OVX,33.87
2008-02-26,.OVX,33.89
2008-02-27,.OVX,33.57
2008-02-28,.OVX,35.35
2008-02-29,.OVX,34.82
2008-03-03,.OVX,36.45
2008-03-04,.OVX,34.85
2008-03-05,.OVX,37.61
2008-03-06,.OVX,38.27
2008-03-07,.OVX,37.85
2008-03-10,.OVX,39.71
2008-03-11,.OVX,40.92
2008-03-12,.OVX,41.7
2008-03-13,.OVX,41.07
2008-03-14,.OVX,41.12
2008-03-17,.OVX,46.81
2008-03-18,.OVX,42.3
2008-03-19,.OVX,46.33
2008-03-20,.OVX,43.76
2008-03-20,.OVX,43.76
2008-03-24,.OVX,40.56
2008-03-25,.OVX,39.85
2008-03-26,.OVX,39.29
2008-03-27,.OVX,39.88
2008-03-28,.OVX,38.52
2008-03-31,.OVX,39.32
2008-04-01,.OVX,39.72
2008-04-02,.OVX,39.96
2008-04-03,.OVX,40.77
2008-04-04,.OVX,39.62
2008-04-07,.OVX,42.14
2008-04-08,.OVX,41.28
2008-04-09,.OVX,41.58
2008-04-10,.OVX,41.61
2008-04-11,.OVX,38.1
2008-04-14,.OVX,39.7
2008-04-15,.OVX,40.36
2008-04-16,.OVX,40.51
2008-04-17,.OVX,40.59
2008-04-18,.OVX,39.94
2008-04-21,.OVX,36.32
2008-04-22,.OVX,39.79
2008-04-23,.OVX,38.11
2008-04-24,.OVX,37.66
2008-04-25,.OVX,37.91
2008-04-28,.OVX,39.52
2008-04-29,.OVX,39.34
2008-04-30,.OVX,38.52
2008-05-01,.OVX,38.8
2008-05-02,.OVX,38.81
2008-05-05,.OVX,40.15
2008-05-06,.OVX,38.79
2008-05-07,.OVX,38.62
2008-05-08,.OVX,38.07
2008-05-09,.OVX,37.43
2008-05-12,.OVX,37.55
2008-05-13,.OVX,38.11
2008-05-14,.OVX,36.8
2008-05-15,.OVX,38.77
2008-05-16,.OVX,38.17
2008-05-19,.OVX,38.51
2008-05-20,.OVX,37.46
2008-05-21,.OVX,38.69
2008-05-22,.OVX,40.11
2008-05-23,.OVX,38.61
2008-05-23,.OVX,38.61
2008-05-27,.OVX,40.74
2008-05-28,.OVX,40.52
2008-05-29,.OVX,41.38
2008-05-30,.OVX,42.3
2008-06-02,.OVX,43.1
2008-06-03,.OVX,41.75
2008-06-04,.OVX,40.77
2008-06-05,.OVX,41.37
2008-06-06,.OVX,52.03
2008-06-09,.OVX,45.57
2008-06-10,.OVX,48.13
2008-06-11,.OVX,48.4
2008-06-12,.OVX,50.17
2008-06-13,.OVX,49.19
2008-06-16,.OVX,50.45
2008-06-17,.OVX,48.51
2008-06-18,.OVX,46.15
2008-06-19,.OVX,46.62
2008-06-20,.OVX,47.16
2008-06-23,.OVX,44.29
2008-06-24,.OVX,44.49
2008-06-25,.OVX,43.97
2008-06-26,.OVX,44.68
2008-06-27,.OVX,43.83
2008-06-30,.OVX,45.11
2008-07-01,.OVX,46.45
2008-07-02,.OVX,46.05
2008-07-03,.OVX,44.39
2008-07-03,.OVX,44.39
2008-07-07,.OVX,46.38
2008-07-08,.OVX,48.41
2008-07-09,.OVX,47.01
2008-07-10,.OVX,46.91
2008-07-11,.OVX,47.67
2008-07-14,.OVX,47.24
2008-07-15,.OVX,50.89
2008-07-16,.OVX,52.02
2008-07-17,.OVX,53.88
2008-07-18,.OVX,53.73
2008-07-21,.OVX,51.46
2008-07-22,.OVX,50.94
2008-07-23,.OVX,51.54
2008-07-24,.OVX,50.7
2008-07-25,.OVX,48.84
2008-07-28,.OVX,49.28
2008-07-29,.OVX,48.38
2008-07-30,.OVX,47.17
2008-07-31,.OVX,47.02
2008-08-01,.OVX,46.83
2008-08-04,.OVX,48.0
2008-08-05,.OVX,48.47
2008-08-06,.OVX,48.41
2008-08-07,.OVX,46.99
2008-08-08,.OVX,45.7
2008-08-11,.OVX,45.57
2008-08-12,.OVX,45.93
2008-08-13,.OVX,46.86
2008-08-14,.OVX,46.68
2008-08-15,.OVX,48.35
2008-08-18,.OVX,46.62
2008-08-19,.OVX,44.77
2008-08-20,.OVX,44.03
2008-08-21,.OVX,45.14
2008-08-22,.OVX,43.63
2008-08-25,.OVX,44.48
2008-08-26,.OVX,46.96
2008-08-27,.OVX,48.21
2008-08-28,.OVX,49.1
2008-08-29,.OVX,50.22
2008-08-29,.OVX,50.22
2008-09-02,.OVX,46.69
2008-09-03,.OVX,45.08
2008-09-04,.OVX,44.79
2008-09-05,.OVX,44.85
2008-09-08,.OVX,45.2
2008-09-09,.OVX,45.65
2008-09-10,.OVX,45.35
2008-09-11,.OVX,46.98
2008-09-12,.OVX,45.75
2008-09-15,.OVX,45.75
2008-09-16,.OVX,51.56
2008-09-17,.OVX,52.44
2008-09-18,.OVX,54.57
2008-09-19,.OVX,52.73
2008-09-22,.OVX,57.47
2008-09-23,.OVX,54.76
2008-09-24,.OVX,53.99
2008-09-25,.OVX,52.39
2008-09-26,.OVX,52.7
2008-09-29,.OVX,64.21
2008-09-30,.OVX,59.56
2008-10-01,.OVX,57.99
2008-10-02,.OVX,57.85
2008-10-03,.OVX,56.41
2008-10-06,.OVX,65.02
2008-10-07,.OVX,64.12
2008-10-08,.OVX,62.6
2008-10-09,.OVX,61.58
2008-10-10,.OVX,70.52
2008-10-13,.OVX,70.52
2008-10-14,.OVX,70.52
2008-10-15,.OVX,70.52
2008-10-16,.OVX,75.09
2008-10-17,.OVX,70.04
2008-10-20,.OVX,69.38
2008-10-21,.OVX,71.76
2008-10-22,.OVX,83.79
2008-10-23,.OVX,81.88
2008-10-24,.OVX,84.59
2008-10-27,.OVX,82.51
2008-10-28,.OVX,92.9
2008-10-29,.OVX,79.85
2008-10-30,.OVX,80.35
2008-10-31,.OVX,80.56
2008-11-03,.OVX,84.07
2008-11-04,.OVX,83.2
2008-11-05,.OVX,83.63
2008-11-06,.OVX,90.25
2008-11-07,.OVX,85.63
2008-11-10,.OVX,87.35
2008-11-11,.OVX,87.41
2008-11-12,.OVX,79.79
2008-11-13,.OVX,82.27
2008-11-14,.OVX,79.78
2008-11-17,.OVX,80.66
2008-11-18,.OVX,75.77
2008-11-19,.OVX,71.6
2008-11-20,.OVX,79.09
2008-11-21,.OVX,79.7
2008-11-24,.OVX,78.32
2008-11-25,.OVX,81.68
2008-11-26,.OVX,66.47
2008-11-26,.OVX,66.47
2008-11-28,.OVX,80.26
2008-12-01,.OVX,85.31
2008-12-02,.OVX,86.36
2008-12-03,.OVX,88.45
2008-12-04,.OVX,89.34
2008-12-05,.OVX,93.08
2008-12-08,.OVX,92.64
2008-12-09,.OVX,98.93
2008-12-10,.OVX,95.9
2008-12-11,.OVX,100.42
2008-12-12,.OVX,93.05
2008-12-15,.OVX,93.05
2008-12-16,.OVX,93.05
2008-12-17,.OVX,95.12
2008-12-18,.OVX,90.93
2008-12-19,.OVX,86.67
2008-12-22,.OVX,87.63
2008-12-23,.OVX,91.81
2008-12-24,.OVX,90.36
2008-12-24,.OVX,90.36
2008-12-26,.OVX,89.33
2008-12-29,.OVX,95.91
2008-12-30,.OVX,95.88
2008-12-31,.OVX,88.93
2008-12-31,.OVX,88.93
2009-01-02,.OVX,87.67
2009-01-05,.OVX,82.11
2009-01-06,.OVX,79.58
2009-01-07,.OVX,85.46
2009-01-08,.OVX,85.46
2009-01-09,.OVX,80.66
2009-01-12,.OVX,80.66
2009-01-13,.OVX,81.54
2009-01-14,.OVX,76.68
2009-01-15,.OVX,76.22
2009-01-16,.OVX,74.4
2009-01-16,.OVX,74.4
2009-01-20,.OVX,81.83
2009-01-21,.OVX,79.85
2009-01-22,.OVX,81.81
2009-01-23,.OVX,81.31
2009-01-26,.OVX,80.91
2009-01-27,.OVX,83.76
2009-01-28,.OVX,81.57
2009-01-29,.OVX,79.41
2009-01-30,.OVX,77.1
2009-02-02,.OVX,77.89
2009-02-03,.OVX,72.98
2009-02-04,.OVX,70.92
2009-02-05,.OVX,69.23
2009-02-06,.OVX,70.09
2009-02-09,.OVX,68.81
2009-02-10,.OVX,69.82
2009-02-11,.OVX,69.46
2009-02-12,.OVX,68.49
2009-02-13,.OVX,66.06
2009-02-13,.OVX,66.06
2009-02-17,.OVX,76.12
2009-02-18,.OVX,76.8
2009-02-19,.OVX,76.71
2009-02-20,.OVX,74.89
2009-02-23,.OVX,76.36
2009-02-24,.OVX,72.48
2009-02-25,.OVX,69.11
2009-02-26,.OVX,67.7
2009-02-27,.OVX,68.54
2009-03-02,.OVX,76.61
2009-03-03,.OVX,73.1
2009-03-04,.OVX,72.08
2009-03-05,.OVX,72.6
2009-03-06,.OVX,72.36
2009-03-09,.OVX,71.35
2009-03-10,.OVX,78.02
2009-03-11,.OVX,69.24
2009-03-12,.OVX,69.64
2009-03-13,.OVX,65.0
2009-03-16,.OVX,69.68
2009-03-17,.OVX,67.71
2009-03-18,.OVX,65.36
2009-03-19,.OVX,79.59
2009-03-20,.OVX,62.99
2009-03-23,.OVX,66.42
2009-03-24,.OVX,60.82
2009-03-25,.OVX,60.96
2009-03-26,.OVX,59.08
2009-03-27,.OVX,59.28
2009-03-30,.OVX,64.31
2009-03-31,.OVX,78.01
2009-04-01,.OVX,65.06
2009-04-02,.OVX,62.97
2009-04-03,.OVX,61.86
2009-04-06,.OVX,58.62
2009-04-07,.OVX,58.58
2009-04-08,.OVX,56.84
2009-04-09,.OVX,54.97
2009-04-09,.OVX,54.97
2009-04-13,.OVX,57.85
2009-04-14,.OVX,67.77
2009-04-15,.OVX,55.57
2009-04-16,.OVX,69.95
2009-04-17,.OVX,50.12
2009-04-20,.OVX,60.84
2009-04-21,.OVX,54.75
2009-04-22,.OVX,53.6
2009-04-23,.OVX,53.88
2009-04-24,.OVX,52.81
2009-04-27,.OVX,56.75
2009-04-28,.OVX,55.41
2009-04-29,.OVX,53.71
2009-04-30,.OVX,52.75
2009-05-01,.OVX,50.2
2009-05-04,.OVX,49.01
2009-05-05,.OVX,47.4
2009-05-06,.OVX,46.88
2009-05-07,.OVX,47.4
2009-05-08,.OVX,44.89
2009-05-11,.OVX,45.23
2009-05-12,.OVX,44.98
2009-05-13,.OVX,46.85
2009-05-14,.OVX,45.66
2009-05-15,.OVX,46.01
2009-05-18,.OVX,42.21
2009-05-19,.OVX,41.25
2009-05-20,.OVX,40.74
2009-05-21,.OVX,41.56
2009-05-22,.OVX,40.95
2009-05-22,.OVX,40.95
2009-05-26,.OVX,41.97
2009-05-27,.OVX,41.94
2009-05-28,.OVX,40.81
2009-05-29,.OVX,41.32
2009-06-01,.OVX,42.46
2009-06-02,.OVX,42.15
2009-06-03,.OVX,45.29
2009-06-04,.OVX,46.14
2009-06-05,.OVX,45.75
2009-06-08,.OVX,46.6
2009-06-09,.OVX,45.89
2009-06-10,.OVX,46.97
2009-06-11,.OVX,47.25
2009-06-12,.OVX,46.39
2009-06-15,.OVX,46.84
2009-06-16,.OVX,47.4
2009-06-17,.OVX,47.32
2009-06-18,.OVX,46.64
2009-06-19,.OVX,45.16
2009-06-22,.OVX,46.95
2009-06-23,.OVX,45.55
2009-06-24,.OVX,44.46
2009-06-25,.OVX,41.0
2009-06-26,.OVX,40.33
2009-06-29,.OVX,41.26
2009-06-30,.OVX,42.78
2009-07-01,.OVX,43.01
2009-07-02,.OVX,45.67
2009-07-02,.OVX,45.67
2009-07-06,.OVX,49.37
2009-07-07,.OVX,50.25
2009-07-08,.OVX,52.66
2009-07-09,.OVX,51.51
2009-07-10,.OVX,50.88
2009-07-13,.OVX,49.58
2009-07-14,.OVX,48.0
2009-07-15,.OVX,46.79
2009-07-16,.OVX,45.63
2009-07-17,.OVX,44.79
2009-07-20,.OVX,44.65
2009-07-21,.OVX,44.24
2009-07-22,.OVX,44.36
2009-07-23,.OVX,42.34
2009-07-24,.OVX,40.72
2009-07-27,.OVX,42.46
2009-07-28,.OVX,42.97
2009-07-29,.OVX,46.14
2009-07-30,.OVX,45.57
2009-07-31,.OVX,45.72
2009-08-03,.OVX,47.92
2009-08-04,.OVX,47.18
2009-08-05,.OVX,46.7
2009-08-06,.OVX,46.02
2009-08-07,.OVX,45.38
2009-08-10,.OVX,45.7
2009-08-11,.OVX,46.23
2009-08-12,.OVX,45.44
2009-08-13,.OVX,44.79
2009-08-14,.OVX,45.88
2009-08-17,.OVX,46.92
2009-08-18,.OVX,44.5
2009-08-19,.OVX,45.14
2009-08-20,.OVX,45.72
2009-08-21,.OVX,45.68
2009-08-24,.OVX,45.39
2009-08-25,.OVX,45.51
2009-08-26,.OVX,45.97
2009-08-27,.OVX,43.98
2009-08-28,.OVX,43.21
2009-08-31,.OVX,47.09
2009-09-01,.OVX,46.53
2009-09-02,.OVX,45.81
2009-09-03,.OVX,44.6
2009-09-04,.OVX,44.24
2009-09-04,.OVX,44.24
2009-09-08,.OVX,45.91
2009-09-09,.OVX,46.37
2009-09-10,.OVX,44.83
2009-09-11,.OVX,45.07
2009-09-14,.OVX,45.38
2009-09-15,.OVX,43.93
2009-09-16,.OVX,42.4
2009-09-17,.OVX,42.36
2009-09-18,.OVX,41.67
2009-09-21,.OVX,41.4
2009-09-22,.OVX,40.38
2009-09-23,.OVX,41.23
2009-09-24,.OVX,44.28
2009-09-25,.OVX,44.27
2009-09-28,.OVX,43.91
2009-09-29,.OVX,43.74
2009-09-30,.OVX,45.23
2009-10-01,.OVX,45.59
2009-10-02,.OVX,45.22
2009-10-05,.OVX,45.14
2009-10-06,.OVX,45.47
2009-10-07,.OVX,45.25
2009-10-08,.OVX,43.36
2009-10-09,.OVX,43.6
2009-10-12,.OVX,43.2
2009-10-13,.OVX,41.54
2009-10-14,.OVX,42.09
2009-10-15,.OVX,40.09
2009-10-16,.OVX,36.91
2009-10-19,.OVX,38.41
2009-10-20,.OVX,39.06
2009-10-21,.OVX,39.96
2009-10-22,.OVX,40.47
2009-10-23,.OVX,39.5
2009-10-26,.OVX,40.57
2009-10-27,.OVX,39.82
2009-10-28,.OVX,41.24
2009-10-29,.OVX,39.41
2009-10-30,.OVX,41.13
2009-11-02,.OVX,41.78
2009-11-03,.OVX,41.58
2009-11-04,.OVX,40.6
2009-11-05,.OVX,38.98
2009-11-06,.OVX,38.7
2009-11-09,.OVX,39.06
2009-11-10,.OVX,38.12
2009-11-11,.OVX,37.89
2009-11-12,.OVX,38.78
2009-11-13,.OVX,38.67
2009-11-16,.OVX,37.56
2009-11-17,.OVX,37.01
2009-11-18,.OVX,35.69
2009-11-19,.OVX,36.99
2009-11-20,.OVX,36.8
2009-11-23,.OVX,35.67
2009-11-24,.OVX,37.06
2009-11-25,.OVX,36.57
2009-11-25,.OVX,36.57
2009-11-27,.OVX,43.36
2009-11-30,.OVX,41.17
2009-12-01,.OVX,40.23
2009-12-02,.OVX,40.29
2009-12-03,.OVX,40.56
2009-12-04,.OVX,41.18
2009-12-07,.OVX,42.49
2009-12-08,.OVX,42.19
2009-12-09,.OVX,43.08
2009-12-10,.OVX,42.9
2009-12-11,.OVX,43.05
2009-12-14,.OVX,42.16
2009-12-15,.OVX,41.54
2009-12-16,.OVX,39.89
2009-12-17,.OVX,39.08
2009-12-18,.OVX,40.58
2009-12-21,.OVX,39.25
2009-12-22,.OVX,37.81
2009-12-23,.OVX,36.0
2009-12-24,.OVX,35.18
2009-12-24,.OVX,35.18
2009-12-28,.OVX,36.48
2009-12-29,.OVX,35.78
2009-12-30,.OVX,34.95
2009-12-31,.OVX,36.26
2009-12-31,.OVX,36.26
2010-01-04,.OVX,35.44
2010-01-05,.OVX,34.27
2010-01-06,.OVX,34.4
2010-01-07,.OVX,33.61
2010-01-08,.OVX,31.34
2010-01-11,.OVX,30.0
2010-01-12,.OVX,31.61
2010-01-13,.OVX,32.75
2010-01-14,.OVX,30.86
2010-01-15,.OVX,29.8
2010-01-15,.OVX,29.8
2010-01-19,.OVX,28.52
2010-01-20,.OVX,31.15
2010-01-21,.OVX,32.51
2010-01-22,.OVX,34.85
2010-01-25,.OVX,33.33
2010-01-26,.OVX,33.78
2010-01-27,.OVX,34.23
2010-01-28,.OVX,33.28
2010-01-29,.OVX,34.05
2010-02-01,.OVX,32.45
2010-02-02,.OVX,32.44
2010-02-03,.OVX,34.65
2010-02-04,.OVX,38.51
2010-02-05,.OVX,39.99
2010-02-08,.OVX,39.53
2010-02-09,.OVX,38.74
2010-02-10,.OVX,37.91
2010-02-11,.OVX,36.04
2010-02-12,.OVX,36.04
2010-02-12,.OVX,36.04
2010-02-16,.OVX,36.15
2010-02-17,.OVX,35.38
2010-02-18,.OVX,33.36
2010-02-19,.OVX,34.63
2010-02-22,.OVX,33.68
2010-02-23,.OVX,34.88
2010-02-24,.OVX,33.46
2010-02-25,.OVX,33.56
2010-02-26,.OVX,32.82
2010-03-01,.OVX,34.29
2010-03-02,.OVX,34.88
2010-03-03,.OVX,34.53
2010-03-04,.OVX,33.54
2010-03-05,.OVX,32.67
2010-03-08,.OVX,33.22
2010-03-09,.OVX,33.19
2010-03-10,.OVX,33.28
2010-03-11,.OVX,32.7
2010-03-12,.OVX,32.11
2010-03-15,.OVX,33.38
2010-03-16,.OVX,33.22
2010-03-17,.OVX,32.47
2010-03-18,.OVX,31.73
2010-03-19,.OVX,31.85
2010-03-22,.OVX,29.57
2010-03-23,.OVX,29.23
2010-03-24,.OVX,29.34
2010-03-25,.OVX,30.13
2010-03-26,.OVX,30.1
2010-03-29,.OVX,30.17
2010-03-30,.OVX,29.56
2010-03-31,.OVX,29.61
2010-04-01,.OVX,29.24
2010-04-01,.OVX,29.24
2010-04-05,.OVX,29.65
2010-04-06,.OVX,28.8
2010-04-07,.OVX,29.04
2010-04-08,.OVX,29.25
2010-04-09,.OVX,29.15
2010-04-12,.OVX,27.02
2010-04-13,.OVX,27.26
2010-04-14,.OVX,27.14
2010-04-15,.OVX,26.9
2010-04-16,.OVX,27.16
2010-04-19,.OVX,29.02
2010-04-20,.OVX,27.8
2010-04-21,.OVX,27.67
2010-04-22,.OVX,27.65
2010-04-23,.OVX,26.68
2010-04-26,.OVX,28.02
2010-04-27,.OVX,30.34
2010-04-28,.OVX,30.68
2010-04-29,.OVX,29.53
2010-04-30,.OVX,30.25
2010-05-03,.OVX,30.18
2010-05-04,.OVX,32.67
2010-05-05,.OVX,35.61
2010-05-06,.OVX,39.73
2010-05-07,.OVX,42.61
2010-05-10,.OVX,40.05
2010-05-11,.OVX,38.87
2010-05-12,.OVX,36.96
2010-05-13,.OVX,36.46
2010-05-14,.OVX,40.46
2010-05-17,.OVX,41.13
2010-05-18,.OVX,42.96
2010-05-19,.OVX,44.03
2010-05-20,.OVX,46.46
2010-05-21,.OVX,44.57
2010-05-24,.OVX,44.9
2010-05-25,.OVX,45.8
2010-05-26,.OVX,43.45
2010-05-27,.OVX,40.7
2010-05-28,.OVX,40.49
2010-05-28,.OVX,40.49
2010-06-01,.OVX,46.06
2010-06-02,.OVX,42.92
2010-06-03,.OVX,41.72
2010-06-04,.OVX,47.15
2010-06-07,.OVX,46.78
2010-06-08,.OVX,43.85
2010-06-09,.OVX,42.55
2010-06-10,.OVX,38.91
2010-06-11,.OVX,39.37
2010-06-14,.OVX,39.72
2010-06-15,.OVX,37.72
2010-06-16,.OVX,37.38
2010-06-17,.OVX,36.29
2010-06-18,.OVX,35.25
2010-06-21,.OVX,35.36
2010-06-22,.OVX,35.47
2010-06-23,.OVX,36.76
2010-06-24,.OVX,37.41
2010-06-25,.OVX,35.82
2010-06-28,.OVX,36.71
2010-06-29,.OVX,39.16
2010-06-30,.OVX,39.5
2010-07-01,.OVX,41.22
2010-07-02,.OVX,39.19
2010-07-02,.OVX,39.19
2010-07-06,.OVX,40.24
2010-07-07,.OVX,37.75
2010-07-08,.OVX,35.78
2010-07-09,.OVX,34.57
2010-07-12,.OVX,33.2
2010-07-13,.OVX,32.87
2010-07-14,.OVX,33.16
2010-07-15,.OVX,33.24
2010-07-16,.OVX,34.13
2010-07-19,.OVX,34.03
2010-07-20,.OVX,32.43
2010-07-21,.OVX,33.88
2010-07-22,.OVX,33.59
2010-07-23,.OVX,32.44
2010-07-26,.OVX,33.07
2010-07-27,.OVX,32.91
2010-07-28,.OVX,33.79
2010-07-29,.OVX,31.57
2010-07-30,.OVX,31.52
2010-08-02,.OVX,31.62
2010-08-03,.OVX,32.09
2010-08-04,.OVX,31.76
2010-08-05,.OVX,31.32
2010-08-06,.OVX,30.9
2010-08-09,.OVX,31.31
2010-08-10,.OVX,32.08
2010-08-11,.OVX,34.18
2010-08-12,.OVX,34.84
2010-08-13,.OVX,34.62
2010-08-16,.OVX,35.41
2010-08-17,.OVX,33.56
2010-08-18,.OVX,33.9
2010-08-19,.OVX,34.18
2010-08-20,.OVX,33.73
2010-08-23,.OVX,33.56
2010-08-24,.OVX,34.84
2010-08-25,.OVX,33.24
2010-08-26,.OVX,33.08
2010-08-27,.OVX,32.13
2010-08-30,.OVX,32.99
2010-08-31,.OVX,34.51
2010-09-01,.OVX,33.25
2010-09-02,.OVX,32.66
2010-09-03,.OVX,32.11
2010-09-03,.OVX,32.11
2010-09-07,.OVX,33.28
2010-09-08,.OVX,32.82
2010-09-09,.OVX,31.81
2010-09-10,.OVX,31.37
2010-09-13,.OVX,31.72
2010-09-14,.OVX,32.07
