Date,Instrument,Close Price
2005-01-03,.5SP60,119.7733
2005-01-04,.5SP60,118.4197
2005-01-05,.5SP60,114.0027
2005-01-06,.5SP60,114.8348
2005-01-07,.5SP60,115.0344
2005-01-10,.5SP60,114.8556
2005-01-11,.5SP60,113.5135
2005-01-12,.5SP60,113.1287
2005-01-13,.5SP60,113.5487
2005-01-14,.5SP60,114.6255
2005-01-14,.5SP60,114.6255
2005-01-18,.5SP60,115.9166
2005-01-19,.5SP60,116.0071
2005-01-20,.5SP60,115.3872
2005-01-21,.5SP60,115.5029
2005-01-24,.5SP60,114.5431
2005-01-25,.5SP60,111.976
2005-01-26,.5SP60,112.106
2005-01-27,.5SP60,110.7904
2005-01-28,.5SP60,111.194
2005-01-31,.5SP60,110.8169
2005-02-01,.5SP60,111.7001
2005-02-02,.5SP60,112.7276
2005-02-03,.5SP60,112.563
2005-02-04,.5SP60,115.1074
2005-02-07,.5SP60,115.0513
2005-02-08,.5SP60,115.3529
2005-02-09,.5SP60,116.5304
2005-02-10,.5SP60,116.9952
2005-02-11,.5SP60,117.5519
2005-02-14,.5SP60,117.334
2005-02-15,.5SP60,117.8389
2005-02-16,.5SP60,117.5641
2005-02-17,.5SP60,117.4076
2005-02-18,.5SP60,116.7696
2005-02-18,.5SP60,116.7696
2005-02-22,.5SP60,113.9026
2005-02-23,.5SP60,114.1508
2005-02-24,.5SP60,114.2499
2005-02-25,.5SP60,116.907
2005-02-28,.5SP60,115.8639
2005-03-01,.5SP60,116.703
2005-03-02,.5SP60,115.9844
2005-03-03,.5SP60,116.6409
2005-03-04,.5SP60,119.0796
2005-03-07,.5SP60,119.7934
2005-03-08,.5SP60,118.8351
2005-03-09,.5SP60,114.8811
2005-03-10,.5SP60,116.4043
2005-03-11,.5SP60,113.9964
2005-03-14,.5SP60,116.1302
2005-03-15,.5SP60,115.6811
2005-03-16,.5SP60,113.7145
2005-03-17,.5SP60,115.278
2005-03-18,.5SP60,114.9265
2005-03-21,.5SP60,114.1429
2005-03-22,.5SP60,111.6934
2005-03-23,.5SP60,112.003
2005-03-24,.5SP60,112.3429
2005-03-24,.5SP60,112.3429
2005-03-28,.5SP60,111.7251
2005-03-29,.5SP60,112.06
2005-03-30,.5SP60,113.7727
2005-03-31,.5SP60,113.2151
2005-04-01,.5SP60,113.4713
2005-04-04,.5SP60,112.8092
2005-04-05,.5SP60,112.334
2005-04-06,.5SP60,113.1217
2005-04-07,.5SP60,114.3916
2005-04-08,.5SP60,113.5342
2005-04-11,.5SP60,113.9065
2005-04-12,.5SP60,115.304
2005-04-13,.5SP60,115.3538
2005-04-14,.5SP60,114.5035
2005-04-15,.5SP60,114.0594
2005-04-18,.5SP60,114.1917
2005-04-19,.5SP60,114.4228
2005-04-20,.5SP60,113.951
2005-04-21,.5SP60,114.9685
2005-04-22,.5SP60,115.4178
2005-04-25,.5SP60,116.9796
2005-04-26,.5SP60,116.6376
2005-04-27,.5SP60,117.6316
2005-04-28,.5SP60,116.3148
2005-04-29,.5SP60,119.1536
2005-05-02,.5SP60,119.1159
2005-05-03,.5SP60,119.1433
2005-05-04,.5SP60,120.2541
2005-05-05,.5SP60,120.9295
2005-05-06,.5SP60,119.7297
2005-05-09,.5SP60,122.2944
2005-05-10,.5SP60,122.1553
2005-05-11,.5SP60,122.7969
2005-05-12,.5SP60,121.3022
2005-05-13,.5SP60,119.5146
2005-05-16,.5SP60,120.909
2005-05-17,.5SP60,121.903
2005-05-18,.5SP60,122.8801
2005-05-19,.5SP60,124.4547
2005-05-20,.5SP60,125.3245
2005-05-23,.5SP60,124.8146
2005-05-24,.5SP60,123.3946
2005-05-25,.5SP60,122.1229
2005-05-26,.5SP60,121.6435
2005-05-27,.5SP60,122.1077
2005-05-27,.5SP60,122.1077
2005-05-31,.5SP60,122.7035
2005-06-01,.5SP60,124.5306
2005-06-02,.5SP60,124.2531
2005-06-03,.5SP60,124.3866
2005-06-06,.5SP60,124.6593
2005-06-07,.5SP60,125.8564
