date,MOVE,SPX,SKEWX,RVOL,VIX,VVIX,CESIUSD,GPR,Year_Week,GEP,Returns,Squared Returns
2006-05-31,67.1,1270.09,121.97,12.59,16.44,77.44,52.4,85.20877838134766,2006-05-01,63.11460213079887,0.8103035328110058,0.6565918152859966
2006-06-01,66.5,1285.71,128.02,13.11,14.52,74.08,48.5,102.57276916503906,2006-06-01,73.4704455604483,1.222333084067142,1.494098168405091
2006-06-02,65.5,1288.22,127.02,13.06,14.32,70.27,39.7,102.57276916503906,2006-06-01,73.4704455604483,0.19503256076287478,0.03803769975772445
2006-06-05,64.3,1265.29,120.42,14.28,16.65,77.38,40.4,102.57276916503906,2006-06-01,73.4704455604483,-1.796007563184398,3.225643167015559
2006-06-06,64.0,1263.85,121.79,13.84,17.34,78.66,41.2,102.57276916503906,2006-06-01,73.4704455604483,-0.11387271211589062,0.012966994564628501
2006-06-07,66.4,1256.15,120.81,14.0,17.8,73.86,40.5,102.57276916503906,2006-06-01,73.4704455604483,-0.6111130129850364,0.37345911463964926
2006-06-08,67.1,1257.93,120.19,14.01,18.35,78.12,40.0,102.57276916503906,2006-06-01,73.4704455604483,0.1416025184104818,0.020051273220190836
2006-06-09,66.1,1252.3,118.74,14.12,18.12,79.87,46.4,102.57276916503906,2006-06-01,73.4704455604483,-0.4485652263047778,0.2012107622498565
2006-06-12,64.3,1236.4,121.27,14.07,20.96,83.52,44.3,102.57276916503906,2006-06-01,73.4704455604483,-1.2777929312025478,1.632754775031199
2006-06-13,64.6,1223.69,121.55,13.97,23.81,93.2,44.4,102.57276916503906,2006-06-01,73.4704455604483,-1.033304723729569,1.0677186520818407
2006-06-14,64.3,1230.04,124.24,14.06,21.46,102.11,47.5,102.57276916503906,2006-06-01,73.4704455604483,0.517580514222648,0.2678895887029807
2006-06-15,64.2,1256.16,131.6,15.79,15.9,99.13,44.8,102.57276916503906,2006-06-01,73.4704455604483,2.101275928705346,4.415360528556515
2006-06-16,65.4,1251.54,128.32,14.6,17.25,106.93,46.7,102.57276916503906,2006-06-01,73.4704455604483,-0.3684655442854352,0.135766857325562
2006-06-19,66.3,1240.14,125.31,14.77,17.83,102.56,45.5,102.57276916503906,2006-06-01,73.4704455604483,-0.9150516555291496,0.8373195322866375
2006-06-20,66.8,1240.12,126.54,14.69,16.69,94.76,47.0,102.57276916503906,2006-06-01,73.4704455604483,-0.001612734148893403,2.600911435006929e-06
