Date,.DJI,.IXIC,.INX,.NDX,.SPX,.SPSUPX,.GSPTSE,.DJI squared,.IXIC squared,.INX squared,.NDX squared,.SPX squared,.SPSUPX squared,.GSPTSE squared
2004-09-02,1.1908764409721537,1.236373917225872,1.115009168915827,1.4681674226186536,1.115009168915827,1.1087258535215945,-0.2531107406543731,1.4181866976625035,1.5286204631964475,1.2432454467663632,2.1555155808387,1.2432454467663632,1.2292730182671883,0.06406504703460533
2004-09-03,-0.29279863810796636,-1.5573580380759071,-0.41936672660263924,-1.9147493458592106,-0.41936672660263924,-0.42590871196984575,-0.5311583202072004,0.08573104247787985,2.4253640587596386,0.17586845138141277,3.666265057468275,0.17586845138141277,0.18139823093181304,0.28212916112533487
2004-09-07,0.8017165049736578,0.7604599385219213,0.686377659437331,0.7277619041336291,0.686377659437331,0.7101761145737748,0.2985560849191314,0.6427493543471771,0.5782993180967643,0.4711142913746687,0.5296373891082055,0.4711142913746687,0.5043501137111034,0.08913573584223959
2004-09-08,-0.28487508925492483,-0.42704691234522085,-0.44959563033774286,-0.36757683822734005,-0.44959563033774286,-0.5090497394533997,-0.1742388852315341,0.08115381647800139,0.18236906534358674,0.20213623081879234,0.13511273200120813,0.20213623081879234,0.25913163723757415,0.030359189126727713
2004-09-09,-0.23550891228458717,1.0219722362716823,0.18884394666346146,1.0663685198987602,0.18884394666346146,0.2728843139664994,0.4684514887403044,0.055464447765469375,1.0444272517101432,0.03566203619143228,1.1371418202310726,0.03566203619143228,0.07446584880896703,0.21944679730300753
2004-09-10,0.23264898948090582,1.3103408559646912,0.49413649133039006,1.5311242482784255,0.49413649133039006,0.49171579615397015,-0.3031742530318241,0.05412555230648663,1.7169931588102796,0.24417087206430865,2.3443414636661735,0.24417087206430865,0.24178442418733273,0.0919146277014045
2004-09-13,0.01644389977169255,0.8447519016578728,0.16890844735176824,1.0097468500702533,0.16890844735176824,0.2190930428060032,1.7154745637988962,0.00027040183970147033,0.7136057753545925,0.028530063586785063,1.0195887012267986,0.028530063586785063,0.048001761405993146,2.942852979041013
2004-09-14,0.03287968971075837,0.26243029557618425,0.2227004447239269,0.4913156218824482,0.2227004447239269,0.166984771625988,-0.24497234115451821,0.00108107399547575,0.06886966003620343,0.04959548808023481,0.24139104030573683,0.04959548808023481,0.027883913954983363,0.06001144793072566
2004-09-15,-0.8447105715266455,-0.9905850272014689,-0.7079675588061688,-1.3384205664261162,-0.7079675588061688,-0.685616748781992,-0.3014220761098269,0.7135359496488721,0.9812586961157349,0.501218064321966,1.7913696126324057,0.501218064321966,0.4700703262103891,0.09085526796635829
2004-09-16,0.12820604563756255,0.3978324459847631,0.2789824749292645,0.1884748569943295,0.2789824749292645,0.3394097534260887,0.31072387047974936,0.01643679013802077,0.15827065507821944,0.07783122131765768,0.03552277171903296,0.07783122131765768,0.11519898072075833,0.09654932368591605
2004-09-17,0.3893711661272785,0.31514090740395384,0.4484810252381669,0.5857407219639958,0.4484810252381669,0.38989506325097223,0.42894292318172295,0.15160990501131671,0.0993137915193874,0.2011352299986773,0.3430921933669031,0.2011352299986773,0.15201816034747964,0.18399203134768147
2004-09-20,-0.7766512232403803,-0.10581013831072755,-0.5642578560893817,-0.11083753616262595,-0.5642578560893817,-0.545481235501959,0.11634645369071618,0.603187122560779,0.011195785369335295,0.31838692815858544,0.012284959422601415,0.31838692815858544,0.2975497782847437,0.013536497286405965
2004-09-21,0.3915987732160597,0.684732060988243,0.6306927412752903,0.782349138160859,0.6306927412752903,0.6684995648715627,1.2001715403041457,0.15334959918432295,0.46885799534520695,0.39777333389734026,0.6120701739810389,0.39777333389734026,0.44689166823346865,1.4404117261560256
2004-09-22,-1.3339472826170582,-1.863517278687327,-1.4035881334821465,-2.2316806082311054,-1.4035881334821465,-1.4098522159164983,-0.6598193770293711,1.7794153528014338,3.472696647966221,1.970059648451896,4.980398337154757,1.970059648451896,1.9876832707246606,0.43536161030342735
2004-09-23,-0.6975759166656986,0.03817461752447536,-0.46806451120232595,0.11032068848672869,-0.46806451120232595,-0.43534412516932136,0.06473494410981671,0.4866121595119897,0.0014573014231399812,0.2190843866470723,0.01217065430818583,0.2190843866470723,0.18952450731944173,0.004190612988901094
