tic,datadate,gvkeyx,conm,prccd
I0005,2000-01-03,000005,Dow Jones Industrials-30 Stk,11357.51000000
I0005,2000-01-04,000005,Dow Jones Industrials-30 Stk,10997.93000000
I0005,2000-01-05,000005,Dow Jones Industrials-30 Stk,11122.65000000
I0005,2000-01-06,000005,Dow Jones Industrials-30 Stk,11253.26000000
I0005,2000-01-07,000005,Dow Jones Industrials-30 Stk,11522.56000000
I0005,2000-01-10,000005,Dow Jones Industrials-30 Stk,11572.20000000
I0005,2000-01-11,000005,Dow Jones Industrials-30 Stk,11511.08000000
I0005,2000-01-12,000005,Dow Jones Industrials-30 Stk,11551.10000000
I0005,2000-01-13,000005,Dow Jones Industrials-30 Stk,11582.43000000
I0005,2000-01-14,000005,Dow Jones Industrials-30 Stk,11722.98000000
I0005,2000-01-18,000005,Dow Jones Industrials-30 Stk,11560.72000000
I0005,2000-01-19,000005,Dow Jones Industrials-30 Stk,11489.36000000
I0005,2000-01-20,000005,Dow Jones Industrials-30 Stk,11351.30000000
I0005,2000-01-21,000005,Dow Jones Industrials-30 Stk,11251.71000000
I0005,2000-01-24,000005,Dow Jones Industrials-30 Stk,11008.17000000
I0005,2000-01-25,000005,Dow Jones Industrials-30 Stk,11029.89000000
I0005,2000-01-26,000005,Dow Jones Industrials-30 Stk,11032.99000000
I0005,2000-01-27,000005,Dow Jones Industrials-30 Stk,11028.02000000
I0005,2000-01-28,000005,Dow Jones Industrials-30 Stk,10738.87000000
I0005,2000-01-31,000005,Dow Jones Industrials-30 Stk,10940.53000000
I0005,2000-02-01,000005,Dow Jones Industrials-30 Stk,11041.05000000
I0005,2000-02-02,000005,Dow Jones Industrials-30 Stk,11003.20000000
I0005,2000-02-03,000005,Dow Jones Industrials-30 Stk,11013.44000000
I0005,2000-02-04,000005,Dow Jones Industrials-30 Stk,10963.80000000
I0005,2000-02-07,000005,Dow Jones Industrials-30 Stk,10905.79000000
I0005,2000-02-08,000005,Dow Jones Industrials-30 Stk,10957.60000000
I0005,2000-02-09,000005,Dow Jones Industrials-30 Stk,10699.16000000
I0005,2000-02-10,000005,Dow Jones Industrials-30 Stk,10643.63000000
I0005,2000-02-11,000005,Dow Jones Industrials-30 Stk,10425.21000000
I0005,2000-02-14,000005,Dow Jones Industrials-30 Stk,10519.84000000
I0005,2000-02-15,000005,Dow Jones Industrials-30 Stk,10718.09000000
I0005,2000-02-16,000005,Dow Jones Industrials-30 Stk,10561.41000000
I0005,2000-02-17,000005,Dow Jones Industrials-30 Stk,10514.57000000
I0005,2000-02-18,000005,Dow Jones Industrials-30 Stk,10219.52000000
I0005,2000-02-22,000005,Dow Jones Industrials-30 Stk,10304.84000000
I0005,2000-02-23,000005,Dow Jones Industrials-30 Stk,10225.73000000
I0005,2000-02-24,000005,Dow Jones Industrials-30 Stk,10092.63000000
I0005,2000-02-25,000005,Dow Jones Industrials-30 Stk,9862.12000000
I0005,2000-02-28,000005,Dow Jones Industrials-30 Stk,10038.65000000
I0005,2000-02-29,000005,Dow Jones Industrials-30 Stk,10128.31000000
I0005,2000-03-01,000005,Dow Jones Industrials-30 Stk,10137.93000000
I0005,2000-03-02,000005,Dow Jones Industrials-30 Stk,10164.92000000
I0005,2000-03-03,000005,Dow Jones Industrials-30 Stk,10367.20000000
I0005,2000-03-06,000005,Dow Jones Industrials-30 Stk,10170.50000000
I0005,2000-03-07,000005,Dow Jones Industrials-30 Stk,9796.03000000
I0005,2000-03-08,000005,Dow Jones Industrials-30 Stk,9856.53000000
I0005,2000-03-09,000005,Dow Jones Industrials-30 Stk,10010.73000000
I0005,2000-03-10,000005,Dow Jones Industrials-30 Stk,9928.82000000
I0005,2000-03-13,000005,Dow Jones Industrials-30 Stk,9947.13000000
I0005,2000-03-14,000005,Dow Jones Industrials-30 Stk,9811.24000000
I0005,2000-03-15,000005,Dow Jones Industrials-30 Stk,10131.41000000
I0005,2000-03-16,000005,Dow Jones Industrials-30 Stk,10630.60000000
I0005,2000-03-17,000005,Dow Jones Industrials-30 Stk,10595.23000000
I0005,2000-03-20,000005,Dow Jones Industrials-30 Stk,10680.24000000
I0005,2000-03-21,000005,Dow Jones Industrials-30 Stk,10907.34000000
I0005,2000-03-22,000005,Dow Jones Industrials-30 Stk,10866.70000000
I0005,2000-03-23,000005,Dow Jones Industrials-30 Stk,11119.86000000
I0005,2000-03-24,000005,Dow Jones Industrials-30 Stk,11112.72000000
I0005,2000-03-27,000005,Dow Jones Industrials-30 Stk,11025.85000000
I0005,2000-03-28,000005,Dow Jones Industrials-30 Stk,10936.11000000
I0005,2000-03-29,000005,Dow Jones Industrials-30 Stk,11018.72000000
I0005,2000-03-30,000005,Dow Jones Industrials-30 Stk,10980.25000000
I0005,2000-03-31,000005,Dow Jones Industrials-30 Stk,10921.92000000
I0005,2000-04-03,000005,Dow Jones Industrials-30 Stk,11221.93000000
I0005,2000-04-04,000005,Dow Jones Industrials-30 Stk,11164.84000000
I0005,2000-04-05,000005,Dow Jones Industrials-30 Stk,11033.92000000
I0005,2000-04-06,000005,Dow Jones Industrials-30 Stk,11114.27000000
I0005,2000-04-07,000005,Dow Jones Industrials-30 Stk,11111.48000000
I0005,2000-04-10,000005,Dow Jones Industrials-30 Stk,11186.56000000
I0005,2000-04-11,000005,Dow Jones Industrials-30 Stk,11287.08000000
I0005,2000-04-12,000005,Dow Jones Industrials-30 Stk,11125.13000000
I0005,2000-04-13,000005,Dow Jones Industrials-30 Stk,10923.55000000
I0005,2000-04-14,000005,Dow Jones Industrials-30 Stk,10305.77000000
I0005,2000-04-17,000005,Dow Jones Industrials-30 Stk,10582.51000000
I0005,2000-04-18,000005,Dow Jones Industrials-30 Stk,10767.42000000
I0005,2000-04-19,000005,Dow Jones Industrials-30 Stk,10674.96000000
I0005,2000-04-20,000005,Dow Jones Industrials-30 Stk,10844.05000000
I0005,2000-04-24,000005,Dow Jones Industrials-30 Stk,10906.10000000
I0005,2000-04-25,000005,Dow Jones Industrials-30 Stk,11124.82000000
I0005,2000-04-26,000005,Dow Jones Industrials-30 Stk,10945.50000000
I0005,2000-04-27,000005,Dow Jones Industrials-30 Stk,10888.10000000
I0005,2000-04-28,000005,Dow Jones Industrials-30 Stk,10733.91000000
I0005,2000-05-01,000005,Dow Jones Industrials-30 Stk,10811.78000000
I0005,2000-05-02,000005,Dow Jones Industrials-30 Stk,10731.12000000
I0005,2000-05-03,000005,Dow Jones Industrials-30 Stk,10480.13000000
I0005,2000-05-04,000005,Dow Jones Industrials-30 Stk,10412.49000000
I0005,2000-05-05,000005,Dow Jones Industrials-30 Stk,10577.86000000
I0005,2000-05-08,000005,Dow Jones Industrials-30 Stk,10603.63000000
I0005,2000-05-09,000005,Dow Jones Industrials-30 Stk,10536.75000000
I0005,2000-05-10,000005,Dow Jones Industrials-30 Stk,10367.78000000
I0005,2000-05-11,000005,Dow Jones Industrials-30 Stk,10545.97000000
I0005,2000-05-12,000005,Dow Jones Industrials-30 Stk,10609.37000000
I0005,2000-05-15,000005,Dow Jones Industrials-30 Stk,10807.78000000
I0005,2000-05-16,000005,Dow Jones Industrials-30 Stk,10934.57000000
I0005,2000-05-17,000005,Dow Jones Industrials-30 Stk,10769.74000000
I0005,2000-05-18,000005,Dow Jones Industrials-30 Stk,10777.28000000
I0005,2000-05-19,000005,Dow Jones Industrials-30 Stk,10626.85000000
I0005,2000-05-22,000005,Dow Jones Industrials-30 Stk,10542.55000000
I0005,2000-05-23,000005,Dow Jones Industrials-30 Stk,10422.27000000
I0005,2000-05-24,000005,Dow Jones Industrials-30 Stk,10535.35000000
I0005,2000-05-25,000005,Dow Jones Industrials-30 Stk,10323.92000000
I0005,2000-05-26,000005,Dow Jones Industrials-30 Stk,10299.24000000
I0005,2000-05-30,000005,Dow Jones Industrials-30 Stk,10527.13000000
I0005,2000-05-31,000005,Dow Jones Industrials-30 Stk,10522.33000000
I0005,2000-06-01,000005,Dow Jones Industrials-30 Stk,10652.20000000
I0005,2000-06-02,000005,Dow Jones Industrials-30 Stk,10794.76000000
I0005,2000-06-05,000005,Dow Jones Industrials-30 Stk,10815.30000000
I0005,2000-06-06,000005,Dow Jones Industrials-30 Stk,10735.57000000
I0005,2000-06-07,000005,Dow Jones Industrials-30 Stk,10812.86000000
I0005,2000-06-08,000005,Dow Jones Industrials-30 Stk,10668.72000000
I0005,2000-06-09,000005,Dow Jones Industrials-30 Stk,10614.06000000
I0005,2000-06-12,000005,Dow Jones Industrials-30 Stk,10564.21000000
I0005,2000-06-13,000005,Dow Jones Industrials-30 Stk,10621.84000000
I0005,2000-06-14,000005,Dow Jones Industrials-30 Stk,10687.95000000
I0005,2000-06-15,000005,Dow Jones Industrials-30 Stk,10714.82000000
I0005,2000-06-16,000005,Dow Jones Industrials-30 Stk,10449.30000000
I0005,2000-06-19,000005,Dow Jones Industrials-30 Stk,10557.84000000
I0005,2000-06-20,000005,Dow Jones Industrials-30 Stk,10435.16000000
I0005,2000-06-21,000005,Dow Jones Industrials-30 Stk,10497.74000000
I0005,2000-06-22,000005,Dow Jones Industrials-30 Stk,10376.12000000
I0005,2000-06-23,000005,Dow Jones Industrials-30 Stk,10404.75000000
I0005,2000-06-26,000005,Dow Jones Industrials-30 Stk,10542.99000000
I0005,2000-06-27,000005,Dow Jones Industrials-30 Stk,10504.46000000
I0005,2000-06-28,000005,Dow Jones Industrials-30 Stk,10527.79000000
I0005,2000-06-29,000005,Dow Jones Industrials-30 Stk,10398.04000000
I0005,2000-06-30,000005,Dow Jones Industrials-30 Stk,10447.89000000
I0005,2000-07-03,000005,Dow Jones Industrials-30 Stk,10560.67000000
I0005,2000-07-05,000005,Dow Jones Industrials-30 Stk,10483.60000000
I0005,2000-07-06,000005,Dow Jones Industrials-30 Stk,10481.47000000
I0005,2000-07-07,000005,Dow Jones Industrials-30 Stk,10635.98000000
I0005,2000-07-10,000005,Dow Jones Industrials-30 Stk,10646.58000000
I0005,2000-07-11,000005,Dow Jones Industrials-30 Stk,10727.19000000
I0005,2000-07-12,000005,Dow Jones Industrials-30 Stk,10783.76000000
I0005,2000-07-13,000005,Dow Jones Industrials-30 Stk,10788.71000000
I0005,2000-07-14,000005,Dow Jones Industrials-30 Stk,10812.75000000
I0005,2000-07-17,000005,Dow Jones Industrials-30 Stk,10804.27000000
I0005,2000-07-18,000005,Dow Jones Industrials-30 Stk,10739.92000000
I0005,2000-07-19,000005,Dow Jones Industrials-30 Stk,10696.08000000
I0005,2000-07-20,000005,Dow Jones Industrials-30 Stk,10843.87000000
I0005,2000-07-21,000005,Dow Jones Industrials-30 Stk,10733.56000000
I0005,2000-07-24,000005,Dow Jones Industrials-30 Stk,10682.12000000
I0005,2000-07-25,000005,Dow Jones Industrials-30 Stk,10699.97000000
I0005,2000-07-26,000005,Dow Jones Industrials-30 Stk,10516.48000000
I0005,2000-07-27,000005,Dow Jones Industrials-30 Stk,10586.13000000
I0005,2000-07-28,000005,Dow Jones Industrials-30 Stk,10511.17000000
I0005,2000-07-31,000005,Dow Jones Industrials-30 Stk,10521.98000000
I0005,2000-08-01,000005,Dow Jones Industrials-30 Stk,10606.95000000
I0005,2000-08-02,000005,Dow Jones Industrials-30 Stk,10687.53000000
I0005,2000-08-03,000005,Dow Jones Industrials-30 Stk,10706.58000000
I0005,2000-08-04,000005,Dow Jones Industrials-30 Stk,10767.75000000
I0005,2000-08-07,000005,Dow Jones Industrials-30 Stk,10867.01000000
I0005,2000-08-08,000005,Dow Jones Industrials-30 Stk,10976.89000000
I0005,2000-08-09,000005,Dow Jones Industrials-30 Stk,10905.83000000
I0005,2000-08-10,000005,Dow Jones Industrials-30 Stk,10908.76000000
I0005,2000-08-11,000005,Dow Jones Industrials-30 Stk,11027.80000000
I0005,2000-08-14,000005,Dow Jones Industrials-30 Stk,11176.14000000
I0005,2000-08-15,000005,Dow Jones Industrials-30 Stk,11067.00000000
I0005,2000-08-16,000005,Dow Jones Industrials-30 Stk,11008.39000000
I0005,2000-08-17,000005,Dow Jones Industrials-30 Stk,11055.64000000
I0005,2000-08-18,000005,Dow Jones Industrials-30 Stk,11046.48000000
I0005,2000-08-21,000005,Dow Jones Industrials-30 Stk,11079.81000000
I0005,2000-08-22,000005,Dow Jones Industrials-30 Stk,11139.15000000
I0005,2000-08-23,000005,Dow Jones Industrials-30 Stk,11144.65000000
I0005,2000-08-24,000005,Dow Jones Industrials-30 Stk,11182.74000000
I0005,2000-08-25,000005,Dow Jones Industrials-30 Stk,11192.63000000
I0005,2000-08-28,000005,Dow Jones Industrials-30 Stk,11252.84000000
I0005,2000-08-29,000005,Dow Jones Industrials-30 Stk,11215.10000000
I0005,2000-08-30,000005,Dow Jones Industrials-30 Stk,11103.01000000
I0005,2000-08-31,000005,Dow Jones Industrials-30 Stk,11215.10000000
I0005,2000-09-01,000005,Dow Jones Industrials-30 Stk,11238.78000000
I0005,2000-09-05,000005,Dow Jones Industrials-30 Stk,11260.61000000
I0005,2000-09-06,000005,Dow Jones Industrials-30 Stk,11310.64000000
I0005,2000-09-07,000005,Dow Jones Industrials-30 Stk,11259.87000000
I0005,2000-09-08,000005,Dow Jones Industrials-30 Stk,11220.65000000
I0005,2000-09-11,000005,Dow Jones Industrials-30 Stk,11195.49000000
I0005,2000-09-12,000005,Dow Jones Industrials-30 Stk,11233.23000000
I0005,2000-09-13,000005,Dow Jones Industrials-30 Stk,11182.18000000
I0005,2000-09-14,000005,Dow Jones Industrials-30 Stk,11087.47000000
I0005,2000-09-15,000005,Dow Jones Industrials-30 Stk,10927.06000000
I0005,2000-09-18,000005,Dow Jones Industrials-30 Stk,10808.52000000
I0005,2000-09-19,000005,Dow Jones Industrials-30 Stk,10789.29000000
I0005,2000-09-20,000005,Dow Jones Industrials-30 Stk,10687.92000000
I0005,2000-09-21,000005,Dow Jones Industrials-30 Stk,10765.52000000
I0005,2000-09-22,000005,Dow Jones Industrials-30 Stk,10847.37000000
I0005,2000-09-25,000005,Dow Jones Industrials-30 Stk,10808.15000000
I0005,2000-09-26,000005,Dow Jones Industrials-30 Stk,10631.32000000
I0005,2000-09-27,000005,Dow Jones Industrials-30 Stk,10628.36000000
I0005,2000-09-28,000005,Dow Jones Industrials-30 Stk,10824.06000000
I0005,2000-09-29,000005,Dow Jones Industrials-30 Stk,10650.92000000
I0005,2000-10-02,000005,Dow Jones Industrials-30 Stk,10700.13000000
I0005,2000-10-03,000005,Dow Jones Industrials-30 Stk,10719.74000000
I0005,2000-10-04,000005,Dow Jones Industrials-30 Stk,10784.48000000
I0005,2000-10-05,000005,Dow Jones Industrials-30 Stk,10724.92000000
I0005,2000-10-06,000005,Dow Jones Industrials-30 Stk,10596.54000000
I0005,2000-10-09,000005,Dow Jones Industrials-30 Stk,10568.43000000
I0005,2000-10-10,000005,Dow Jones Industrials-30 Stk,10524.40000000
I0005,2000-10-11,000005,Dow Jones Industrials-30 Stk,10413.79000000
I0005,2000-10-12,000005,Dow Jones Industrials-30 Stk,10034.58000000
I0005,2000-10-13,000005,Dow Jones Industrials-30 Stk,10192.18000000
I0005,2000-10-16,000005,Dow Jones Industrials-30 Stk,10238.80000000
I0005,2000-10-17,000005,Dow Jones Industrials-30 Stk,10089.71000000
I0005,2000-10-18,000005,Dow Jones Industrials-30 Stk,9975.02000000
I0005,2000-10-19,000005,Dow Jones Industrials-30 Stk,10142.98000000
I0005,2000-10-20,000005,Dow Jones Industrials-30 Stk,10226.59000000
I0005,2000-10-23,000005,Dow Jones Industrials-30 Stk,10271.72000000
I0005,2000-10-24,000005,Dow Jones Industrials-30 Stk,10393.07000000
I0005,2000-10-25,000005,Dow Jones Industrials-30 Stk,10326.48000000
I0005,2000-10-26,000005,Dow Jones Industrials-30 Stk,10380.12000000
I0005,2000-10-27,000005,Dow Jones Industrials-30 Stk,10590.62000000
I0005,2000-10-30,000005,Dow Jones Industrials-30 Stk,10835.77000000
I0005,2000-10-31,000005,Dow Jones Industrials-30 Stk,10971.14000000
I0005,2000-11-01,000005,Dow Jones Industrials-30 Stk,10899.47000000
I0005,2000-11-02,000005,Dow Jones Industrials-30 Stk,10880.51000000
I0005,2000-11-03,000005,Dow Jones Industrials-30 Stk,10817.95000000
I0005,2000-11-06,000005,Dow Jones Industrials-30 Stk,10977.21000000
I0005,2000-11-07,000005,Dow Jones Industrials-30 Stk,10952.18000000
I0005,2000-11-08,000005,Dow Jones Industrials-30 Stk,10907.06000000
I0005,2000-11-09,000005,Dow Jones Industrials-30 Stk,10834.25000000
I0005,2000-11-10,000005,Dow Jones Industrials-30 Stk,10602.95000000
I0005,2000-11-13,000005,Dow Jones Industrials-30 Stk,10517.25000000
I0005,2000-11-14,000005,Dow Jones Industrials-30 Stk,10681.06000000
I0005,2000-11-15,000005,Dow Jones Industrials-30 Stk,10707.60000000
I0005,2000-11-16,000005,Dow Jones Industrials-30 Stk,10656.03000000
I0005,2000-11-17,000005,Dow Jones Industrials-30 Stk,10629.87000000
I0005,2000-11-20,000005,Dow Jones Industrials-30 Stk,10462.65000000
I0005,2000-11-21,000005,Dow Jones Industrials-30 Stk,10494.50000000
I0005,2000-11-22,000005,Dow Jones Industrials-30 Stk,10399.32000000
I0005,2000-11-24,000005,Dow Jones Industrials-30 Stk,10470.23000000
I0005,2000-11-27,000005,Dow Jones Industrials-30 Stk,10546.07000000
I0005,2000-11-28,000005,Dow Jones Industrials-30 Stk,10507.58000000
I0005,2000-11-29,000005,Dow Jones Industrials-30 Stk,10629.11000000
I0005,2000-11-30,000005,Dow Jones Industrials-30 Stk,10414.49000000
I0005,2000-12-01,000005,Dow Jones Industrials-30 Stk,10373.54000000
I0005,2000-12-04,000005,Dow Jones Industrials-30 Stk,10560.95000000
I0005,2000-12-05,000005,Dow Jones Industrials-30 Stk,10898.72000000
I0005,2000-12-06,000005,Dow Jones Industrials-30 Stk,10664.38000000
I0005,2000-12-07,000005,Dow Jones Industrials-30 Stk,10617.36000000
I0005,2000-12-08,000005,Dow Jones Industrials-30 Stk,10712.91000000
I0005,2000-12-11,000005,Dow Jones Industrials-30 Stk,10725.80000000
I0005,2000-12-12,000005,Dow Jones Industrials-30 Stk,10768.27000000
I0005,2000-12-13,000005,Dow Jones Industrials-30 Stk,10794.44000000
I0005,2000-12-14,000005,Dow Jones Industrials-30 Stk,10674.99000000
I0005,2000-12-15,000005,Dow Jones Industrials-30 Stk,10434.96000000
I0005,2000-12-18,000005,Dow Jones Industrials-30 Stk,10645.42000000
I0005,2000-12-19,000005,Dow Jones Industrials-30 Stk,10584.37000000
I0005,2000-12-20,000005,Dow Jones Industrials-30 Stk,10318.93000000
I0005,2000-12-21,000005,Dow Jones Industrials-30 Stk,10487.29000000
I0005,2000-12-22,000005,Dow Jones Industrials-30 Stk,10635.56000000
I0005,2000-12-26,000005,Dow Jones Industrials-30 Stk,10692.44000000
I0005,2000-12-27,000005,Dow Jones Industrials-30 Stk,10803.16000000
I0005,2000-12-28,000005,Dow Jones Industrials-30 Stk,10868.76000000
I0005,2000-12-29,000005,Dow Jones Industrials-30 Stk,10786.85000000
I0005,2001-01-02,000005,Dow Jones Industrials-30 Stk,10646.15000000
I0005,2001-01-03,000005,Dow Jones Industrials-30 Stk,10945.75000000
I0005,2001-01-04,000005,Dow Jones Industrials-30 Stk,10912.41000000
I0005,2001-01-05,000005,Dow Jones Industrials-30 Stk,10662.01000000
I0005,2001-01-08,000005,Dow Jones Industrials-30 Stk,10621.35000000
I0005,2001-01-09,000005,Dow Jones Industrials-30 Stk,10572.55000000
I0005,2001-01-10,000005,Dow Jones Industrials-30 Stk,10604.27000000
I0005,2001-01-11,000005,Dow Jones Industrials-30 Stk,10609.55000000
I0005,2001-01-12,000005,Dow Jones Industrials-30 Stk,10525.38000000
I0005,2001-01-16,000005,Dow Jones Industrials-30 Stk,10652.66000000
I0005,2001-01-17,000005,Dow Jones Industrials-30 Stk,10584.34000000
I0005,2001-01-18,000005,Dow Jones Industrials-30 Stk,10678.28000000
I0005,2001-01-19,000005,Dow Jones Industrials-30 Stk,10587.59000000
I0005,2001-01-22,000005,Dow Jones Industrials-30 Stk,10578.24000000
I0005,2001-01-23,000005,Dow Jones Industrials-30 Stk,10649.81000000
I0005,2001-01-24,000005,Dow Jones Industrials-30 Stk,10646.97000000
I0005,2001-01-25,000005,Dow Jones Industrials-30 Stk,10729.52000000
I0005,2001-01-26,000005,Dow Jones Industrials-30 Stk,10659.98000000
I0005,2001-01-29,000005,Dow Jones Industrials-30 Stk,10702.19000000
I0005,2001-01-30,000005,Dow Jones Industrials-30 Stk,10881.20000000
I0005,2001-01-31,000005,Dow Jones Industrials-30 Stk,10887.36000000
I0005,2001-02-01,000005,Dow Jones Industrials-30 Stk,10983.63000000
I0005,2001-02-02,000005,Dow Jones Industrials-30 Stk,10864.10000000
I0005,2001-02-05,000005,Dow Jones Industrials-30 Stk,10965.85000000
I0005,2001-02-06,000005,Dow Jones Industrials-30 Stk,10957.42000000
I0005,2001-02-07,000005,Dow Jones Industrials-30 Stk,10946.72000000
I0005,2001-02-08,000005,Dow Jones Industrials-30 Stk,10880.55000000
I0005,2001-02-09,000005,Dow Jones Industrials-30 Stk,10781.45000000
I0005,2001-02-12,000005,Dow Jones Industrials-30 Stk,10946.77000000
I0005,2001-02-13,000005,Dow Jones Industrials-30 Stk,10903.32000000
I0005,2001-02-14,000005,Dow Jones Industrials-30 Stk,10795.41000000
I0005,2001-02-15,000005,Dow Jones Industrials-30 Stk,10891.02000000
I0005,2001-02-16,000005,Dow Jones Industrials-30 Stk,10799.82000000
I0005,2001-02-20,000005,Dow Jones Industrials-30 Stk,10730.88000000
I0005,2001-02-21,000005,Dow Jones Industrials-30 Stk,10526.58000000
I0005,2001-02-22,000005,Dow Jones Industrials-30 Stk,10526.81000000
I0005,2001-02-23,000005,Dow Jones Industrials-30 Stk,10441.90000000
I0005,2001-02-26,000005,Dow Jones Industrials-30 Stk,10642.53000000
I0005,2001-02-27,000005,Dow Jones Industrials-30 Stk,10636.88000000
I0005,2001-02-28,000005,Dow Jones Industrials-30 Stk,10495.28000000
I0005,2001-03-01,000005,Dow Jones Industrials-30 Stk,10450.14000000
I0005,2001-03-02,000005,Dow Jones Industrials-30 Stk,10466.31000000
I0005,2001-03-05,000005,Dow Jones Industrials-30 Stk,10562.30000000
I0005,2001-03-06,000005,Dow Jones Industrials-30 Stk,10591.22000000
I0005,2001-03-07,000005,Dow Jones Industrials-30 Stk,10729.60000000
I0005,2001-03-08,000005,Dow Jones Industrials-30 Stk,10858.25000000
I0005,2001-03-09,000005,Dow Jones Industrials-30 Stk,10644.62000000
I0005,2001-03-12,000005,Dow Jones Industrials-30 Stk,10208.25000000
I0005,2001-03-13,000005,Dow Jones Industrials-30 Stk,10290.80000000
I0005,2001-03-14,000005,Dow Jones Industrials-30 Stk,9973.46000000
I0005,2001-03-15,000005,Dow Jones Industrials-30 Stk,10031.28000000
I0005,2001-03-16,000005,Dow Jones Industrials-30 Stk,9823.41000000
I0005,2001-03-19,000005,Dow Jones Industrials-30 Stk,9959.11000000
I0005,2001-03-20,000005,Dow Jones Industrials-30 Stk,9720.76000000
I0005,2001-03-21,000005,Dow Jones Industrials-30 Stk,9487.00000000
I0005,2001-03-22,000005,Dow Jones Industrials-30 Stk,9389.48000000
I0005,2001-03-23,000005,Dow Jones Industrials-30 Stk,9504.78000000
I0005,2001-03-26,000005,Dow Jones Industrials-30 Stk,9687.53000000
I0005,2001-03-27,000005,Dow Jones Industrials-30 Stk,9947.54000000
I0005,2001-03-28,000005,Dow Jones Industrials-30 Stk,9785.35000000
I0005,2001-03-29,000005,Dow Jones Industrials-30 Stk,9799.06000000
I0005,2001-03-30,000005,Dow Jones Industrials-30 Stk,9878.79000000
I0005,2001-04-02,000005,Dow Jones Industrials-30 Stk,9777.93000000
I0005,2001-04-03,000005,Dow Jones Industrials-30 Stk,9485.71000000
I0005,2001-04-04,000005,Dow Jones Industrials-30 Stk,9515.42000000
I0005,2001-04-05,000005,Dow Jones Industrials-30 Stk,9918.05000000
I0005,2001-04-06,000005,Dow Jones Industrials-30 Stk,9791.09000000
I0005,2001-04-09,000005,Dow Jones Industrials-30 Stk,9845.15000000
I0005,2001-04-10,000005,Dow Jones Industrials-30 Stk,10102.74000000
I0005,2001-04-11,000005,Dow Jones Industrials-30 Stk,10013.47000000
I0005,2001-04-12,000005,Dow Jones Industrials-30 Stk,10126.94000000
I0005,2001-04-16,000005,Dow Jones Industrials-30 Stk,10158.56000000
I0005,2001-04-17,000005,Dow Jones Industrials-30 Stk,10216.73000000
I0005,2001-04-18,000005,Dow Jones Industrials-30 Stk,10615.83000000
I0005,2001-04-19,000005,Dow Jones Industrials-30 Stk,10693.71000000
I0005,2001-04-20,000005,Dow Jones Industrials-30 Stk,10579.85000000
I0005,2001-04-23,000005,Dow Jones Industrials-30 Stk,10532.23000000
I0005,2001-04-24,000005,Dow Jones Industrials-30 Stk,10454.34000000
I0005,2001-04-25,000005,Dow Jones Industrials-30 Stk,10625.20000000
I0005,2001-04-26,000005,Dow Jones Industrials-30 Stk,10692.35000000
I0005,2001-04-27,000005,Dow Jones Industrials-30 Stk,10810.05000000
I0005,2001-04-30,000005,Dow Jones Industrials-30 Stk,10734.97000000
I0005,2001-05-01,000005,Dow Jones Industrials-30 Stk,10898.34000000
I0005,2001-05-02,000005,Dow Jones Industrials-30 Stk,10876.68000000
I0005,2001-05-03,000005,Dow Jones Industrials-30 Stk,10796.65000000
I0005,2001-05-04,000005,Dow Jones Industrials-30 Stk,10951.24000000
I0005,2001-05-07,000005,Dow Jones Industrials-30 Stk,10935.17000000
I0005,2001-05-08,000005,Dow Jones Industrials-30 Stk,10883.51000000
I0005,2001-05-09,000005,Dow Jones Industrials-30 Stk,10866.46000000
I0005,2001-05-10,000005,Dow Jones Industrials-30 Stk,10910.44000000
I0005,2001-05-11,000005,Dow Jones Industrials-30 Stk,10821.31000000
I0005,2001-05-14,000005,Dow Jones Industrials-30 Stk,10877.33000000
I0005,2001-05-15,000005,Dow Jones Industrials-30 Stk,10872.97000000
I0005,2001-05-16,000005,Dow Jones Industrials-30 Stk,11215.92000000
I0005,2001-05-17,000005,Dow Jones Industrials-30 Stk,11248.58000000
I0005,2001-05-18,000005,Dow Jones Industrials-30 Stk,11301.74000000
I0005,2001-05-21,000005,Dow Jones Industrials-30 Stk,11337.92000000
I0005,2001-05-22,000005,Dow Jones Industrials-30 Stk,11257.24000000
I0005,2001-05-23,000005,Dow Jones Industrials-30 Stk,11105.51000000
I0005,2001-05-24,000005,Dow Jones Industrials-30 Stk,11122.42000000
I0005,2001-05-25,000005,Dow Jones Industrials-30 Stk,11005.37000000
I0005,2001-05-29,000005,Dow Jones Industrials-30 Stk,11039.14000000
I0005,2001-05-30,000005,Dow Jones Industrials-30 Stk,10872.64000000
I0005,2001-05-31,000005,Dow Jones Industrials-30 Stk,10911.94000000
I0005,2001-06-01,000005,Dow Jones Industrials-30 Stk,10990.41000000
I0005,2001-06-04,000005,Dow Jones Industrials-30 Stk,11061.52000000
I0005,2001-06-05,000005,Dow Jones Industrials-30 Stk,11175.84000000
I0005,2001-06-06,000005,Dow Jones Industrials-30 Stk,11070.24000000
I0005,2001-06-07,000005,Dow Jones Industrials-30 Stk,11090.74000000
I0005,2001-06-08,000005,Dow Jones Industrials-30 Stk,10977.00000000
I0005,2001-06-11,000005,Dow Jones Industrials-30 Stk,10922.09000000
I0005,2001-06-12,000005,Dow Jones Industrials-30 Stk,10948.38000000
I0005,2001-06-13,000005,Dow Jones Industrials-30 Stk,10871.62000000
I0005,2001-06-14,000005,Dow Jones Industrials-30 Stk,10690.13000000
I0005,2001-06-15,000005,Dow Jones Industrials-30 Stk,10623.64000000
