tic,datadate,gvkeyx,conm,prccd
ENE.I,2011-05-24,128798,SP500 Energy .S,552.44465900
ENE.I,2011-05-25,128798,SP500 Energy .S,560.47261500
ENE.I,2011-05-26,128798,SP500 Energy .S,563.45261800
ENE.I,2011-05-27,128798,SP500 Energy .S,564.60133900
ENE.I,2011-05-31,128798,SP500 Energy .S,570.47152100
ENE.I,2011-06-01,128798,SP500 Energy .S,557.30722400
ENE.I,2011-06-02,128798,SP500 Energy .S,556.31729500
ENE.I,2011-06-03,128798,SP500 Energy .S,556.49417400
ENE.I,2011-06-06,128798,SP500 Energy .S,545.22130400
ENE.I,2011-06-07,128798,SP500 Energy .S,544.54028700
ENE.I,2011-06-08,128798,SP500 Energy .S,546.83816400
ENE.I,2011-06-09,128798,SP500 Energy .S,553.60497100
ENE.I,2011-06-10,128798,SP500 Energy .S,543.19780800
ENE.I,2011-06-13,128798,SP500 Energy .S,535.77920500
ENE.I,2011-06-14,128798,SP500 Energy .S,546.43040200
ENE.I,2011-06-15,128798,SP500 Energy .S,534.24142200
ENE.I,2011-06-16,128798,SP500 Energy .S,535.64012300
ENE.I,2011-06-17,128798,SP500 Energy .S,534.24903000
ENE.I,2011-06-20,128798,SP500 Energy .S,536.24346200
ENE.I,2011-06-21,128798,SP500 Energy .S,546.02878600
ENE.I,2011-06-22,128798,SP500 Energy .S,543.68458800
ENE.I,2011-06-23,128798,SP500 Energy .S,537.40103500
ENE.I,2011-06-24,128798,SP500 Energy .S,527.04927900
ENE.I,2011-06-27,128798,SP500 Energy .S,530.79620000
ENE.I,2011-06-28,128798,SP500 Energy .S,545.12852100
ENE.I,2011-06-29,128798,SP500 Energy .S,551.14333800
ENE.I,2011-06-30,128798,SP500 Energy .S,559.46469700
ENE.I,2011-07-01,128798,SP500 Energy .S,564.86486700
ENE.I,2011-07-05,128798,SP500 Energy .S,567.42732100
ENE.I,2011-07-06,128798,SP500 Energy .S,566.41985800
ENE.I,2011-07-07,128798,SP500 Energy .S,574.11299900
ENE.I,2011-07-08,128798,SP500 Energy .S,570.14532400
ENE.I,2011-07-11,128798,SP500 Energy .S,558.50376500
ENE.I,2011-07-12,128798,SP500 Energy .S,556.76525100
ENE.I,2011-07-13,128798,SP500 Energy .S,560.58298600
ENE.I,2011-07-14,128798,SP500 Energy .S,557.79564200
ENE.I,2011-07-15,128798,SP500 Energy .S,570.83805800
ENE.I,2011-07-18,128798,SP500 Energy .S,568.30290500
ENE.I,2011-07-19,128798,SP500 Energy .S,577.87338300
ENE.I,2011-07-20,128798,SP500 Energy .S,575.98555800
ENE.I,2011-07-21,128798,SP500 Energy .S,587.34472000
ENE.I,2011-07-22,128798,SP500 Energy .S,590.09070300
ENE.I,2011-07-25,128798,SP500 Energy .S,587.26822600
ENE.I,2011-07-26,128798,SP500 Energy .S,584.28920000
ENE.I,2011-07-27,128798,SP500 Energy .S,573.62011600
ENE.I,2011-07-28,128798,SP500 Energy .S,569.59612800
ENE.I,2011-07-29,128798,SP500 Energy .S,563.02401700
ENE.I,2011-08-01,128798,SP500 Energy .S,562.53785900
ENE.I,2011-08-02,128798,SP500 Energy .S,547.48645600
ENE.I,2011-08-03,128798,SP500 Energy .S,544.39627700
ENE.I,2011-08-04,128798,SP500 Energy .S,507.43649600
ENE.I,2011-08-05,128798,SP500 Energy .S,506.81361600
ENE.I,2011-08-08,128798,SP500 Energy .S,464.87621300
ENE.I,2011-08-09,128798,SP500 Energy .S,486.38857800
ENE.I,2011-08-10,128798,SP500 Energy .S,468.00448200
ENE.I,2011-08-11,128798,SP500 Energy .S,492.20456100
ENE.I,2011-08-12,128798,SP500 Energy .S,495.52950900
ENE.I,2011-08-15,128798,SP500 Energy .S,512.33733900
ENE.I,2011-08-16,128798,SP500 Energy .S,503.64713200
ENE.I,2011-08-17,128798,SP500 Energy .S,505.95522100
ENE.I,2011-08-18,128798,SP500 Energy .S,477.21500300
ENE.I,2011-08-19,128798,SP500 Energy .S,469.33112700
ENE.I,2011-08-22,128798,SP500 Energy .S,466.75419100
ENE.I,2011-08-23,128798,SP500 Energy .S,488.12690600
ENE.I,2011-08-24,128798,SP500 Energy .S,490.23726200
ENE.I,2011-08-25,128798,SP500 Energy .S,479.27433000
ENE.I,2011-08-26,128798,SP500 Energy .S,487.62220100
ENE.I,2011-08-29,128798,SP500 Energy .S,501.56937500
ENE.I,2011-08-30,128798,SP500 Energy .S,503.21270100
ENE.I,2011-08-31,128798,SP500 Energy .S,506.51574500
ENE.I,2011-09-01,128798,SP500 Energy .S,502.12435900
ENE.I,2011-09-02,128798,SP500 Energy .S,489.40010500
ENE.I,2011-09-06,128798,SP500 Energy .S,483.84060800
ENE.I,2011-09-07,128798,SP500 Energy .S,501.50054200
ENE.I,2011-09-08,128798,SP500 Energy .S,495.38219600
ENE.I,2011-09-09,128798,SP500 Energy .S,479.27810100
ENE.I,2011-09-12,128798,SP500 Energy .S,481.81835300
ENE.I,2011-09-13,128798,SP500 Energy .S,483.01346800
ENE.I,2011-09-14,128798,SP500 Energy .S,489.21262400
ENE.I,2011-09-15,128798,SP500 Energy .S,499.00374800
ENE.I,2011-09-16,128798,SP500 Energy .S,498.61085400
ENE.I,2011-09-19,128798,SP500 Energy .S,491.32400100
ENE.I,2011-09-20,128798,SP500 Energy .S,488.28839700
ENE.I,2011-09-21,128798,SP500 Energy .S,468.86081700
ENE.I,2011-09-22,128798,SP500 Energy .S,444.01707400
ENE.I,2011-09-23,128798,SP500 Energy .S,440.57038900
ENE.I,2011-09-26,128798,SP500 Energy .S,456.24338300
ENE.I,2011-09-27,128798,SP500 Energy .S,463.12032800
ENE.I,2011-09-28,128798,SP500 Energy .S,449.19601300
ENE.I,2011-09-29,128798,SP500 Energy .S,455.47447500
ENE.I,2011-09-30,128798,SP500 Energy .S,442.78540300
ENE.I,2011-10-03,128798,SP500 Energy .S,428.24810900
ENE.I,2011-10-04,128798,SP500 Energy .S,441.75171000
ENE.I,2011-10-05,128798,SP500 Energy .S,456.50373800
ENE.I,2011-10-06,128798,SP500 Energy .S,463.76536600
ENE.I,2011-10-07,128798,SP500 Energy .S,458.09759900
ENE.I,2011-10-10,128798,SP500 Energy .S,478.53654700
ENE.I,2011-10-11,128798,SP500 Energy .S,478.77057200
ENE.I,2011-10-12,128798,SP500 Energy .S,482.45906800
ENE.I,2011-10-13,128798,SP500 Energy .S,480.96719900
ENE.I,2011-10-14,128798,SP500 Energy .S,498.16747000
ENE.I,2011-10-17,128798,SP500 Energy .S,489.73911000
ENE.I,2011-10-18,128798,SP500 Energy .S,504.50194800
ENE.I,2011-10-19,128798,SP500 Energy .S,499.85049800
ENE.I,2011-10-20,128798,SP500 Energy .S,503.16543100
ENE.I,2011-10-21,128798,SP500 Energy .S,512.36490100
ENE.I,2011-10-24,128798,SP500 Energy .S,518.25183800
ENE.I,2011-10-25,128798,SP500 Energy .S,507.86175800
ENE.I,2011-10-26,128798,SP500 Energy .S,519.27140700
ENE.I,2011-10-27,128798,SP500 Energy .S,539.31599000
ENE.I,2011-10-28,128798,SP500 Energy .S,541.85156800
ENE.I,2011-10-31,128798,SP500 Energy .S,517.85378900
ENE.I,2011-11-01,128798,SP500 Energy .S,501.73982300
ENE.I,2011-11-02,128798,SP500 Energy .S,516.05326200
ENE.I,2011-11-03,128798,SP500 Energy .S,528.90402700
ENE.I,2011-11-04,128798,SP500 Energy .S,528.15071900
ENE.I,2011-11-07,128798,SP500 Energy .S,531.95589900
ENE.I,2011-11-08,128798,SP500 Energy .S,539.15150700
ENE.I,2011-11-09,128798,SP500 Energy .S,516.19476200
ENE.I,2011-11-10,128798,SP500 Energy .S,525.24916500
ENE.I,2011-11-11,128798,SP500 Energy .S,534.89028300
ENE.I,2011-11-14,128798,SP500 Energy .S,528.39642400
ENE.I,2011-11-15,128798,SP500 Energy .S,527.60064000
ENE.I,2011-11-16,128798,SP500 Energy .S,519.55212100
ENE.I,2011-11-17,128798,SP500 Energy .S,508.53411900
ENE.I,2011-11-18,128798,SP500 Energy .S,506.09123600
ENE.I,2011-11-21,128798,SP500 Energy .S,497.56007800
ENE.I,2011-11-22,128798,SP500 Energy .S,492.80645200
ENE.I,2011-11-23,128798,SP500 Energy .S,478.52020100
ENE.I,2011-11-25,128798,SP500 Energy .S,474.51166100
ENE.I,2011-11-28,128798,SP500 Energy .S,491.48337900
ENE.I,2011-11-29,128798,SP500 Energy .S,498.99318700
ENE.I,2011-11-30,128798,SP500 Energy .S,526.40863900
ENE.I,2011-12-01,128798,SP500 Energy .S,522.75984100
ENE.I,2011-12-02,128798,SP500 Energy .S,522.32310600
ENE.I,2011-12-05,128798,SP500 Energy .S,528.47426000
ENE.I,2011-12-06,128798,SP500 Energy .S,528.84966500
ENE.I,2011-12-07,128798,SP500 Energy .S,525.02624900
ENE.I,2011-12-08,128798,SP500 Energy .S,511.58097900
ENE.I,2011-12-09,128798,SP500 Energy .S,522.91234900
ENE.I,2011-12-12,128798,SP500 Energy .S,510.60998000
ENE.I,2011-12-13,128798,SP500 Energy .S,507.97813300
ENE.I,2011-12-14,128798,SP500 Energy .S,494.17712800
ENE.I,2011-12-15,128798,SP500 Energy .S,493.01757700
ENE.I,2011-12-16,128798,SP500 Energy .S,497.39918300
ENE.I,2011-12-19,128798,SP500 Energy .S,489.19999500
ENE.I,2011-12-20,128798,SP500 Energy .S,508.52178500
ENE.I,2011-12-21,128798,SP500 Energy .S,514.41899300
ENE.I,2011-12-22,128798,SP500 Energy .S,520.29233400
ENE.I,2011-12-23,128798,SP500 Energy .S,524.47223600
ENE.I,2011-12-27,128798,SP500 Energy .S,525.49007000
ENE.I,2011-12-28,128798,SP500 Energy .S,515.62304900
ENE.I,2011-12-29,128798,SP500 Energy .S,521.61506700
ENE.I,2011-12-30,128798,SP500 Energy .S,520.80585700
ENE.I,2012-01-03,128798,SP500 Energy .S,534.38212700
ENE.I,2012-01-04,128798,SP500 Energy .S,535.16005800
ENE.I,2012-01-05,128798,SP500 Energy .S,531.90970700
ENE.I,2012-01-06,128798,SP500 Energy .S,529.03810600
ENE.I,2012-01-09,128798,SP500 Energy .S,532.05838800
ENE.I,2012-01-10,128798,SP500 Energy .S,535.88807900
ENE.I,2012-01-11,128798,SP500 Energy .S,528.83862900
ENE.I,2012-01-12,128798,SP500 Energy .S,524.35768400
ENE.I,2012-01-13,128798,SP500 Energy .S,522.47218800
ENE.I,2012-01-17,128798,SP500 Energy .S,526.30330900
ENE.I,2012-01-18,128798,SP500 Energy .S,534.24624500
ENE.I,2012-01-19,128798,SP500 Energy .S,536.42625800
ENE.I,2012-01-20,128798,SP500 Energy .S,536.99900600
ENE.I,2012-01-23,128798,SP500 Energy .S,540.53976100
ENE.I,2012-01-24,128798,SP500 Energy .S,539.09908500
ENE.I,2012-01-25,128798,SP500 Energy .S,544.77880100
ENE.I,2012-01-26,128798,SP500 Energy .S,537.55766000
ENE.I,2012-01-27,128798,SP500 Energy .S,535.33517500
ENE.I,2012-01-30,128798,SP500 Energy .S,533.06080000
ENE.I,2012-01-31,128798,SP500 Energy .S,528.53368000
ENE.I,2012-02-01,128798,SP500 Energy .S,530.95054200
ENE.I,2012-02-02,128798,SP500 Energy .S,533.50943600
ENE.I,2012-02-03,128798,SP500 Energy .S,543.29219400
ENE.I,2012-02-06,128798,SP500 Energy .S,549.33744800
ENE.I,2012-02-07,128798,SP500 Energy .S,552.03168900
ENE.I,2012-02-08,128798,SP500 Energy .S,549.01319600
ENE.I,2012-02-09,128798,SP500 Energy .S,548.72062000
ENE.I,2012-02-10,128798,SP500 Energy .S,542.98265100
ENE.I,2012-02-13,128798,SP500 Energy .S,547.40574800
ENE.I,2012-02-14,128798,SP500 Energy .S,548.52513200
ENE.I,2012-02-15,128798,SP500 Energy .S,546.77168600
ENE.I,2012-02-16,128798,SP500 Energy .S,553.53484500
ENE.I,2012-02-17,128798,SP500 Energy .S,555.03424700
ENE.I,2012-02-21,128798,SP500 Energy .S,559.62329600
ENE.I,2012-02-22,128798,SP500 Energy .S,560.73507900
ENE.I,2012-02-23,128798,SP500 Energy .S,563.48772500
ENE.I,2012-02-24,128798,SP500 Energy .S,565.66366500
ENE.I,2012-02-27,128798,SP500 Energy .S,563.98195200
ENE.I,2012-02-28,128798,SP500 Energy .S,563.14146900
ENE.I,2012-02-29,128798,SP500 Energy .S,557.36375400
ENE.I,2012-03-01,128798,SP500 Energy .S,562.46623700
ENE.I,2012-03-02,128798,SP500 Energy .S,556.18917000
ENE.I,2012-03-05,128798,SP500 Energy .S,554.40814200
ENE.I,2012-03-06,128798,SP500 Energy .S,545.37021400
ENE.I,2012-03-07,128798,SP500 Energy .S,548.82829400
ENE.I,2012-03-08,128798,SP500 Energy .S,551.55941700
ENE.I,2012-03-09,128798,SP500 Energy .S,550.79602300
ENE.I,2012-03-12,128798,SP500 Energy .S,549.17964700
ENE.I,2012-03-13,128798,SP500 Energy .S,556.15960100
ENE.I,2012-03-14,128798,SP500 Energy .S,550.59175800
ENE.I,2012-03-15,128798,SP500 Energy .S,551.30952400
ENE.I,2012-03-16,128798,SP500 Energy .S,557.68798800
ENE.I,2012-03-19,128798,SP500 Energy .S,560.97903100
ENE.I,2012-03-20,128798,SP500 Energy .S,552.97081300
ENE.I,2012-03-21,128798,SP500 Energy .S,547.21373400
ENE.I,2012-03-22,128798,SP500 Energy .S,535.84191900
ENE.I,2012-03-23,128798,SP500 Energy .S,541.00635400
ENE.I,2012-03-26,128798,SP500 Energy .S,545.94897500
ENE.I,2012-03-27,128798,SP500 Energy .S,540.82956000
ENE.I,2012-03-28,128798,SP500 Energy .S,534.18512200
ENE.I,2012-03-29,128798,SP500 Energy .S,534.41692100
ENE.I,2012-03-30,128798,SP500 Energy .S,538.43387300
ENE.I,2012-04-02,128798,SP500 Energy .S,543.40826600
ENE.I,2012-04-03,128798,SP500 Energy .S,538.06395900
ENE.I,2012-04-04,128798,SP500 Energy .S,531.52434600
ENE.I,2012-04-05,128798,SP500 Energy .S,528.71576100
ENE.I,2012-04-09,128798,SP500 Energy .S,521.98813600
ENE.I,2012-04-10,128798,SP500 Energy .S,511.89003800
ENE.I,2012-04-11,128798,SP500 Energy .S,511.99888900
ENE.I,2012-04-12,128798,SP500 Energy .S,522.63732600
ENE.I,2012-04-13,128798,SP500 Energy .S,514.39276300
ENE.I,2012-04-16,128798,SP500 Energy .S,513.04280900
ENE.I,2012-04-17,128798,SP500 Energy .S,522.04039400
ENE.I,2012-04-18,128798,SP500 Energy .S,521.00795100
ENE.I,2012-04-19,128798,SP500 Energy .S,519.53383800
ENE.I,2012-04-20,128798,SP500 Energy .S,519.06275700
ENE.I,2012-04-23,128798,SP500 Energy .S,518.49701700
ENE.I,2012-04-24,128798,SP500 Energy .S,522.32276000
ENE.I,2012-04-25,128798,SP500 Energy .S,526.88303500
ENE.I,2012-04-26,128798,SP500 Energy .S,530.76672700
ENE.I,2012-04-27,128798,SP500 Energy .S,530.48955700
ENE.I,2012-04-30,128798,SP500 Energy .S,533.14728500
ENE.I,2012-05-01,128798,SP500 Energy .S,540.67734700
ENE.I,2012-05-02,128798,SP500 Energy .S,532.00440500
ENE.I,2012-05-03,128798,SP500 Energy .S,524.11303600
ENE.I,2012-05-04,128798,SP500 Energy .S,512.75530400
ENE.I,2012-05-07,128798,SP500 Energy .S,511.65255400
ENE.I,2012-05-08,128798,SP500 Energy .S,509.76871300
ENE.I,2012-05-09,128798,SP500 Energy .S,506.16385500
ENE.I,2012-05-10,128798,SP500 Energy .S,508.03486800
ENE.I,2012-05-11,128798,SP500 Energy .S,504.41523300
ENE.I,2012-05-14,128798,SP500 Energy .S,496.59146000
ENE.I,2012-05-15,128798,SP500 Energy .S,489.22205100
ENE.I,2012-05-16,128798,SP500 Energy .S,486.94970900
ENE.I,2012-05-17,128798,SP500 Energy .S,483.62716700
ENE.I,2012-05-18,128798,SP500 Energy .S,480.27082000
ENE.I,2012-05-21,128798,SP500 Energy .S,490.45134100
ENE.I,2012-05-22,128798,SP500 Energy .S,488.86671900
ENE.I,2012-05-23,128798,SP500 Energy .S,490.76961200
ENE.I,2012-05-24,128798,SP500 Energy .S,490.47726600
ENE.I,2012-05-25,128798,SP500 Energy .S,488.89853200
ENE.I,2012-05-29,128798,SP500 Energy .S,495.38080300
ENE.I,2012-05-30,128798,SP500 Energy .S,480.65463900
ENE.I,2012-05-31,128798,SP500 Energy .S,476.51227500
ENE.I,2012-06-01,128798,SP500 Energy .S,466.44435900
ENE.I,2012-06-04,128798,SP500 Energy .S,466.27430500
ENE.I,2012-06-05,128798,SP500 Energy .S,469.08629900
ENE.I,2012-06-06,128798,SP500 Energy .S,483.83969200
ENE.I,2012-06-07,128798,SP500 Energy .S,484.71232800
ENE.I,2012-06-08,128798,SP500 Energy .S,484.72522200
ENE.I,2012-06-11,128798,SP500 Energy .S,479.06814800
ENE.I,2012-06-12,128798,SP500 Energy .S,485.26924900
ENE.I,2012-06-13,128798,SP500 Energy .S,479.95999600
ENE.I,2012-06-14,128798,SP500 Energy .S,487.97006800
ENE.I,2012-06-15,128798,SP500 Energy .S,496.70573600
ENE.I,2012-06-18,128798,SP500 Energy .S,492.54044300
ENE.I,2012-06-19,128798,SP500 Energy .S,499.52068300
ENE.I,2012-06-20,128798,SP500 Energy .S,497.99595900
ENE.I,2012-06-21,128798,SP500 Energy .S,478.11719000
ENE.I,2012-06-22,128798,SP500 Energy .S,480.17073000
ENE.I,2012-06-25,128798,SP500 Energy .S,471.13001200
ENE.I,2012-06-26,128798,SP500 Energy .S,476.37710500
ENE.I,2012-06-27,128798,SP500 Energy .S,485.34427900
ENE.I,2012-06-28,128798,SP500 Energy .S,488.24912300
ENE.I,2012-06-29,128798,SP500 Energy .S,503.27080400
ENE.I,2012-07-02,128798,SP500 Energy .S,503.12801000
ENE.I,2012-07-03,128798,SP500 Energy .S,514.04025200
ENE.I,2012-07-05,128798,SP500 Energy .S,506.98907000
ENE.I,2012-07-06,128798,SP500 Energy .S,501.52255000
ENE.I,2012-07-09,128798,SP500 Energy .S,498.66845000
ENE.I,2012-07-10,128798,SP500 Energy .S,491.77238500
ENE.I,2012-07-11,128798,SP500 Energy .S,498.59170600
ENE.I,2012-07-12,128798,SP500 Energy .S,496.49330900
ENE.I,2012-07-13,128798,SP500 Energy .S,505.18300700
ENE.I,2012-07-16,128798,SP500 Energy .S,506.67417900
ENE.I,2012-07-17,128798,SP500 Energy .S,512.56668000
ENE.I,2012-07-18,128798,SP500 Energy .S,516.81525900
ENE.I,2012-07-19,128798,SP500 Energy .S,517.78469700
ENE.I,2012-07-20,128798,SP500 Energy .S,518.10999300
ENE.I,2012-07-23,128798,SP500 Energy .S,513.10507400
ENE.I,2012-07-24,128798,SP500 Energy .S,505.94075300
ENE.I,2012-07-25,128798,SP500 Energy .S,506.64470900
ENE.I,2012-07-26,128798,SP500 Energy .S,520.17797700
ENE.I,2012-07-27,128798,SP500 Energy .S,528.23004200
ENE.I,2012-07-30,128798,SP500 Energy .S,529.55389600
ENE.I,2012-07-31,128798,SP500 Energy .S,523.70105100
ENE.I,2012-08-01,128798,SP500 Energy .S,526.22960600
ENE.I,2012-08-02,128798,SP500 Energy .S,517.51420700
ENE.I,2012-08-03,128798,SP500 Energy .S,529.71730600
ENE.I,2012-08-06,128798,SP500 Energy .S,530.47585500
ENE.I,2012-08-07,128798,SP500 Energy .S,537.49667400
ENE.I,2012-08-08,128798,SP500 Energy .S,538.40479000
ENE.I,2012-08-09,128798,SP500 Energy .S,540.35685800
ENE.I,2012-08-10,128798,SP500 Energy .S,542.10442600
ENE.I,2012-08-13,128798,SP500 Energy .S,539.37942800
ENE.I,2012-08-14,128798,SP500 Energy .S,538.86810200
ENE.I,2012-08-15,128798,SP500 Energy .S,537.28962100
ENE.I,2012-08-16,128798,SP500 Energy .S,542.48876300
ENE.I,2012-08-17,128798,SP500 Energy .S,541.31971500
ENE.I,2012-08-20,128798,SP500 Energy .S,539.97721400
ENE.I,2012-08-21,128798,SP500 Energy .S,538.01401200
ENE.I,2012-08-22,128798,SP500 Energy .S,539.45223700
ENE.I,2012-08-23,128798,SP500 Energy .S,534.13897700
ENE.I,2012-08-24,128798,SP500 Energy .S,537.64060200
ENE.I,2012-08-27,128798,SP500 Energy .S,537.00293400
ENE.I,2012-08-28,128798,SP500 Energy .S,537.93096100
ENE.I,2012-08-29,128798,SP500 Energy .S,534.81965000
ENE.I,2012-08-30,128798,SP500 Energy .S,529.06153400
ENE.I,2012-08-31,128798,SP500 Energy .S,533.54482800
ENE.I,2012-09-04,128798,SP500 Energy .S,529.83371800
ENE.I,2012-09-05,128798,SP500 Energy .S,528.26341600
ENE.I,2012-09-06,128798,SP500 Energy .S,538.87476400
ENE.I,2012-09-07,128798,SP500 Energy .S,547.65575400
ENE.I,2012-09-10,128798,SP500 Energy .S,545.19815100
ENE.I,2012-09-11,128798,SP500 Energy .S,550.17163500
ENE.I,2012-09-12,128798,SP500 Energy .S,552.32554300
ENE.I,2012-09-13,128798,SP500 Energy .S,562.54257100
ENE.I,2012-09-14,128798,SP500 Energy .S,569.89998300
ENE.I,2012-09-17,128798,SP500 Energy .S,565.44241100
ENE.I,2012-09-18,128798,SP500 Energy .S,561.37344900
ENE.I,2012-09-19,128798,SP500 Energy .S,556.12261100
ENE.I,2012-09-20,128798,SP500 Energy .S,558.52836000
ENE.I,2012-09-21,128798,SP500 Energy .S,559.56916200
ENE.I,2012-09-24,128798,SP500 Energy .S,556.65918200
ENE.I,2012-09-25,128798,SP500 Energy .S,551.68904000
ENE.I,2012-09-26,128798,SP500 Energy .S,546.79546900
ENE.I,2012-09-27,128798,SP500 Energy .S,553.93068300
ENE.I,2012-09-28,128798,SP500 Energy .S,551.19283000
ENE.I,2012-10-01,128798,SP500 Energy .S,554.17730000
ENE.I,2012-10-02,128798,SP500 Energy .S,554.41507600
ENE.I,2012-10-03,128798,SP500 Energy .S,548.24063600
ENE.I,2012-10-04,128798,SP500 Energy .S,553.74766400
ENE.I,2012-10-05,128798,SP500 Energy .S,552.92541000
ENE.I,2012-10-08,128798,SP500 Energy .S,553.69526400
ENE.I,2012-10-09,128798,SP500 Energy .S,553.74525900
ENE.I,2012-10-10,128798,SP500 Energy .S,543.83870900
ENE.I,2012-10-11,128798,SP500 Energy .S,547.07614900
ENE.I,2012-10-12,128798,SP500 Energy .S,544.23635400
ENE.I,2012-10-15,128798,SP500 Energy .S,547.04298100
ENE.I,2012-10-16,128798,SP500 Energy .S,555.45609600
ENE.I,2012-10-17,128798,SP500 Energy .S,562.02243400
ENE.I,2012-10-18,128798,SP500 Energy .S,562.19208700
ENE.I,2012-10-19,128798,SP500 Energy .S,553.76019000
ENE.I,2012-10-22,128798,SP500 Energy .S,551.38014600
ENE.I,2012-10-23,128798,SP500 Energy .S,538.35449600
ENE.I,2012-10-24,128798,SP500 Energy .S,534.97786800
ENE.I,2012-10-25,128798,SP500 Energy .S,539.93033600
ENE.I,2012-10-26,128798,SP500 Energy .S,540.44080900
ENE.I,2012-10-31,128798,SP500 Energy .S,539.94137700
ENE.I,2012-11-01,128798,SP500 Energy .S,543.14335300
ENE.I,2012-11-02,128798,SP500 Energy .S,533.87443600
ENE.I,2012-11-05,128798,SP500 Energy .S,537.74262000
ENE.I,2012-11-06,128798,SP500 Energy .S,546.15830700
ENE.I,2012-11-07,128798,SP500 Energy .S,529.43984300
ENE.I,2012-11-08,128798,SP500 Energy .S,520.71427400
ENE.I,2012-11-09,128798,SP500 Energy .S,520.81837800
ENE.I,2012-11-12,128798,SP500 Energy .S,521.53845400
ENE.I,2012-11-13,128798,SP500 Energy .S,518.57419400
ENE.I,2012-11-14,128798,SP500 Energy .S,511.95963300
ENE.I,2012-11-15,128798,SP500 Energy .S,512.48503500
ENE.I,2012-11-16,128798,SP500 Energy .S,514.35070500
ENE.I,2012-11-19,128798,SP500 Energy .S,525.79970200
ENE.I,2012-11-20,128798,SP500 Energy .S,523.72464900
ENE.I,2012-11-21,128798,SP500 Energy .S,526.60734100
ENE.I,2012-11-23,128798,SP500 Energy .S,533.58158200
ENE.I,2012-11-26,128798,SP500 Energy .S,529.21147900
ENE.I,2012-11-27,128798,SP500 Energy .S,524.19551100
ENE.I,2012-11-28,128798,SP500 Energy .S,529.88464300
ENE.I,2012-11-29,128798,SP500 Energy .S,530.38418900
ENE.I,2012-11-30,128798,SP500 Energy .S,530.21111300
ENE.I,2012-12-03,128798,SP500 Energy .S,526.96978900
ENE.I,2012-12-04,128798,SP500 Energy .S,524.95360400
ENE.I,2012-12-05,128798,SP500 Energy .S,528.62351100
ENE.I,2012-12-06,128798,SP500 Energy .S,530.23029100
ENE.I,2012-12-07,128798,SP500 Energy .S,533.69260600
ENE.I,2012-12-10,128798,SP500 Energy .S,533.16477700
ENE.I,2012-12-11,128798,SP500 Energy .S,536.08959200
ENE.I,2012-12-12,128798,SP500 Energy .S,538.21791300
ENE.I,2012-12-13,128798,SP500 Energy .S,533.45367900
ENE.I,2012-12-14,128798,SP500 Energy .S,531.04628000
ENE.I,2012-12-17,128798,SP500 Energy .S,535.73937600
ENE.I,2012-12-18,128798,SP500 Energy .S,544.76107500
ENE.I,2012-12-19,128798,SP500 Energy .S,540.41723100
ENE.I,2012-12-20,128798,SP500 Energy .S,544.34711600
ENE.I,2012-12-21,128798,SP500 Energy .S,538.03156700
ENE.I,2012-12-24,128798,SP500 Energy .S,534.14787800
ENE.I,2012-12-26,128798,SP500 Energy .S,532.16020200
ENE.I,2012-12-27,128798,SP500 Energy .S,531.42788100
ENE.I,2012-12-28,128798,SP500 Energy .S,522.03090800
ENE.I,2012-12-31,128798,SP500 Energy .S,532.95983300
ENE.I,2013-01-02,128798,SP500 Energy .S,545.38997100
ENE.I,2013-01-03,128798,SP500 Energy .S,544.85205700
ENE.I,2013-01-04,128798,SP500 Energy .S,550.56005800
ENE.I,2013-01-07,128798,SP500 Energy .S,546.05810500
ENE.I,2013-01-08,128798,SP500 Energy .S,545.18702900
ENE.I,2013-01-09,128798,SP500 Energy .S,544.08389500
ENE.I,2013-01-10,128798,SP500 Energy .S,549.24212300
ENE.I,2013-01-11,128798,SP500 Energy .S,550.46115200
ENE.I,2013-01-14,128798,SP500 Energy .S,550.40696500
ENE.I,2013-01-15,128798,SP500 Energy .S,552.49372500
ENE.I,2013-01-16,128798,SP500 Energy .S,554.20189400
ENE.I,2013-01-17,128798,SP500 Energy .S,558.03139400
ENE.I,2013-01-18,128798,SP500 Energy .S,563.07197300
ENE.I,2013-01-22,128798,SP500 Energy .S,567.98101100
ENE.I,2013-01-23,128798,SP500 Energy .S,565.89440000
ENE.I,2013-01-24,128798,SP500 Energy .S,568.31238600
ENE.I,2013-01-25,128798,SP500 Energy .S,573.25719000
ENE.I,2013-01-28,128798,SP500 Energy .S,571.37940200
ENE.I,2013-01-29,128798,SP500 Energy .S,580.33318100
ENE.I,2013-01-30,128798,SP500 Energy .S,576.46536000
ENE.I,2013-01-31,128798,SP500 Energy .S,573.40934400
ENE.I,2013-02-01,128798,SP500 Energy .S,578.71616400
ENE.I,2013-02-04,128798,SP500 Energy .S,573.23135800
ENE.I,2013-02-05,128798,SP500 Energy .S,577.41021400
ENE.I,2013-02-06,128798,SP500 Energy .S,577.57255300
ENE.I,2013-02-07,128798,SP500 Energy .S,574.53423800
ENE.I,2013-02-08,128798,SP500 Energy .S,579.27011200
ENE.I,2013-02-11,128798,SP500 Energy .S,576.04466100
ENE.I,2013-02-12,128798,SP500 Energy .S,577.84718900
ENE.I,2013-02-13,128798,SP500 Energy .S,579.07091900
ENE.I,2013-02-14,128798,SP500 Energy .S,582.09605100
ENE.I,2013-02-15,128798,SP500 Energy .S,575.96496500
