permno,adate,qdate,public_date,pe_op_basic,pe_exi,roa,rd_sale,TICKER
91926,2022-12-31,2022-12-31,2023-04-30,16.819,16.655,0.078,0.000,DAL
91926,2022-12-31,2023-03-31,2023-05-31,9.060,12.315,0.096,0.000,DAL
91926,2022-12-31,2023-03-31,2023-06-30,11.855,16.115,0.096,0.000,DAL
91926,2022-12-31,2023-03-31,2023-07-31,11.536,15.681,0.096,0.000,DAL
91926,2022-12-31,2023-06-30,2023-08-31,7.523,9.222,0.111,0.000,DAL
91926,2022-12-31,2023-06-30,2023-09-30,6.491,7.957,0.111,0.000,DAL
91926,2022-12-31,2023-06-30,2023-10-31,5.482,6.720,0.111,0.000,DAL
91926,2022-12-31,2023-09-30,2023-11-30,5.843,6.981,0.119,0.000,DAL
91926,2022-12-31,2023-09-30,2023-12-31,6.366,7.605,0.119,0.000,DAL
91926,2022-12-31,2023-09-30,2024-01-31,6.193,7.399,0.119,0.000,DAL
91926,2023-12-31,2023-12-31,2024-02-29,5.056,5.895,0.120,0.000,DAL
91926,2023-12-31,2023-12-31,2024-03-31,5.726,6.676,0.120,0.000,DAL
91926,2023-12-31,2023-12-31,2024-04-30,5.989,6.983,0.120,0.000,DAL
91926,2023-12-31,2024-03-31,2024-05-31,6.466,6.558,0.120,0.000,DAL
91926,2023-12-31,2024-03-31,2024-06-30,6.013,6.098,0.120,0.000,DAL
91926,2023-12-31,2024-03-31,2024-07-31,5.452,5.530,0.120,0.000,DAL
91926,2023-12-31,2024-06-30,2024-08-31,6.001,6.105,0.117,0.000,DAL
91926,2023-12-31,2024-06-30,2024-09-30,7.174,7.297,0.117,0.000,DAL
91926,2023-12-31,2024-06-30,2024-10-31,8.082,8.221,0.117,0.000,DAL
91926,2023-12-31,2024-09-30,2024-11-30,8.475,8.864,0.109,0.000,DAL
