Date,.OEX,.5SP25,.5SP40,.5SP35,.5SP55,.5SP60,.5SP15,.TRCCRBTR,.MID,.SPCY,.SPCDNX,.OEX squared,.5SP25 squared,.5SP40 squared,.5SP35 squared,.5SP55 squared,.5SP60 squared,.5SP15 squared,.TRCCRBTR squared,.MID squared,.SPCY squared,.SPCDNX squared
2009-12-02,-0.145347454392253,0.2850821574211835,-0.1198415515618936,0.3020969708987237,1.3079940481575991,1.752913565085382,1.1349299238535564,-0.9145723971130983,0.6493948205825331,1.1121523343861417,0.7760281778515755,0.021125882498308,0.0812718364799164,0.014361997480762,0.0912625798261843,1.7108484300157043,3.072705966660344,1.2880659320582393,0.8364426695611991,0.4217136329994203,1.2368828148805444,0.6022197328196365
2009-12-03,-0.7103892235078606,-0.7329318963033216,-2.0794948417006887,-0.5626451037068101,0.3106167183467813,-1.2370906113273217,-1.696361796402389,-0.0884537837822709,-1.0485739362202229,-1.3792439317604597,-0.0123144284208522,0.5046528488761012,0.537189164618783,4.324298796659773,0.3165695127252471,0.0964827457165236,1.5303931806342064,2.87764334429354,0.0078240718654007,1.099507299720372,1.902313823298052,0.0001516451473322
2009-12-04,0.3723672993582261,0.7371683192780282,1.74936638075408,0.0678941478937314,-0.419153676787709,2.801029586267492,-1.209300022851374,-0.9747172625797712,1.37668162154817,2.293532399402776,-0.7657820374054238,0.1386574056313388,0.5434171309471929,3.060282734112629,0.0046096153182158,0.1756898047646552,7.845766743145837,1.4624065452683337,0.9500737419710024,1.8952522871084985,5.260290867110253,0.586422128812802
2009-12-07,-0.2806089492558805,0.4453938847510101,-1.6219347375700868,-0.1572738927364249,0.729321921331796,-2.265385890776536,0.075265063870532,0.1119659717065043,-0.1054476635604969,0.0849925289221293,-1.1134104192601,0.0787413824024893,0.1983757125735961,2.6306722929365463,0.0247350773364685,0.5319104649351024,5.131973234129399,0.0056648298394352,0.0125363788201817,0.0111192097503677,0.0072237299725789,1.2396827617169517
2009-12-08,-1.063297183932574,-0.7761121065470212,-0.8946670948725548,-0.749471367524985,-0.3978786795296504,-0.5299973650230189,-1.724347625302154,-0.8346035966649676,-0.8116683670850173,-0.7168263109278925,-2.267568532387621,1.1306009013589422,0.6023500019288548,0.800429210647697,0.5617073307397712,0.1583074436242582,0.2808972069313431,2.973374732885177,0.6965631635660999,0.6588055381264585,0.5138399600384916,5.141867049074549
2009-12-09,0.4525963096076671,-0.1802991189933098,0.3940572850544152,0.5984843496447486,0.3607811440364453,-0.0492777497681324,1.3252190586248056,-1.536686183440476,0.0589135496646283,0.0316866823526418,0.5575482384303321,0.2048434194704793,0.0325077723097637,0.1552811439044566,0.3581835167696977,0.1301630338922463,0.0024282966222106,1.756205553342416,2.361404426376856,0.0034708063340866,0.0010040458385172,0.3108600381767664
2009-12-10,0.4994086035072158,1.3794398517339217,-0.2032207690770814,1.154672188553632,1.1644862005929175,-0.0211581249373568,-0.3196965352974095,0.6609214265773486,0.6314951285366602,-0.4477121803680052,0.5318860499466126,0.2494089532570274,1.9028543045517032,0.0412986809842804,1.3332678630192345,1.3560281113713286,0.0004476662508648,0.1022058746811677,0.4368171321090376,0.398786097365533,0.2004461964498732,0.2829027701278104
2009-12-11,0.3471345413054161,1.017712854597642,0.6907322933281871,-0.0608029486899852,1.638832612446151,1.3621162149526531,0.1476124457781184,0.4940139238949522,0.7664507228806986,0.9470337626259774,-0.0345714379869828,0.1205023897673216,1.035739454413281,0.4771111010464167,0.0036969985693969,2.685772331617076,1.8553605830369428,0.0217894341485979,0.2440497570020876,0.5874467106043454,0.8968729475535161,0.0011951843244877
2009-12-14,0.3284713500352473,0.8821340244447793,0.583355723388248,0.9016704703858248,0.4151656766116312,1.5846284845915015,1.4355592579467729,0.9762265825309736,1.472238072538825,1.7127559582502112,0.5608366006870972,0.1078934277939779,0.7781604370831424,0.3403039000098261,0.8130096371657946,0.1723625390363935,2.511047434178759,2.060830383076689,0.9530183404401038,2.167484942232835,2.9335329725216,0.3145376926702585
2009-12-16,-0.6580251909974735,-0.1622820342810341,-1.0554160371467367,-0.4664557269338799,-0.7746631430668316,-0.522540763678092,-0.1239220916012479,1.8969867709652608,0.4248301847961326,0.3896952322872966,1.0269317124180937,0.4329971519872614,0.0263354586503907,1.1139030114665218,0.2175809451894143,0.6001029852261824,0.2730488497052836,0.015356684786828,3.5985588092172094,0.1804806859139162,0.15186237406745,1.0545887419699582
