Date,Close Price
2018-01-02,-0.3234835117192654
2018-01-03,0.6365243802554954
2018-01-04,2.148170481058057
2018-01-05,0.7356091606919166
2018-01-08,0.7030345775833312
2018-01-09,0.5787288674369802
2018-01-10,0.6829185251921579
2018-01-11,-0.06494597395296849
2018-01-12,-0.31187971924084484
2018-01-15,0.4260669314867753
2018-01-16,-0.04252509604253696
2018-01-17,-0.2263585273825715
2018-01-18,0.06504648810098837
2018-01-19,0.6926937625321474
2018-01-22,0.38005535428430437
2018-01-23,1.2214632858339538
2018-01-24,0.9118338994423146
2018-01-25,-0.33932993210844997
2018-01-26,0.6060690439078171
2018-01-29,-0.10834472012627426
2018-01-30,-0.5936413193418163
2018-01-31,-0.07854602982751431
2018-02-01,0.5550430530649042
2018-02-02,-1.3109211110906394
2018-02-05,-0.6376123354536014
2018-02-06,-2.9901925664191005
2018-02-07,3.5001668484095276
2018-02-08,-2.5536908835932652
2018-02-09,-0.9898148872678432
2018-02-12,1.2222235797142056
2018-02-13,-0.5287789420688421
2018-02-14,1.1847252242565884
2018-02-15,0.16555183986495708
2018-02-16,1.0384909705753667
2018-02-19,-0.19043406995130632
2018-02-20,0.06868664757940617
2018-02-21,1.4403609064990965
2018-02-22,0.11564604873903915
2018-02-23,-0.3035831669927961
2018-02-26,0.36680462951432075
2018-02-27,0.1654944523354225
2018-02-28,0.09568754399938566
2018-03-01,-1.5553435113073535
2018-03-02,-2.6034167774759873
2018-03-05,1.4666119773943298
2018-03-06,0.2252780682185181
2018-03-07,1.4597507846161062
2018-03-08,0.8613769618782093
2018-03-09,0.2587098567813928
2018-03-12,0.7204158928275367
2018-03-13,-0.8572965564521947
2018-03-14,-0.19804787913442518
2018-03-15,0.5128104934337678
2018-03-16,-0.008669831160459739
2018-03-19,-0.8751743063143903
2018-03-20,1.2472999602041133
2018-03-21,0.0
2018-03-22,-1.6658160462943408
2018-03-23,-1.9870259463293867
2018-03-26,-0.7870338122513098
2018-03-27,2.192688378744791
2018-03-28,-0.06848937025525227
2018-03-29,0.1567934953804341
2018-03-29,0.0
2018-03-29,0.0
2018-04-03,-0.3714024696371482
2018-04-04,-0.8295665130433431
2018-04-05,2.5097246332924414
2018-04-06,-0.43216410896520735
2018-04-09,1.1180348765911525
2018-04-10,0.3174640120498823
2018-04-11,-1.8893126833693092
2018-04-12,-0.3279376996681106
2018-04-13,-0.008818536569575266
2018-04-16,-0.0066144128079112605
2018-04-17,0.9130479127456008
2018-04-18,0.6120623326588059
2018-04-19,0.3230320095554476
2018-04-20,0.06924009277836259
2018-04-23,0.34117197481753414
2018-04-24,0.3013347092904937
2018-04-25,-1.535476453858677
2018-04-26,1.4623786069901967
2018-04-27,0.22557127409497443
2018-04-30,-0.13528169640665644
2018-05-01,0.0
2018-05-02,2.1912105406174613
2018-05-03,-0.9271547635290688
2018-05-04,1.0112078059442613
2018-05-07,0.42757500533328996
2018-05-08,-0.44017845869618094
2018-05-09,-0.34300297719832107
2018-05-10,0.13271122514865621
2018-05-11,0.19348467623121707
2018-05-14,-1.1431835345041341
2018-05-15,0.6439881596093148
2018-05-16,-0.7524330494062004
2018-05-17,-0.23430188788145342
2018-05-18,-0.8953876973936145
2018-05-21,-0.23049674692358252
2018-05-22,-0.29589973965270133
2018-05-23,-1.6421876200145453
2018-05-24,-0.25098535885154627
2018-05-25,0.358671760115602
2018-05-28,-0.3167970969804407
2018-05-29,-1.2728573482621304
2018-05-30,0.5275177777372038
2018-05-31,0.4938281640582577
2018-06-01,1.1879936378881755
2018-06-04,0.6527438319963348
2018-06-05,0.18633680342268613
2018-06-06,0.35006626496443644
2018-06-07,-0.5038774541794081
2018-06-08,-0.6067148467206616
2018-06-11,0.2635793842985951
2018-06-12,0.31928437979508323
2018-06-13,0.25556074810553386
2018-06-14,0.6382082895577383
2018-06-15,-0.7659070245127448
2018-06-18,-1.0450098364449991
2018-06-19,-0.3969085853130371
2018-06-20,-0.030765850149272998
2018-06-21,-0.8941345127654691
2018-06-22,-0.05989418872689869
2018-06-25,-1.322333317468943
2018-06-26,0.6387793060683165
2018-06-27,0.4057976583100846
2018-06-28,-1.5427352635002678
2018-06-29,1.0944790295961955
2018-07-02,-0.6953039114166388
2018-07-03,1.2636455538094646
2018-07-04,-0.09338729722154211
2018-07-05,0.26437116203203437
2018-07-06,0.8131563278878997
2018-07-09,0.5902440640477317
2018-07-10,0.5759052587568053
2018-07-11,-0.6459378705526755
2018-07-12,0.2492676324564525
2018-07-13,0.04366716953297566
2018-07-16,0.13524717388150928
2018-07-17,0.3090721596695969
2018-07-18,0.5050789489354728
2018-07-19,-0.8315920818556163
2018-07-20,-0.8055909244394172
2018-07-23,-0.954049770885162
2018-07-24,0.23051188255194516
2018-07-25,-0.44376473454434745
2018-07-26,0.27093065651077053
2018-07-27,-0.8463113696797885
2018-07-30,0.026835431876042738
2018-07-31,-0.08052790950771611
2018-08-01,0.28602732288826344
2018-08-02,-0.5728751093819681
2018-08-03,0.4143203803781529
2018-08-06,0.09382330633528095
2018-08-07,0.4277890753653936
2018-08-08,-0.34297710733101017
2018-08-09,0.10479960823157111
2018-08-10,-0.978676419036331
2018-08-13,0.4356522575997432
2018-08-14,-0.5054430007771894
2018-08-15,-0.8685675829721795
2018-08-16,-0.16825068768310605
