"","Estimate","Std..Error","t.value","Pr...t..","c.nm_var..nm_var..nm_var..nm_var..nm_var..nm_var.","model_diagnostics"
"m48",0.032572,0.111979,0.290873,0.771149,"Healthcare Leverage",9013.52439
"theta48",-0.027507,0.136429,-0.201621,0.840213,"Healthcare Leverage",9050.249706
"w248",1.001003,0.461733,2.167927,0.030164,"Healthcare Leverage",-4500.76219476129
"alpha47",0.011916,0.014467,0.823634,0.410148,"Healthcare NFCI",0.248092481119863
"gamma47",0.166332,0.034154,4.870094,1e-06,"Healthcare NFCI",0.839077383691591
"beta47",0.859695,0.027335,31.449828,0,"Healthcare NFCI",1017.19887501954
"m47",-0.077241,0.10217,-0.756002,0.449648,"Healthcare NFCI",9011.904448
"theta47",-0.266979,0.284134,-0.939624,0.347411,"Healthcare NFCI",9048.629764
"w247",1.001001,0.328379,3.04831,0.002301,"Healthcare NFCI",-4499.95222388216
"alpha46",0.037927,0.016118,2.353139,0.018616,"Financial CESIGL",1.41869866574918
"gamma46",0.246825,0.063257,3.901933,9.5e-05,"Financial CESIGL",1.35348883158142
"beta46",0.790494,0.034947,22.619969,0,"Financial CESIGL",5066.5043682218
"m46",0.732823,0.380223,1.927351,0.053936,"Financial CESIGL",10743.591416
"theta46",0.006458,0.002318,2.785559,0.005344,"Financial CESIGL",10780.316732
"w246",63.164382,0.950724,66.438197,0,"Financial CESIGL",-5365.79570796942
"alpha45",0.037927,0.016118,2.353139,0.018616,"Financial CESIGL",1.41869866574918
"gamma45",0.246825,0.063257,3.901933,9.5e-05,"Financial CESIGL",1.35348883158142
"beta45",0.790494,0.034947,22.619969,0,"Financial CESIGL",5066.5043682218
"m45",0.732823,0.380223,1.927351,0.053936,"Financial CESIGL",10743.591416
"theta45",0.006458,0.002318,2.785559,0.005344,"Financial CESIGL",10780.316732
"w245",63.164382,0.950724,66.438197,0,"Financial CESIGL",-5365.79570796942
"alpha44",0.037916,0.016241,2.33464,0.019562,"Financial CESIEUR",1.41861189337855
"gamma44",0.246832,0.064611,3.820255,0.000133,"Financial CESIEUR",1.3534871847383
"beta44",0.790507,0.037998,20.803707,0,"Financial CESIEUR",5066.53870340168
"m44",0.73286,0.315824,2.320469,0.020316,"Financial CESIEUR",10743.586476
"theta44",0.006455,0.002315,2.788338,0.005298,"Financial CESIEUR",10780.311792
"w244",75.557125,0.029938,2523.779613,0,"Financial CESIEUR",-5365.79323779026
"alpha43",0.03842,0.015693,2.448244,0.014355,"Financial CESICNY",1.15456076399963
"gamma43",0.242295,0.045021,5.381854,0,"Financial CESICNY",1.35395664495424
"beta43",0.793258,0.036687,21.622385,0,"Financial CESICNY",5085.46870897332
"m43",0.792588,0.04779,16.584749,0,"Financial CESICNY",10744.54215
"theta43",0.003981,0.001475,2.698662,0.006962,"Financial CESICNY",10781.267466
"w243",19.272231,0.288799,66.732387,0,"Financial CESICNY",-5366.27107487145
"alpha42",0.038508,0.015908,2.420661,0.015492,"Financial China_Sust",1.91713445680088
"gamma42",0.251975,0.051714,4.872452,1e-06,"Financial China_Sust",1.35219784365329
"beta42",0.779675,0.038125,20.450467,0,"Financial China_Sust",5041.44686174182
"m42",0.662151,0.186211,3.555914,0.000377,"Financial China_Sust",10738.462644
"theta42",3.505032,0.25821,13.574351,0,"Financial China_Sust",10775.18796
"w242",1.392808,0.340726,4.087768,4.4e-05,"Financial China_Sust",-5363.23132177528
"alpha41",0.038452,0.015557,2.471669,0.013448,"Financial GER_Sust",2.26501973233506
"gamma41",0.254562,0.052549,4.844294,1e-06,"Financial GER_Sust",1.3499380503607
"beta41",0.782806,0.034912,22.422249,0,"Financial GER_Sust",5061.49267973237
"m41",0.663227,0.211828,3.130972,0.001742,"Financial GER_Sust",10731.282933
"theta41",6.244949,0.087517,71.357052,0,"Financial GER_Sust",10768.008249
"w241",1.396929,0.169394,8.246648,0,"Financial GER_Sust",-5359.64146660852
"alpha40",0.039979,0.0157,2.546497,0.010881,"Financial US_Sust",0.0902145127371285
"gamma40",0.238278,0.052261,4.55938,5e-06,"Financial US_Sust",1.35701083779255
"beta40",0.793353,0.0377,21.043754,0,"Financial US_Sust",5062.5055163637
"m40",0.811231,0.206003,3.937959,8.2e-05,"Financial US_Sust",10754.756406
"theta40",-0.858103,0.254578,-3.370692,0.00075,"Financial US_Sust",10791.481723
"w240",1.001001,0.274274,3.649641,0.000263,"Financial US_Sust",-5371.37820318914
"alpha39",0.040406,0.014944,2.703844,0.006854,"Financial Global_Sust",0.00903741670847621
"gamma39",0.240625,0.053166,4.525898,6e-06,"Financial Global_Sust",1.357212949276
"beta39",0.793172,0.030145,26.312068,0,"Financial Global_Sust",5068.15088294486
"m39",0.792155,0.387895,2.04219,0.041133,"Financial Global_Sust",10755.717495
"theta39",0.641865,1.244175,0.515896,0.605927,"Financial Global_Sust",10792.442812
"w239",2.177012,0.856475,2.541826,0.011027,"Financial Global_Sust",-5371.85874773577
"alpha38",0.04038,0.016339,2.471372,0.01346,"Financial Saudi_GPR",0.355890341973732
"gamma38",0.249664,0.051016,4.893838,1e-06,"Financial Saudi_GPR",1.3554855444503
"beta38",0.785546,0.036337,21.618301,0,"Financial Saudi_GPR",5046.28915697719
"m38",0.790287,0.177254,4.458492,8e-06,"Financial Saudi_GPR",10749.935425
"theta38",-4.962232,1.200016,-4.135138,3.5e-05,"Financial Saudi_GPR",10786.660741
"w238",1.001,0.642315,1.558427,0.119132,"Financial Saudi_GPR",-5368.96771258448
"alpha37",0.038793,0.021281,1.822874,0.068323,"Financial GER_GPR",0.222892277537668
"gamma37",0.243317,0.108759,2.237205,0.025273,"Financial GER_GPR",1.35666593864334
"beta37",0.793546,0.037161,21.354044,0,"Financial GER_GPR",5059.65670602518
"m37",0.800959,1.019755,0.785443,0.432194,"Financial GER_GPR",10753.911919
"theta37",-1.311074,1.155866,-1.134278,0.256678,"Financial GER_GPR",10790.637235
"w237",2.472345,1.023603,2.415337,0.015721,"Financial GER_GPR",-5370.9559594123
"alpha36",0.038939,0.014923,2.609346,0.009072,"Financial USA_GPR",0.544796646666352
"gamma36",0.243398,0.045381,5.363399,0,"Financial USA_GPR",1.35538304159725
"beta36",0.792297,0.034341,23.07158,0,"Financial USA_GPR",5046.03446540839
"m36",0.796432,0.141807,5.616295,0,"Financial USA_GPR",10749.408942
"theta36",-1.488714,0.781054,-1.906033,0.056646,"Financial USA_GPR",10786.134258
"w236",1.125071,1.228265,0.915984,0.359675,"Financial USA_GPR",-5368.70447111237
"alpha35",0.039064,0.016481,2.370234,0.017777,"Financial China_GPR",0.0692929692726384
"gamma35",0.242238,0.058167,4.164562,3.1e-05,"Financial China_GPR",1.35692070857334
"beta35",0.793902,0.039736,19.979485,0,"Financial China_GPR",5065.39806510154
"m35",0.8016,0.240248,3.336559,0.000848,"Financial China_GPR",10754.790129
"theta35",-1.110428,0.351908,-3.155452,0.001602,"Financial China_GPR",10791.515445
"w235",1.89948,0.525244,3.616373,0.000299,"Financial China_GPR",-5371.39506467553
"alpha34",0.038361,0.016429,2.334879,0.01955,"Financial Global_GPR",0.502957106722309
"gamma34",0.241225,0.055334,4.359466,1.3e-05,"Financial Global_GPR",1.35562993253218
"beta34",0.795034,0.035573,22.349624,0,"Financial Global_GPR",5055.71099329473
"m34",0.796449,0.288676,2.758969,0.005798,"Financial Global_GPR",10750.327464
"theta34",-0.03216,0.022697,-1.416957,0.156495,"Financial Global_GPR",10787.05278
"w234",1.192092,0.378632,3.14842,0.001642,"Financial Global_GPR",-5369.16373197522
"alpha33",0.04038,0.016614,2.430494,0.015078,"Financial China_EPU",0.34179194568507
"gamma33",0.243851,0.06523,3.738296,0.000185,"Financial China_EPU",1.3565097528959
"beta33",0.788,0.038091,20.687323,0,"Financial China_EPU",5059.72628438295
"m33",0.608095,0.442398,1.374542,0.169273,"Financial China_EPU",10753.1699
"theta33",0.000804,0.000849,0.947112,0.343582,"Financial China_EPU",10789.895216
"w233",8.544817,0.425051,20.10304,0,"Financial China_EPU",-5370.58494991467
"alpha32",0.028,0.016149,1.733798,0.082954,"Financial US_EPU",4.52604126996742
"gamma32",0.272672,0.054499,5.003236,1e-06,"Financial US_EPU",1.34426065245357
"beta32",0.759867,0.035437,21.442719,0,"Financial US_EPU",4987.89646077722
"m32",-0.50095,0.89074,-0.562397,0.573845,"Financial US_EPU",10712.372304
"theta32",0.008398,0.004662,1.801193,0.071672,"Financial US_EPU",10749.09762
"w232",6.237291,0.609954,10.225835,0,"Financial US_EPU",-5350.18615196814
"alpha31",0.016359,0.013573,1.20529,0.228091,"Financial STLStress",4.44415419686647
"gamma31",0.274015,0.049768,5.505837,0,"Financial STLStress",1.34736790508655
"beta31",0.772767,0.034566,22.356539,0,"Financial STLStress",5005.80280780162
"m31",0.814392,0.121144,6.722495,0,"Financial STLStress",10721.831378
"theta31",0.825144,0.114534,7.204342,0,"Financial STLStress",10758.556694
"w231",2.736346,0.394744,6.931949,0,"Financial STLStress",-5354.9156889099
"alpha30",0.026647,0.016009,1.664536,0.096005,"Financial CFNAI",2.80185029351662
"gamma30",0.262338,0.056002,4.684416,3e-06,"Financial CFNAI",1.35244079442492
"beta30",0.784197,0.035099,22.342543,0,"Financial CFNAI",5051.74317417887
"m30",0.656412,0.251782,2.607069,0.009132,"Financial CFNAI",10740.156348
"theta30",-0.647891,0.24404,-2.654852,0.007934,"Financial CFNAI",10776.881664
"w230",1.452498,0.374551,3.877971,0.000105,"Financial CFNAI",-5364.07817391978
"alpha29",0.035307,0.015642,2.257251,0.023992,"Financial BKKIndex",3.32814317174767
"gamma29",0.267662,0.049333,5.425622,0,"Financial BKKIndex",1.3493398314512
"beta29",0.760948,0.035866,21.216154,0,"Financial BKKIndex",5003.21331346849
"m29",0.616933,0.13106,4.707272,3e-06,"Financial BKKIndex",10727.822287
"theta29",-0.306021,0.072677,-4.210726,2.5e-05,"Financial BKKIndex",10764.547603
"w229",1.803519,0.092287,19.542541,0,"Financial BKKIndex",-5357.91114335541
"alpha28",0.035366,0.016058,2.202403,0.027637,"Financial UMich",1.37380935243904
"gamma28",0.252397,0.049713,5.077055,0,"Financial UMich",1.35501156692964
"beta28",0.774084,0.039501,19.59654,0,"Financial UMich",5018.57625256374
"m28",0.707401,0.126496,5.59227,0,"Financial UMich",10747.86117
"theta28",-0.190495,0.087167,-2.185413,0.028859,"Financial UMich",10784.586487
"w228",1.44312,0.227568,6.341501,0,"Financial UMich",-5367.93058519532
"alpha27",0.028027,0.014041,1.996002,0.045934,"Financial Credit",2.1582142166963
"gamma27",0.258904,0.042888,6.036768,0,"Financial Credit",1.35136754719835
"beta27",0.786821,0.031984,24.600176,0,"Financial Credit",5041.61348776848
"m27",0.769355,0.148613,5.176915,0,"Financial Credit",10736.672505
"theta27",1.273417,0.453826,2.805961,0.005017,"Financial Credit",10773.397821
"w227",2.411432,0.487569,4.945824,1e-06,"Financial Credit",-5362.33625236302
"alpha26",0.032158,0.015246,2.109306,0.034918,"Financial Risk",3.82054897630572
"gamma26",0.266583,0.053741,4.960489,1e-06,"Financial Risk",1.34894558821306
"beta26",0.766048,0.033615,22.788711,0,"Financial Risk",4998.64160646057
"m26",1.432749,0.152097,9.419961,0,"Financial Risk",10727.690904
"theta26",1.51333,0.15056,10.051359,0,"Financial Risk",10764.41622
"w226",9.811409,0.172956,56.727632,0,"Financial Risk",-5357.8454517659
"alpha25",0.032659,0.014568,2.241757,0.024977,"Financial Leverage",1.42688440794856
"gamma25",0.254386,0.047962,5.303925,0,"Financial Leverage",1.35430335900128
"beta25",0.783263,0.035639,21.977493,0,"Financial Leverage",5027.10988351159
"m25",0.807048,0.132353,6.097705,0,"Financial Leverage",10745.779778
"theta25",0.564491,0.171205,3.297157,0.000977,"Financial Leverage",10782.505094
"w225",4.554921,0.128667,35.400739,0,"Financial Leverage",-5366.88988912632
"alpha24",0.024194,0.014821,1.632429,0.102589,"Financial NFCI",3.90048909361593
"gamma24",0.273726,0.04368,6.266576,0,"Financial NFCI",1.34845861276835
"beta24",0.767739,0.02968,25.867354,0,"Financial NFCI",4997.33433771904
"m24",1.428162,0.226107,6.316297,0,"Financial NFCI",10726.403153
"theta24",1.636848,0.400172,4.090364,4.3e-05,"Financial NFCI",10763.128469
"w224",7.154859,0.627213,11.407392,0,"Financial NFCI",-5357.20157641328
"alpha23",0.053632,0.014577,3.679152,0.000234,"Consumer CESIGL",0.297115090493624
"gamma23",0.142466,0.032995,4.317857,1.6e-05,"Consumer CESIGL",1.23279265882962
"beta23",0.851401,0.021895,38.886083,0,"Consumer CESIGL",2630.97326310952
"m23",0.600633,0.143473,4.186394,2.8e-05,"Consumer CESIGL",10332.595503
"theta23",0.004621,0.003946,1.171075,0.241569,"Consumer CESIGL",10369.320819
"w223",1.001001,0.117045,8.552253,0,"Consumer CESIGL",-5160.29775139084
"alpha22",0.053632,0.014577,3.679152,0.000234,"Consumer CESIGL",0.297115090493624
"gamma22",0.142466,0.032995,4.317857,1.6e-05,"Consumer CESIGL",1.23279265882962
"beta22",0.851401,0.021895,38.886083,0,"Consumer CESIGL",2630.97326310952
"m22",0.600633,0.143473,4.186394,2.8e-05,"Consumer CESIGL",10332.595503
"theta22",0.004621,0.003946,1.171075,0.241569,"Consumer CESIGL",10369.320819
"w222",1.001001,0.117045,8.552253,0,"Consumer CESIGL",-5160.29775139084
"alpha21",0.053632,0.015939,3.364894,0.000766,"Consumer CESIEUR",0.297115000662313
"gamma21",0.142466,0.033609,4.238982,2.2e-05,"Consumer CESIEUR",1.23279265860069
"beta21",0.851401,0.022158,38.423757,0,"Consumer CESIEUR",2630.9733472588
"m21",0.600634,0.281679,2.132335,0.032979,"Consumer CESIEUR",10332.595503
"theta21",0.004621,0.005418,0.852932,0.393697,"Consumer CESIEUR",10369.320819
"w221",1.001001,0.365598,2.737985,0.006182,"Consumer CESIEUR",-5160.29775139551
"alpha20",0.054156,0.014221,3.808194,0.00014,"Consumer CESICNY",0.0254890898552901
"gamma20",0.140307,0.03208,4.373674,1.2e-05,"Consumer CESICNY",1.2334053191634
"beta20",0.852475,0.021605,39.458121,0,"Consumer CESICNY",2630.93006129322
"m20",0.639734,0.117569,5.441357,0,"Consumer CESICNY",10334.442388
"theta20",0.001551,0.006463,0.239936,0.81038,"Consumer CESICNY",10371.167704
"w220",1.001001,0.20394,4.908316,1e-06,"Consumer CESICNY",-5161.22119413673
"alpha19",0.055069,0.014735,3.737355,0.000186,"Consumer China_Sust",0.0283371268123503
"gamma19",0.140378,0.032679,4.295689,1.7e-05,"Consumer China_Sust",1.23344149135882
"beta19",0.851754,0.021772,39.122182,0,"Consumer China_Sust",2632.54813796668
"m19",0.6515,0.141964,4.589183,4e-06,"Consumer China_Sust",10334.432755
"theta19",-0.450456,0.113473,-3.969729,7.2e-05,"Consumer China_Sust",10371.158072
"w219",1.001001,0.187332,5.343469,0,"Consumer China_Sust",-5161.21637769809
"alpha18",0.053825,0.014362,3.747775,0.000178,"Consumer GER_Sust",0.395662611912937
"gamma18",0.144343,0.033297,4.335013,1.5e-05,"Consumer GER_Sust",1.23230227659865
"beta18",0.850133,0.021695,39.185755,0,"Consumer GER_Sust",2632.10874313249
"m18",0.59471,0.123265,4.824655,1e-06,"Consumer GER_Sust",10330.685151
"theta18",2.373462,0.204074,11.630375,0,"Consumer GER_Sust",10367.410467
"w218",2.130625,0.121657,17.513317,0,"Consumer GER_Sust",-5159.34257528638
"alpha17",0.053261,0.015755,3.380594,0.000723,"Consumer US_Sust",0.27146602333061
"gamma17",0.14246,0.03999,3.562358,0.000368,"Consumer US_Sust",1.23285809192367
"beta17",0.852134,0.023117,36.861662,0,"Consumer US_Sust",2632.22179992805
"m17",0.695094,0.426882,1.628304,0.10346,"Consumer US_Sust",10332.079088
"theta17",-1.542927,0.507846,-3.038178,0.00238,"Consumer US_Sust",10368.804405
"w217",1.516413,0.452784,3.349083,0.000811,"Consumer US_Sust",-5160.03954419165
"alpha16",0.053169,0.01514,3.511897,0.000445,"Consumer Global_Sust",0.63377663031999
"gamma16",0.143708,0.033679,4.266954,2e-05,"Consumer Global_Sust",1.23154780172179
"beta16",0.851557,0.022225,38.315492,0,"Consumer Global_Sust",2634.35727778748
"m16",0.693188,0.197068,3.517515,0.000436,"Consumer Global_Sust",10327.637568
"theta16",-7.346152,0.146986,-49.978615,0,"Consumer Global_Sust",10364.362884
"w216",1.001,0.113808,8.795509,0,"Consumer Global_Sust",-5157.81878405825
"alpha15",0.052889,0.017202,3.074477,0.002109,"Consumer Saudi_GPR",0.113283318488773
"gamma15",0.143637,0.040757,3.52424,0.000425,"Consumer Saudi_GPR",1.23303167040424
"beta15",0.85145,0.023954,35.545176,0,"Consumer Saudi_GPR",2627.79012253455
"m15",0.632516,0.469127,1.348284,0.177567,"Consumer Saudi_GPR",10332.723009
"theta15",-2.718648,0.313055,-8.684239,0,"Consumer Saudi_GPR",10369.448325
"w215",1.583372,0.200433,7.899761,0,"Consumer Saudi_GPR",-5160.3615043273
"alpha14",0.054371,0.014637,3.71453,0.000204,"Consumer GER_GPR",0.0107352258243422
"gamma14",0.141472,0.032802,4.31294,1.6e-05,"Consumer GER_GPR",1.23347557961545
"beta14",0.851295,0.021787,39.07339,0,"Consumer GER_GPR",2631.35193932736
"m14",0.632396,0.141519,4.468628,8e-06,"Consumer GER_GPR",10334.539148
"theta14",-0.438723,0.097597,-4.495228,7e-06,"Consumer GER_GPR",10371.264464
"w214",1.449398,0.066334,21.849914,0,"Consumer GER_GPR",-5161.26957417887
"alpha13",0.050524,0.015879,3.181813,0.001464,"Consumer USA_GPR",0.682058130686728
"gamma13",0.148216,0.035092,4.223691,2.4e-05,"Consumer USA_GPR",1.23172171748333
"beta13",0.850155,0.022871,37.172221,0,"Consumer USA_GPR",2633.71413484345
"m13",0.618286,0.266384,2.321035,0.020285,"Consumer USA_GPR",10328.237388
"theta13",-1.682446,0.412128,-4.082341,4.5e-05,"Consumer USA_GPR",10364.962704
"w213",1.397878,0.321508,4.347875,1.4e-05,"Consumer USA_GPR",-5158.11869388728
"alpha12",0.054341,0.014623,3.716204,0.000202,"Consumer China_GPR",0.278924863196719
"gamma12",0.143789,0.033525,4.289056,1.8e-05,"Consumer China_GPR",1.23244385206937
"beta12",0.849075,0.021624,39.265026,0,"Consumer China_GPR",2635.67162344421
"m12",0.630047,0.150829,4.177217,3e-05,"Consumer China_GPR",10330.391146
"theta12",-3.194126,0.220871,-14.461518,0,"Consumer China_GPR",10367.116463
"w212",1.283594,0.121413,10.57214,0,"Consumer China_GPR",-5159.19557321584
"alpha11",0.051572,0.014812,3.481749,0.000498,"Consumer Global_GPR",0.605226285981693
"gamma11",0.147898,0.033004,4.481147,7e-06,"Consumer Global_GPR",1.23205365390467
"beta11",0.849921,0.021938,38.742641,0,"Consumer Global_GPR",2640.0887870744
"m11",0.628079,0.132014,4.757687,2e-06,"Consumer Global_GPR",10329.447323
"theta11",-0.033985,0.019412,-1.750702,0.079997,"Consumer Global_GPR",10366.172639
"w211",1.570228,0.362967,4.326094,1.5e-05,"Consumer Global_GPR",-5158.72366155636
"alpha10",0.044923,0.015028,2.989199,0.002797,"Consumer China_EPU",2.14844892123555
"gamma10",0.157671,0.03845,4.100686,4.1e-05,"Consumer China_EPU",1.22987431637915
"beta10",0.846131,0.022183,38.142787,0,"Consumer China_EPU",2623.02005821813
"m10",0.09211,0.357436,0.257697,0.796641,"Consumer China_EPU",10322.827662
"theta10",0.002338,0.000834,2.802817,0.005066,"Consumer China_EPU",10359.552979
"w210",1.001,1.666425,0.600687,0.548048,"Consumer China_EPU",-5155.4138312444
"alpha9",0.049178,0.015234,3.228184,0.001246,"Consumer US_EPU",2.64251709809992
"gamma9",0.166065,0.035988,4.614428,4e-06,"Consumer US_EPU",1.22744915220883
"beta9",0.836878,0.021131,39.604553,0,"Consumer US_EPU",2632.34843581563
"m9",-0.407316,0.340832,-1.195065,0.232062,"Consumer US_EPU",10315.062832
"theta9",0.007246,0.002098,3.454091,0.000552,"Consumer US_EPU",10351.788148
"w29",3.720166,0.148734,25.012278,0,"Consumer US_EPU",-5151.53141607049
"alpha8",0.054218,0.015236,3.558637,0.000373,"Consumer STLStress",0.181687312892845
"gamma8",0.138246,0.036034,3.836534,0.000125,"Consumer STLStress",1.23317696613584
"beta8",0.854855,0.025077,34.089336,0,"Consumer STLStress",2632.28738528562
"m8",0.634459,0.250385,2.533934,0.011279,"Consumer STLStress",10333.532962
"theta8",-0.165094,0.277096,-0.5958,0.551309,"Consumer STLStress",10370.258278
"w28",1.001001,0.289723,3.455023,0.00055,"Consumer STLStress",-5160.76648098726
"alpha7",0.052966,0.014374,3.684821,0.000229,"Consumer CFNAI",1.11841306887449
"gamma7",0.16512,0.038869,4.248101,2.2e-05,"Consumer CFNAI",1.23135725659115
"beta7",0.835053,0.025297,33.009787,0,"Consumer CFNAI",2643.17935930844
"m7",0.572362,0.143328,3.993385,6.5e-05,"Consumer CFNAI",10327.29037
"theta7",-0.400486,0.389722,-1.02762,0.304128,"Consumer CFNAI",10364.015686
"w27",2.238246,0.270557,8.272741,0,"Consumer CFNAI",-5157.64518513498
"alpha6",0.054645,0.02148,2.543963,0.01096,"Consumer BKKIndex",0.102134940419096
"gamma6",0.140894,0.052796,2.668641,0.007616,"Consumer BKKIndex",1.23331138559182
"beta6",0.851661,0.027623,30.831871,0,"Consumer BKKIndex",2631.82997512952
"m6",0.623687,0.865828,0.720335,0.471319,"Consumer BKKIndex",10334.195311
"theta6",-0.059814,0.139981,-0.4273,0.669161,"Consumer BKKIndex",10370.920628
"w26",1.001004,0.623126,1.606424,0.108181,"Consumer BKKIndex",-5161.09765574589
"alpha5",0.052119,0.031046,1.678756,0.0932,"Consumer UMich",0.530469816748133
"gamma5",0.154494,0.04365,3.539423,0.000401,"Consumer UMich",1.23276446180489
"beta5",0.84266,0.029642,28.428118,0,"Consumer UMich",2633.44879619103
"m5",0.620853,1.285088,0.483121,0.62901,"Consumer UMich",10332.044087
"theta5",-0.12568,0.496376,-0.253196,0.800117,"Consumer UMich",10368.769403
"w25",1.616298,1.827575,0.884395,0.376483,"Consumer UMich",-5160.02204359541
"alpha4",0.052579,0.014255,3.688547,0.000226,"Consumer Credit",0.339463232131186
"gamma4",0.149802,0.032199,4.652314,3e-06,"Consumer Credit",1.23296322311492
"beta4",0.845507,0.020293,41.665518,0,"Consumer Credit",2629.47126447353
"m4",0.626432,0.083482,7.503808,0,"Consumer Credit",10332.851469
"theta4",0.544475,0.23095,2.357541,0.018396,"Consumer Credit",10369.576786
"w24",5.32676,0.340617,15.63854,0,"Consumer Credit",-5160.42573472714
"alpha3",0.054799,0.015336,3.573166,0.000353,"Consumer Risk",0.40896807668787
"gamma3",0.146927,0.034953,4.203609,2.6e-05,"Consumer Risk",1.23275729224326
"beta3",0.844958,0.021399,39.485925,0,"Consumer Risk",2629.61392438677
"m3",0.856902,0.165206,5.186864,0,"Consumer Risk",10332.373582
"theta3",0.527865,0.194469,2.714385,0.00664,"Consumer Risk",10369.098898
"w23",4.068937,0.15039,27.055819,0,"Consumer Risk",-5160.18679093938
"alpha2",0.056191,0.015628,3.595464,0.000324,"Consumer Leverage",2.47515112555098
"gamma2",0.154351,0.035375,4.363219,1.3e-05,"Consumer Leverage",1.23034236467745
"beta2",0.834775,0.021861,38.186022,0,"Consumer Leverage",2626.99275120986
"m2",0.677681,0.181487,3.73405,0.000188,"Consumer Leverage",10323.408713
"theta2",0.802073,0.124248,6.45543,0,"Consumer Leverage",10360.134029
"w22",5.686373,0.297351,19.123437,0,"Consumer Leverage",-5155.70435646736
"alpha1",0.053322,0.017351,3.073158,0.002118,"Consumer NFCI",0.799417082181933
"gamma1",0.154585,0.050406,3.066833,0.002163,"Consumer NFCI",1.23232376452809
"beta1",0.839571,0.027811,30.188188,0,"Consumer NFCI",2629.10643089156
"m1",0.949814,0.48694,1.950575,0.051108,"Consumer NFCI",10330.861288
"theta1",0.797832,0.344726,2.314392,0.020646,"Consumer NFCI",10367.586604
"w21",5.109799,0.571266,8.944688,0,"Consumer NFCI",-5159.43064388933
