tic,datadate,gvkeyx,prccd
IND.I,2025-01-21,128898,1189.84629600
IND.I,2025-01-22,128898,1187.86621200
IND.I,2025-01-23,128898,1199.22333400
IND.I,2025-01-24,128898,1194.14750600
IND.I,2025-01-27,128898,1178.43043900
IND.I,2025-01-28,128898,1170.88793900
IND.I,2025-01-29,128898,1166.43930700
IND.I,2025-01-30,128898,1179.79621900
IND.I,2025-01-31,128898,1171.34439500
IND.I,2025-02-03,128898,1159.23363900
IND.I,2025-02-04,128898,1160.02108700
IND.I,2025-02-05,128898,1161.11604600
IND.I,2025-02-06,128898,1165.96730600
IND.I,2025-02-07,128898,1161.99789300
IND.I,2025-02-10,128898,1172.57814900
IND.I,2025-02-11,128898,1172.84951300
IND.I,2025-02-12,128898,1166.02262000
IND.I,2025-02-13,128898,1167.12382800
IND.I,2025-02-14,128898,1163.78420100
IND.I,2025-02-18,128898,1172.75951200
IND.I,2025-02-19,128898,1173.75124300
IND.I,2025-02-20,128898,1165.82293700
IND.I,2025-02-21,128898,1139.79258300
IND.I,2025-02-24,128898,1134.83041300
IND.I,2025-02-25,128898,1140.82201900
IND.I,2025-02-26,128898,1141.53704500
IND.I,2025-02-27,128898,1137.26166200
IND.I,2025-02-28,128898,1152.53818100
IND.I,2025-03-03,128898,1135.80037000
IND.I,2025-03-04,128898,1113.55726000
IND.I,2025-03-05,128898,1131.24634500
IND.I,2025-03-06,128898,1120.86413200
IND.I,2025-03-07,128898,1134.28145800
IND.I,2025-03-10,128898,1116.09193500
IND.I,2025-03-11,128898,1098.89779800
IND.I,2025-03-12,128898,1098.94336800
IND.I,2025-03-13,128898,1087.35237600
IND.I,2025-03-14,128898,1107.37928000
IND.I,2025-03-17,128898,1122.30893900
IND.I,2025-03-18,128898,1113.63759700
IND.I,2025-03-19,128898,1128.02825000
IND.I,2025-03-20,128898,1122.85745100
IND.I,2025-03-21,128898,1116.78142000
IND.I,2025-03-24,128898,1137.67495700
IND.I,2025-03-25,128898,1138.86031400
IND.I,2025-03-26,128898,1131.42540900
IND.I,2025-03-27,128898,1125.61372200
IND.I,2025-03-28,128898,1102.68572400
IND.I,2025-03-31,128898,1109.71851000
IND.I,2025-04-01,128898,1116.38073300
IND.I,2025-04-02,128898,1126.78731500
IND.I,2025-04-03,128898,1065.87594500
IND.I,2025-04-04,128898,998.86796400
IND.I,2025-04-07,128898,994.44019300
IND.I,2025-04-08,128898,985.54932000
IND.I,2025-04-09,128898,1073.97180200
IND.I,2025-04-10,128898,1045.92536700
IND.I,2025-04-11,128898,1064.06011800
IND.I,2025-04-14,128898,1075.14312800
IND.I,2025-04-15,128898,1069.45224100
IND.I,2025-04-16,128898,1054.70409200
IND.I,2025-04-17,128898,1060.73740800
IND.I,2025-04-21,128898,1036.77606300
IND.I,2025-04-22,128898,1055.10053100
IND.I,2025-04-23,128898,1068.23658500
IND.I,2025-04-24,128898,1092.05368100
IND.I,2025-04-25,128898,1092.20898800
IND.I,2025-04-28,128898,1095.59672300
IND.I,2025-04-29,128898,1102.57004700
IND.I,2025-04-30,128898,1111.40860300
IND.I,2025-05-01,128898,1119.15766700
IND.I,2025-05-02,128898,1139.44185700
IND.I,2025-05-05,128898,1139.04350000
IND.I,2025-05-06,128898,1129.32063600
IND.I,2025-05-07,128898,1135.10492500
IND.I,2025-05-08,128898,1150.27133200
IND.I,2025-05-09,128898,1151.48865200
IND.I,2025-05-12,128898,1186.68208300
IND.I,2025-05-13,128898,1195.21518100
IND.I,2025-05-14,128898,1189.52641300
IND.I,2025-05-15,128898,1202.75868000
IND.I,2025-05-16,128898,1215.21049700
IND.I,2025-05-19,128898,1219.84008400
IND.I,2025-05-20,128898,1215.35016100
IND.I,2025-05-21,128898,1194.89301100
IND.I,2025-05-22,128898,1194.84385900
IND.I,2025-05-23,128898,1190.01277500
IND.I,2025-05-27,128898,1211.33974800
