tic,datadate,gvkeyx,prccd
I0028,2018-01-02,000208,6511.34400000
I0028,2018-01-03,000208,6575.80100000
I0028,2018-01-04,000208,6584.57800000
I0028,2018-01-05,000208,6653.28900000
I0028,2018-01-08,000208,6676.63300000
I0028,2018-01-09,000208,6677.93400000
I0028,2018-01-10,000208,6662.66000000
I0028,2018-01-11,000208,6708.49200000
I0028,2018-01-12,000208,6758.53900000
I0028,2018-01-16,000208,6737.13700000
I0028,2018-01-17,000208,6810.28500000
I0028,2018-01-18,000208,6811.37900000
I0028,2018-01-19,000208,6834.32800000
I0028,2018-01-22,000208,6906.27700000
I0028,2018-01-23,000208,6963.46500000
I0028,2018-01-24,000208,6919.35200000
I0028,2018-01-25,000208,6916.30500000
I0028,2018-01-26,000208,7022.97300000
I0028,2018-01-29,000208,6988.31600000
I0028,2018-01-30,000208,6930.72700000
I0028,2018-01-31,000208,6949.98800000
I0028,2018-02-01,000208,6901.50400000
I0028,2018-02-02,000208,6760.28900000
I0028,2018-02-05,000208,6495.91800000
I0028,2018-02-06,000208,6665.98000000
I0028,2018-02-07,000208,6582.02300000
I0028,2018-02-08,000208,6306.10200000
I0028,2018-02-09,000208,6412.68000000
I0028,2018-02-12,000208,6523.85200000
I0028,2018-02-13,000208,6553.86300000
I0028,2018-02-14,000208,6675.03100000
I0028,2018-02-15,000208,6794.92200000
I0028,2018-02-16,000208,6770.66400000
I0028,2018-02-20,000208,6779.69500000
I0028,2018-02-21,000208,6759.26200000
I0028,2018-02-22,000208,6761.85500000
I0028,2018-02-23,000208,6896.60200000
I0028,2018-02-26,000208,6989.09800000
I0028,2018-02-27,000208,6900.35200000
I0028,2018-02-28,000208,6854.41800000
I0028,2018-03-01,000208,6750.54300000
I0028,2018-03-02,000208,6811.03900000
I0028,2018-03-05,000208,6881.28100000
I0028,2018-03-06,000208,6913.02300000
I0028,2018-03-07,000208,6929.38700000
I0028,2018-03-08,000208,6966.42600000
I0028,2018-03-09,000208,7101.18000000
I0028,2018-03-12,000208,7131.12100000
I0028,2018-03-13,000208,7046.51200000
I0028,2018-03-14,000208,7040.98000000
I0028,2018-03-15,000208,7030.96900000
I0028,2018-03-16,000208,7019.94900000
I0028,2018-03-19,000208,6864.88300000
I0028,2018-03-20,000208,6885.91800000
I0028,2018-03-21,000208,6853.45300000
I0028,2018-03-22,000208,6682.25400000
I0028,2018-03-23,000208,6508.09000000
I0028,2018-03-26,000208,6753.83200000
I0028,2018-03-27,000208,6529.84000000
I0028,2018-03-28,000208,6460.80900000
I0028,2018-03-29,000208,6581.12500000
I0028,2018-04-02,000208,6390.83600000
I0028,2018-04-03,000208,6458.83200000
I0028,2018-04-04,000208,6560.05900000
I0028,2018-04-05,000208,6594.84000000
I0028,2018-04-06,000208,6433.21500000
I0028,2018-04-09,000208,6472.34400000
I0028,2018-04-10,000208,6615.87100000
I0028,2018-04-11,000208,6583.44500000
I0028,2018-04-12,000208,6656.25400000
I0028,2018-04-13,000208,6628.34400000
I0028,2018-04-16,000208,6675.18000000
I0028,2018-04-17,000208,6816.36700000
I0028,2018-04-18,000208,6833.21100000
I0028,2018-04-19,000208,6774.88700000
I0028,2018-04-20,000208,6667.75000000
I0028,2018-04-23,000208,6648.80500000
I0028,2018-04-24,000208,6509.04700000
I0028,2018-04-25,000208,6513.94100000
I0028,2018-04-26,000208,6649.65200000
I0028,2018-04-27,000208,6656.35200000
I0028,2018-04-30,000208,6605.57000000
I0028,2018-05-01,000208,6681.96100000
I0028,2018-05-02,000208,6644.47700000
I0028,2018-05-03,000208,6643.48000000
I0028,2018-05-04,000208,6769.11700000
I0028,2018-05-07,000208,6821.87500000
I0028,2018-05-08,000208,6815.48400000
I0028,2018-05-09,000208,6893.21500000
I0028,2018-05-10,000208,6963.54700000
I0028,2018-05-11,000208,6952.56300000
I0028,2018-05-14,000208,6964.37100000
I0028,2018-05-15,000208,6888.53500000
I0028,2018-05-16,000208,6929.96500000
I0028,2018-05-17,000208,6901.63300000
I0028,2018-05-18,000208,6866.25400000
I0028,2018-05-21,000208,6905.53100000
I0028,2018-05-22,000208,6893.62100000
I0028,2018-05-23,000208,6953.62900000
I0028,2018-05-24,000208,6949.69900000
I0028,2018-05-25,000208,6960.91800000
I0028,2018-05-29,000208,6926.54300000
I0028,2018-05-30,000208,6976.36700000
I0028,2018-05-31,000208,6967.73000000
I0028,2018-06-01,000208,7083.92600000
I0028,2018-06-04,000208,7143.57000000
I0028,2018-06-05,000208,7166.75400000
I0028,2018-06-06,000208,7210.08200000
I0028,2018-06-07,000208,7152.83200000
I0028,2018-06-08,000208,7152.62100000
I0028,2018-06-11,000208,7168.48000000
I0028,2018-06-12,000208,7209.18400000
I0028,2018-06-13,000208,7205.25400000
I0028,2018-06-14,000208,7279.59400000
I0028,2018-06-15,000208,7255.75400000
I0028,2018-06-18,000208,7251.40600000
I0028,2018-06-19,000208,7228.04300000
I0028,2018-06-20,000208,7280.70300000
I0028,2018-06-21,000208,7217.48800000
I0028,2018-06-22,000208,7197.51200000
I0028,2018-06-25,000208,7038.17200000
I0028,2018-06-26,000208,7068.19500000
I0028,2018-06-27,000208,6969.67200000
I0028,2018-06-28,000208,7031.60500000
I0028,2018-06-29,000208,7040.80100000
I0028,2018-07-02,000208,7097.82000000
I0028,2018-07-03,000208,7014.55500000
I0028,2018-07-05,000208,7101.04700000
I0028,2018-07-06,000208,7207.33200000
I0028,2018-07-09,000208,7276.00000000
I0028,2018-07-10,000208,7282.59800000
I0028,2018-07-11,000208,7243.98000000
I0028,2018-07-12,000208,7366.25000000
I0028,2018-07-13,000208,7375.81600000
I0028,2018-07-16,000208,7357.89800000
I0028,2018-07-17,000208,7403.89100000
I0028,2018-07-18,000208,7390.12500000
I0028,2018-07-19,000208,7352.35900000
I0028,2018-07-20,000208,7350.22700000
I0028,2018-07-23,000208,7371.78100000
I0028,2018-07-24,000208,7406.24600000
I0028,2018-07-25,000208,7508.58600000
I0028,2018-07-26,000208,7400.75000000
I0028,2018-07-27,000208,7296.78100000
I0028,2018-07-30,000208,7193.10200000
I0028,2018-07-31,000208,7231.98400000
I0028,2018-08-01,000208,7272.88700000
I0028,2018-08-02,000208,7372.14800000
I0028,2018-08-03,000208,7395.48800000
I0028,2018-08-06,000208,7438.99600000
I0028,2018-08-07,000208,7462.65200000
I0028,2018-08-08,000208,7469.54700000
I0028,2018-08-09,000208,7466.96100000
I0028,2018-08-10,000208,7408.30500000
I0028,2018-08-13,000208,7401.16800000
I0028,2018-08-14,000208,7447.16800000
I0028,2018-08-15,000208,7354.66000000
I0028,2018-08-16,000208,7374.29300000
I0028,2018-08-17,000208,7377.54300000
I0028,2018-08-20,000208,7371.41800000
I0028,2018-08-21,000208,7397.22700000
I0028,2018-08-22,000208,7424.59400000
I0028,2018-08-23,000208,7413.84000000
I0028,2018-08-24,000208,7485.40200000
I0028,2018-08-27,000208,7559.13300000
I0028,2018-08-28,000208,7570.24600000
I0028,2018-08-29,000208,7660.18000000
I0028,2018-08-30,000208,7642.66800000
I0028,2018-08-31,000208,7654.55500000
I0028,2018-09-04,000208,7622.32400000
I0028,2018-09-05,000208,7523.25800000
I0028,2018-09-06,000208,7453.16800000
I0028,2018-09-07,000208,7430.26200000
I0028,2018-09-10,000208,7447.67600000
I0028,2018-09-11,000208,7507.87100000
I0028,2018-09-12,000208,7488.06600000
I0028,2018-09-13,000208,7561.68800000
I0028,2018-09-14,000208,7545.49600000
I0028,2018-09-17,000208,7434.73000000
I0028,2018-09-18,000208,7494.39800000
I0028,2018-09-19,000208,7490.32400000
I0028,2018-09-20,000208,7569.03500000
I0028,2018-09-21,000208,7531.07000000
I0028,2018-09-24,000208,7548.75000000
I0028,2018-09-25,000208,7563.19500000
I0028,2018-09-26,000208,7563.08600000
I0028,2018-09-27,000208,7629.57400000
I0028,2018-09-28,000208,7627.64800000
I0028,2018-10-01,000208,7645.45300000
I0028,2018-10-02,000208,7628.27700000
I0028,2018-10-03,000208,7637.42600000
I0028,2018-10-04,000208,7490.00400000
I0028,2018-10-05,000208,7399.00800000
I0028,2018-10-08,000208,7352.82400000
I0028,2018-10-09,000208,7371.61700000
I0028,2018-10-10,000208,7044.49600000
I0028,2018-10-11,000208,6964.02700000
I0028,2018-10-12,000208,7157.20700000
I0028,2018-10-15,000208,7068.67200000
I0028,2018-10-16,000208,7276.42600000
I0028,2018-10-17,000208,7278.63300000
I0028,2018-10-18,000208,7116.09000000
I0028,2018-10-19,000208,7107.23400000
I0028,2018-10-22,000208,7141.21100000
I0028,2018-10-23,000208,7118.67600000
I0028,2018-10-24,000208,6789.15600000
I0028,2018-10-25,000208,7016.39100000
I0028,2018-10-26,000208,6852.40600000
I0028,2018-10-29,000208,6713.90200000
I0028,2018-10-30,000208,6810.12100000
I0028,2018-10-31,000208,6967.09400000
I0028,2018-11-01,000208,7069.17200000
I0028,2018-11-02,000208,6965.29300000
I0028,2018-11-05,000208,6937.09000000
I0028,2018-11-06,000208,6988.84800000
I0028,2018-11-07,000208,7203.13300000
I0028,2018-11-08,000208,7158.59000000
I0028,2018-11-09,000208,7039.14800000
I0028,2018-11-12,000208,6829.09800000
I0028,2018-11-13,000208,6830.90600000
I0028,2018-11-14,000208,6769.87100000
I0028,2018-11-15,000208,6890.44500000
I0028,2018-11-16,000208,6867.01600000
I0028,2018-11-19,000208,6642.91800000
I0028,2018-11-20,000208,6526.96500000
I0028,2018-11-21,000208,6575.66400000
I0028,2018-11-23,000208,6527.34800000
I0028,2018-11-26,000208,6678.34000000
I0028,2018-11-27,000208,6701.03500000
I0028,2018-11-28,000208,6913.32400000
I0028,2018-11-29,000208,6892.39800000
I0028,2018-11-30,000208,6949.01600000
I0028,2018-12-03,000208,7062.13300000
I0028,2018-12-04,000208,6795.21500000
I0028,2018-12-06,000208,6838.85200000
I0028,2018-12-07,000208,6613.27300000
I0028,2018-12-10,000208,6682.74200000
I0028,2018-12-11,000208,6704.23800000
I0028,2018-12-12,000208,6763.95700000
I0028,2018-12-13,000208,6767.97300000
I0028,2018-12-14,000208,6594.96500000
I0028,2018-12-17,000208,6448.38700000
I0028,2018-12-18,000208,6491.51600000
I0028,2018-12-19,000208,6342.96900000
I0028,2018-12-20,000208,6243.19500000
I0028,2018-12-21,000208,6046.55500000
I0028,2018-12-24,000208,5899.35500000
I0028,2018-12-26,000208,6262.76600000
I0028,2018-12-27,000208,6288.30100000
I0028,2018-12-28,000208,6285.26600000
I0028,2018-12-31,000208,6329.96500000
I0028,2019-01-02,000208,6360.87100000
I0028,2019-01-03,000208,6147.12900000
I0028,2019-01-04,000208,6422.67200000
I0028,2019-01-07,000208,6488.25400000
I0028,2019-01-08,000208,6551.84800000
I0028,2019-01-09,000208,6600.69500000
I0028,2019-01-10,000208,6620.94100000
I0028,2019-01-11,000208,6601.39500000
I0028,2019-01-14,000208,6541.03900000
I0028,2019-01-15,000208,6669.63700000
I0028,2019-01-16,000208,6668.56300000
I0028,2019-01-17,000208,6718.45300000
I0028,2019-01-18,000208,6784.60900000
I0028,2019-01-22,000208,6646.81300000
I0028,2019-01-23,000208,6658.76200000
I0028,2019-01-24,000208,6702.54700000
I0028,2019-01-25,000208,6787.37100000
I0028,2019-01-28,000208,6697.08600000
I0028,2019-01-29,000208,6632.79300000
I0028,2019-01-30,000208,6807.91000000
I0028,2019-01-31,000208,6906.84000000
I0028,2019-02-01,000208,6875.52000000
I0028,2019-02-04,000208,6959.95700000
I0028,2019-02-05,000208,7023.52000000
I0028,2019-02-06,000208,6997.62100000
I0028,2019-02-07,000208,6904.98000000
I0028,2019-02-08,000208,6913.12900000
I0028,2019-02-11,000208,6909.18400000
I0028,2019-02-12,000208,7014.66800000
I0028,2019-02-13,000208,7015.87500000
I0028,2019-02-14,000208,7022.41800000
I0028,2019-02-15,000208,7055.18000000
I0028,2019-02-19,000208,7066.61300000
I0028,2019-02-20,000208,7062.34000000
I0028,2019-02-21,000208,7035.16400000
I0028,2019-02-22,000208,7090.62500000
I0028,2019-02-25,000208,7115.42600000
I0028,2019-02-26,000208,7123.21500000
I0028,2019-02-27,000208,7117.00400000
I0028,2019-02-28,000208,7097.52700000
I0028,2019-03-01,000208,7151.57000000
I0028,2019-03-04,000208,7150.83200000
I0028,2019-03-05,000208,7156.78500000
I0028,2019-03-06,000208,7112.46900000
I0028,2019-03-07,000208,7026.88300000
I0028,2019-03-08,000208,7015.69100000
I0028,2019-03-11,000208,7164.02000000
I0028,2019-03-12,000208,7201.28100000
I0028,2019-03-13,000208,7256.98000000
I0028,2019-03-14,000208,7243.01200000
I0028,2019-03-15,000208,7306.98800000
I0028,2019-03-18,000208,7326.28100000
I0028,2019-03-19,000208,7349.27700000
I0028,2019-03-20,000208,7380.75400000
I0028,2019-03-21,000208,7493.27000000
I0028,2019-03-22,000208,7326.05900000
I0028,2019-03-25,000208,7316.95700000
I0028,2019-03-26,000208,7351.14800000
I0028,2019-03-27,000208,7308.19100000
I0028,2019-03-28,000208,7320.47300000
I0028,2019-03-29,000208,7378.77300000
I0028,2019-04-01,000208,7478.41400000
I0028,2019-04-02,000208,7499.64100000
I0028,2019-04-03,000208,7544.97300000
I0028,2019-04-04,000208,7540.56600000
I0028,2019-04-05,000208,7578.84000000
I0028,2019-04-08,000208,7599.74200000
I0028,2019-04-09,000208,7568.48400000
I0028,2019-04-10,000208,7611.48800000
I0028,2019-04-11,000208,7594.89100000
I0028,2019-04-12,000208,7628.14800000
I0028,2019-04-15,000208,7629.12100000
I0028,2019-04-16,000208,7654.73000000
I0028,2019-04-17,000208,7680.71900000
I0028,2019-04-18,000208,7689.71500000
I0028,2019-04-22,000208,7713.49600000
I0028,2019-04-23,000208,7810.70700000
I0028,2019-04-24,000208,7784.41400000
I0028,2019-04-25,000208,7816.91800000
I0028,2019-04-26,000208,7826.68000000
I0028,2019-04-29,000208,7839.03900000
I0028,2019-04-30,000208,7781.45700000
I0028,2019-05-01,000208,7751.84800000
I0028,2019-05-02,000208,7724.05500000
I0028,2019-05-03,000208,7845.73000000
I0028,2019-05-06,000208,7794.09400000
I0028,2019-05-07,000208,7640.14800000
I0028,2019-05-08,000208,7617.55100000
I0028,2019-05-09,000208,7582.74600000
I0028,2019-05-10,000208,7586.53100000
I0028,2019-05-13,000208,7324.13300000
I0028,2019-05-14,000208,7401.88300000
I0028,2019-05-15,000208,7503.24600000
I0028,2019-05-16,000208,7580.14100000
I0028,2019-05-17,000208,7503.68000000
I0028,2019-05-20,000208,7376.70300000
I0028,2019-05-21,000208,7451.02000000
I0028,2019-05-22,000208,7420.65600000
I0028,2019-05-23,000208,7307.93400000
I0028,2019-05-24,000208,7300.96100000
I0028,2019-05-28,000208,7278.37500000
I0028,2019-05-29,000208,7216.85900000
I0028,2019-05-30,000208,7245.40200000
I0028,2019-05-31,000208,7127.95700000
I0028,2019-06-03,000208,6978.01600000
I0028,2019-06-04,000208,7166.74600000
I0028,2019-06-05,000208,7220.90200000
I0028,2019-06-06,000208,7275.92600000
I0028,2019-06-07,000208,7417.29300000
I0028,2019-06-10,000208,7501.93000000
I0028,2019-06-11,000208,7513.84800000
I0028,2019-06-12,000208,7472.29300000
I0028,2019-06-13,000208,7510.68400000
I0028,2019-06-14,000208,7479.11300000
I0028,2019-06-17,000208,7526.52000000
I0028,2019-06-18,000208,7635.39800000
I0028,2019-06-19,000208,7667.73800000
I0028,2019-06-20,000208,7738.05500000
I0028,2019-06-21,000208,7728.78100000
I0028,2019-06-24,000208,7723.02300000
I0028,2019-06-25,000208,7591.53500000
I0028,2019-06-26,000208,7627.05100000
I0028,2019-06-27,000208,7657.04700000
I0028,2019-06-28,000208,7671.07400000
I0028,2019-07-01,000208,7768.13700000
I0028,2019-07-02,000208,7799.82400000
I0028,2019-07-03,000208,7857.69100000
I0028,2019-07-05,000208,7841.30100000
I0028,2019-07-08,000208,7785.78500000
I0028,2019-07-09,000208,7826.85900000
I0028,2019-07-10,000208,7903.40200000
I0028,2019-07-11,000208,7896.77700000
I0028,2019-07-12,000208,7943.24200000
I0028,2019-07-15,000208,7966.92600000
I0028,2019-07-16,000208,7927.07800000
I0028,2019-07-17,000208,7888.76200000
I0028,2019-07-18,000208,7904.13300000
I0028,2019-07-19,000208,7834.89800000
I0028,2019-07-22,000208,7905.12100000
I0028,2019-07-23,000208,7954.56300000
I0028,2019-07-24,000208,8010.60500000
I0028,2019-07-25,000208,7929.86700000
I0028,2019-07-26,000208,8016.95300000
I0028,2019-07-29,000208,7989.08200000
I0028,2019-07-30,000208,7952.47300000
I0028,2019-07-31,000208,7848.78100000
I0028,2019-08-01,000208,7801.14500000
I0028,2019-08-02,000208,7692.80100000
I0028,2019-08-05,000208,7415.69100000
I0028,2019-08-06,000208,7521.32000000
I0028,2019-08-07,000208,7551.89800000
I0028,2019-08-08,000208,7724.82800000
I0028,2019-08-09,000208,7646.27000000
I0028,2019-08-12,000208,7561.68400000
I0028,2019-08-13,000208,7728.15200000
I0028,2019-08-14,000208,7490.12900000
I0028,2019-08-15,000208,7484.88700000
I0028,2019-08-16,000208,7604.10900000
I0028,2019-08-19,000208,7719.32400000
I0028,2019-08-20,000208,7664.47300000
I0028,2019-08-21,000208,7733.21500000
I0028,2019-08-22,000208,7707.42600000
I0028,2019-08-23,000208,7464.99600000
I0028,2019-08-26,000208,7575.02000000
I0028,2019-08-27,000208,7566.02700000
I0028,2019-08-28,000208,7587.89500000
I0028,2019-08-29,000208,7702.31300000
I0028,2019-08-30,000208,7690.99600000
I0028,2019-09-03,000208,7609.51200000
I0028,2019-09-04,000208,7719.24600000
I0028,2019-09-05,000208,7862.53900000
I0028,2019-09-06,000208,7852.53900000
I0028,2019-09-09,000208,7832.40200000
I0028,2019-09-10,000208,7814.74200000
I0028,2019-09-11,000208,7887.58200000
I0028,2019-09-12,000208,7917.34000000
I0028,2019-09-13,000208,7892.95300000
I0028,2019-09-16,000208,7852.41400000
I0028,2019-09-17,000208,7888.78500000
I0028,2019-09-18,000208,7888.55500000
I0028,2019-09-19,000208,7901.79300000
I0028,2019-09-20,000208,7823.55500000
I0028,2019-09-23,000208,7818.60900000
I0028,2019-09-24,000208,7710.04300000
I0028,2019-09-25,000208,7803.54300000
I0028,2019-09-26,000208,7771.99200000
I0028,2019-09-27,000208,7681.57800000
I0028,2019-09-30,000208,7749.44900000
I0028,2019-10-01,000208,7684.14100000
I0028,2019-10-02,000208,7550.78500000
I0028,2019-10-03,000208,7638.39500000
I0028,2019-10-04,000208,7754.10200000
I0028,2019-10-07,000208,7725.12900000
I0028,2019-10-08,000208,7604.27000000
I0028,2019-10-09,000208,7690.52700000
I0028,2019-10-10,000208,7740.36300000
I0028,2019-10-11,000208,7843.87500000
I0028,2019-10-14,000208,7842.33200000
I0028,2019-10-15,000208,7942.85200000
I0028,2019-10-16,000208,7920.20700000
I0028,2019-10-17,000208,7942.14500000
I0028,2019-10-18,000208,7868.49200000
I0028,2019-10-21,000208,7940.33200000
I0028,2019-10-22,000208,7874.61700000
I0028,2019-10-23,000208,7889.47300000
I0028,2019-10-24,000208,7966.71900000
I0028,2019-10-25,000208,8029.21900000
I0028,2019-10-28,000208,8110.66800000
I0028,2019-10-29,000208,8047.50800000
I0028,2019-10-30,000208,8083.11300000
I0028,2019-10-31,000208,8083.83200000
I0028,2019-11-01,000208,8161.16800000
I0028,2019-11-04,000208,8210.66400000
I0028,2019-11-05,000208,8210.17600000
I0028,2019-11-06,000208,8196.02700000
I0028,2019-11-07,000208,8219.64500000
I0028,2019-11-08,000208,8255.88700000
I0028,2019-11-11,000208,8241.91000000
I0028,2019-11-12,000208,8263.78900000
I0028,2019-11-13,000208,8259.81300000
I0028,2019-11-14,000208,8257.83200000
I0028,2019-11-15,000208,8315.52300000
I0028,2019-11-18,000208,8328.48000000
I0028,2019-11-19,000208,8338.73800000
I0028,2019-11-20,000208,8283.75400000
I0028,2019-11-21,000208,8265.61700000
I0028,2019-11-22,000208,8272.05100000
I0028,2019-11-25,000208,8371.93000000
I0028,2019-11-26,000208,8385.74600000
I0028,2019-11-27,000208,8444.70700000
I0028,2019-11-29,000208,8403.68400000
I0028,2019-12-02,000208,8309.26200000
I0028,2019-12-03,000208,8254.73800000
I0028,2019-12-04,000208,8296.53100000
I0028,2019-12-05,000208,8308.39800000
I0028,2019-12-06,000208,8397.36700000
I0028,2019-12-09,000208,8362.74200000
I0028,2019-12-10,000208,8354.29300000
I0028,2019-12-11,000208,8402.60900000
I0028,2019-12-12,000208,8466.89500000
I0028,2019-12-13,000208,8487.70700000
I0028,2019-12-16,000208,8570.33600000
I0028,2019-12-17,000208,8575.69900000
I0028,2019-12-18,000208,8580.62500000
I0028,2019-12-19,000208,8641.29300000
I0028,2019-12-20,000208,8678.49200000
I0028,2019-12-23,000208,8696.00800000
I0028,2019-12-24,000208,8699.50400000
I0028,2019-12-26,000208,8778.31300000
I0028,2019-12-27,000208,8770.98000000
I0028,2019-12-30,000208,8709.72700000
I0028,2019-12-31,000208,8733.07400000
I0028,2020-01-02,000208,8872.21900000
I0028,2020-01-03,000208,8793.90200000
I0028,2020-01-06,000208,8848.51600000
I0028,2020-01-07,000208,8846.44900000
I0028,2020-01-08,000208,8912.37100000
I0028,2020-01-09,000208,8989.62900000
I0028,2020-01-10,000208,8966.63700000
I0028,2020-01-13,000208,9070.64800000
I0028,2020-01-14,000208,9033.42200000
I0028,2020-01-15,000208,9035.66800000
I0028,2020-01-16,000208,9125.00000000
I0028,2020-01-17,000208,9173.73400000
I0028,2020-01-21,000208,9166.62900000
I0028,2020-01-22,000208,9188.57400000
I0028,2020-01-23,000208,9216.98400000
I0028,2020-01-24,000208,9141.46900000
I0028,2020-01-27,000208,8952.18000000
I0028,2020-01-28,000208,9090.93400000
I0028,2020-01-29,000208,9101.61300000
I0028,2020-01-30,000208,9136.08600000
I0028,2020-01-31,000208,8991.51200000
I0028,2020-02-03,000208,9126.23000000
I0028,2020-02-04,000208,9334.05500000
I0028,2020-02-05,000208,9367.48000000
I0028,2020-02-06,000208,9445.91800000
I0028,2020-02-07,000208,9401.09800000
I0028,2020-02-10,000208,9516.84000000
I0028,2020-02-11,000208,9517.85900000
I0028,2020-02-12,000208,9613.19900000
I0028,2020-02-13,000208,9595.70300000
I0028,2020-02-14,000208,9623.58200000
I0028,2020-02-18,000208,9629.80100000
I0028,2020-02-19,000208,9718.72700000
I0028,2020-02-20,000208,9627.83200000
I0028,2020-02-21,000208,9446.68800000
I0028,2020-02-24,000208,9079.63300000
I0028,2020-02-25,000208,8834.86700000
I0028,2020-02-26,000208,8873.75800000
I0028,2020-02-27,000208,8436.66800000
I0028,2020-02-28,000208,8461.83600000
I0028,2020-03-02,000208,8877.97700000
I0028,2020-03-03,000208,8594.49200000
I0028,2020-03-04,000208,8949.28100000
I0028,2020-03-05,000208,8671.66000000
I0028,2020-03-06,000208,8530.33600000
I0028,2020-03-09,000208,7948.02700000
I0028,2020-03-10,000208,8372.26600000
I0028,2020-03-11,000208,8006.11700000
I0028,2020-03-12,000208,7263.65200000
I0028,2020-03-13,000208,7995.26200000
I0028,2020-03-16,000208,7020.37500000
I0028,2020-03-17,000208,7473.94900000
I0028,2020-03-18,000208,7175.17600000
I0028,2020-03-19,000208,7288.52300000
I0028,2020-03-20,000208,6994.29300000
I0028,2020-03-23,000208,7006.91800000
I0028,2020-03-24,000208,7553.82400000
I0028,2020-03-25,000208,7469.61700000
I0028,2020-03-26,000208,7897.12900000
I0028,2020-03-27,000208,7588.37100000
I0028,2020-03-30,000208,7889.00400000
I0028,2020-03-31,000208,7813.50000000
I0028,2020-04-01,000208,7486.28500000
I0028,2020-04-02,000208,7635.65600000
I0028,2020-04-03,000208,7528.11300000
I0028,2020-04-06,000208,8081.66400000
I0028,2020-04-07,000208,8049.30900000
I0028,2020-04-08,000208,8229.54300000
I0028,2020-04-09,000208,8238.52700000
I0028,2020-04-13,000208,8332.73800000
I0028,2020-04-14,000208,8692.15600000
I0028,2020-04-15,000208,8591.95700000
I0028,2020-04-16,000208,8757.83200000
I0028,2020-04-17,000208,8832.41400000
I0028,2020-04-20,000208,8726.51200000
I0028,2020-04-21,000208,8403.00400000
I0028,2020-04-22,000208,8664.63300000
I0028,2020-04-23,000208,8641.49600000
I0028,2020-04-24,000208,8786.60200000
I0028,2020-04-27,000208,8837.65600000
I0028,2020-04-28,000208,8677.60200000
I0028,2020-04-29,000208,8982.76200000
I0028,2020-04-30,000208,9000.50800000
I0028,2020-05-01,000208,8718.18000000
I0028,2020-05-04,000208,8834.10900000
I0028,2020-05-05,000208,8930.61700000
I0028,2020-05-06,000208,8984.85900000
I0028,2020-05-07,000208,9101.87500000
I0028,2020-05-08,000208,9220.35500000
I0028,2020-05-11,000208,9298.92200000
I0028,2020-05-12,000208,9112.44900000
I0028,2020-05-13,000208,9000.07800000
I0028,2020-05-14,000208,9094.42600000
I0028,2020-05-15,000208,9152.64100000
I0028,2020-05-18,000208,9331.92600000
I0028,2020-05-19,000208,9298.54300000
I0028,2020-05-20,000208,9485.02000000
I0028,2020-05-21,000208,9377.99200000
I0028,2020-05-22,000208,9413.98800000
I0028,2020-05-26,000208,9389.97700000
I0028,2020-05-27,000208,9442.04700000
I0028,2020-05-28,000208,9416.71500000
I0028,2020-05-29,000208,9555.52300000
I0028,2020-06-01,000208,9598.88700000
I0028,2020-06-02,000208,9657.30900000
I0028,2020-06-03,000208,9704.68800000
I0028,2020-06-04,000208,9629.66400000
I0028,2020-06-05,000208,9824.39100000
I0028,2020-06-08,000208,9901.52000000
I0028,2020-06-09,000208,9967.17600000
I0028,2020-06-10,000208,10094.25800000
I0028,2020-06-11,000208,9588.48000000
I0028,2020-06-12,000208,9663.77300000
I0028,2020-06-15,000208,9776.89100000
I0028,2020-06-16,000208,9949.36700000
I0028,2020-06-17,000208,9982.48000000
I0028,2020-06-18,000208,10012.05500000
I0028,2020-06-19,000208,10008.64500000
I0028,2020-06-22,000208,10130.33200000
I0028,2020-06-23,000208,10209.81600000
I0028,2020-06-24,000208,10002.69900000
I0028,2020-06-25,000208,10101.83600000
I0028,2020-06-26,000208,9849.35500000
I0028,2020-06-29,000208,9961.16400000
I0028,2020-06-30,000208,10156.85200000
I0028,2020-07-01,000208,10279.24600000
I0028,2020-07-02,000208,10341.89100000
I0028,2020-07-06,000208,10604.05900000
I0028,2020-07-07,000208,10524.01200000
I0028,2020-07-08,000208,10666.69900000
I0028,2020-07-09,000208,10754.59000000
I0028,2020-07-10,000208,10836.33200000
I0028,2020-07-13,000208,10602.20700000
I0028,2020-07-14,000208,10689.52000000
I0028,2020-07-15,000208,10701.68000000
I0028,2020-07-16,000208,10626.46100000
I0028,2020-07-17,000208,10645.21900000
I0028,2020-07-20,000208,10952.07400000
I0028,2020-07-21,000208,10833.07400000
I0028,2020-07-22,000208,10870.75400000
I0028,2020-07-23,000208,10580.59000000
I0028,2020-07-24,000208,10483.13300000
I0028,2020-07-27,000208,10674.37500000
I0028,2020-07-28,000208,10532.50000000
I0028,2020-07-29,000208,10662.98400000
I0028,2020-07-30,000208,10715.50800000
I0028,2020-07-31,000208,10905.88300000
I0028,2020-08-03,000208,11055.07800000
I0028,2020-08-04,000208,11096.53900000
I0028,2020-08-05,000208,11125.43800000
I0028,2020-08-06,000208,11267.08600000
I0028,2020-08-07,000208,11139.38700000
I0028,2020-08-10,000208,11085.16800000
I0028,2020-08-11,000208,10876.07800000
I0028,2020-08-12,000208,11157.72300000
I0028,2020-08-13,000208,11178.37100000
I0028,2020-08-14,000208,11164.44500000
I0028,2020-08-17,000208,11288.57000000
I0028,2020-08-18,000208,11399.03100000
I0028,2020-08-19,000208,11318.64500000
I0028,2020-08-20,000208,11477.04700000
I0028,2020-08-21,000208,11555.16400000
