"","Estimate","Std..Error","t.value","Pr...t..","c.nm_var..nm_var..nm_var..nm_var..nm_var..nm_var.","model_diagnostics"
"m26",0.531261,0.305938,1.7365,0.082475,"RealEstate T10_3YC",10457.851066
"theta26",-12.481593,0.111159,-112.286015,0,"RealEstate T10_3YC",10494.576382
"w226",1.001002,0.400593,2.498801,0.012461,"RealEstate T10_3YC",-5222.92553292894
"alpha25",0.044611,0.017902,2.491981,0.012703,"RealEstate T10_2YC",0.876416147614489
"gamma25",0.096928,0.030641,3.16336,0.00156,"RealEstate T10_2YC",1.26729271760173
"beta25",0.881953,0.035141,25.097481,0,"RealEstate T10_2YC",5063.87740238823
"m25",0.515691,0.122483,4.210319,2.6e-05,"RealEstate T10_2YC",10454.14362
"theta25",-49.85904,0.143188,-348.207718,0,"RealEstate T10_2YC",10490.868936
"w225",1.001,0.121474,8.24044,0,"RealEstate T10_2YC",-5221.07180976897
"alpha24",0.032436,0.012363,2.623512,0.008703,"SmallCap EU_HY_OAS",0.62392340146956
"gamma24",0.14352,0.041809,3.432785,0.000597,"SmallCap EU_HY_OAS",1.44326185736749
"beta24",0.859567,0.025817,33.294372,0,"SmallCap EU_HY_OAS",3847.64595504785
"m24",0.362479,1.046109,0.346502,0.728966,"SmallCap EU_HY_OAS",11049.476621
"theta24",0.068462,0.14102,0.485475,0.627339,"SmallCap EU_HY_OAS",11086.201937
"w224",8.84002,0.510281,17.32382,0,"SmallCap EU_HY_OAS",-5518.73831025919
"alpha23",0.032338,0.012043,2.685234,0.007248,"SmallCap HY_OAS",0.032486592884705
"gamma23",0.140493,0.030111,4.665773,3e-06,"SmallCap HY_OAS",1.44409528488819
"beta23",0.865449,0.025407,34.063507,0,"SmallCap HY_OAS",3867.5348878706
"m23",0.611182,0.395908,1.543746,0.12265,"SmallCap HY_OAS",11052.276511
"theta23",0.018747,0.063337,0.295985,0.767241,"SmallCap HY_OAS",11089.001827
"w223",2.113952,0.142778,14.805867,0,"SmallCap HY_OAS",-5520.13825568533
"alpha22",0.031233,0.012185,2.563326,0.010367,"SmallCap T10_3YC",0.119429595329442
"gamma22",0.138801,0.029731,4.668514,3e-06,"SmallCap T10_3YC",1.44396245263189
"beta22",0.868863,0.025539,34.020808,0,"SmallCap T10_3YC",3878.84963708058
