"","Estimate","Std..Error","t.value","Pr...t..","c.nm_var..nm_var..nm_var..nm_var..nm_var..nm_var.","model_diagnostics"
"w28",3.248127,0.10332,31.437423,0,"NASDAQ STLStress",-5357.70511699086
"alpha7",1e-04,0.014505,0.006897,0.994497,"NASDAQ CFNAI",2.21400930267928
"gamma7",0.230194,0.030265,7.605899,0,"NASDAQ CFNAI",1.18374271171114
"beta7",0.844192,0.016126,52.348893,0,"NASDAQ CFNAI",2111.30667462659
"m7",0.405784,0.119809,3.386928,0.000707,"NASDAQ CFNAI",10713.406153
"theta7",-0.580714,0.202396,-2.869193,0.004115,"NASDAQ CFNAI",10750.444221
"w27",1.584887,0.273976,5.78477,0,"NASDAQ CFNAI",-5350.70307672666
"alpha6",0.000106,0.014488,0.007312,0.994166,"NASDAQ BKKIndex",0.859795043043078
"gamma6",0.196753,0.042481,4.631585,4e-06,"NASDAQ BKKIndex",1.19022441326394
"beta6",0.867417,0.024701,35.116476,0,"NASDAQ BKKIndex",2099.84225804392
"m6",0.414542,0.119381,3.472438,0.000516,"NASDAQ BKKIndex",10736.150972
"theta6",-0.158074,0.129475,-1.220886,0.222129,"NASDAQ BKKIndex",10773.18904
"w26",1.071173,0.35944,2.980117,0.002881,"NASDAQ BKKIndex",-5362.07548590905
"alpha5",1e-04,0.015796,0.006333,0.994947,"NASDAQ UMich",3.16400120063455
"gamma5",0.23477,0.034657,6.774174,0,"NASDAQ UMich",1.18338023392147
"beta5",0.834755,0.017732,47.077366,0,"NASDAQ UMich",2097.72912750205
"m5",0.467478,0.117154,3.990271,6.6e-05,"NASDAQ UMich",10711.449625
"theta5",-0.299033,0.119135,-2.510034,0.012072,"NASDAQ UMich",10748.487693
"w25",1.461085,0.268711,5.437383,0,"NASDAQ UMich",-5349.72481274535
"alpha4",1e-04,0.022423,0.004462,0.99644,"NASDAQ Credit",2.34735729603609
"gamma4",0.222835,0.041848,5.324853,0,"NASDAQ Credit",1.18563618289316
"beta4",0.84365,0.019349,43.602168,0,"NASDAQ Credit",2091.70460942106
"m4",0.48955,0.153111,3.197349,0.001387,"NASDAQ Credit",10720.332917
"theta4",1.342703,0.58107,2.31074,0.020847,"NASDAQ Credit",10757.370985
"w24",5.347255,0.323456,16.531615,0,"NASDAQ Credit",-5354.16645841512
"alpha3",1e-04,0.021237,0.004712,0.99624,"NASDAQ Risk",1.5603134112877
"gamma3",0.204688,0.040216,5.089683,0,"NASDAQ Risk",1.18831906557147
"beta3",0.856351,0.021719,39.429513,0,"NASDAQ Risk",2092.97539299119
"m3",0.87308,0.116098,7.520217,0,"NASDAQ Risk",10729.9313
"theta3",0.952318,0.231594,4.112009,3.9e-05,"NASDAQ Risk",10766.969368
"w23",4.514727,0.194454,23.217418,0,"NASDAQ Risk",-5358.9656499073
"alpha2",1e-04,0.023463,0.004263,0.996598,"NASDAQ Leverage",3.28434691554854
"gamma2",0.214823,0.034924,6.151247,0,"NASDAQ Leverage",1.18385587237021
"beta2",0.846017,0.019934,42.440524,0,"NASDAQ Leverage",2084.71846216917
"m2",0.511561,0.10187,5.021706,1e-06,"NASDAQ Leverage",10713.375032
"theta2",0.867375,0.195134,4.445018,9e-06,"NASDAQ Leverage",10750.4131
"w22",3.986177,0.047436,84.032502,0,"NASDAQ Leverage",-5350.68751593864
"alpha1",1e-04,0.027269,0.003668,0.997074,"NASDAQ NFCI",3.02209369100547
"gamma1",0.225532,0.037796,5.967161,0,"NASDAQ NFCI",1.18407936284944
"beta1",0.838422,0.020085,41.744691,0,"NASDAQ NFCI",2089.99697018461
"m1",1.079175,0.131809,8.187409,0,"NASDAQ NFCI",10715.144695
"theta1",1.455616,0.24237,6.00576,0,"NASDAQ NFCI",10752.182763
"w21",5.333128,0.274471,19.4306,0,"NASDAQ NFCI",-5351.57234773737
