,Instrument,Date,30 Day At-The-Money Implied Volatility Index for Put Options
0,MSFTATMIV.U,2018-12-31T00:00:00Z,38.31
1,MSFTATMIV.U,2019-01-02T00:00:00Z,36.52
2,MSFTATMIV.U,2019-01-03T00:00:00Z,39.9
3,MSFTATMIV.U,2019-01-04T00:00:00Z,36.33
4,MSFTATMIV.U,2019-01-07T00:00:00Z,35.75
5,MSFTATMIV.U,2019-01-08T00:00:00Z,34.38
6,MSFTATMIV.U,2019-01-09T00:00:00Z,33.12
7,MSFTATMIV.U,2019-01-10T00:00:00Z,31.57
8,MSFTATMIV.U,2019-01-11T00:00:00Z,31.5
9,MSFTATMIV.U,2019-01-14T00:00:00Z,31.37
10,MSFTATMIV.U,2019-01-15T00:00:00Z,28.53
11,MSFTATMIV.U,2019-01-16T00:00:00Z,27.65
12,MSFTATMIV.U,2019-01-17T00:00:00Z,28.26
13,MSFTATMIV.U,2019-01-18T00:00:00Z,25.92
14,MSFTATMIV.U,2019-01-18T00:00:00Z,25.92
15,MSFTATMIV.U,2019-01-22T00:00:00Z,30.18
16,MSFTATMIV.U,2019-01-23T00:00:00Z,28.96
17,MSFTATMIV.U,2019-01-24T00:00:00Z,28.32
18,MSFTATMIV.U,2019-01-25T00:00:00Z,26.47
19,MSFTATMIV.U,2019-01-28T00:00:00Z,28.94
20,MSFTATMIV.U,2019-01-29T00:00:00Z,30.54
21,MSFTATMIV.U,2019-01-30T00:00:00Z,29.01
22,MSFTATMIV.U,2019-01-31T00:00:00Z,22.52
23,MSFTATMIV.U,2019-02-01T00:00:00Z,22.36
24,MSFTATMIV.U,2019-02-04T00:00:00Z,20.23
25,MSFTATMIV.U,2019-02-05T00:00:00Z,19.44
26,MSFTATMIV.U,2019-02-06T00:00:00Z,19.96
27,MSFTATMIV.U,2019-02-07T00:00:00Z,21.1
28,MSFTATMIV.U,2019-02-08T00:00:00Z,20.82
29,MSFTATMIV.U,2019-02-11T00:00:00Z,21.17
30,MSFTATMIV.U,2019-02-12T00:00:00Z,19.28
31,MSFTATMIV.U,2019-02-13T00:00:00Z,19.16
32,MSFTATMIV.U,2019-02-14T00:00:00Z,19.36
33,MSFTATMIV.U,2019-02-15T00:00:00Z,18.7
34,MSFTATMIV.U,2019-02-15T00:00:00Z,18.7
35,MSFTATMIV.U,2019-02-19T00:00:00Z,18.47
36,MSFTATMIV.U,2019-02-20T00:00:00Z,18.66
37,MSFTATMIV.U,2019-02-21T00:00:00Z,18.77
38,MSFTATMIV.U,2019-02-22T00:00:00Z,17.91
39,MSFTATMIV.U,2019-02-25T00:00:00Z,18.01
40,MSFTATMIV.U,2019-02-26T00:00:00Z,18.21
41,MSFTATMIV.U,2019-02-27T00:00:00Z,18.46
42,MSFTATMIV.U,2019-02-28T00:00:00Z,19.33
43,MSFTATMIV.U,2019-03-01T00:00:00Z,17.96
44,MSFTATMIV.U,2019-03-04T00:00:00Z,19.23
45,MSFTATMIV.U,2019-03-05T00:00:00Z,18.08
46,MSFTATMIV.U,2019-03-06T00:00:00Z,18.53
47,MSFTATMIV.U,2019-03-07T00:00:00Z,19.7
48,MSFTATMIV.U,2019-03-08T00:00:00Z,19.46
49,MSFTATMIV.U,2019-03-11T00:00:00Z,17.36
50,MSFTATMIV.U,2019-03-12T00:00:00Z,17.14
51,MSFTATMIV.U,2019-03-13T00:00:00Z,16.28
52,MSFTATMIV.U,2019-03-14T00:00:00Z,16.03
53,MSFTATMIV.U,2019-03-15T00:00:00Z,14.9
54,MSFTATMIV.U,2019-03-18T00:00:00Z,16.19
55,MSFTATMIV.U,2019-03-19T00:00:00Z,15.87
56,MSFTATMIV.U,2019-03-20T00:00:00Z,17.3
57,MSFTATMIV.U,2019-03-21T00:00:00Z,17.4
58,MSFTATMIV.U,2019-03-22T00:00:00Z,21.46
59,MSFTATMIV.U,2019-03-25T00:00:00Z,22.95
60,MSFTATMIV.U,2019-03-26T00:00:00Z,22.55
61,MSFTATMIV.U,2019-03-27T00:00:00Z,21.99
62,MSFTATMIV.U,2019-03-28T00:00:00Z,22.53
63,MSFTATMIV.U,2019-03-29T00:00:00Z,22.05
64,MSFTATMIV.U,2019-04-01T00:00:00Z,22.64
65,MSFTATMIV.U,2019-04-02T00:00:00Z,23.02
66,MSFTATMIV.U,2019-04-03T00:00:00Z,23.06
67,MSFTATMIV.U,2019-04-04T00:00:00Z,23.26
68,MSFTATMIV.U,2019-04-05T00:00:00Z,22.83
69,MSFTATMIV.U,2019-04-08T00:00:00Z,23.21
70,MSFTATMIV.U,2019-04-09T00:00:00Z,23.21
71,MSFTATMIV.U,2019-04-10T00:00:00Z,22.55
72,MSFTATMIV.U,2019-04-11T00:00:00Z,21.94
73,MSFTATMIV.U,2019-04-12T00:00:00Z,21.19
74,MSFTATMIV.U,2019-04-15T00:00:00Z,21.67
75,MSFTATMIV.U,2019-04-16T00:00:00Z,20.69
76,MSFTATMIV.U,2019-04-17T00:00:00Z,20.48
77,MSFTATMIV.U,2019-04-18T00:00:00Z,20.69
78,MSFTATMIV.U,2019-04-18T00:00:00Z,20.69
79,MSFTATMIV.U,2019-04-22T00:00:00Z,21.78
80,MSFTATMIV.U,2019-04-23T00:00:00Z,21.78
81,MSFTATMIV.U,2019-04-24T00:00:00Z,22.54
82,MSFTATMIV.U,2019-04-25T00:00:00Z,17.18
83,MSFTATMIV.U,2019-04-26T00:00:00Z,16.11
84,MSFTATMIV.U,2019-04-29T00:00:00Z,16.3
85,MSFTATMIV.U,2019-04-30T00:00:00Z,15.55
86,MSFTATMIV.U,2019-05-01T00:00:00Z,17.22
87,MSFTATMIV.U,2019-05-02T00:00:00Z,17.91
88,MSFTATMIV.U,2019-05-03T00:00:00Z,16.39
89,MSFTATMIV.U,2019-05-06T00:00:00Z,18.16
90,MSFTATMIV.U,2019-05-07T00:00:00Z,23.59
91,MSFTATMIV.U,2019-05-08T00:00:00Z,22.65
92,MSFTATMIV.U,2019-05-09T00:00:00Z,22.54
93,MSFTATMIV.U,2019-05-10T00:00:00Z,20.08
94,MSFTATMIV.U,2019-05-13T00:00:00Z,24.54
95,MSFTATMIV.U,2019-05-14T00:00:00Z,21.68
96,MSFTATMIV.U,2019-05-15T00:00:00Z,20.33
97,MSFTATMIV.U,2019-05-16T00:00:00Z,18.57
98,MSFTATMIV.U,2019-05-17T00:00:00Z,19.9
99,MSFTATMIV.U,2019-05-20T00:00:00Z,21.12
100,MSFTATMIV.U,2019-05-21T00:00:00Z,19.84
101,MSFTATMIV.U,2019-05-22T00:00:00Z,19.73
102,MSFTATMIV.U,2019-05-23T00:00:00Z,22.78
103,MSFTATMIV.U,2019-05-24T00:00:00Z,21.19
104,MSFTATMIV.U,2019-05-24T00:00:00Z,21.19
105,MSFTATMIV.U,2019-05-28T00:00:00Z,21.44
106,MSFTATMIV.U,2019-05-29T00:00:00Z,22.99
107,MSFTATMIV.U,2019-05-30T00:00:00Z,22.59
108,MSFTATMIV.U,2019-05-31T00:00:00Z,24.33
109,MSFTATMIV.U,2019-06-03T00:00:00Z,27.16
110,MSFTATMIV.U,2019-06-04T00:00:00Z,23.47
111,MSFTATMIV.U,2019-06-05T00:00:00Z,22.83
112,MSFTATMIV.U,2019-06-06T00:00:00Z,21.55
113,MSFTATMIV.U,2019-06-07T00:00:00Z,20.68
114,MSFTATMIV.U,2019-06-10T00:00:00Z,21.27
115,MSFTATMIV.U,2019-06-11T00:00:00Z,21.15
116,MSFTATMIV.U,2019-06-12T00:00:00Z,21.03
117,MSFTATMIV.U,2019-06-13T00:00:00Z,21.29
118,MSFTATMIV.U,2019-06-14T00:00:00Z,20.99
119,MSFTATMIV.U,2019-06-17T00:00:00Z,21.78
120,MSFTATMIV.U,2019-06-18T00:00:00Z,21.25
121,MSFTATMIV.U,2019-06-19T00:00:00Z,20.26
122,MSFTATMIV.U,2019-06-20T00:00:00Z,21.08
123,MSFTATMIV.U,2019-06-21T00:00:00Z,20.9
124,MSFTATMIV.U,2019-06-24T00:00:00Z,22.28
125,MSFTATMIV.U,2019-06-25T00:00:00Z,24.89
126,MSFTATMIV.U,2019-06-26T00:00:00Z,24.61
127,MSFTATMIV.U,2019-06-27T00:00:00Z,24.0
128,MSFTATMIV.U,2019-06-28T00:00:00Z,24.21
129,MSFTATMIV.U,2019-07-01T00:00:00Z,22.05
130,MSFTATMIV.U,2019-07-02T00:00:00Z,21.13
131,MSFTATMIV.U,2019-07-03T00:00:00Z,21.22
132,MSFTATMIV.U,2019-07-03T00:00:00Z,21.22
133,MSFTATMIV.U,2019-07-05T00:00:00Z,21.55
134,MSFTATMIV.U,2019-07-08T00:00:00Z,21.72
135,MSFTATMIV.U,2019-07-09T00:00:00Z,22.12
136,MSFTATMIV.U,2019-07-10T00:00:00Z,21.4
137,MSFTATMIV.U,2019-07-11T00:00:00Z,20.99
138,MSFTATMIV.U,2019-07-12T00:00:00Z,20.5
139,MSFTATMIV.U,2019-07-15T00:00:00Z,20.92
140,MSFTATMIV.U,2019-07-16T00:00:00Z,21.9
141,MSFTATMIV.U,2019-07-17T00:00:00Z,22.7
142,MSFTATMIV.U,2019-07-18T00:00:00Z,22.82
143,MSFTATMIV.U,2019-07-19T00:00:00Z,17.45
144,MSFTATMIV.U,2019-07-22T00:00:00Z,16.66
145,MSFTATMIV.U,2019-07-23T00:00:00Z,16.62
146,MSFTATMIV.U,2019-07-24T00:00:00Z,16.17
147,MSFTATMIV.U,2019-07-25T00:00:00Z,16.43
148,MSFTATMIV.U,2019-07-26T00:00:00Z,15.17
149,MSFTATMIV.U,2019-07-29T00:00:00Z,16.32
150,MSFTATMIV.U,2019-07-30T00:00:00Z,17.09
151,MSFTATMIV.U,2019-07-31T00:00:00Z,19.53
152,MSFTATMIV.U,2019-08-01T00:00:00Z,21.13
153,MSFTATMIV.U,2019-08-02T00:00:00Z,21.35
154,MSFTATMIV.U,2019-08-05T00:00:00Z,28.18
155,MSFTATMIV.U,2019-08-06T00:00:00Z,25.37
156,MSFTATMIV.U,2019-08-07T00:00:00Z,25.58
157,MSFTATMIV.U,2019-08-08T00:00:00Z,22.15
158,MSFTATMIV.U,2019-08-09T00:00:00Z,23.14
159,MSFTATMIV.U,2019-08-12T00:00:00Z,25.54
160,MSFTATMIV.U,2019-08-13T00:00:00Z,22.04
161,MSFTATMIV.U,2019-08-14T00:00:00Z,27.7
162,MSFTATMIV.U,2019-08-15T00:00:00Z,26.71
163,MSFTATMIV.U,2019-08-16T00:00:00Z,22.64
164,MSFTATMIV.U,2019-08-19T00:00:00Z,21.78
165,MSFTATMIV.U,2019-08-20T00:00:00Z,21.78
166,MSFTATMIV.U,2019-08-21T00:00:00Z,20.34
167,MSFTATMIV.U,2019-08-22T00:00:00Z,21.77
168,MSFTATMIV.U,2019-08-23T00:00:00Z,26.79
169,MSFTATMIV.U,2019-08-26T00:00:00Z,25.19
170,MSFTATMIV.U,2019-08-27T00:00:00Z,24.84
171,MSFTATMIV.U,2019-08-28T00:00:00Z,24.22
172,MSFTATMIV.U,2019-08-29T00:00:00Z,21.56
173,MSFTATMIV.U,2019-08-30T00:00:00Z,22.09
174,MSFTATMIV.U,2019-08-30T00:00:00Z,22.09
175,MSFTATMIV.U,2019-09-03T00:00:00Z,24.43
176,MSFTATMIV.U,2019-09-04T00:00:00Z,22.36
177,MSFTATMIV.U,2019-09-05T00:00:00Z,20.39
178,MSFTATMIV.U,2019-09-06T00:00:00Z,19.96
179,MSFTATMIV.U,2019-09-09T00:00:00Z,21.51
180,MSFTATMIV.U,2019-09-10T00:00:00Z,22.31
181,MSFTATMIV.U,2019-09-11T00:00:00Z,21.53
182,MSFTATMIV.U,2019-09-12T00:00:00Z,21.34
183,MSFTATMIV.U,2019-09-13T00:00:00Z,19.8
184,MSFTATMIV.U,2019-09-16T00:00:00Z,20.79
185,MSFTATMIV.U,2019-09-17T00:00:00Z,19.84
186,MSFTATMIV.U,2019-09-18T00:00:00Z,18.89
187,MSFTATMIV.U,2019-09-19T00:00:00Z,20.79
188,MSFTATMIV.U,2019-09-20T00:00:00Z,21.53
189,MSFTATMIV.U,2019-09-23T00:00:00Z,22.94
190,MSFTATMIV.U,2019-09-24T00:00:00Z,26.44
191,MSFTATMIV.U,2019-09-25T00:00:00Z,25.27
192,MSFTATMIV.U,2019-09-26T00:00:00Z,25.54
193,MSFTATMIV.U,2019-09-27T00:00:00Z,27.36
194,MSFTATMIV.U,2019-09-30T00:00:00Z,26.06
195,MSFTATMIV.U,2019-10-01T00:00:00Z,27.59
196,MSFTATMIV.U,2019-10-02T00:00:00Z,31.7
197,MSFTATMIV.U,2019-10-03T00:00:00Z,28.61
198,MSFTATMIV.U,2019-10-04T00:00:00Z,26.33
199,MSFTATMIV.U,2019-10-07T00:00:00Z,26.9
200,MSFTATMIV.U,2019-10-08T00:00:00Z,29.54
201,MSFTATMIV.U,2019-10-09T00:00:00Z,27.15
202,MSFTATMIV.U,2019-10-10T00:00:00Z,25.76
203,MSFTATMIV.U,2019-10-11T00:00:00Z,24.57
204,MSFTATMIV.U,2019-10-14T00:00:00Z,23.53
205,MSFTATMIV.U,2019-10-15T00:00:00Z,21.2
206,MSFTATMIV.U,2019-10-16T00:00:00Z,22.18
207,MSFTATMIV.U,2019-10-17T00:00:00Z,22.0
208,MSFTATMIV.U,2019-10-18T00:00:00Z,23.69
209,MSFTATMIV.U,2019-10-21T00:00:00Z,24.08
210,MSFTATMIV.U,2019-10-22T00:00:00Z,25.21
211,MSFTATMIV.U,2019-10-23T00:00:00Z,24.71
212,MSFTATMIV.U,2019-10-24T00:00:00Z,16.95
213,MSFTATMIV.U,2019-10-25T00:00:00Z,16.11
214,MSFTATMIV.U,2019-10-28T00:00:00Z,16.11
215,MSFTATMIV.U,2019-10-29T00:00:00Z,16.46
216,MSFTATMIV.U,2019-10-30T00:00:00Z,15.18
217,MSFTATMIV.U,2019-10-31T00:00:00Z,16.27
218,MSFTATMIV.U,2019-11-01T00:00:00Z,15.99
219,MSFTATMIV.U,2019-11-04T00:00:00Z,15.53
220,MSFTATMIV.U,2019-11-05T00:00:00Z,15.77
221,MSFTATMIV.U,2019-11-06T00:00:00Z,15.09
222,MSFTATMIV.U,2019-11-07T00:00:00Z,15.16
223,MSFTATMIV.U,2019-11-08T00:00:00Z,16.04
224,MSFTATMIV.U,2019-11-11T00:00:00Z,15.2
225,MSFTATMIV.U,2019-11-12T00:00:00Z,14.59
226,MSFTATMIV.U,2019-11-13T00:00:00Z,14.8
227,MSFTATMIV.U,2019-11-14T00:00:00Z,14.43
228,MSFTATMIV.U,2019-11-15T00:00:00Z,13.69
229,MSFTATMIV.U,2019-11-18T00:00:00Z,15.18
230,MSFTATMIV.U,2019-11-19T00:00:00Z,14.78
231,MSFTATMIV.U,2019-11-20T00:00:00Z,16.13
232,MSFTATMIV.U,2019-11-21T00:00:00Z,16.43
233,MSFTATMIV.U,2019-11-22T00:00:00Z,15.47
234,MSFTATMIV.U,2019-11-25T00:00:00Z,14.55
235,MSFTATMIV.U,2019-11-26T00:00:00Z,13.55
236,MSFTATMIV.U,2019-11-27T00:00:00Z,14.83
237,MSFTATMIV.U,2019-11-27T00:00:00Z,14.83
238,MSFTATMIV.U,2019-11-29T00:00:00Z,15.55
239,MSFTATMIV.U,2019-12-02T00:00:00Z,17.46
240,MSFTATMIV.U,2019-12-03T00:00:00Z,17.19
241,MSFTATMIV.U,2019-12-04T00:00:00Z,16.0
242,MSFTATMIV.U,2019-12-05T00:00:00Z,16.63
243,MSFTATMIV.U,2019-12-06T00:00:00Z,15.05
244,MSFTATMIV.U,2019-12-09T00:00:00Z,16.52
245,MSFTATMIV.U,2019-12-10T00:00:00Z,16.61
246,MSFTATMIV.U,2019-12-11T00:00:00Z,16.1
247,MSFTATMIV.U,2019-12-12T00:00:00Z,15.95
248,MSFTATMIV.U,2019-12-13T00:00:00Z,13.54
249,MSFTATMIV.U,2019-12-16T00:00:00Z,14.97
250,MSFTATMIV.U,2019-12-17T00:00:00Z,14.71
251,MSFTATMIV.U,2019-12-18T00:00:00Z,14.71
252,MSFTATMIV.U,2019-12-19T00:00:00Z,14.79
253,MSFTATMIV.U,2019-12-20T00:00:00Z,14.4
254,MSFTATMIV.U,2019-12-23T00:00:00Z,14.74
255,MSFTATMIV.U,2019-12-24T00:00:00Z,14.86
256,MSFTATMIV.U,2019-12-24T00:00:00Z,14.86
257,MSFTATMIV.U,2019-12-26T00:00:00Z,17.26
258,MSFTATMIV.U,2019-12-27T00:00:00Z,17.92
259,MSFTATMIV.U,2019-12-30T00:00:00Z,19.9
260,MSFTATMIV.U,2019-12-31T00:00:00Z,20.39
261,MSFTATMIV.U,2019-12-31T00:00:00Z,20.39
262,MSFTATMIV.U,2020-01-02T00:00:00Z,20.04
263,MSFTATMIV.U,2020-01-03T00:00:00Z,21.25
264,MSFTATMIV.U,2020-01-06T00:00:00Z,21.74
265,MSFTATMIV.U,2020-01-07T00:00:00Z,22.01
266,MSFTATMIV.U,2020-01-08T00:00:00Z,21.15
267,MSFTATMIV.U,2020-01-09T00:00:00Z,20.32
268,MSFTATMIV.U,2020-01-10T00:00:00Z,21.53
269,MSFTATMIV.U,2020-01-13T00:00:00Z,21.12
270,MSFTATMIV.U,2020-01-14T00:00:00Z,21.51
271,MSFTATMIV.U,2020-01-15T00:00:00Z,21.29
272,MSFTATMIV.U,2020-01-16T00:00:00Z,20.45
273,MSFTATMIV.U,2020-01-17T00:00:00Z,20.45
274,MSFTATMIV.U,2020-01-17T00:00:00Z,20.45
275,MSFTATMIV.U,2020-01-21T00:00:00Z,22.03
276,MSFTATMIV.U,2020-01-22T00:00:00Z,21.79
277,MSFTATMIV.U,2020-01-23T00:00:00Z,22.02
278,MSFTATMIV.U,2020-01-24T00:00:00Z,22.53
279,MSFTATMIV.U,2020-01-27T00:00:00Z,25.02
280,MSFTATMIV.U,2020-01-28T00:00:00Z,23.22
281,MSFTATMIV.U,2020-01-29T00:00:00Z,22.27
282,MSFTATMIV.U,2020-01-30T00:00:00Z,19.3
283,MSFTATMIV.U,2020-01-31T00:00:00Z,21.93
284,MSFTATMIV.U,2020-02-03T00:00:00Z,20.42
285,MSFTATMIV.U,2020-02-04T00:00:00Z,21.12
286,MSFTATMIV.U,2020-02-05T00:00:00Z,23.52
287,MSFTATMIV.U,2020-02-06T00:00:00Z,23.7
288,MSFTATMIV.U,2020-02-07T00:00:00Z,24.34
289,MSFTATMIV.U,2020-02-10T00:00:00Z,25.97
290,MSFTATMIV.U,2020-02-11T00:00:00Z,29.06
291,MSFTATMIV.U,2020-02-12T00:00:00Z,25.96
292,MSFTATMIV.U,2020-02-13T00:00:00Z,24.83
293,MSFTATMIV.U,2020-02-14T00:00:00Z,23.74
294,MSFTATMIV.U,2020-02-14T00:00:00Z,23.74
295,MSFTATMIV.U,2020-02-18T00:00:00Z,22.75
296,MSFTATMIV.U,2020-02-19T00:00:00Z,22.18
297,MSFTATMIV.U,2020-02-20T00:00:00Z,23.67
298,MSFTATMIV.U,2020-02-21T00:00:00Z,28.03
299,MSFTATMIV.U,2020-02-24T00:00:00Z,34.19
300,MSFTATMIV.U,2020-02-25T00:00:00Z,36.24
301,MSFTATMIV.U,2020-02-26T00:00:00Z,34.37
302,MSFTATMIV.U,2020-02-27T00:00:00Z,43.59
303,MSFTATMIV.U,2020-02-28T00:00:00Z,50.01
304,MSFTATMIV.U,2020-03-02T00:00:00Z,36.33
305,MSFTATMIV.U,2020-03-03T00:00:00Z,46.97
306,MSFTATMIV.U,2020-03-04T00:00:00Z,34.81
307,MSFTATMIV.U,2020-03-05T00:00:00Z,47.26
308,MSFTATMIV.U,2020-03-06T00:00:00Z,51.9
309,MSFTATMIV.U,2020-03-09T00:00:00Z,60.04
310,MSFTATMIV.U,2020-03-10T00:00:00Z,49.7
311,MSFTATMIV.U,2020-03-11T00:00:00Z,56.74
312,MSFTATMIV.U,2020-03-12T00:00:00Z,73.67
313,MSFTATMIV.U,2020-03-13T00:00:00Z,44.86
314,MSFTATMIV.U,2020-03-16T00:00:00Z,88.72
315,MSFTATMIV.U,2020-03-17T00:00:00Z,72.75
316,MSFTATMIV.U,2020-03-18T00:00:00Z,82.63
317,MSFTATMIV.U,2020-03-19T00:00:00Z,72.15
318,MSFTATMIV.U,2020-03-20T00:00:00Z,65.97
319,MSFTATMIV.U,2020-03-23T00:00:00Z,60.8
320,MSFTATMIV.U,2020-03-24T00:00:00Z,52.66
321,MSFTATMIV.U,2020-03-25T00:00:00Z,61.35
322,MSFTATMIV.U,2020-03-26T00:00:00Z,53.22
323,MSFTATMIV.U,2020-03-27T00:00:00Z,58.14
324,MSFTATMIV.U,2020-03-30T00:00:00Z,52.3
325,MSFTATMIV.U,2020-03-31T00:00:00Z,52.64
326,MSFTATMIV.U,2020-04-01T00:00:00Z,55.97
327,MSFTATMIV.U,2020-04-02T00:00:00Z,51.47
328,MSFTATMIV.U,2020-04-03T00:00:00Z,50.67
329,MSFTATMIV.U,2020-04-06T00:00:00Z,40.88
330,MSFTATMIV.U,2020-04-07T00:00:00Z,43.75
331,MSFTATMIV.U,2020-04-08T00:00:00Z,42.01
332,MSFTATMIV.U,2020-04-09T00:00:00Z,40.09
333,MSFTATMIV.U,2020-04-09T00:00:00Z,40.09
334,MSFTATMIV.U,2020-04-13T00:00:00Z,40.42
335,MSFTATMIV.U,2020-04-14T00:00:00Z,36.88
336,MSFTATMIV.U,2020-04-15T00:00:00Z,39.98
337,MSFTATMIV.U,2020-04-16T00:00:00Z,40.83
338,MSFTATMIV.U,2020-04-17T00:00:00Z,38.62
339,MSFTATMIV.U,2020-04-20T00:00:00Z,42.16
340,MSFTATMIV.U,2020-04-21T00:00:00Z,47.13
341,MSFTATMIV.U,2020-04-22T00:00:00Z,42.79
342,MSFTATMIV.U,2020-04-23T00:00:00Z,42.03
343,MSFTATMIV.U,2020-04-24T00:00:00Z,39.53
344,MSFTATMIV.U,2020-04-27T00:00:00Z,38.61
345,MSFTATMIV.U,2020-04-28T00:00:00Z,38.36
346,MSFTATMIV.U,2020-04-29T00:00:00Z,37.27
347,MSFTATMIV.U,2020-04-30T00:00:00Z,31.1
348,MSFTATMIV.U,2020-05-01T00:00:00Z,34.47
349,MSFTATMIV.U,2020-05-04T00:00:00Z,33.67
350,MSFTATMIV.U,2020-05-05T00:00:00Z,31.03
351,MSFTATMIV.U,2020-05-06T00:00:00Z,30.49
352,MSFTATMIV.U,2020-05-07T00:00:00Z,29.77
353,MSFTATMIV.U,2020-05-08T00:00:00Z,26.9
354,MSFTATMIV.U,2020-05-11T00:00:00Z,26.84
355,MSFTATMIV.U,2020-05-12T00:00:00Z,28.44
356,MSFTATMIV.U,2020-05-13T00:00:00Z,33.51
357,MSFTATMIV.U,2020-05-14T00:00:00Z,31.91
358,MSFTATMIV.U,2020-05-15T00:00:00Z,29.38
359,MSFTATMIV.U,2020-05-18T00:00:00Z,25.61
360,MSFTATMIV.U,2020-05-19T00:00:00Z,27.25
361,MSFTATMIV.U,2020-05-20T00:00:00Z,27.13
362,MSFTATMIV.U,2020-05-21T00:00:00Z,28.4
363,MSFTATMIV.U,2020-05-22T00:00:00Z,27.89
364,MSFTATMIV.U,2020-05-22T00:00:00Z,27.89
365,MSFTATMIV.U,2020-05-26T00:00:00Z,28.18
366,MSFTATMIV.U,2020-05-27T00:00:00Z,27.88
367,MSFTATMIV.U,2020-05-28T00:00:00Z,28.25
368,MSFTATMIV.U,2020-05-29T00:00:00Z,25.88
369,MSFTATMIV.U,2020-06-01T00:00:00Z,26.56
370,MSFTATMIV.U,2020-06-02T00:00:00Z,25.28
371,MSFTATMIV.U,2020-06-03T00:00:00Z,24.38
372,MSFTATMIV.U,2020-06-04T00:00:00Z,25.61
373,MSFTATMIV.U,2020-06-05T00:00:00Z,22.65
374,MSFTATMIV.U,2020-06-08T00:00:00Z,25.28
375,MSFTATMIV.U,2020-06-09T00:00:00Z,26.68
376,MSFTATMIV.U,2020-06-10T00:00:00Z,27.7
377,MSFTATMIV.U,2020-06-11T00:00:00Z,35.86
378,MSFTATMIV.U,2020-06-12T00:00:00Z,35.21
379,MSFTATMIV.U,2020-06-15T00:00:00Z,33.3
380,MSFTATMIV.U,2020-06-16T00:00:00Z,32.45
381,MSFTATMIV.U,2020-06-17T00:00:00Z,32.59
382,MSFTATMIV.U,2020-06-18T00:00:00Z,31.57
383,MSFTATMIV.U,2020-06-19T00:00:00Z,32.08
384,MSFTATMIV.U,2020-06-22T00:00:00Z,32.11
385,MSFTATMIV.U,2020-06-23T00:00:00Z,31.7
386,MSFTATMIV.U,2020-06-24T00:00:00Z,36.11
387,MSFTATMIV.U,2020-06-25T00:00:00Z,34.41
388,MSFTATMIV.U,2020-06-26T00:00:00Z,36.91
389,MSFTATMIV.U,2020-06-29T00:00:00Z,36.02
390,MSFTATMIV.U,2020-06-30T00:00:00Z,31.36
391,MSFTATMIV.U,2020-07-01T00:00:00Z,30.6
392,MSFTATMIV.U,2020-07-02T00:00:00Z,30.49
393,MSFTATMIV.U,2020-07-02T00:00:00Z,30.49
394,MSFTATMIV.U,2020-07-06T00:00:00Z,32.2
395,MSFTATMIV.U,2020-07-07T00:00:00Z,34.65
396,MSFTATMIV.U,2020-07-08T00:00:00Z,33.87
397,MSFTATMIV.U,2020-07-09T00:00:00Z,36.07
398,MSFTATMIV.U,2020-07-10T00:00:00Z,35.19
399,MSFTATMIV.U,2020-07-13T00:00:00Z,39.65
400,MSFTATMIV.U,2020-07-14T00:00:00Z,40.22
401,MSFTATMIV.U,2020-07-15T00:00:00Z,40.11
402,MSFTATMIV.U,2020-07-16T00:00:00Z,39.82
403,MSFTATMIV.U,2020-07-17T00:00:00Z,36.66
404,MSFTATMIV.U,2020-07-20T00:00:00Z,35.27
405,MSFTATMIV.U,2020-07-21T00:00:00Z,37.24
406,MSFTATMIV.U,2020-07-22T00:00:00Z,33.04
407,MSFTATMIV.U,2020-07-23T00:00:00Z,33.49
408,MSFTATMIV.U,2020-07-24T00:00:00Z,31.75
409,MSFTATMIV.U,2020-07-27T00:00:00Z,29.71
410,MSFTATMIV.U,2020-07-28T00:00:00Z,29.37
411,MSFTATMIV.U,2020-07-29T00:00:00Z,28.4
412,MSFTATMIV.U,2020-07-30T00:00:00Z,28.74
413,MSFTATMIV.U,2020-07-31T00:00:00Z,29.36
414,MSFTATMIV.U,2020-08-03T00:00:00Z,33.76
415,MSFTATMIV.U,2020-08-04T00:00:00Z,32.33
416,MSFTATMIV.U,2020-08-05T00:00:00Z,32.24
417,MSFTATMIV.U,2020-08-06T00:00:00Z,31.36
418,MSFTATMIV.U,2020-08-07T00:00:00Z,32.73
419,MSFTATMIV.U,2020-08-10T00:00:00Z,33.65
420,MSFTATMIV.U,2020-08-11T00:00:00Z,33.65
421,MSFTATMIV.U,2020-08-12T00:00:00Z,30.67
422,MSFTATMIV.U,2020-08-13T00:00:00Z,30.66
423,MSFTATMIV.U,2020-08-14T00:00:00Z,29.85
424,MSFTATMIV.U,2020-08-17T00:00:00Z,27.65
425,MSFTATMIV.U,2020-08-18T00:00:00Z,26.6
426,MSFTATMIV.U,2020-08-19T00:00:00Z,26.57
427,MSFTATMIV.U,2020-08-20T00:00:00Z,26.82
428,MSFTATMIV.U,2020-08-21T00:00:00Z,28.26
429,MSFTATMIV.U,2020-08-24T00:00:00Z,29.08
430,MSFTATMIV.U,2020-08-25T00:00:00Z,29.82
431,MSFTATMIV.U,2020-08-26T00:00:00Z,34.34
432,MSFTATMIV.U,2020-08-27T00:00:00Z,39.0
433,MSFTATMIV.U,2020-08-28T00:00:00Z,39.5
434,MSFTATMIV.U,2020-08-31T00:00:00Z,38.2
435,MSFTATMIV.U,2020-09-01T00:00:00Z,39.29
